description,title,price,time_published,hotness,url,picture_url,editors_choice,uuid,time_modified,shipping,category
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096735,2171909"">Joe's New Balance Outlet</a> takes <strong>40% to 70% off</strong> the original retail price of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096732,2171909"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096687,2171909"">women's shoes</a> via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096738,2171909"">New Year Sale</a>, with prices starting from <strong>$22.50</strong>. (Items are already marked 20% to 50% off, and this coupon takes an additional 20% off the <i>original</i> retail price.) Plus, the same coupon bags <strong>free shipping</strong>. Combined, that's one of the best sales we've seen from JNBO in the past year and drops the price for many styles to the $30 to $40 range. Some exclusions may apply. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096690,2171909"">New Balance Women's 811v2 Graphic Trainers</a> in White or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096693,2171909"">Denim</a> for <strong>$30</strong> (low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171909"">New Balance Men's Fresh Foam Boracay v3 Shoes</a> for <strong>$36</strong> (pictured, low by $28)
 </li>
</ul>",Joe's New Balance New Year Sale,40% to 70% off,2018-01-04T14:42:29-05:00,4,https://www.dealnews.com/Joes-New-Balance-New-Year-Sale-40-to-70-off-free-shipping/2171909.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rnou50powxnkvq9goyqp",,2171909,,free shipping,SHOES
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171801"">adidas</a> takes <b>up to 50% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096303,2171801"">men's women's, and kids' shoes, apparel, and accessories</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>. In all, over 1,300 items are discounted. Some exclusions may apply.",Adidas Sale,Up to 50% off,2018-01-04T14:42:26-05:00,5,https://www.dealnews.com/Adidas-Sale-Up-to-50-off-free-shipping/2171801.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h4htarpj0kysjba9yavi",,2171801,,free shipping,CLOTHING & ACCESSORIES
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171828"">Calm Yoga Kit</a> for <strong>$8.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It includes a 24"" x 68"" yoga mat with sling, yoga block, 6-foot yoga strap, and towel.",Calm Yoga Kit,$9,2018-01-04T14:42:09-05:00,2,https://www.dealnews.com/Calm-Yoga-Kit-for-9-pickup-at-Walmart/2171828.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl99dqvy0ilqslixvepd",,2171828,,pickup at Walmart,EXERCISE EQUIPMENT
"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171885"">Vision Grills Diamond-Cut Cadet Kamado Grill</a> in several colors (Orange pictured) for <strong>$299</strong> with <strong>free shipping</strong>. (Non-members pay a $29.90 surcharge.) That's the lowest price we could find by $253. It features color-coded top and bottom vents and a stainless steel cooking grate with handles. Deal ends January 10.",Vision Grills Diamond-Cut Cadet Kamado Grill,from $299,2018-01-04T14:41:27-05:00,4,https://www.dealnews.com/Vision-Grills-Diamond-Cut-Cadet-Kamado-Grill-from-299-free-shipping/2171885.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmjqaighwhflnbkjof40",,2171885,,free shipping,BBQS & GRILLS
"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Chase Sapphire Preferred® Card,"50,000 bonus points",2018-01-04T14:27:34-05:00,,"https://www.dealnews.com/lw/click.html?20,2,2171954","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,2171954,,,CREDIT CARDS
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171942"">Canon MF232W Multifunction WiFi Monochrome Laser Printer</a>, which also scans and copies, for <b>$84.99</b> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find by $46. It features a tiltable LCD screen, print speeds up to 24ppm, 1200x1200 dpi maximum print resolution, 802.11n wireless, Ethernet, and USB.",Canon Multifunction WiFi Laser Printer,$85,2018-01-04T14:40:48-05:00,3,https://www.dealnews.com/Canon-Multifunction-Wi-Fi-Laser-Printer-for-85-free-shipping/2171942.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bidw7taovoqx9gqlfjv3",,2171942,,free shipping,LASER PRINTERS
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171933"">J.Crew Factory</a> takes an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096774,2171933"">clearance items</a> via coupon code ""CHILLY"". That's tied with our mention from two weeks ago as the largest extra discount we've seen on clearance items from J.Crew Factory this year. Shipping adds <strong>$5</strong>, but orders of $100 bag free shipping. Some exclusions may apply. Deal ends January 7.<br>
<br>
Note: Items marked as final sale cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40002/J.Crew-Factory/"">J.Crew Factory Coupons</a>.</p>",J.Crew Factory Clearance,Extra 60% off,2018-01-04T14:39:36-05:00,4,https://www.dealnews.com/J.Crew-Factory-Clearance-Extra-60-off-free-shipping-w-100/2171933.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ppnuvse3ddp4s4o530",True,2171933,,free shipping w/ $100,CLOTHING & ACCESSORIES
"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171951"">Apple iPad Pro 9.7"" 32GB WiFi Tablet</a> in Rose Silver for $366.69. Coupon code ""NEWSJAN25"" drops that to <strong>$275.02</strong>. With <strong>free shipping</strong>, that's $105 under our August mention of a new unit and the lowest price we've seen for a 9.7"" iPad Pro. (It's the best deal now for a refurb by $75, and $174 less than buying new.) Deal ends January 31.<br>
<br>
Note: No warranty info is provided.","Refurb Apple iPad Pro 9.7"" 32GB WiFi Tablet",$275,2018-01-04T14:38:58-05:00,4,https://www.dealnews.com/Refurb-Apple-iPad-Pro-9.7-32-GB-Wi-Fi-Tablet-for-275-free-shipping/2171951.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ywvdgodixjqfqhudrxj5",True,2171951,,free shipping,IPADS
"TigerDirect Business offers the 0.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171963"">Toshiba Encore 2 WT8-B32CNM 8"" 32GB WiFi Windows 8.1 Tablet</a> in Satin Gold for <strong>$99.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096852,2171963"">MacMall</a> charges the same.) That's $300 off list and the lowest price we've seen for <i>any</i> Toshiba Encore 2 tablet. Features include an Intel Atom Z3735G 1.33GHz Bay Trail quad-core processor, 8"" 1280x800 IPS LED-backlit touchscreen LCD, 1GB RAM, 32GB eMMC storage, 5-megapixel rear camera, 1.2-megapixel front-facing camera, 802.11n wireless, Bluetooth 4.0, microSDXC card slot, and Windows 8.1 OS.","Toshiba Encore 2 8"" 32GB Windows 8.1 Tablet",$100,2018-01-04T14:38:22-05:00,3,https://www.dealnews.com/Toshiba-Encore-2-8-32-GB-Windows-8.1-Tablet-for-100-free-shipping/2171963.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmxkssz4llw7zw52hbv2",True,2171963,,free shipping,TABLETS
"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171903"">Rubbermaid Configurations 3-Foot to 6-Foot Deluxe Closet Kit</a> in White for <strong>$59</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096663,2171903"">Amazon</a> charges the same.) That's tied with our mention from two weeks ago and the lowest price we could find by $11. It comes with six 26"" shelves, two 36"" shelves, two 36"" top rails, 16 brackets, four 47.5"" uprights, two 25"" uprights, and two hang rods.",Rubbermaid Configurations Deluxe Closet Kit,$59,2018-01-04T14:38:07-05:00,3,https://www.dealnews.com/Rubbermaid-Configurations-Deluxe-Closet-Kit-for-59-free-shipping/2171903.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwzyiu0xxpsue6tc4zii",,2171903,,free shipping,HOME IMPROVEMENT
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171966"">Macy's</a> takes an <strong>extra 15% to 20% off</strong> most items sitewide via coupon code ""WKND"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096858,2171966"">Super WKND Sale</a>. (Eligible items are marked.) Alternatively, cut an <strong>extra $10 off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096861,2171966"">sale and clearance orders of $25 or more</a> via coupon code ""WKND25"". Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096864,2171966"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (Orders of $99 or more also ship free, and in-store pickup may be available.) Some exclusions apply, including Deals of the Day, Specials, and Super Buys. Deal ends January 7.",Macy's Super WKND Sale,Extra 15% to 20% off,2018-01-04T14:36:55-05:00,3,https://www.dealnews.com/Macys-Super-WKND-Sale-Extra-15-to-20-off-free-shipping-w-99/2171966.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",,2171966,,free shipping w/ $99,MACY'S COUPONS
"Best Choice Products via Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171807"">Best Choice Products Stationary Exercise Bicycle</a> for <b>$59.95</b> with <b>free shipping</b>. That's tied with our mention from a year ago, $60 off list, and the lowest price we could find. It features an adjustable seat height, padded handles, adjustable resistance knob, and display screen that shows the time, speed, distance, and calories burned.",Best Choice Products Exercise Bicycle,$60,2018-01-04T14:30:23-05:00,3,https://www.dealnews.com/Best-Choice-Products-Exercise-Bicycle-for-60-free-shipping/2171807.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zmyvooa4e14tvng9fgoi",,2171807,,free shipping,EXERCISE EQUIPMENT
"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171927"">Nintendo Switch Console with Gray Joy-Con</a> for $323.39. Coupon code ""NEWSJAN25"" cuts it to <b>$242.54</b>. With <b>free shipping</b>, that's $17 under last week's mention of a new unit and the lowest price we've seen for this console in any condition. (It's $56 less than you'd pay for a new one today.) Deal ends January 31, although it will likely sell out quickly.<br>
<br>
Note: No warranty information is provided, but it's covered by Blinq's 30-day money-back guarantee.",Refurb Nintendo Switch Console,$243,2018-01-04T14:25:52-05:00,3,https://www.dealnews.com/Refurb-Nintendo-Switch-Console-for-243-free-shipping/2171927.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogjm2s16hl0egyxitq43",True,2171927,,free shipping,CONSOLES
"As one of its daily deals, 13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171864"">48"" x 30"" Anti-Fatigue Floor Mat</a> in Black for <b>$29.99</b> with <b>free shipping</b>. That's $95 off list and and tied with last week's mention as the lowest price we could find. This waterproof and stain-resistant mat is approximately 1"" thick and features a pointed bevel edge and non-slip bottom.<br>
<br>
Need more than one? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096480,2171864"">Add three</a> to your cart for a price of <b>$74.97</b> with <b>free shipping</b> ($24.99 each). Both deals end today.","48"" x 30"" Anti-Fatigue Floor Mat",$30; 3 for $75,2018-01-04T14:23:59-05:00,3,https://www.dealnews.com/48-x-30-Anti-Fatigue-Floor-Mat-for-30-3-for-75-free-shipping/2171864.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gzbcucez8zbbs3cvjics",,2171864,,free shipping,KITCHEN
"Ending today, T-Mobile cuts <b>$80 off</b> the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171231"">Logitech Ultimate Ears Boom 2 Portable Bluetooth Speaker</a> in several colors (Black pictured). Plus, <b>free shipping</b> applies. It features a 3.5mm auxiliary input, up to 15 hours of music per charge, and is compatible with iOS and Android.",Logitech UE Boom 2 Portable Speaker,$80 off,2018-01-04T00:01:00-05:00,,https://www.dealnews.com/Logitech-UE-Boom-2-Portable-Speaker-80-off-free-shipping/2171231.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dppsahtw8pkb8fhhroig",,2171231,,free shipping,PORTABLE SPEAKERS
