editors_choice,hotness,time_modified,title,uuid,url,price,picture_url,category,shipping,description,time_published
,,,Marriott Rewards® Premier Credit Card,2168612,"https://www.dealnews.com/lw/click.html?20,2,2168612","Earn 80,000 Bonus Points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5",CREDIT CARDS,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-31T00:01:00-05:00
,2,,Nunn Bush Men's Galloway Chukka Boots,2169437,https://www.dealnews.com/Nunn-Bush-Mens-Galloway-Chukka-Boots-for-42-free-shipping/2169437.html,$42,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnaabl7hmcorqeambu9r",SHOES,free shipping,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169437"">Nunn Bush Men's Galloway Chukka Boots</a> in Navy Suede for <b>$42</b> with <strong>free shipping</strong>. That's the lowest price we could find by $6, although we saw them in another color for $3 less three weeks ago. They're available in select sizes from 7.5 to 11.",2018-01-01T10:37:42-05:00
,4,,Brooks Brothers Semi-Annual Sale,2169503,https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off-15-off/2169503.html,Up to 40% off + 15% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",CLOTHING & ACCESSORIES,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169503"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090636,2169503"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090639,2169503"">Semi-Annual Sale</a>. Plus, take an <strong>extra 15% off</strong> in-cart. Shipping starts at <strong>$5.95</strong>. Deal ends January 2.",2018-01-01T10:36:59-05:00
,3,,Lenovo Outlet ThinkPad Laptop Sale,2169431,https://www.dealnews.com/Lenovo-Outlet-Think-Pad-Laptop-Sale-Extra-5-to-15-off-free-shipping/2169431.html,Extra 5% to 15% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trhnjtumlxjrmlgvvfe4",LAPTOPS,free shipping,"Lenovo Outlet takes an <strong>extra 5% to 15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169431"">Lenovo ThinkPad laptops</a> via coupon code ""THINKXTRA5"", yielding a total savings of <strong>up to 67% off</strong>. Even better, all orders receive <strong>free shipping</strong>. Deal ends January 15.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1662/Lenovo/"">Lenovo Coupons</a>.</p>",2018-01-01T10:36:41-05:00
,4,,Ray-Ban Unisex Sunglasses,2169497,https://www.dealnews.com/Ray-Ban-Unisex-Sunglasses-for-65-free-shipping/2169497.html,$65,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fcfl1ftbowqt5ei8fwa5",SUNGLASSES,free shipping,"Luxomo offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169497"">Ray-Ban Unisex RB3445-006 Sunglasses</a> in Gray for $94.99. Coupon code ""DNEWS30"" drops it to <b>$64.99</b>. With <b>free shipping</b>, that's the lowest price we could find by $22. They feature a metal frame and gradient lenses. Deal ends January 5.",2018-01-01T10:35:53-05:00
,3,,"Insignia 22"" 1080p LED LCD HDTV",2169494,https://www.dealnews.com/Insignia-22-1080-p-LED-LCD-HDTV-for-80-free-shipping/2169494.html,$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wyijp4a5pkg8qih5sjwo",TVS,free shipping,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169494"">Insignia 21.5"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-22D420NA18, for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $50 off and tied with our Black Friday week mention as the lowest price we've seen. It features a native resolution of 1920x1080 (1080p), USB, and two HDMI inputs.",2018-01-01T10:35:25-05:00
,3,,Honest Kids Organic Juice 32-Pack,2169500,https://www.dealnews.com/Honest-Kids-Organic-Juice-32-Pack-for-11-w-Prime-free-shipping/2169500.html,$11 w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tl3nbucwxbqdk5wgrjpx",GROCERIES,free shipping,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169500"">Honest Kids Organic Juice 32-Pack</a> in Superfruit Punch or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090597,2169500"">Appley Ever After</a> for $12. Add it to your cart via Subscribe & Save to drop that to <strong>$11.40</strong>. With <strong>free shipping</strong>, that's $5 under the price you'd expect to pay at your local store for any flavor, although we did see these for a buck less in August.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your order ships or you'll be billed for subsequent shipments.",2018-01-01T10:25:29-05:00
,4,,Masione 120-Mile HDTV Antenna,2169473,https://www.dealnews.com/Masione-120-Mile-HDTV-Antenna-for-45-free-shipping/2169473.html,$45,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vpx1jjqfm6d7zx0ilwoh",TV ANTENNAS & RECEIVERS,free shipping,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169473"">Masione 120-Mile HDTV Antenna</a> for $82.99. Coupon code ""DQZNKIRT"" cuts it to <strong>$44.99</strong>. With <b>free shipping</b>, that's $18 under our August mention and the lowest price we could find by $25. It comes with 30 feet of coaxial cable. Deal ends January 14.",2018-01-01T10:16:56-05:00
,5,,Citizen Men's and Women's Watches at Jomashop,2169482,https://www.dealnews.com/Citizen-Mens-and-Womens-Watches-at-Jomashop-Up-to-79-off-coupons-free-shipping/2169482.html,Up to 79% off + coupons,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idncppcbu4s58987yhnt",WATCHES,free shipping,"Jomashop takes <strong>up to 79% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090573,2169482"">Citizen men's and women's watches</a>. Plus, coupon code ""DNEWSFS"" bags <strong>free shipping</strong> for all orders. Alternatively, take an <strong>extra $5 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090543,2169482"">$105 or more</a> via coupon code ""EMAIL5"", <strong>$10 off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090546,2169482"">$150 or more</a> via ""AD10"", <b>$20 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090549,2169482"">$500 or more</a> via ""GOOGLE20"", or <b>$50 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090552,2169482"">$1,000 or more</a> via ""JOMANEW50"". (Select items receive larger discounts via coupon codes noted on their product pages. Coupons don't stack, but orders over $100 after discount automatically receive free shipping.) Sale ends January 5. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090555,2169482"">Citizen Women's Mother of Pearl Swarovski Crystals Watch</a> for <strong>$59.99</strong> + <b>$6</b> s&amp;h via ""CZX20"" (low by $1; $79+ elsewhere)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169482"">Citizen Men's Navihawk A-T Eco-Drive Chronograph Watch</a> for <strong>$358</strong> + <b>$0</b> s&amp;h via ""AD10"" (pictured, low by $6; $421+ elsewhere)
 </li>
</ul>",2018-01-01T10:16:34-05:00
True,3,2018-01-01T13:01:42-05:00,5Nts All-Incl. Adults-Only Costa Rica Hotel,2169491,https://www.dealnews.com/5-Nts-All-Incl.-Adults-Only-Costa-Rica-Hotel-from-177-per-night/2169491.html,from $177 per night,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktsxbugknaxmytrksism",HOTELS,,"Ending today, BookIt via Dunhill Travel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169491"">5-Night Stays for Two at the All-Inclusive Occidental Papagayo</a> in Guanacaste, Costa Rica, with prices starting at <strong>$886</strong> via coupon code ""EOY150"". (It's the top offer on the page; we found this rate on July 1.) At $177 per night, that's the lowest current rate we could find for an all-inclusive stay at this adults-only property by $150. (It's also the lowest nightly rate we've seen for this property in well over a year.) This 4-star hotel has an Expedia rating of 70% based on 540 reviews. Book this travel deal today for stays from April 1 through July 28.",
,,,Seatore Lemon Squeezer,2168300,https://www.dealnews.com/Seatore-Lemon-Squeezer-for-14-free-shipping-w-Prime/2168300.html,$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s4zv8whi7jokwgqql1pb",KITCHEN,free shipping w/ Prime,"HomeBay via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168300"">Seatore Lemon Squeezer</a> for $16.99. Coupon code ""KLS4A8CG"" cuts it to <strong>$13.60</strong>. Plus, Prime members bag <strong>free shipping</strong>. It features a dual gear mechanism and stainless steel construction. Deal ends January 2.",2018-01-01T00:01:00-05:00
,,,5 Deals You Need to Know Today: Score a Classy Suit for $55!,2169488,https://www.dealnews.com/features/morning-jolt/,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o6ph6sjstrbazabpnbh6",MORNING JOLT,,"Start your week — and the new year! — off right with these awesome offers. Score a tailored-fit suit at $145 cheaper than usual, a beauty box that's essentially free, and more. Check out these and other deals in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",2018-01-01T10:13:37-05:00
,3,,Filson Men's Bell Bomber Jacket,2169458,https://www.dealnews.com/Filson-Mens-Bell-Bomber-Jacket-for-109-14-s-h/2169458.html,$109,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q9mzah7fw9eijaecvpqy",COATS,$14 shipping,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169458"">Filson Men's Bell Bomber Jacket</a> in Green or Black for <b>$109</b> plus <b>$13.95</b> for shipping. That's $216 off list and the lowest price we could find. It's available in sizes S to XL.",2018-01-01T09:58:57-05:00
,5,2018-01-01T12:59:19-05:00,J.Crew Final Sale,2169455,https://www.dealnews.com/J.Crew-Final-Sale-Extra-50-off-free-shipping-w-150/2169455.html,Extra 50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys4p3qy38r3aoaqlz58a",CLOTHING & ACCESSORIES,free shipping w/ $150,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169455"">J.Crew</a> takes an <strong>extra 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090501,2169455"">final sale items</a> via coupon code ""HOORAY"". Plus, the same code also cuts <b>40% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090504,2169455"">cozy styles</a>. (Eligible items are marked.) Shipping adds <strong>$5</strong> but orders of $150 or more bag free shipping. Some exclusions apply.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s279/J.Crew/"">J.Crew Coupons</a>.</p>",
,3,,SanDisk 16GB USB 2.0 Flash Drive,2169452,https://www.dealnews.com/San-Disk-16-GB-USB-2.0-Flash-Drive-for-5-w-25-purchase-free-shipping/2169452.html,$5 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqdznkujkelnu6vkvk9o",USB FLASH DRIVES,free shipping,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169452"">SanDisk 16GB Cruzer Glide USB 2.0 Flash Drive</a> for <b>$4.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090480,2169452"">Target</a> charges the same with in-store pickup.) That's the lowest price we could find by $5, although we saw it for a buck less last July. It features password protection and encryption support.<br>
<br>
Note: This item is part of Amazon's ""add-on program"" and can only be purchased with orders of $25 or more.",2018-01-01T09:51:10-05:00
,3,,Romoss USB 3.0 Dual Port 36W Car Charger,2169443,https://www.dealnews.com/Romoss-USB-3.0-Dual-Port-36-W-Car-Charger-for-10-free-shipping-w-Prime/2169443.html,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ee57vuebwutfgihyba1e",AUTOMOTIVE,free shipping w/ Prime,"Romoss Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169443"">Romoss USB 3.0 Dual Port 36-watt Car Charger</a> for $13.99. Coupon code ""QCARNY18"" drops it to <b>$9.79</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention and the lowest price we could find today by $10. It has Qualcomm Quick Charge 3.0 for faster charging. Deal ends January 2.",2018-01-01T09:46:26-05:00
,3,,Michael Kors Men's Wool Blend Peacoat,2169449,https://www.dealnews.com/Michael-Kors-Mens-Wool-Blend-Peacoat-for-100-free-shipping/2169449.html,$100,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/thhpn7qrzerbnxtbxhvt",COATS,free shipping,"Nordstrom offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169449"">Michael Kors Men's Wool Blend Double Breasted Peacoat</a> in several colors (Heather Grey pictured) for <b>$99.90</b> with <b>free shipping</b>. That's $250 off and the lowest price we could find. It's available in select sizes from S to 3XL.",2018-01-01T09:45:48-05:00
,3,,Carnival 7Nt W. Caribbean Cruise,2169446,https://www.dealnews.com/Carnival-7-Nt-W.-Caribbean-Cruise-from-878-for-2/2169446.html,from $878 for 2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4vbk5rutwosvooelanh",CRUISES,,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169446"">Carnival Cruise 7-Night Western Caribbean Cruise for Two</a> with prices starting at <strong>$878</strong>. That's the lowest price we could find for such a cruise next month by $30. This roundtrip cruise aboard the Carnival Dream departs from New Orleans, LA, on February 4. Book this travel deal by January 31.",2018-01-01T09:39:51-05:00
,2,,3Nt Montego Bay Flight & Hotel Vacation,2169440,https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-299-for-2/2169440.html,"from $1,299 for 2","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b",VACATIONS,,"CheapCaribbean via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169440"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090441,2169440"">$200 Resort Credit</a>, with prices starting at <strong>$1,299.46</strong>. Assuming you'll use the credit, that's the lowest current rate we could find for this package by $260. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on January 22; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 31 for travel from January 2 through March 23.",2018-01-01T09:34:33-05:00
,3,,Smart Weigh Digital Body Weight Scale,2169422,https://www.dealnews.com/Smart-Weigh-Digital-Body-Weight-Scale-for-18-free-shipping-w-Prime/2169422.html,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzj47lcpqkzkvq3p8hap",HEALTH,free shipping w/ Prime,"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169422"">Smart Weigh Digital Body Weight Scale</a> in Silver for $22.99. Coupon code ""2MEASURE"" cuts that to <strong>$18.39</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $12, although we saw it for $2 less in August. It recognizes and stores up to eight users and features a tempered glass platform, multi-color backlit LCD screen, and 440-lb. weight capacity. Deal ends January 20.",2018-01-01T09:27:57-05:00
,,,Wells Fargo Cash Wise Visa® Card,2168609,"https://www.dealnews.com/lw/click.html?20,2,2168609",$200 Cash Rewards Bonus,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",CREDIT CARDS,,"At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168609"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089667,2168609"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-30T00:01:00-05:00
True,4,2018-01-01T11:41:28-05:00,Cetaphil 10-oz. Eczema Calming Moisturizer,2169428,https://www.dealnews.com/Cetaphil-10-oz.-Eczema-Calming-Moisturizer-for-7-free-shipping/2169428.html,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqfdxqjecqzohzjqrdf9",SKIN CARE,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169428"">Cetaphil Restoraderm Eczema Calming Body Moisturizer 10-oz. Bottle</a> for <strong>$7.40</strong> with <strong>free shipping</strong> via the steps below. That's around $8 under what you'd expect to pay in local stores. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169428"">Cetaphil Restoraderm Eczema Calming Body Moisturizer 10-oz. Bottle</a> for $9.89
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <b>$7.40</b> with <b>free shipping</b>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",
,4,,DG Hill Men's Braided Belt,2169419,https://www.dealnews.com/DG-Hill-Mens-Braided-Belt-for-5-free-shipping/2169419.html,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z9ubwcql5xkkjfgk4p4f",ACCESSORIES,free shipping,"Deal Genius offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169419"">DG Hill Men's Braided Belt</a> in five colors for <strong>$4.99</strong> with <strong>free shipping</strong>. That's $20 off and a very low price for such a belt. It comes in sizes S to XL.",2018-01-01T09:26:47-05:00
,3,,Fallon Fabric Accent Chair,2169416,https://www.dealnews.com/Fallon-Fabric-Accent-Chair-for-180-free-shipping/2169416.html,$180,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xciusdmdjgywzuc8cz4u",CHAIRS,free shipping,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169416"">Fallon Fabric Accent Chair</a> in several colors (Blue pictured) for <b>$179.99</b> with <b>free shipping</b>. (Non-members pay a $9 surcharge.) That's $60 off and the lowest price we could find. It features a solid rubberwood frame and solid legs. Deal ends January 2.",2018-01-01T09:24:24-05:00
,5,2018-01-01T11:21:50-05:00,Aston 10- x 7.5-Foot Wood Shed,2169413,https://www.dealnews.com/Aston-10-x-7.5-Foot-Wood-Shed-from-1000-free-shipping/2169413.html,from $1000,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfa69wydf1m4kpam9zzp",TOOL STORAGE & ORGANIZATION,free shipping,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169413"">Aston 10- x 7.5-Foot Wood Shed</a> for <b>$999.99</b> with <b>free shipping</b>. (Non-members pay an additional $50 or get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090381,2169413"">1-year membership</a> for $60.) That's $400 off list and the lowest price we could find. It features 2""x4"" wood framing and included floor kit. Deal ends January 2.<br>
<br>
Note: It doesn't include paint, shingles, or front decking.",
,3,,"Lodge 10.5"" Pre-Seasoned Square Grill Pan",2169407,https://www.dealnews.com/Lodge-10.5-Pre-Seasoned-Square-Grill-Pan-for-11-free-shipping-w-Prime/2169407.html,$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ialisubly1ksicsc3lpc",KITCHEN,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169407"">Lodge 10.5"" Pre-Seasoned Square Grill Pan</a> for <strong>$11.05</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090375,2169407"">Target</a> charges the same with in-store pickup.) That's $2 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal today by $2.) It has a ribbed bottom for low-fat cooking.",2018-01-01T09:13:10-05:00
