editors_choice,url,description,picture_url,time_modified,time_published,uuid,shipping,hotness,category,title,price
,https://www.dealnews.com/Sof-Sole-Mens-No-Show-Cushion-Socks-6-Pack-for-10-free-shipping/2169578.html,"Deal Genius offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169578"">six pairs of Sof Sole Men's No-Show Tab Cushion Socks</a> in Dark Grey or White for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. They fit men's shoe sizes 8 to 12.5.<br>
<br>
Also available are <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090924,2169578"">12 pairs of Sof Sole Women's No Show Athletic Performance Socks</a> in assorted colors for <strong>$11.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9. They fit women's shoe sizes 5 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hdc6thxgwhy78f0mjrkf",2018-01-01T17:56:16-05:00,,2169578,free shipping,3,SOCKS,Sof Sole Men's No-Show Cushion Socks 6-Pack,$10
,https://www.dealnews.com/Superdry-Mens-Joggers-for-29-free-shipping/2169569.html,"Superdry via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169569"">Superdry Men's Joggers</a> in several styles (Trackster Phoenix Grey pictured) for <b>$29</b> with <b>free shipping</b>. That's $31 under the lowest price we could find for a similar pair of Superdry joggers elsewhere. They're available in select sizes from S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mkolm0hss3mo1ayikqvn",2018-01-01T17:55:28-05:00,,2169569,free shipping,3,ACTIVEWEAR,Superdry Men's Joggers,$29
,https://www.dealnews.com/Masione-150-ft-Security-Camera-Cable-4-Pack-for-30-free-shipping/2169566.html,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169566"">Masione 150-Foot Security Camera Extension Cable 4-Pack</a> for $37.99. Coupon code ""DPBCRH7L"" cuts that to <strong>$30.39</strong>. With <strong>free shipping</strong>, that's $8 off and the lowest price we could find, although we saw it for $2 less in November. Each cable has BNC connectors and includes two RCA/BNC adapters. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/neo3trexpajfqfmax3vv",2018-01-01T17:54:51-05:00,,2169566,free shipping,3,SECURITY CAMERAS,Masione 150ft Security Camera Cable 4-Pack,$30
,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-80-off-from-1/2169575.html,"As one of its daily deals, Amazon takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090891,2169575"">Kindle eBooks</a>, with deals starting at <strong>99 cents</strong>. (All items are priced under $5.) Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169575"">Kelly Barnhill's <i>The Girl Who Drank the Moon</i> Kindle eBook</a> for <b>$1.99</b> (pictured, low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090876,2169575"">Marcus Sakey's <i>Afterlife</i> Kindle eBook</a> for <b>$1.99</b> ($8 less than paperback elsewhere)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdod2jpp00btzmf9i07z",2018-01-01T17:54:13-05:00,,2169575,,3,EBOOKS,Kindle eBooks at Amazon,"Up to 80% off, from $1"
,https://www.dealnews.com/features/best-phone-deals/,"Snag a cheap cell phone today and start your new year off right! Score a refurb Galaxy S5, or opt for a brand-new Nokia that'll remind you of the good ol' days. Check out these offers and more in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-phone-deals/"">phone deals</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b31u8h2qs5n1x87ixewm",,2018-01-01T12:22:40-05:00,2169572,,,ROUNDUPS,Best Phone Deals: Snag an Unlocked Nokia Plus Extras for $47!,
,https://www.dealnews.com/Magellan-Outdoors-Womens-Winter-Boots-for-20-free-shipping-w-25/2169560.html,"Academy Sports and Outdoors offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169560"">Magellan Outdoors Women's Winter Boots</a> in several styles (Front Zip Pac pictured) for <b>$19.99</b>. Pad your order <b>over $25</b> to bag free shipping, otherwise shipping adds $8.01. Excluding padding, that's a savings of $10 and the best deal we could find. They're available in select sizes from 6 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8vgcu9remcr2utecup3",2018-01-01T17:53:16-05:00,,2169560,free shipping w/ $25,3,SHOES,Magellan Outdoors Women's Winter Boots,$20
,https://www.dealnews.com/Frontier-Airlines-Nationwide-Winter-Fares-from-43-1-Way/2169557.html,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169557"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$43.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $5. This price is valid on flights departing from Denver, CO, (DEN) with arrival in Portland, OR, (PDX) on January 11. Book this travel deal by January 10 for travel through March 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",2018-01-01T17:58:32-05:00,,2169557,,3,AIRFARE,Frontier Airlines Nationwide Winter Fares,from $43 1-Way
,"https://www.dealnews.com/lw/click.html?20,2,2168621","Looking for a new credit card? Check out our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a> which features several offers available to applicants from a wide range of credit ratings. Some notable cards include Chase Sapphire Preferred®, Chase Freedom Unlimited®, and United MileagePlus® Explorer Card.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hozow7nxzxkuqstccluu",,2018-01-01T00:01:00-05:00,2168621,,,CREDIT CARDS,Latest Credit Card Offers from Chase,
True,https://www.dealnews.com/250-4-x6-or-4-x4-Photo-Prints-w-16-x20-Print-for-free-31-s-h/2169554.html,"Shutterfly offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169554"">250 4"" x 6""</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090807,2169554"">4"" x 4"" Photo Prints</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090810,2169554"">16"" x 20"" Photo Print</a> for <strong>free</strong> via coupon code ""CELEBRATE"". (Coupon applies to glossy or matte prints only.) Shipping adds <strong>$31.19</strong> if you get both items. (You don't have to buy both items; shipping adds $24.20 or $6.99, respectively, if you only get one of the items.) That's a savings of up to $80 and one of the best deals we've seen on prints from Shutterfly this year, although we briefly saw unlimited free 4"" x 6"" or 4"" x 4"" prints in September.<br>
<br>
Shopping for other items? Coupon code ""NEWYEAR"" takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090813,2169554"">hardcover books and calendars</a> or <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090816,2169554"">everything else</a>. (Coupons don't stack.) Some exclusions apply. Both deals end January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/irop4otrnnp9msuqi7ap",2018-01-01T17:22:10-05:00,,2169554,$31 shipping,3,PHOTO SERVICES,"250 4x6"" or 4x4"" Photo Prints w/ 16x20"" Print",free
,https://www.dealnews.com/Macys-New-Year-Sale-Extra-15-to-20-off-free-shipping-w-49/2169551.html,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169551"">Macy's</a> takes an <strong>extra 15% to 20% off</strong> most items sitewide via coupon code ""JOY"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090783,2169551"">New Year Sale</a>. (Eligible items and discounts are marked.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090786,2169551"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. (Orders of $49 or more also ship free, and in-store pickup may be available.) Some exclusions apply, including Deals of the Day, Specials, and Super Buys.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t5z4bqwzeiydtbpqnpkt",2018-01-01T17:36:18-05:00,,2169551,free shipping w/ $49,4,MACY'S COUPONS,Macy's New Year Sale,Extra 15% to 20% off
,https://www.dealnews.com/NCL-4-Nt-Eastern-Bahamas-Cruise-from-558-for-2/2169548.html,"Norwegian Cruise Line offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169548"">Norwegian Cruise Line 4-Night Bahamas Cruise for two</a> with prices starting from <strong>$558</strong>, as seen on Travelzoo. That's the lowest price we could find for such a cruise by $80. This roundtrip cruise aboard the Norwegian Sky departs from Miami, FL, on January 22. Additional fees and taxes apply. Book this travel deal by January 21.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxtvxx6zluugrxov7d7w",2018-01-01T17:52:01-05:00,,2169548,,3,CRUISES,NCL 4Nt Eastern Bahamas Cruise,from $558 for 2
True,https://www.dealnews.com/Xbox-One-S-500-GB-Forza-Horizon-3-Hot-Wheels-for-180-free-shipping/2169545.html,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169545"">Microsoft Xbox One S Forza Horizon 3 Hot Wheels 500GB Console Bundle</a> in White for $199.99. Coupon code ""EMCPEPE52"" drops it to <b>$179.99</b>. With <strong>free shipping</strong>, that's $12 under our mention from two weeks ago and the best price we've seen. (It's the best deal today by $19.) Deal ends January 7.<br>
<br>
It features 4K Ultra HD video and Blu-ray support, High Dynamic Range, a streamlined wireless controller, integrated power supply, IR blaster, and vertical stand. The bundle includes downloads of Forza Horizon 3 and the Hot Wheels expansion.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zullyhp0ooyxglusqjvs",2018-01-01T17:21:51-05:00,,2169545,free shipping,3,CONSOLES,"Xbox One S 500GB, Forza Horizon 3 Hot Wheels",$180
,https://www.dealnews.com/Masione-Mechanical-Keyboard-for-50-free-shipping/2169536.html,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169536"">Masione Mechanical Keyboard</a> for $81.99. Coupon code ""DPL4L6BJ"" drops it to <b>$49.99</b>. With <b>free shipping</b>, that's $32 off and the lowest price we could find. Features include blue switches, five backlight settings, three macro LEDs, and phone cradle. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxdlncu0yzf8laapdoq9",2018-01-01T17:50:50-05:00,,2169536,free shipping,3,KEYBOARDS,Masione Mechanical Keyboard,$50
True,https://www.dealnews.com/Banana-Republic-Sale-Extra-60-off-free-shipping-w-50/2169530.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169530"">Banana Republic</a> cuts an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090732,2169530"">sale items</a>. (Discount applies in cart.) That's tied with last week's mention as the largest extra discount we've seen on sale items from Banana Republic since this promotion came around a year ago. Shipping adds <strong>$7</strong>, or spend $50 or more (before in-cart discount) to bag free shipping.<br>
<br>
Have your eye on newer styles instead? Take <b>40% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090735,2169530"">regular-priced items</a> via coupon code ""BRFUTURE"". Some exclusions may apply. Both deals end January 2.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s299/Banana-Republic/"">Banana Republic Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dvhcll0wqzzeyxqkzmxo",2018-01-01T17:02:39-05:00,,2169530,free shipping w/ $50,5,CLOTHING & ACCESSORIES,Banana Republic Sale,Extra 60% off
True,https://www.dealnews.com/Seagate-2-TB-3.5-SATA-6-Gbps-Internal-HDD-for-43-free-shipping/2169527.html,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169527"">Seagate Barracuda 2TB 3.5"" Serial ATA 6Gb/s Internal Hard Drive</a> for $54.99. Coupon code ""18TBEST07"" cuts it to <strong>$42.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $12, although most stores charge $65 or more. (It's a very low price for a 2TB in general.) It features a 64MB cache.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axgvy9bac4dvk85vnibc",2018-01-01T17:21:07-05:00,,2169527,free shipping,3,INTERNAL HARD DRIVES,"Seagate 2TB 3.5"" SATA 6Gbps Internal HDD",$43
,https://www.dealnews.com/Wenger-Mens-Silver-Dial-Leather-Strap-Watch-for-61-free-shipping/2169176.html,"Certified Watch Store via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169176"">Wenger Men's Silver Dial Leather Strap Watch</a> for <strong>$60.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. It features a stainless steel face, leather strap, quartz movement, and water resistance to 330 feet.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugvev1gp5qayxlwuawp",2018-01-01T17:50:15-05:00,,2169176,free shipping,3,WATCHES,Wenger Men's Silver Dial Leather Strap Watch,$61
,https://www.dealnews.com/Alpine-Swiss-Mens-Thermal-Leather-Gloves-for-10-free-shipping/2169515.html,"Art of Deals via eBay continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169515"">Alpine Swiss Men's Dressy Thermal Lined Leather Wrist Strap Gloves</a> in Brown or Black for <strong>$9.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090678,2169515"">Alpine Swiss via Amazon</a> charges the same.) That's tied with last week's mention and the lowest price we could find today by $6. They're available in sizes S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9fbt0rc5isgph7f8a8d",2018-01-01T17:49:53-05:00,,2169515,free shipping,3,ACCESSORIES,Alpine Swiss Men's Thermal Leather Gloves,$10
,"https://www.dealnews.com/lw/click.html?20,2,2168609","At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168609"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089667,2168609"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",,2017-12-30T00:01:00-05:00,2168609,,,CREDIT CARDS,Wells Fargo Cash Wise Visa® Card,$200 Cash Rewards Bonus
,https://www.dealnews.com/Womens-Sherpa-Non-Skid-Slipper-Socks-2-pk-for-10-free-shipping/2169467.html,"Deal Genius offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169467"">Women's Sherpa Lined Non-Skid Slipper Socks 2-Pack</a> in Navy/Gray or Red/White for <b>$9.99</b> with <b>free shipping</b>. That's the lowest price we could find by $15. They fit women's shoe sizes 4 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mgsm03aawe7c01wsu70t",2018-01-01T17:48:17-05:00,,2169467,free shipping,3,SOCKS,Women's Sherpa Non-Skid Slipper Socks 2pk,$10
True,https://www.dealnews.com/Used-Nintendo-Wii-U-32-GB-Console-for-130-9-s-h/2169518.html,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169518"">Nintendo Wii U 32GB Console</a> in Black for <strong>$129.99</strong> plus <strong>$8.99</strong> for shipping. That's $36 under our November refurb mention (although that came bundled with a game) and the lowest price we've seen for this console in any condition. (It's $41 below the best deal for a refurb now.) The console includes the Wii U GamePad controller and sensor bar.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090687,2169518"">Nintendo Wii U 8GB Console</a> in White for <b>$109.99</b>. Choose in-store <b>pickup</b> to avoid the $7.49 shipping fee. That's the best deal we could find for a used unit today by $129 and the lowest price we've seen for it in any condition.<br>
<br>
Note: No warranty information for either item is provided; however, each item is covered by a 7-day money-back guarantee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",2018-01-01T17:20:39-05:00,,2169518,$9 shipping,3,CONSOLES,Used Nintendo Wii U 32GB Console,$130
True,https://www.dealnews.com/Refurb-Nintendo-DS-Game-Systems-from-15-pickup-at-Game-Stop/2169512.html,"GameStop offers a selection of refurbished Nintendo DS game systems from <strong>$14.99</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. The deals:
<ul>
 <li>Refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090693,2169512"">Nintendo DS Lite Game System</a> for <strong>$14.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090675,2169512"">Nintendo DSi Game System</a> for <strong>$19.99</strong> ($20 off)
 </li>
 <li>refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169512"">Nintendo DSi XL Game System</a> for <strong>$29.99</strong> (pictured, $20 off)
 </li>
</ul>
Note: No warranty info is provided.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/og2ihiilm2wck2xjl4hw",2018-01-01T17:17:45-05:00,,2169512,pickup at GameStop,4,CONSOLES,Refurb Nintendo DS Game Systems,from $15
,https://www.dealnews.com/Jabbawockeez-Jreamz-Ticket-in-Las-Vegas-from-63/2169521.html,"Travelzoo offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169521"">Ticket to Jabbawockeez ""Jreamz""</a> at the MGM Grand Hotel in Las Vegas, NV, with prices starting from <strong>$49.78</strong> plus <strong>$13.44</strong> in taxes and service fees. That's $36 off list and the lowest price we could find. The Jabbawockeez are currently known for their recent appearance in Aziz Ansari's Master of None: Season 2, and perform most Thursdays through Mondays. Book this travel deal by February 20 for shows through December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cj8apauoknoxbnkzgva0",,2018-01-01T10:52:43-05:00,2169521,,2,THINGS TO DO,"Jabbawockeez ""Jreamz"" Ticket in Las Vegas",from $63
,https://www.dealnews.com/American-Tourister-20-Spinner-Case-for-50-free-shipping/2169434.html,"Samsonite via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169434"">American Tourister 20"" Wavebreaker Spinner Case</a> in several colors (Summer Sky pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. That's tied with our June mention, $110 off, and the lowest price we could find.<br>
<br>
It's also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090417,2169434"">28"" size</a> for <strong>$69.99</strong> with <strong>free shipping</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lyqvke8fdxds14klkddr",2018-01-01T17:47:18-05:00,,2169434,free shipping,3,LUGGAGE & TRAVEL GEAR,"American Tourister 20"" Spinner Case",$50
True,https://www.dealnews.com/Larabar-1.7-Oz.-Fruit-and-Nut-Bar-16-Pack-for-8-free-shipping/2169509.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169509"">Larabar 1.7-oz. Gluten Free Bar 16-Pack</a> in Cashew Cookie for <strong>$8.63</strong> with <strong>free shipping</strong> via the steps below. That's $1 under last month's mention and about $5 less than you'd pay in-store locally. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091044,2169509"">Larabar 1.7-oz. Bar 16-Pack</a> in Cashew Cookie for $12.24
 </li>
 <li>clip the <strong>$3.50 off</strong> coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$8.13</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tybedqpsdzfpjh9stokc",2018-01-01T17:17:17-05:00,,2169509,free shipping,3,GROCERIES,Larabar 1.7-Oz. Fruit and Nut Bar 16-Pack,$8
,https://www.dealnews.com/Spirit-Airlines-Fares-to-Boston-from-93-Roundtrip/2169506.html,"Spirit Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169506"">Spirit Airlines Roundtrip Flights to Boston, MA</a>, with prices starting from <strong>$92.60</strong>. (On the ShermansTravel landing page, click on ""Spirit.com"" in the main paragraph to book.) This price is valid on flights departing from Orlando, FL, (MCO) with arrival in Boston, MA, (BOS) on January 17 with return on January 23. That's the lowest price we could find for select routes by at least $12. Book this travel deal by January 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zezd7pazt9i27ghu9u01",,2018-01-01T10:41:02-05:00,2169506,,3,AIRFARE,Spirit Airlines Fares to Boston,from $93 Roundtrip
,https://www.dealnews.com/Nunn-Bush-Mens-Galloway-Chukka-Boots-for-42-free-shipping/2169437.html,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169437"">Nunn Bush Men's Galloway Chukka Boots</a> in Navy Suede for <b>$42</b> with <strong>free shipping</strong>. That's the lowest price we could find by $6, although we saw them in another color for $3 less three weeks ago. They're available in select sizes from 7.5 to 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnaabl7hmcorqeambu9r",,2018-01-01T10:37:42-05:00,2169437,free shipping,2,SHOES,Nunn Bush Men's Galloway Chukka Boots,$42
,https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off-15-off/2169503.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169503"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090636,2169503"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090639,2169503"">Semi-Annual Sale</a>. Plus, take an <strong>extra 15% off</strong> in-cart. Shipping starts at <strong>$5.95</strong>. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",2018-01-01T14:50:29-05:00,,2169503,,4,CLOTHING & ACCESSORIES,Brooks Brothers Semi-Annual Sale,Up to 40% off + 15% off
