shipping,hotness,uuid,price,category,description,editors_choice,title,picture_url,url,time_published,time_modified
free shipping,3,2172095,$289,LAPTOPS,"Walmart offers the 4.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172095"">Acer Aspire 3 A315-51-380T Intel Kaby Lake Core i3-7100U 2.4GHz 15.6"" Laptop</a> for <strong>$289</strong> with <strong>free shipping</strong>. That's $31 under the lowest price we could find for a <i>refurb</i> elsewhere (this one's new), although we saw a new one for $10 less in November. Features include an Intel Core i3-7100U 2.4GHz Kaby Lake dual-core processor, 15.6"" 1366x768 (720p) LCD, 4GB RAM, 1TB hard drive, 802.11ac wireless, Gigabit Ethernet, USB 3.0, HDMI, 2-cell battery, and Windows 10 Home 64-bit.",,"Acer Kaby Lake i3 2.4GHz Dual 16"" Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x1evaeir6oqjxosii2r1",https://www.dealnews.com/Acer-Kaby-Lake-i3-2.4-GHz-Dual-16-Laptop-for-289-free-shipping/2172095.html,,2018-01-05T10:20:08-05:00
free shipping w/ $50,5,2172068,Up to 50% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097197,2172068"">6pm</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172068"">The North Face apparel, shoes, and accessories</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do purchases of two or more items. Kids' shirts start at <b>$9.99</b>, men's outerwear at <b>$32.28</b>, and women's hoodies at <b>$20</b>.",,The North Face at 6pm,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pqnzhbsct9798vkvbxeh",https://www.dealnews.com/The-North-Face-at-6-pm-Up-to-50-off-free-shipping-w-50/2172068.html,,2018-01-05T11:16:41-05:00
free shipping,4,2172032,$70,SHOES,"JackRabbit offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172032"">ASICS Men's Gel-Nimbus 19 Running Shoes</a> in Grey or Blue for <strong>$69.97</strong>. With <strong>free shipping</strong>, that's $10 under our October mention and the lowest price we've seen. (It's the best deal now by $14.) They're available in select sizes from <del>7.5 to 14</del> 8 to 12.5.<br>
<br>
Also available are the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097047,2172032"">ASICS Women's Gel-Nimbus 19 Running Shoes</a> in Blue <del>or Purple</del> for the <b>$69.97</b>. That's the lowest price we could find by $10. They're available in limited sizes from 6 to 12.",,ASICS Men's or Women's Gel-Nimbus 19 Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwshunbntoha3smuwev4",https://www.dealnews.com/ASICS-Mens-or-Womens-Gel-Nimbus-19-Shoes-for-70-free-shipping/2172032.html,,2018-01-05T11:45:42-05:00
free shipping,4,2171816,Up to 60% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171816"">Mountain Hardwear</a> takes <strong>up to 60% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096342,2171816"">web specials</a> via coupon code ""MHWNEWYEAR60"". (The discount applies to the original retail price.) Plus, Elevated Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096345,2171816"">join</a>.) Deal ends January 16.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s39952/Mountain-Hardwear/"">Mountain Hardwear Coupons</a>.</p>",,Mountain Hardwear Web Specials,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abprkb0bwkifcbcktjdo",https://www.dealnews.com/Mountain-Hardwear-Web-Specials-Up-to-60-off-free-shipping/2171816.html,,2018-01-05T12:19:36-05:00
free shipping,4,2172038,Up to 60% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172038"">Sperry</a> cuts <b>up to 60% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097059,2172038"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097062,2172038"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>.",,Sperry Semi-Annual Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/svzoh0ddjkof2gpencwi",https://www.dealnews.com/Sperry-Semi-Annual-Sale-Up-to-60-off-free-shipping/2172038.html,,2018-01-05T11:43:54-05:00
free shipping,3,2171831,$89,POWER TOOLS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171831"">Briggs &amp; Stratton 8-Gallon Hotdog Oil-free Air Compressor</a> for <strong>$89</strong> with <strong>free shipping</strong>. That's tied with our November mention as $110 off and the lowest price we could find. It features an oil-less pump, 1.5 running HP, a working pressure of 120 to 150psi, and a removable handle.",,Briggs & Stratton 8-Gallon Air Compressor,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wmhmpwuolcowmm9iuj6y",https://www.dealnews.com/Briggs-Stratton-8-Gallon-Air-Compressor-for-89-free-shipping/2171831.html,,2018-01-05T10:18:36-05:00
free shipping,2,2171975,$14,T-SHIRTS,"adidas via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171975"">adidas Men's Techfit Base T-Shirt</a> in Black for <b>$14</b> with <b>free shipping</b>. That's the lowest price we could find by $6. It's available in sizes M to XL.",,adidas Men's Techfit Base T-Shirt,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcim0r66etpjlu3l7rfn",https://www.dealnews.com/adidas-Mens-Techfit-Base-T-Shirt-for-14-free-shipping/2171975.html,,2018-01-05T12:36:57-05:00
free shipping,3,2171981,$30,SHOES,"ArtofDeals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171981"">Alpine Swiss Men's Geneva Brogue Wingtip Boots</a> in Brown or Black for <b>$29.99</b> with <b>free shipping</b>. That's $86 off and the lowest price we could find. They're available in select sizes from 7 to 10.",,Alpine Swiss Men's Geneva Brogue Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmyrcuncpw4pywngv8lb",https://www.dealnews.com/Alpine-Swiss-Mens-Geneva-Brogue-Boots-for-30-free-shipping/2171981.html,,2018-01-05T10:17:25-05:00
free shipping,3,2172026,$20,SHIRTS,"Jordan Jasper via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172026"">Jordan Jasper Men's Button-Up Dress Shirt</a> in several styles (Don pictured) bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097038,2172026"">Jordan Jasper Men's Tie</a> in several styles for $49.98. (Add one shirt and one tie to your cart to see this price.) Coupon code ""JJ20"" drops that to <b>$20</b>. With <b>free shipping</b>, that's a savings of $30 and the lowest price we could find. The shirt is available in select sizes from S to 3XL. Deal ends January 7.",,Jordan Jasper Shirt and Tie Combo,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vsdqomnu60fpz1haw1fo",https://www.dealnews.com/Jordan-Jasper-Shirt-and-Tie-Combo-for-20-free-shipping/2172026.html,,2018-01-05T09:40:37-05:00
free s&h w/beauty item,3,2172044,from $4,TOWELS,"Macy's offers a selection of Martha Stewart Collection Quick-Dry Reversible Towels in several sizes and colors with prices starting from <b>$4.24</b> via coupon code ""WKND"", as listed below. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097095,2172044"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (In-store pickup may also be available.) Deal ends January 7. The deals, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172044"">Martha Stewart Collection Quick-Dry Reversible Wash Towel</a> for <strong>$4.24</strong> ($6 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097071,2172044"">Martha Stewart Collection Quick-Dry Reversible Hand Towel</a> for <strong>$5.09</strong> ($7 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097074,2172044"">Martha Stewart Collection Quick-Dry Reversible Bath Towel</a> for <strong>$6.79</strong> ($9 off)
 </li>
</ul>",,Martha Stewart Quick-Dry Reversible Towels,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmmlvfmnaopyz4agmfzi",https://www.dealnews.com/Martha-Stewart-Quick-Dry-Reversible-Towels-from-4-free-s-h-w-beauty-item/2172044.html,,2018-01-05T13:17:51-05:00
free shipping w/ $100,5,2172041,"Up to 75% off, from $7",HOME & GARDEN,"Nordstrom Rack takes <strong>up to 75% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097086,2172041"">bedding, bath items, and other home goods</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172041"">White Sale</a>, with prices starting at <b>$7.48</b>. Shipping adds <strong>$7.95</strong>, but orders over $100 bag free shipping. Deal ends January 15.<br>
<br>
Not finding what you need? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html"">Click here</a> to find out which stores are having White Sales and what discounts you can expect.",,Nordstrom Rack White Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewglndexgn5ufebw9qhd",https://www.dealnews.com/Nordstrom-Rack-White-Sale-Up-to-75-off-from-7-free-shipping-w-100/2172041.html,,2018-01-05T11:16:27-05:00
free shipping,3,2172023,$127,CAMPING & OUTDOORS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172023"">Ozark Trail 52-Quart Rotomolded High-Performance Cooler</a> in Gray for <strong>$127</strong> with <strong>free shipping</strong>. That's tied with our September mention and the lowest price we could find by $27. It features four bottle holders, a built-in bottle opener, oversized drain, wire basket, and T-handle latches.",,Ozark Trail 52-Quart Rotomolded Cooler,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nhov77pylrog3osi3lwq",https://www.dealnews.com/Ozark-Trail-52-Quart-Rotomolded-Cooler-for-127-free-shipping/2172023.html,,2018-01-05T13:17:22-05:00
free s&h w/beauty item,3,2172008,$15,SEASONAL/HOLIDAYS,"Macy's offers a selection of Kurt Adler Stocking Holders for <strong>$14.93</strong> each, as listed below. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096987,2172008"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096975,2172008"">Kurt Adler Darth Vader Stocking Holder</a> for <strong>$14.93</strong> (low by $1, most charge $35+)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172008"">Kurt Adler BB-8 Stocking Holder</a> for <strong>$14.93</strong> (pictured, low by $9)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096984,2172008"">Kurt Adler Olaf Stocking Holder</a> for <strong>$14.93</strong> (low by $18)
 </li>
</ul>",,Kurt Adler Stocking Holders at Macy's,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdiyyszrk80wjq6rtxo7",https://www.dealnews.com/Kurt-Adler-Stocking-Holders-at-Macys-for-15-free-s-h-w-beauty-item/2172008.html,,2018-01-05T13:17:00-05:00
free shipping,1,2171810,$247,MONITORS,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171810"">Dell UltraSharp U2417H InfinityEdge 23.8"" 1080p IPS LED-Backlit LCD Monitor</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096309,2171810"">$50 Dell Rewards Credit</a> for <strong>$246.99</strong> with <strong>free shipping</strong>. That's a savings of $153 including the credit, and the lowest price we could find. (For further comparison, we saw it in November for $38 less without the credit.) It features a 1920x1080 (1080p) native resolution, 5-port USB 3.0 hub, DisplayPort, mini-DisplayPort, HDMI, and height-, pivot-, tilt-, and swivel-adjustable stand.",,"Dell 24"" 1080p LED LCD Display, $50 Dell GC","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usqmrvh4mbpljdraamg3",https://www.dealnews.com/Dell-24-1080-p-LED-LCD-Display-50-Dell-GC-for-247-free-shipping/2171810.html,,2018-01-05T12:42:33-05:00
free shipping w/ $50,4,2172014,Up to 50% off,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172014"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096990,2172014"">clothing, shoes, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096993,2172014"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply.",,Michael Kors Semi-Annual Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",https://www.dealnews.com/Michael-Kors-Semi-Annual-Sale-Up-to-50-off-free-shipping-w-50/2172014.html,,2018-01-05T11:43:43-05:00
free shipping w/ $99,4,2172005,Up to 80% off,BELK COUPONS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172005"">Belk</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096963,2172005"">apparel, shoes, bedding, decor, kitchen items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096966,2172005"">Season End Bonus Buys</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096969,2172005"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $9.50. (Orders over $99 also receive free shipping.) Deal ends January 11.",,Belk Season End Bonus Buys,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxhxgqle8v8anixz5rsz",https://www.dealnews.com/Belk-Season-End-Bonus-Buys-Up-to-80-off-free-shipping-w-99/2172005.html,,2018-01-05T11:42:49-05:00
free shipping w/ Prime,3,2171999,$5,BEDDING,"Equinox International via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171999"">Equinox Standard Pillow Protectors 2-Pack</a> for $8.99. Coupon code ""WPZSBSDY"" drops it to <b>$4.97</b>. Plus, Prime members bag <b>free shipping</b>. That's $25 off list and the lowest price we could find. These protectors purport to be hypoallergenic, anti-microbial, and dust mite-resistant. Deal ends January 31.",,Equinox Standard Pillow Protectors 2-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lega12nyve3nd1komyko",https://www.dealnews.com/Equinox-Standard-Pillow-Protectors-2-Pack-for-5-free-shipping-w-Prime/2171999.html,,2018-01-05T13:16:18-05:00
free shipping,3,2171996,$99,SPEAKERS,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171996"">OSD Audio Sound Stage 2.1 Bluetooth All-in-One Audio Sound System</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's tied with our October mention at $221 off list and the lowest price we've seen. It features dual 5.25"" subs, four 20-watt channels, advanced DSP for home-theater-like sound, and independent amp channels for the woofer, midrange drivers, and tweeters.",True,OSD Sound Stage 2.1 Bluetooth Sound System,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rcecw2kr6sr7ngp7eeat",https://www.dealnews.com/OSD-Sound-Stage-2.1-Bluetooth-Sound-System-for-99-free-shipping/2171996.html,,2018-01-05T11:33:02-05:00
,,2171993,,ROUNDUPS,"If you're in the market for an affordable tablet, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tablet-deals/"">tablet deals</a> has you covered. Score cheap devices under $100, or splurge on an iPad Pro at the lowest price we've seen. Check out these offers and more to save a ton!",,"Best Tablet Deals: Score a 10.5"" iPad Pro at the Lowest Price We've Seen!","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lgcbdsdjptiszmuas0yp",https://www.dealnews.com/features/best-tablet-deals/,2018-01-04T15:03:45-05:00,
free shipping,2,2171873,$90,LAPTOP BAGS,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171873"">Mobile Edge Core Gaming 17"" Laptop Backpack</a> for <b>$89.99</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. It features exterior pockets, adjustable straps, and holds laptops up to 17"".",,"Mobile Edge Core Gaming 17"" Laptop Backpack","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mudxp9uiwyhske3o26ob",https://www.dealnews.com/Mobile-Edge-Core-Gaming-17-Laptop-Backpack-for-90-free-shipping/2171873.html,,2018-01-05T12:36:38-05:00
free shipping w/ Prime,3,2171822,$7,SUPPLIES,"F-Color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171822"">F-color 2-in-1 Tablet Stylus Pens 12-Pack</a> in Assorted Colors for $8.99. Coupon code ""7ZOH7I63"" cuts it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's $8 under the lowest price we could find for this quantity of similar stylus pens elsewhere. They feature a rubber tip for touchscreens and retractable ballpoint pen in black. Deal ends January 7.",,F-color 2-in-1 Tablet Stylus Pens 12-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iun9k8wrjxvtj3gdkaus",https://www.dealnews.com/F-color-2-in-1-Tablet-Stylus-Pens-12-Pack-for-7-free-shipping-w-Prime/2171822.html,,2018-01-05T13:15:43-05:00
free shipping,2,2171972,$22,DRIVE ENCLOSURES,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171972"">Alxum USB 3.0 to Serial ATA Dual Bay External Hard Drive Docking Station</a> for $35.99. Coupon code ""2ZI9IU5C"" drops it to <strong>$21.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7, although we saw it for $4 less in November. Compatible with 2.5"" and 3.5"" HDDs and SSDs, it features two hot-swappable SATA bays, data transfer speeds of up to 485MB/s, UASP support, clone function, solid aluminum construction, and a 3.9-foot cable. Deal ends January 15.",,Alxum USB 3.0 to SATA Dual HDD Dock,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j63oy3prfbg10zhcftyf",https://www.dealnews.com/Alxum-USB-3.0-to-SATA-Dual-HDD-Dock-for-22-free-shipping/2171972.html,,2018-01-05T12:36:21-05:00
free shipping,3,2171960,$225,LAPTOPS,"Walmart offers the 4.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171960"">Lenovo IdeaPad 320 Intel Celeron 1.1GHz 15.6"" Laptop</a> in several colors (Black pictured) for <strong>$225</strong> with <strong>free shipping</strong>. That's $4 under our November mention, $44 off list, and the lowest price we could find. It features an Intel Celeron N3350 1.1GHz Apollo Lake dual-core processor, 15.6"" HD LED-backlit LCD, 4GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, 2-cell battery, and Windows 10.",,"Lenovo IdeaPad 320 Celeron Dual 16"" Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ze5x63o2tsloewhqd6oc",https://www.dealnews.com/Lenovo-Idea-Pad-320-Celeron-Dual-16-Laptop-for-225-free-shipping/2171960.html,,2018-01-05T13:15:04-05:00
free s&h from China,3,2171729,$4,AUTOMOTIVE,"Cafago offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171729"">Rock Universal 360-Degree Car Vent Phone Holder</a> in Yellow or Gray for $6.49. Coupon code ""JPAV038"" cuts that to <strong>$4.44</strong>. With <strong>free shipping</strong>, that's around $6 less than the lowest price we could find for such a holder elsewhere. It's compatible with most 6"" screen mobiles.<br>
<br>
Note: This item ships from China and may take two to six weeks to arrive. Also, The countdown timer on the product page does not reflect an actual expiration time and resets daily.",,Rock Car Vent Phone Holder,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrxrkxpeftbsj2vbrnn3",https://www.dealnews.com/Rock-Car-Vent-Phone-Holder-for-4-free-s-h-from-China/2171729.html,,2018-01-05T13:14:53-05:00
free shipping w/ Prime,2,2171711,$18,TV WALL MOUNTS,"FlexiSpot via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171711"">Fleximounts Full Motion Articulating Mount for 17"" to 42"" TVs</a> for $20.99. Coupon code ""FLXIMSV1"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. It has a weight capacity of 55 lbs. and has a tilt angle of 5 to 10 degrees. Deal ends January 14.",,"Fleximounts TV Mount for 17"" to 42"" TVs","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tbu1t7eo4mm7nfzu6ftp",https://www.dealnews.com/Fleximounts-TV-Mount-for-17-to-42-TVs-for-18-free-shipping-w-Prime/2171711.html,,2018-01-05T12:35:25-05:00
free shipping w/ Prime,3,2171849,"31% off, from $9",ACCESSORIES,"Gre Lifestore via Amazon takes <b>31% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171849"">Fazitrip Women's 3M Thinsulate Ski Gloves</a> (Touchscreen Gloves in Pink/Gray pictured) via coupon code ""31FFHIPT"", with prices starting at <b>$9.16</b> after coupon. Plus, Prime members bag <strong>free shipping</strong>. That's up to $8 off and the best price we could find. They're available in select sizes from S to M/L. Deal ends January 31.",,Fazitrip Women's Thinsulate Ski Gloves,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cl6o1uipvjp6ofcybv46",https://www.dealnews.com/Fazitrip-Womens-Thinsulate-Ski-Gloves-31-off-from-9-free-shipping-w-Prime/2171849.html,,2018-01-05T13:14:26-05:00
free shipping w/ Prime,3,2171918,$10,KITCHEN,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171918"">Royal 31"" Flour Sack Towel 12-Pack</a> in White for $13.97. Coupon code ""592MXSXH"" cuts it to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. They're made from 100% ring-spun cotton. Deal ends January 31.",,"Royal 31"" Flour Sack Towel 12-Pack","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfq4og8xoqgy6ylyjpuk",https://www.dealnews.com/Royal-31-Flour-Sack-Towel-12-Pack-for-10-free-shipping-w-Prime/2171918.html,,2018-01-05T13:00:11-05:00
free shipping w/ Prime,3,2171948,$9,CLEANING SUPPLIES,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171948"">Royal 24-Pack Microfiber Cleaning Cloth Set</a> for $11.99. Coupon code ""VJZKWMTF"" cuts it to <strong>$8.97</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $21 off and the lowest price we could find. They measure 12"" x 16"". Deal ends January 31.",,Royal 24-Pack Microfiber Cleaning Cloth Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsli9z9jflz06yofxhcz",https://www.dealnews.com/Royal-24-Pack-Microfiber-Cleaning-Cloth-Set-for-9-free-shipping-w-Prime/2171948.html,,2018-01-05T12:59:45-05:00
free s&h w/beauty item,2,2171858,$30,KITCHEN,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171858"">Victoria Cast Iron 4-Quart Dutch Oven</a> for $39.99. Coupon code ""WKND25"" drops it to <b>$29.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096468,2171858"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $15. This pre-seasoned Dutch oven features oversized handles. Deal ends January 6.",,Victoria Cast Iron 4-Qt. Dutch Oven,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj1v8e37ndgtfetp5wp6",https://www.dealnews.com/Victoria-Cast-Iron-4-Qt.-Dutch-Oven-for-30-free-s-h-w-beauty-item/2171858.html,,2018-01-05T12:34:39-05:00
