title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
"48"" x 30"" Anti-Fatigue Floor Mat",free shipping,,2168390,https://www.dealnews.com/48-x-30-Anti-Fatigue-Floor-Mat-for-30-3-for-75-free-shipping/2168390.html,"As one of its daily deals, 13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168390"">48"" x 30"" Anti-Fatigue Floor Mat</a> in Black for <b>$29.99</b> with <b>free shipping</b>. That's $95 off list and the lowest price we could find, although we saw it for a buck less last week. This waterproof and stain-resistant mat is approximately 1"" thick and features a pointed bevel edge and non-slip bottom.<br>
<br>
Need more than one? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089148,2168390"">Add three</a> to your cart for a price of <b>$74.97</b> with <b>free shipping</b> ($24.99 each). Both deals end today.",$30; 3 for $75,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gzbcucez8zbbs3cvjics",2017-12-29T15:27:57-05:00,3,
6pm $20.18 Sale,free shipping w/ $50,,2168474,https://www.dealnews.com/6-pm-20.18-Sale-Over-1-000-items-for-20-free-shipping-w-50/2168474.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168474"">6pm</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089424,2168474"">over 1,000 items</a> to <strong>$20.18</strong> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089427,2168474"">$20.18 Sale</a>. (Prices are as marked.) Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do orders of any two items. Discounted brands include Guess, Nine West, Nike, adidas, and more.","Over 1,000 items for $20",CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",2017-12-29T15:21:44-05:00,5,
American Tourister Pop Plus 3pc Luggage Set,free shipping,,2168366,https://www.dealnews.com/American-Tourister-Pop-Plus-3-pc-Luggage-Set-for-99-free-shipping/2168366.html,"BuyDig via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168366"">American Tourister Pop Plus 3-Piece Nested Spinner Luggage Set</a> in several colors (Black pictured) for $119.99. In-cart it drops to <strong>$99</strong>. With <strong>free shipping</strong>, that's a buck under our October mention and the lowest price we could find by $14. This set includes a 21"" spinner, 25"" spinner, and 29"" spinner. Deal ends January 9.",$99,LUGGAGE & TRAVEL GEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgimovcmuo0ivrblefms",2017-12-29T15:21:04-05:00,3,
adidas Originals Men's Toss Canvas Sneakers,free shipping,True,2168453,https://www.dealnews.com/adidas-Originals-Mens-Toss-Canvas-Sneakers-for-29-free-shipping/2168453.html,"Barneys Warehouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168453"">adidas Originals Men's Toss Canvas Sneakers</a> in White, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089370,2168453"">Black</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089373,2168453"">Red</a> for $49. In-cart it drops to <b>$29.40</b>. With <b>free shipping</b>, that's $51 off list and the lowest price we could find. They're available in select sizes from 8 to 13. Deal ends January 1.",$29,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tz3n6sdrjdvzkwfolklu",2017-12-29T15:10:41-05:00,4,
Middle-Earth: Shadow of War for PS4,free shipping,,2168450,https://www.dealnews.com/Middle-Earth-Shadow-of-War-for-PS4-for-30-free-shipping/2168450.html,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168450"">Middle-Earth: Shadow of War for PlayStation 4</a> for <strong>$29.99</strong>. Coupon code ""SAVER"" yields <strong>free shipping</strong>. That's the lowest price we could find by $11, although we saw it for $5 less on Black Friday.",$30,GAMES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qc0lmbxqge7vkx3ztux8",2017-12-29T15:05:54-05:00,2,
Nike SB Men's Dunk Pro High Shoes,free shipping,,2168441,https://www.dealnews.com/Nike-SB-Mens-Dunk-Pro-High-Shoes-for-60-free-shipping/2168441.html,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168441"">Nike SB Men's Dunk Pro High Skateboarding Shoes</a> in Red or Obsidian for $79.97. In cart, that drops to <strong>$59.98</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089343,2168441"">join</a>.) That's the lowest price we could find by $26. They're available in select sizes from 4 to 15. Deal ends January 4.",$60,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslbztdlnw91r0p7vzd",2017-12-29T15:02:41-05:00,3,
Y-3 by adidas Men's Kozoko Low Sneakers,free shipping,,2168435,https://www.dealnews.com/Y-3-by-adidas-Mens-Kozoko-Low-Sneakers-for-139-free-shipping/2168435.html,"Barneys offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168435"">Y-3 by adidas Men's Kozoko Low Sneakers</a> in Grey for <b>$139</b> with <b>free shipping</b>. That's $211 off list and the lowest price we could find. They're available in select sizes from 6.5 to 12.",$139,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w60hd2qw9ifx36s4ndv3",2017-12-29T15:02:10-05:00,3,
Hawke & Co. Men's Packable Chevron Jacket,free shipping,,2168414,https://www.dealnews.com/Hawke-Co.-Mens-Packable-Chevron-Jacket-for-40-free-shipping/2168414.html,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168414"">Hawke &amp; Co. Outfitter Men's Packable Downtown Chevron Jacket</a> in several colors (Texas Dark Heather pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15. It's available in select sizes from XS to XXL. Deal ends December 30.",$40,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kufjhfuf4lgodqexqvlw",2017-12-29T15:01:45-05:00,3,
Nautica Women's Kellen High Top Sneakers,free shipping,,2168426,https://www.dealnews.com/Nautica-Womens-Kellen-High-Top-Sneakers-for-30-free-shipping/2168426.html,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168426"">Nautica Women's Kellen High Top Sneakers</a> in Camel or Navy for <b>$29.50</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. They're available in sizes 6 to 10. Deal ends December 30.",$30,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flf8tsffutbvsfabfruz",2017-12-29T15:01:25-05:00,3,
"Pogo Pass to Las Vegas, Dallas, Austin, more",,,2168519,https://www.dealnews.com/Pogo-Pass-to-Las-Vegas-Dallas-Austin-more-60-off-from-40/2168519.html,"DestinationCoupons continues to take <b>60% off</b> a selection of Pogo Passes for select cities via coupon code ""DEST"", as listed below. (Click ""Buy Now"" next to your desired location; the coupon may apply automatically.) It offers discounts on local attractions, amusement parks, sporting events, zoos, and more. Each Pogo Pass is good for one year and is non-transferable. This travel deal ends December 31. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168519"">Las Vegas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089508,2168519"">Austin Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089511,2168519"">Dallas Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089514,2168519"">San Antonio Pogo Pass</a> for <b>$39.98</b> ($60 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089517,2168519"">Phoenix and Tucson Pogo Pass</a> for <b>$49.98</b> ($60 off)
 </li>
</ul>","60% off, from $40",THINGS TO DO,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbb4mkkya2esnxelebmi",2017-12-29T16:01:57-05:00,,
Heated Sox Men's or Women's Thermal Socks,free shipping,,2168402,https://www.dealnews.com/Heated-Sox-Mens-or-Womens-Thermal-Socks-for-5-free-shipping/2168402.html,"As one of its daily deals, That Daily Deal offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168402"">Heated Sox Men's or Women's Insulated Thermal Socks</a> for <strong>$5.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3. They're available in men's size 8 to 12.5 or women's size 5 to 10.<br>
<br>
Need more than one? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089232,2168402"">Add six</a> to your cart for a price of <strong>$29.34</strong> ($4.89 each), or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089235,2168402"">ten</a> for <strong>$37.90</strong> ($3.79 each) with <strong>free shipping</strong>. Deals end today.<br>
<br>
Note: The color you'll receive will be chosen at random.",$5,SOCKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a77q1ntuj3wdcn89oia2",2017-12-29T15:01:01-05:00,4,
Barbour Men's Quilted Coat,free shipping,,2168438,https://www.dealnews.com/Barbour-Mens-Quilted-Coat-for-120-free-shipping/2168438.html,"Lord & Taylor offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168438"">Barbour Men's Quilted Coat</a> in Black for <strong>$119.60</strong> with <b>free shipping</b>. That's $179 off list and the lowest price we could find for any color by $11. It's available in select sizes from S to XXL.",$120,COATS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ra04ie63uzvtvahy7p0x",2017-12-29T15:00:13-05:00,3,
Bonobos Final Sale,free shipping,,2168429,https://www.dealnews.com/Bonobos-Final-Sale-Extra-30-off-free-shipping/2168429.html,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168429"">Bonobos</a> takes an <strong>extra 30% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089310,2168429"">final sale items</a> via coupon code ""WRAPPED"". Plus, all orders receive <strong>free shipping</strong>. Eligible items include men's coats, sweaters, suits, pants, jeans, dress shirts, and ties.<br>
<br>
Note: Final sale items cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40038/Bonobos/"">Bonobos Coupons</a>.</p>",Extra 30% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aorqbir2jxv6stwzj11l",2017-12-29T15:00:02-05:00,3,
Kenneth Cole Reaction Men's Suede Chukkas,free shipping,,2168423,https://www.dealnews.com/Kenneth-Cole-Reaction-Mens-Suede-Chukkas-for-45-free-shipping/2168423.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168423"">Kenneth Cole Reaction Men's Desert Sun Suede Chukkas</a> in several colors (Olive pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089292,2168423"">Amazon</a> has them in select sizes from the same price.) That's $4 under our October mention and the lowest price we could find now by $13. They're available in select sizes from 7 to 13. Deal ends December 30.",$45,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeefokvzwmriwzv588ge",2017-12-29T14:59:25-05:00,3,
Sporto Women's Makela Waterproof Boots,free shipping,,2168411,https://www.dealnews.com/Sporto-Womens-Makela-Waterproof-Boots-for-28-free-shipping/2168411.html,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168411"">Sporto Women's Makela Cold-Weather Waterproof Boots</a> in Pewter for <strong>$27.60</strong> with <strong>free shipping</strong>. That's $41 off list and the lowest price we could find. They're available in sizes 6 to 9. Deal ends December 30.",$28,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ojuxfqynwovood8i5kgy",2017-12-29T14:51:47-05:00,3,
Pyrex 2-Cup Measuring Cup,free s&h w/beauty item,,2168432,https://www.dealnews.com/Pyrex-2-Cup-Measuring-Cup-for-3-free-s-h-w-beauty-item/2168432.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168432"">Pyrex 2-Cup Measuring Cup</a> for $3.99. Coupon code ""FIT"" knocks it to <strong>$2.55</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089331,2168432"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Minus padding, that's the lowest price we could find by $3. It's microwave-, fridge-, and dishwasher-safe. Deal ends December 30.",$3,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aeubiqiauqqms2ova2ju",,3,2017-12-29T14:49:20-05:00
Lenox Ski Shop Porcelain Building,free shipping,,2168417,https://www.dealnews.com/Lenox-Ski-Shop-Porcelain-Building-for-35-free-shipping/2168417.html,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168417"">Lenox Mistletoe Park Ski Shop Porcelain Building</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $105 off and the lowest price we could find. It measures approximately 6.25"" x 6"" x 5"" and requires four AAA batteries. (It's unclear if batteries are included.) Deal ends December 30.",$35,DECOR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mymkvbjsiqmtnzktczrw",2017-12-29T14:35:27-05:00,3,
Under Armour Women's Thrill 3 Running Shoes,free shipping,,2168408,https://www.dealnews.com/Under-Armour-Womens-Thrill-3-Running-Shoes-for-38-free-shipping/2168408.html,"As one of its daily deals, Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168408"">Under Armour Women's Thrill 3 Running Shoes</a> in Black for <b>$37.48</b> with <b>free shipping</b>. That's $13 under our August mention and the lowest price we could find by $13. They're available in sizes 6 to 11. Deal ends December 30.",$38,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ekrbfkoiiljthzqr5az5",2017-12-29T14:31:10-05:00,3,
Milwaukee 12V LED Spot Light w/ Battery,free shipping,,2168375,https://www.dealnews.com/Milwaukee-12-V-LED-Spot-Light-w-Battery-for-69-free-shipping/2168375.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168375"">Milwaukee M12 12-volt Lithium-Ion Cordless Trueview LED Spot Light</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089043,2168375"">Milwaukee M12 XC Battery Pack</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $69 off list and the lowest price we could find. It features a 2,100-foot beam distance, three output modes, and IPX4 moisture resistance.",$69,FLASHLIGHTS & LIGHTING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/taxcyjyfcs0dtkjhiias",2017-12-29T14:23:18-05:00,3,
AT&T Internet 50 w/ $100 Reward Card,,,2168477,https://www.dealnews.com/AT-T-Internet-50-w-100-Reward-Card-for-40-per-month/2168477.html,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168477"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089436,2168477"">$100 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends January 4.",$40 per month,COMPUTER SERVICES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzvonpwi0mxqnq1mgamg",,,2017-12-29T16:53:28-05:00
