price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
$10,3,,2018-01-03T04:17:54-05:00,https://www.dealnews.com/Spider-Man-or-Deadpool-Mens-Graphic-Pullover-for-10-pickup-at-Walmart/2170622.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrt27vwfxqhfzm7x0vg4",,pickup at Walmart,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170622"">Men's Graphic 1/4 Zip Pullover</a> in Deadpool or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093597,2170622"">Spider-Man</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $5 off, and the lowest price we could find. It's available in select sizes from M to XL.",SWEATSHIRTS & HOODIES,Spider-Man or Deadpool Men's Graphic Pullover,2170622
,5,,2018-01-03T04:11:37-05:00,https://www.dealnews.com/Rollbacks-and-Clearance-at-Walmart-free-shipping-w-35/2170631.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mzvciwcjfud4mjamyy3z",,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170631"">Walmart</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093609,2170631"">rollback and clearance electronics, toys, home items, apparel, and more</a>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee, or spend $35 or more to qualify for free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093612,2170631"">Danskin Now Women's Dri-More Core Bike Shorts 2-Pack</a> for <strong>$6</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093615,2170631"">Edsal 48"" x 24"" x 72"" 5-Shelf Steel Shelving Unit</a> for <strong>$58.97</strong> (all-time best, low by $9)
 </li>
</ul>",WALMART COUPONS,Rollbacks and Clearance at Walmart,2170631
$30,3,,2018-01-03T04:01:10-05:00,https://www.dealnews.com/PUMA-Mens-Carson-2-Running-Shoes-for-30-free-s-h-w-beauty-item/2170643.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lpipyatquon2yrwkga3n",,free s&h w/beauty item,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170643"">PUMA Men's Carson 2 Running Shoes</a> in Quiet Shade for <strong>$29.98</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093630,2170643"">beauty item</a> (they start at $3) to bag free shipping; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $10. They're available in sizes 8 to 13.",SHOES,PUMA Men's Carson 2 Running Shoes,2170643
$20,4,True,2018-01-03T03:30:58-05:00,https://www.dealnews.com/Pillars-of-Eternity-Complete-Ed-for-PS4-XB1-for-20-pickup-at-Game-Stop/2170616.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/riyvcuoeqxfm7prwhxbj",,pickup at GameStop,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170616"">Pillars of Eternity Complete Edition for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093594,2170616"">Xbox One</a> for <strong>$19.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find for this highly-rated game by at least $22, although most major retailers charge $50 or more.",GAMES,Pillars of Eternity Complete Ed for PS4 / XB1,2170616
Extra 50% off,5,True,,https://www.dealnews.com/Eastbay-Year-End-Clearance-Sale-Extra-50-off-free-shipping/2170607.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckkonkdpgeuf1v9rldzo",2018-01-03T06:05:32-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170607"">Eastbay</a> takes an <strong>extra 50% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093576,2170607"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093579,2170607"">Year-End Clearance Sale</a>. (Discount applies in cart.) Plus, all orders receive <strong>free shipping</strong>. That ties our mention from a week ago as the largest extra discount we've seen on clearance items at Eastbay. Eligible items include styles by Nike, Under Armour, adidas, and New Balance.<br>
<br>
Need more options? Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093582,2170607"">other clearance items</a> receive an <strong>extra 40% off</strong> in cart, while <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093585,2170607"">others</a> get an <strong>extra 30% off</strong>.",AFTER CHRISTMAS SALES,Eastbay Year-End Clearance Sale,2170607
from $260,4,True,2018-01-03T03:24:08-05:00,https://www.dealnews.com/Best-Massage-Video-Gaming-Massage-Chair-from-260-free-shipping/2170598.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i1mnfnyubeoapbfv9ngn",,free shipping,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170598"">BestMassage Video Gaming Shiatsu Massage Chair</a> in several colors (Black pictured) for <strong>$259.88</strong> with <strong>free shipping</strong>. (Non-members pay a $25.99 surcharge.) That's tied with our mention from a week ago as the lowest price we've seen. (It's the best deal today by $110.) It features a touch control armrest, 3D surround sound, and a 190-lb. weight capacity.",CHAIRS,BestMassage Video Gaming Massage Chair,2170598
Extra 25% off,5,True,,https://www.dealnews.com/Nike-Sale-Extra-25-off-free-shipping/2170604.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bxfolaryjwvbz8uruz32",2018-01-03T06:04:03-05:00,free shipping,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170604"">Nike</a> takes an <strong>extra 25% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093570,2170604"">sale styles</a>. (Discount applies automatically in cart.) Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093573,2170604"">join</a>.) That's tied with our Cyber Monday mention as the best discount we've seen on sale styles in over a year. Some exclusions apply. Deal ends January 4.",CLOTHING & ACCESSORIES,Nike Sale,2170604
$5,4,,2018-01-03T03:19:19-05:00,https://www.dealnews.com/Miss-Chievous-Girls-Character-Hoodie-for-5-pickup-at-Walmart/2170610.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w5nywu6bnljac8vkduh3",,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170610"">Miss Chievous Girls' Plush Fleece Character Hoodie</a> in several colors (Snowpeak pictured) for <strong>$5</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention, $4 off, and the best deal we could find. It's available in select sizes from S to XL.",KIDS' CLOTHES,Miss Chievous Girls' Character Hoodie,2170610
Extra 40% off,4,True,2018-01-03T03:12:24-05:00,https://www.dealnews.com/Kate-Spade-Sale-Extra-40-off-free-shipping/2170601.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2afdk2ax3twkg4xm8ez",,free shipping,"Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170601"">Kate Spade</a> takes an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093567,2170601"">sale styles</a> via coupon code ""EXTRATREAT"". Plus, all orders receive <strong>free shipping</strong>. That's tied with our Cyber Monday mention as the best extra discount we've seen from Kate Spade this year. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1457/Kate-Spade/"">Kate Spade Coupons</a>.</p>",CLOTHING & ACCESSORIES,Kate Spade Sale,2170601
$9,,,2018-01-03T00:01:00-05:00,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2170463.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",,free shipping w/ Prime,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170463"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",KITCHEN,Soufull Stainless Steel Poultry Scissors,2170463
free,4,,2018-01-03T02:12:33-05:00,https://www.dealnews.com/Craps-VR-for-Windows-Mixed-Reality-for-free/2170595.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrbiqm2ke9xzue7kzht5",,,"Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170595"">CrapsVR for Windows Mixed Reality</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find.<br>
<br>
Note: A Windows 10 device is required to download this game.",GAMES,CrapsVR for Windows Mixed Reality,2170595
$580,3,,2018-01-03T01:56:17-05:00,https://www.dealnews.com/Dell-Inspiron-Kaby-Lake-i7-Dual-16-Laptop-for-580-free-shipping/2170592.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuwltvbevgjtkb9csw63",,free shipping,"Dell Small Business offers its 5.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170592"">Dell Inspiron 15 5000 Series 5566 Intel Kaby Lake Core i7 2.7GHz 15.6"" Laptop</a> in Black for $899.99. Coupon code ""HOLIDAY579"" cuts it to <strong>$579.99</strong>. With <strong>free shipping</strong>, that's tied with last week's mention and the lowest price we could find by $134. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit LCD, 8GB RAM, 512GB SSD, DVD burner, 4-cell battery, and Windows 10 Professional 64-bit. Deal ends January 4 at 8 am ET.",LAPTOPS,"Dell Inspiron Kaby Lake i7 Dual 16"" Laptop",2170592
$3,5,,,https://www.dealnews.com/Ferrero-Collection-Assorted-Star-Gift-Box-for-3-pickup-at-Walgreens/2170586.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fnto6j0etrvp1acga4x8",2018-01-03T06:03:22-05:00,pickup at Walgreens,"Walgreens offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170586"">Ferrero Collection Assorted 4.7-oz. Star Gift Box</a> for <strong>$2.89</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $7 off list and the lowest price we could find. It features an assortment of Rocher, Rondnoir, and Raffaello chocolates.",CHOCOLATES,Ferrero Collection Assorted Star Gift Box,2170586
$150,3,,2018-01-03T01:39:50-05:00,https://www.dealnews.com/Britax-BOB-Motion-Stroller-for-150-5-s-h/2170589.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cb4xowsdv6cfn9geqazd",,$5 shipping,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170589"">Britax BOB Motion Stroller</a> in Orange for <b>$149.99</b> plus <b>$5</b> for shipping. That's $30 under our November mention, $200 off list, and the lowest price we've seen. It features a one-hand quick fold, pneumatic tires, front swivel wheel, and suspension system. Deal ends today.",BABIES & KIDS ITEMS,Britax BOB Motion Stroller,2170589
$15,4,True,2018-01-03T01:32:52-05:00,https://www.dealnews.com/Cabelas-Womens-XPG-Prima-Loft-Pullover-for-15-pickup-at-Cabelas/2170583.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zq77zchm1mlncx4jscoz",,pickup at Cabela's,"Cabela's offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170583"">Cabela's Women's XPG PrimaLoft 1/4-Zip Pullover</a> in Gunpowder or Passion Flower for <b>$14.88</b>. Opt for in-store <strong>pickup</strong> to avoid the $5.95 shipping charge. That's $55 off list and the lowest price we've seen. It's available in sizes S to XL.",COATS,Cabela's Women's XPG PrimaLoft Pullover,2170583
$8,3,,2018-01-03T01:24:47-05:00,https://www.dealnews.com/Columbian-3-lb.-Covered-Round-Roaster-for-8-pickup-at-Walmart/2170580.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nug6tn6wsdksm54stkk3",,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170580"">Columbian Home Products 3-lb. Covered Round Roaster</a> for <strong>$7.50</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093561,2170580"">Amazon</a> charges the same.) That's the lowest price we could find by $2. It's dishwasher safe.",KITCHEN,Columbian 3-lb. Covered Round Roaster,2170580
$80,3,,2018-01-03T00:57:58-05:00,https://www.dealnews.com/Logitech-MX-Master-2-S-Wireless-Mouse-for-80-free-shipping/2170577.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lxenni8bdml1ylcbws5h",,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170577"">Logitech MX Master 2S Wireless Mouse</a> in Graphite for <strong>$79.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093558,2170577"">Office Depot and Office Max</a> offers it for the same price.) That's the lowest price we could find by $5. It features up to 70 days of power on a single charge and a unifying receiver for use with up to three devices.<br>
<br>
Note: This item will be in stock on January 6.",MICE/TRACKBALLS,Logitech MX Master 2S Wireless Mouse,2170577
$13,4,,2018-01-03T00:47:27-05:00,https://www.dealnews.com/Special-K-12.5-Oz.-Protein-Cereal-10-Pack-for-13-free-shipping/2170574.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mrqiytn0brlhmhj81aet",,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170574"">Special K 12.5-Oz. Protein Cereal 10-Pack</a> for <strong>$13</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find by $10. Each serving features 10g of protein. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170574"">Special K 12.5-Oz. Protein Cereal 10-Pack</a> for $20
 </li>
 <li>clip the 30% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$13</strong>
 </li>
</ol>
Note: Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",GROCERIES,Special K 12.5-Oz. Protein Cereal 10-Pack,2170574
$16,4,True,2018-01-03T00:44:11-05:00,https://www.dealnews.com/Used-Microsoft-Kinect-Sensor-for-Xbox-One-for-16-pickup-at-Game-Stop/2170571.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cmtalgb7dxgrhbx0ruzg",,pickup at GameStop,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170571"">Microsoft Kinect Sensor for Xbox One</a> for <strong>$15.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the best deal we've ever seen for a standalone Kinect sensor; it's also $44 under the lowest price we could find for any condition today. It features a 1080p HD camera and allows for movement- and voice-based control of your TV and Xbox One console, Skype calls, live game broadcasting, and automatic sign-in.<br>
<br>
Note: No warranty information is provided, but this item can be returned within seven days for a refund.",ACCESSORIES,Used Microsoft Kinect Sensor for Xbox One,2170571
