title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
$50 Uber Gift Card,,GIFT CARDS,2168291,"ACI Gift Cards via Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168291"">$50 Uber Gift Card</a> for $50. Coupon code ""UBER"" knocks that to <strong>$45</strong>. (It'll arrive via email.) That's tied with our May mention and the best deal we could find today by $3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qks6lngamd9kcz1vpfaa",https://www.dealnews.com/50-Uber-Gift-Card-for-45/2168291.html,$45,,2017-12-29T11:58:27-05:00,3,
$100 Cracker Barrel Gift Card,2017-12-29T16:27:40-05:00,RESTAURANTS,2168288,"PayPal Digital Gifts via eBay offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168288"">$100 Cracker Barrel Old Country Store Gift Card</a> for <strong>$85</strong> with <strong>free shipping</strong>. That's $15 off and the lowest price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvgg5mzqq3fit5hweolq",https://www.dealnews.com/100-Cracker-Barrel-Gift-Card-for-85-free-shipping/2168288.html,$85,free shipping,,2,
Wood Panels at Walgreens,2017-12-29T20:51:52-05:00,PHOTO SERVICES,2168273,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168273"">Walgreens</a> takes <strong>75% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088677,2168273"">5"" x 7"" and 8"" x 10"" Wood Panels</a> via coupon code ""NEWPANEL75"". Opt for in-store <strong>pickup</strong> to dodge any shipping fees, which start at $7.99. That's a savings of at least $21 and the best offer we've seen for these items at Walgreens.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tf7sorjki0kfptltyrav",https://www.dealnews.com/Wood-Panels-at-Walgreens-75-off-pickup-at-Walgreens/2168273.html,75% off,pickup at Walgreens,,4,
WY8124 Solar LED Rechargeable Camping Lamp,,CAMPING & OUTDOORS,2168267,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168267"">WY8124 Solar LED Rechargeable Camping Lamp</a> for $10.54. Coupon code ""CXY6556"" cuts it to <strong>$9</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features 300 lumens of brightness, ABS construction, and USB charging.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jc0qvmx7a9mpvlqhkyxr",https://www.dealnews.com/WY8124-Solar-LED-Rechargeable-Camping-Lamp-for-9-free-s-h-from-China/2168267.html,$9,free s&h from China,2017-12-29T11:36:22-05:00,3,
Proker Wireless Bluetooth Headphones,,HEADPHONES,2168249,"Proker via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168249"">Proker Wireless Bluetooth Headphones</a> for $39.39. Coupon code ""LBMQ44C2"" drops it to <b>$27.57</b>. With <b>free shipping</b>, that's tied with our mention from a week ago, $12 off list, and the lowest price we could find. They feature Bluetooth 4.2, up to 2.5 hours of playback, and compatibility with iOS or Android devices. Deal ends January 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/deoc4o76koo3yegeti1j",https://www.dealnews.com/Proker-Wireless-Bluetooth-Headphones-for-28-free-shipping/2168249.html,$28,free shipping,2017-12-29T11:34:23-05:00,3,
Leadnovo Self-Stirring 15.2-oz. Mug,2017-12-29T11:33:55-05:00,KITCHEN,2168270,"Leadnovo via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168270"">Leadnovo Self-Stirring 15.2-oz. Stainless Steel Mug</a> in Blue for $22.59. Coupon code ""F5R9T2X2"" cuts that to <strong>$18.07</strong>. Plus, Prime members bag <strong>free shipping</strong>. (It's also available in Black or Pink for a few cents more.) That's $5 off list, tied with last month's mention, and the lowest price we could find. It holds water temperature for up to four hours, and features a removable stirrer. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dk1ueqfjh2abgjlm1aly",https://www.dealnews.com/Leadnovo-Self-Stirring-15.2-oz.-Mug-for-18-free-shipping-w-Prime/2168270.html,$18,free shipping w/ Prime,,3,
Emporio Armani Men's Classic Watch,,WATCHES,2168261,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168261"">Emporio Armani Men's Classic Watch</a> in Black for $466. Coupon code ""DNCLASSC219"" cuts it to <strong>$219</strong>. With <strong>free shipping</strong>, that's $80 under our August mention and the lowest price we could find by $304. It features a leather strap, stainless steel case, Swiss mechanical automatic movement, and water resistance. Deal ends January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xifbfubyfbeup31iafjt",https://www.dealnews.com/Emporio-Armani-Mens-Classic-Watch-for-219-free-shipping/2168261.html,$219,free shipping,2017-12-29T11:30:37-05:00,2,
Rymemo Wireless Bluetooth In-Ear Earphones,,HEADPHONES,2168255,"Globalbox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168255"">Rymemo Wireless Bluetooth In-Ear Earphones</a> in Grey/Black for $20.99. Coupon code ""KT4J2KXK"" cuts the price to <strong>$8.82</strong>. With <strong>free shipping</strong> for Prime members, that's pennies under our mention of a different color from two days ago, $11 off list, and the lowest price we could find. These sweatproof earphones feature hi-fi sound, noise cancellation, and soft hooks. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jbbj9sky1o5ci1ijmnjl",https://www.dealnews.com/Rymemo-Wireless-Bluetooth-In-Ear-Earphones-for-9-free-shipping-w-Prime/2168255.html,$9,free shipping w/ Prime,2017-12-29T11:30:15-05:00,3,
Victoria's Secret Pink Women's Lace Bralette,,INTIMATES,2168243,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168243"">Victoria's Secret Pink Women's Strappy Lace Bralette</a> in Neon Red or Black for <b>$9.99</b> plus <b>$8</b> for shipping. That's $17 off list and the lowest price we could find. It's available in sizes XS, M, or L.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ys28qtxkdrdbsfmkzxz3",https://www.dealnews.com/Victorias-Secret-Pink-Womens-Lace-Bralette-for-10-8-s-h/2168243.html,$10,$8 shipping,2017-12-29T11:27:41-05:00,3,
Macy's One Day Sale,,MACY'S COUPONS,2167721,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167721"">Macy's</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087447,2167721"">apparel, home goods, jewelry, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087450,2167721"">One Day Sale</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087453,2167721"">Web Busters</a>. Plus, take an <b>extra 25% off</b> of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087456,2167721"">clearance items</a>. Shipping adds <b>$10.95</b>, or get free shipping on orders of $25 or more. Exclusions may apply. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t5z4bqwzeiydtbpqnpkt",https://www.dealnews.com/Macys-One-Day-Sale-Extra-25-off-Clearance-free-shipping-w-25/2167721.html,Extra 25% off Clearance,free shipping w/ $25,2017-12-29T00:01:00-05:00,,
Macy's One Day Sale,2017-12-29T20:20:53-05:00,MACY'S COUPONS,2168246,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168246"">Macy's</a> offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088587,2168246"">over 25,000 daily deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088590,2168246"">One Day Sale</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088593,2168246"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping with orders of $25 or more. (Free shipping normally requires an order of $99 or more.) Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d3cbz2ojuolwgxfiw0gi",https://www.dealnews.com/Macys-One-Day-Sale-Over-25-000-daily-deals-free-shipping-w-25/2168246.html,"Over 25,000 daily deals",free shipping w/ $25,,5,
Victoria Sport Women's Lightweight Sports Bra,2017-12-29T15:33:46-05:00,ACTIVEWEAR,2168252,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168252"">Victoria Sport Women's Lightweight Strappy Sports Bra</a> in several colors (Blue Mercury pictured) for <strong>$12.99</strong> plus <strong>$8</strong> for shipping. That's $22 off list and the lowest price we could find. It comes in select sizes from 32A to 38DD.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnnuigulsjuyhqubdcc0",https://www.dealnews.com/Victoria-Sport-Womens-Lightweight-Sports-Bra-for-13-8-s-h/2168252.html,$13,$8 shipping,,3,
Peak Bug Cleaner Windshield Wash 1-Gal Bottle,2017-12-29T20:51:32-05:00,AUTOMOTIVE,2168234,"For in-store pickup only and with limited stock varying by ZIP code, Ace Hardware offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168234"">Peak Premium Bug Cleaner with Rain-Off Windshield Wash 1-Gallon Bottle</a> for $2.49. (Click ""Check Availability"" and select a store to add it to cart.) In cart the price drops to <strong>99 cents</strong>. That's tied with our January mention and the lowest price we could find now by $2. This USA-made wash is for use with temperatures above 32°F. It purportedly removes road grime and bugs and helps repel rain away from your windshield. Deal ends January 31, 2018.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vkwbs9cukbzwutsgebwf",https://www.dealnews.com/Peak-Bug-Cleaner-Windshield-Wash-1-Gal-Bottle-for-1-pickup-at-Ace-Hardware/2168234.html,$1,pickup at Ace Hardware,,4,
Grammarly Premium 1-Year Subscription,2017-12-29T20:40:04-05:00,SOFTWARE,2168240,"StackSocial offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168240"">Grammarly Premium 1-Year Subscription</a> for <strong>$69.98</strong>. That's tied with our mention from two weeks ago and $70 less than you'd pay from Grammary direct. This online spell-checker catches mistakes on Gmail, Facebook, Twitter, Linkedin, and more, and offers style and vocabulary suggestions. Deal ends January 5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lccxq8v1bo4ebi44fbtf",https://www.dealnews.com/Grammarly-Premium-1-Year-Subscription-for-70/2168240.html,$70,,,2,True
Bayasolo X1 In-Ear Headphones,,HEADPHONES,2168237,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168237"">Bayasolo X1 In-Ear Headphones</a> for $5.99. Coupon code ""PAE0088WCX"" cuts that to <strong>$2.99</strong>. With <strong>free shipping</strong>, that's $10 off list and the lowest price we could find. They feature a frequency response of 20Hz to 20kHz, microphone, and in-line controls.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dxrvtb71urxvluatvv4z",https://www.dealnews.com/Bayasolo-X1-In-Ear-Headphones-for-3-free-s-h-from-China/2168237.html,$3,free s&h from China,2017-12-29T10:54:00-05:00,2,
Theefun 1:10 Simulation Racer RC Car,,TOYS & HOBBIES,2168228,"AppelEA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168228"">Theefun 1:10 Simulation Racer RC Car</a> in Red or Blue for $59.99. Coupon code ""X5ZVIDMH"" cuts it to <strong>$35.99</strong>. With <strong>free shipping</strong>, that's $18 under last week's mention, $24 off, and the lowest price we've seen. It goes up to 8 mph and features 100-foot range. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gbxyvr5v3mrenzq0z1cj",https://www.dealnews.com/Theefun-1-10-Simulation-Racer-RC-Car-for-36-free-shipping/2168228.html,$36,free shipping,2017-12-29T10:51:24-05:00,2,
LG MiniBeam Home Theatre Projector,2017-12-29T15:54:27-05:00,PROJECTORS,2168225,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168225"">LG MiniBeam Home Theatre Projector</a> in White for <strong>$397</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088452,2168225"">B&amp;H Photo Video</a> has it for about the same.) That's $3 under last week's mention and the lowest price we could find by $133, excluding the mention below. This portable projector features a 1280x720 (720p) native resolution, up to 2.5-hour battery life, Bluetooth, wireless mirroring of a smartphone or tablet, built-in TV tuner, and USB port.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088455,2168225"">Dell Small Business</a> has it for $399.99 with free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7qskgxflyap6d2knzcu",https://www.dealnews.com/LG-Mini-Beam-Home-Theatre-Projector-for-397-free-shipping/2168225.html,$397,free shipping,,3,
"Best Freebies: Score a Free Month of HBO Now, Plus a $10 Amazon Credit!",,ROUNDUPS,2168231,"It's the last weekend of 2017, and no matter how you felt about this year, we bet you could use a freebie. Check out our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a> to score free HBO for a month, a useful sleep app, and more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hob7ssmmbqfpd53hcit3",https://www.dealnews.com/features/best-freebie-deals/,,,2017-12-29T10:45:57-05:00,,
Bath & Body Works Semi-Annual Sale,2017-12-29T20:51:08-05:00,BEAUTY,2168213,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168213"">Bath &amp; Body Works</a> takes <strong>up to 75% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088413,2168213"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, cut an <b>extra 20% off</b> via coupon code ""DISCOVER20"". Shipping adds a flat <strong>$5.99</strong> for orders over $10. (Shipping costs $9.99 for orders of $10 or less.) Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1693/Bath-Body-Works/"">Bath &amp; Body Works Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wxtiarrwkcppvnvjelqh",https://www.dealnews.com/Bath-Body-Works-Semi-Annual-Sale-Up-to-75-off-20-off/2168213.html,Up to 75% off + 20% off,,,5,
REI Holiday Clearance,,REI COUPONS,2167745,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167745"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087507,2167745"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2167745.html,Up to 50% off,,2017-12-29T00:01:00-05:00,,
Degree Women's 2.6-oz. Antiperspirant 4-Pack,2017-12-29T15:53:49-05:00,PERSONAL CARE,2168219,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168219"">Degree Women's Dry Protection 2.6-oz. Antiperspirant 4-Pack</a> in Pure Clean for <strong>$5.19</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find for this quantity by $10. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168219"">Degree Women's Dry Protection 2.6-oz. Antiperspirant 4-Pack</a> for $7.99
 </li>
 <li>clip the on-page coupon
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$5.19</strong>
 </li>
</ol>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qnzenhxst5bx47wornjw",https://www.dealnews.com/Degree-Womens-2.6-oz.-Antiperspirant-4-Pack-for-5-free-shipping/2168219.html,$5,free shipping,,3,
"LG 4.2 1,000W 3D Blu-ray Home Theater System",,HOME THEATER SYSTEMS,2168201,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168201"">LG 4.2-Channel 1,000-watt 3D Blu-ray Home Theater System</a> for <strong>$339</strong> with <strong>free shipping</strong>. That's tied with last week's mention as the lowest outright price we've seen. (It's the best today by $160.) The system includes two Tallboy 39"" 500-watt wired speakers with built-in subwoofers, and a 3D smart Blu-ray player that features Ethernet, LG Smart TV (with access to Netflix, Hulu Plus, Amazon Instant Video, etc.), Bluetooth, an FM radio tuner, USB, and one HDMI input.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sswkguloozpuoqo1dxzd",https://www.dealnews.com/LG-4.2-1-000-W-3-D-Blu-ray-Home-Theater-System-for-339-free-shipping/2168201.html,$339,free shipping,2017-12-29T10:38:03-05:00,2,
Oneida Nadine 14-oz. Crystal Wine Goblet,2017-12-29T20:40:26-05:00,KITCHEN,2168222,"Oneida offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168222"">Oneida Nadine 14-oz. Crystal Wine Goblet</a> for $3.99. Coupon code ""DEALNEWSFREE"" cuts that to <strong>$3.19</strong> and bags <strong>free shipping</strong>. That's a savings of $14 and the lowest price we could find. It's dishwasher-safe. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zge9zaap3nbmczvhqic6",https://www.dealnews.com/Oneida-Nadine-14-oz.-Crystal-Wine-Goblet-for-3-free-shipping/2168222.html,$3,free shipping,,3,True
Refurb Nikon KeyMission 170 4K Action Camera,2017-12-29T15:53:14-05:00,DIGITAL CAMCORDERS,2168210,"BuyDig offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168210"">Nikon KeyMission 170 4K WiFi Action Camera</a> for <strong>$189</strong> with <strong>free shipping</strong>. That's $160 under the lowest price we could find for a new unit, although most sellers charge at least $397 for a new one. It's shockproof, freeze-proof, and waterproof to 33 feet without a housing. Features include a 1.5"" LCD, 170° wide-angle lens, 4K video recording at 30fps, 8-megapixel still image resolution, microphone, 802.11g wireless, Bluetooth 4.1, microSDXC card slot, micro HDMI, and rechargeable Li-ion battery. Deal ends January 4.<br>
<br>
Note: A 90-day Nikon warranty applies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xptzopluegdz8512b2r3",https://www.dealnews.com/Refurb-Nikon-Key-Mission-170-4-K-Action-Camera-for-189-free-shipping/2168210.html,$189,free shipping,,3,
LG Loudr Audio System,2017-12-29T15:52:56-05:00,AUDIO COMPONENTS,2168207,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168207"">LG Loudr Audio System</a> for <b>$129.99</b> with <b>free shipping</b>. That's tied with our mention from a week ago and the lowest price we could find by $6. It features a CD player, AM/FM tuner, Bluetooth, and USB 2.0.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgcnhat4zryvcgfyfbu5",https://www.dealnews.com/LG-Loudr-Audio-System-for-130-free-shipping/2168207.html,$130,free shipping,,3,
10 Pairs of Aerie Women's Panties,2017-12-29T15:52:44-05:00,INTIMATES,2168204,"Aerie by American Eagle offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168204"">10 pairs of Aerie Women's Panties</a> for <strong>$30</strong>. Shipping adds <strong>$7</strong>, or spend $50 or more for free shipping. That's $3.70 per pair and a savings of up to $95. (However, we saw 10 pairs for $35 shipped two weeks ago.) Choose from boybriefs, bikinis, thongs, boyshorts, and cheekies.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y6ohxmv9mt7zd6qmounf",https://www.dealnews.com/10-Pairs-of-Aerie-Womens-Panties-for-30-free-shipping-w-50/2168204.html,$30,free shipping w/ $50,,3,
Pressman Let's Go Fishin' Game,,CARD AND BOARD GAMES,2168195,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168195"">Pressman Let's Go Fishin' Game</a> for <b>$6.67</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088317,2168195"">Target</a> has it for about the same with pickup.) Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $3. It requires one C battery (not included).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p18tlv7hszq5lffcbyyi",https://www.dealnews.com/Pressman-Lets-Go-Fishin-Game-for-7-pickup-at-Walmart/2168195.html,$7,pickup at Walmart,2017-12-29T10:17:21-05:00,2,
Stolzle Beer Glass,2017-12-29T15:51:10-05:00,KITCHEN,2168198,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168198"">Stolzle Beer Glass</a> in Imperial 17.5-oz., <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088335,2168198"">Imperial 21.8-oz.</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088338,2168198"">Konig 18.3-oz.</a> for $5.99. Coupon code ""DEALNEWSFREE"" cuts that to <strong>$4.79</strong> and bags <strong>free shipping</strong>. That's a savings of at least $13 on each style and the lowest price we could find. Each glass is sheer-rimmed. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cgpp4z3v3f4wkitp9vlb",https://www.dealnews.com/Stolzle-Beer-Glass-for-5-free-shipping/2168198.html,$5,free shipping,,3,
Nike Men's Komyuter SE Shoes,2017-12-29T20:50:12-05:00,SHOES,2168189,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168189"">Nike Men's Komyuter SE Shoes</a> in several colors (Obsidian/Anthracite pictured) for $109.97. In cart, the price falls to <strong>$82.48</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088254,2168189"">join</a>.) That's $68 off list and the lowest price we could find. These water-repellent shoes feature a magnetic closure and are available in most sizes from 7 to 15. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5lbdwhptukjmkaa5i9x",https://www.dealnews.com/Nike-Mens-Komyuter-SE-Shoes-for-82-free-shipping/2168189.html,$82,free shipping,,4,
Aduro U-Grip Tablet Stand and Holder,,TABLET ACCESSORIES,2167820,"Entronik via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167820"">Aduro U-Grip Tablet Stand and Holder</a> in several colors (Black/Red pictured) for $12.97. Coupon code ""P6HBBJMA"" cuts it to <b>$9.99</b>. Plus, Prime members get <b>free shipping</b>. It fits tablets of 7"" to 10"", a rubber coated grip, and 360° of rotation. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r4rw5okcl1wu2dlptziu",https://www.dealnews.com/Aduro-U-Grip-Tablet-Stand-and-Holder-for-10-free-shipping-w-Prime/2167820.html,$10,free shipping w/ Prime,2017-12-29T03:18:06-05:00,,
Brooks Brothers Semi-Annual Sale,2017-12-29T15:50:16-05:00,CLOTHING & ACCESSORIES,2168192,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168192"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088263,2168192"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088266,2168192"">Semi-Annual Sale</a>. Shipping starts at <strong>$5.95</strong>. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off/2168192.html,Up to 40% off,,,3,
