editors_choice,description,url,time_published,picture_url,category,time_modified,uuid,price,hotness,title,shipping
,"Monoprice offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169122"">Monoprice Bluetooth Wireless Earbuds</a> for $11.99. Coupon code ""NEW18"" cuts that price to <strong>$10.19</strong>. With <strong>$2.49</strong> for shipping, that's the lowest price we could find by $17. It features a 14.2mm driver, wireless Bluetooth connection, built-in rechargeable battery, and an in-line microphone. Deal ends January 1.",https://www.dealnews.com/Monoprice-Bluetooth-Wireless-Earbuds-for-10-3-s-h/2169122.html,2017-12-31T11:50:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/us9xq9yhqqkq2enpwphl",HEADPHONES,,2169122,$10,3,Monoprice Bluetooth Wireless Earbuds,$3 shipping
,"Overstock.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168675"">Abbyson Living Tanya 4-Piece Sectional Sofa</a> for Grey for $1,839.06. Add it to cart and click through this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090090,2168675"">link</a> to drop it to <strong>$1,798.19</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It measures 146"" x 62"" x 36"" overall. Deal ends January 2.",https://www.dealnews.com/Abbyson-Living-4-Piece-Sectional-Sofa-for-1-798-free-shipping/2168675.html,2017-12-31T11:49:44-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/evfa4ji4tjsb8kgjgdqd",SOFAS & COUCHES,,2168675,"$1,798",4,Abbyson Living 4-Piece Sectional Sofa,free shipping
,"At Wells Fargo, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168609"">Wells Fargo Cash Wise Visa® Card</a> and receive a <strong>$200 Cash Rewards Bonus</strong> after you spend at least $1,000 on purchases in the first 3 months of account opening. Plus, you'll earn <strong>unlimited 1.5% Cash Rewards</strong> with no category limitations or quarterly activations. Also, earn <strong>1.8% Cash Rewards</strong> on Android Pay™ or Apple Pay® mobile wallet purchases during the first 12 months from account opening. Enjoy a <strong>0% Intro APR</strong> on purchases and balance transfers for 12 months. After that your variable APR will be 14.24% to 26.24%. Balance transfer fees apply. Finally, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089667,2168609"">click here</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168609",2017-12-30T00:01:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttmjwoteco6cqmdv7rzz",CREDIT CARDS,,2168609,$200 Cash Rewards Bonus,,Wells Fargo Cash Wise Visa® Card,
,"MacMall offers the 1.4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169146"">Huawei MateBook Intel Skylake Core m5 1.1GHz 12"" 256GB Windows Touch Tablet PC</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $5 under our mention from last month and the lowest price we could find now, also by $5. It features an Intel Core m5-6Y54 1.1GHz Skylake dual-core processor, 12"" 2160x1440 (1440p) IPS touchscreen LCD, 8GB RAM, 256GB SSD, and Windows 10 Home 64-bit.",https://www.dealnews.com/Huawei-Skylake-m5-12-256-GB-Windows-Tablet-PC-for-400-free-shipping/2169146.html,2017-12-31T11:47:31-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iuobh5mi6mcgbbq8i0hw",LAPTOPS,,2169146,$400,4,"Huawei Skylake m5 12"" 256GB Windows Tablet PC",free shipping
,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169125"">Columbia Women's Bugaboo Interchange 3-in-1 Jacket</a> in Dark Raspberry or Grey Ash for <strong>$113.73</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's available in sizes XS to XL.",https://www.dealnews.com/Columbia-Womens-Bugaboo-Interchange-Jacket-for-114-free-shipping/2169125.html,2017-12-31T11:07:19-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/avz4pcmjyzlljifgoo7h",COATS,,2169125,$114,3,Columbia Women's Bugaboo Interchange Jacket,free shipping
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090141,2169116"">Joe's New Balance Outlet</a> takes <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090060,2169116"">New Balance shoes, apparel, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090063,2169116"">End of the Year Clearance Sale</a>. (Prices are as marked.) Coupon code ""DOLLARSHIP"" unlocks <strong>$1</strong> shipping, or you can spend $99 or more to receive free shipping. (Shipping normally adds $6.95 for orders under $99.) Some exclusions may apply. A couple of best bets, each with <b>$1</b> for shipping via ""DOLLARSHIP"":
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169116"">New Balance Men's 573 Running Shoes</a> for <strong>$41.99</strong> (pictured, low by $5)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090066,2169116"">New Balance Women's Bomber Jacket</a> for <strong>$58</strong> (low by $9)
 </li>
</ul>",https://www.dealnews.com/Joes-New-Balance-End-of-the-Year-Clearance-Up-to-70-off-free-shipping-w-99/2169116.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/katr4lfyi3waggpadxos",SHOES,2017-12-31T15:07:43-05:00,2169116,Up to 70% off,5,Joe's New Balance End of the Year Clearance,free shipping w/ $99
,"EssentialApparel offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169104"">Columbia Women's Arcadia II Rain Jacket</a> in several colors (Stormy Blue pictured) for $49.99. Coupon code ""EXTRA25"" cuts the price to <strong>$37.49</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2. (However, we saw it in size XL only for $18 three weeks ago.) It's available in select sizes from XS to XL.",https://www.dealnews.com/Columbia-Womens-Arcadia-II-Rain-Jacket-for-37-free-shipping/2169104.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qxu3h05hnvl1lhe9ofrr",COATS,2017-12-31T10:32:23-05:00,2169104,$37,3,Columbia Women's Arcadia II Rain Jacket,free shipping
,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169065"">Pinhole Nanny WiFi Cam</a> for <strong>$12.56</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8. It features automatic video recording and a built-in rechargeable battery.<br>
<br>
Note: These ship from China and may take up to four weeks to arrive.",https://www.dealnews.com/Pinhole-Nanny-Wi-Fi-Cam-for-13-free-s-h-from-China/2169065.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ho1s5vcpqj8qpxwkqyrq",SECURITY CAMERAS,2017-12-31T13:58:37-05:00,2169065,$13,4,Pinhole Nanny WiFi Cam,free s&h from China
,"B&H Photo Video offers the 4-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169098"">Apple MacBook Pro Intel Skylake Core i7 2.6GHz 15.4"" Retina Laptop</a> in Space Gray for <strong>$1,799</strong> with <strong>free shipping</strong>. That's $600 off and tied with our mention from two weeks ago as the lowest price we've seen.<br>
<br>
The MacBook features the Touch Bar — a touchscreen OLED strip running above the keyboard that supports Touch ID and allows for customized buttons. Other specs include an Intel Core i7 2.6GHz quad-core processor, 15.4"" 2880x1800 IPS LED-backlit Retina Display, 16GB RAM, 256GB SSD, Radeon Pro 455 2GB graphics, 802.11ac wireless, four Thunderbolt 3 ports, and macOS Sierra.",https://www.dealnews.com/Mac-Book-Pro-i7-15-Retina-Laptop-w-Touch-Bar-for-1-799-free-shipping/2169098.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ae6fugfjhgegmw2lps34",MACBOOK PRO,2017-12-31T15:21:54-05:00,2169098,"$1,799",3,"MacBook Pro i7 15"" Retina Laptop w/ Touch Bar",free shipping
,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169068"">Qi Wireless 5/9-volt Charging Pad</a> for <strong>$11.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It charges compatible Galaxy smartphones and other Qi-compatible devices.<br>
<br>
Note: This item ships from China and may take up to four weeks to arrive.",https://www.dealnews.com/Qi-Wireless-5-V-9-V-Charging-Pad-for-12-free-s-h-from-China/2169068.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hk8f8udlujvtcy73orrj",CELL PHONE CHARGERS,2017-12-31T15:20:10-05:00,2169068,$12,3,Qi Wireless 5V/9V Charging Pad,free s&h from China
,"TomTop offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169074"">Microfiber Auto Window Cleaner</a> for $4.86. Coupon code ""AK2325"" cuts it to <strong>$3.89</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $2. It features a microfiber cloth and a long handle.<br>
<br>
Note: This item ships from China and may take up to four weeks to arrive.",https://www.dealnews.com/Microfiber-Auto-Window-Cleaner-for-4-free-s-h-from-China/2169074.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v7gzvk7ivznnjw9zfezb",AUTOMOTIVE,2017-12-31T15:19:56-05:00,2169074,$4,3,Microfiber Auto Window Cleaner,free s&h from China
,"As one of its daily deals, Amazon discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169071"">print</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090039,2169071"">digital magazine subscriptions</a> with prices starting from <strong>$3.75</strong>. (Subscriptions range in duration from six months to one year.) Discounted magazines include Essence, Sports Illustrated, Time, and Popular Science. Deal ends today.<br>
<br>
Note: Print subscriptions auto-renew, although you can cancel at any time.",https://www.dealnews.com/Digital-or-Print-Magazine-Subs-at-Amazon-from-4/2169071.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fcftffflztmksw9q11a2",MAGAZINES,2017-12-31T13:58:19-05:00,2169071,from $4,4,Digital or Print Magazine Subs at Amazon,
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168615"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089688,2168615"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168615",2017-12-31T00:01:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",CREDIT CARDS,,2168615,Earn a $150 bonus,,Chase Freedom Unlimited® Card,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169056"">Furinno Pasir 4-Tier Open Shelf</a> in Steam Beech for <strong>$25</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090021,2169056"">Amazon</a> has it for the same price, while <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090024,2169056"">Home Depot</a> charges a buck more.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It holds up to 25 lbs. per shelf.",https://www.dealnews.com/Furinno-Pasir-4-Tier-Open-Shelf-for-25-pickup-at-Walmart/2169056.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d2jyn2tksx8ss4roy5e8",HOME FURNITURE,2017-12-31T13:04:38-05:00,2169056,$25,3,Furinno Pasir 4-Tier Open Shelf,pickup at Walmart
,"As one of its daily deals, Amazon discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169050"">2017 Best of the Month Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Discounted titles include Amy Tan's <i>Where The Past Begins</i>, Octavia E. Butler's <i>Seed Harvest</i>, and Malcolm Frank's <i>What To Do When Machines Do Everything</i>. Deal ends today.",https://www.dealnews.com/2017-Best-of-the-Month-Kindle-eBooks-from-2/2169050.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsocqigasnr3khnhhnlz",EBOOKS,2017-12-31T13:57:12-05:00,2169050,from $2,4,2017 Best of the Month Kindle eBooks,
True,"For in-store pickup only, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169047"">Google Home Mini</a> in Chalk or Charcoal for <strong>$29</strong>. Plus, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090012,2169047"">link your Walmart account to Google</a> and you'll receive a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090015,2169047"">$25 Walmart Credit for a future order via Google Express</a>. Assuming you use the credit, that's tied with our expired mention from three days ago as the lowest price we've seen. (It's the best deal now by $25.) The coupon will be automatically issued when your Walmart account is linked to your Google account. Limit two coupons per household. Coupon expires January 31.",https://www.dealnews.com/Google-Home-Mini-w-25-Walmart-GC-for-29-pickup-at-Walmart/2169047.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abo7s9skm7lvkgvwxnbn",HOME IMPROVEMENT,2017-12-31T15:06:33-05:00,2169047,$29,5,Google Home Mini w/ $25 Walmart GC,pickup at Walmart
True,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169044"">JBL Everest Elite 300 NXTGen Wireless Headphones</a> in White for <strong>$89.99</strong> plus <strong>$5</strong> for shipping. That's $10 less than our October mention and the lowest price we've seen for a new pair. (It's the best deal now by $52.) They feature noise cancelling technology, a frequency response of 10 to 22kHz, Bluetooth 4.0, and a built-in microphone. Deal ends today.",https://www.dealnews.com/JBL-Everest-Elite-300-Wireless-Headphones-for-90-5-s-h/2169044.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jp1isavh7ulxgqnypu5q",HEADPHONES,2017-12-31T15:11:52-05:00,2169044,$90,3,JBL Everest Elite 300 Wireless Headphones,$5 shipping
,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169041"">Playmobil City Zoo</a> for <strong>$14.39</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. This 91-piece set includes several figures.<br>
<br>
Note: It's temporarily out of stock but still available to purchase for this price. (It's expected to be back in stock on January 4.)",https://www.dealnews.com/Playmobil-City-Zoo-for-14-free-shipping-w-Prime/2169041.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtyvfdrdi4jk05xsmr6q",TOYS & HOBBIES,2017-12-31T13:03:34-05:00,2169041,$14,3,Playmobil City Zoo,free shipping w/ Prime
,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169035"">Go Pet Club 47"" Kitten Tree</a> for $29.99. Clip the 10% off coupon to cut that to <b>$26.99</b>. With <strong>free shipping</strong>, that's the lowest price we could find by $8. It measures 29"" x 23"" x 46.75""and is covered in faux fur.<br>
<br>
<i>Update</i>: Note that this item is temporarily out of stock, but can still be ordered at this price for delivery when available.",https://www.dealnews.com/Go-Pet-Club-47-Kitten-Tree-for-27-free-shipping/2169035.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/virm11wapscj9xgstk4v",PETS,2017-12-31T13:56:57-05:00,2169035,$27,4,"Go Pet Club 47"" Kitten Tree",free shipping
,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169032"">Precious Moments Disney The Muppets <i>Music Is What Friendship Sounds Like</i> Porcelain Kermit Figurine</a> for <s>$28.06</s> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It measures approximately 4.5"".<br>
<br>
<i>Update</i>: The price has increased to <strong>$29.75</strong>.",https://www.dealnews.com/Precious-Moments-Kermit-Porcelain-Figurine-for-30-free-shipping-w-Prime/2169032.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j48y5kmqlarkzrvygmrm",TOYS & HOBBIES,2017-12-31T13:03:23-05:00,2169032,$30,2,Precious Moments Kermit Porcelain Figurine,free shipping w/ Prime
True,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169029"">Mega Construx Despicable Me Wild Waterski Bike Building Set</a> for <b>$4.20</b>. That's the lowest price we could find by $15. It features three buildable Minion figures with ""water splash"" details and interchangeable parts, including overalls, goggles, arms, and feet.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with an order of $25 or more.",https://www.dealnews.com/Mega-Construx-Despicable-Me-Waterski-Set-for-4-w-25-purchase-pickup-at-Walmart/2169029.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xq23edbgqftbgflby31l",TOYS & HOBBIES,2017-12-31T15:11:42-05:00,2169029,$4 w/ $25 purchase,3,Mega Construx Despicable Me Waterski Set,pickup at Walmart
,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169026"">Fred &amp; Friends Taco Truck Taco Holder 2-Pack</a> for <strong>$7.72</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It includes one salsa red truck and one guacamole green truck.",https://www.dealnews.com/Fred-Friends-Taco-Truck-Taco-Holder-2-Pack-for-8-free-shipping-w-Prime/2169026.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wxklaz9gwxobj3wwm4sl",KITCHEN,2017-12-31T15:14:31-05:00,2169026,$8,3,Fred & Friends Taco Truck Taco Holder 2-Pack,free shipping w/ Prime
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168612",2017-12-31T00:01:00-05:00,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5",CREDIT CARDS,,2168612,"Earn 80,000 Bonus Points",,Marriott Rewards® Premier Credit Card,
,"L & P Leading Trend via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169023"">Fred &amp; Friends Deep Tea Diver Silicone Tea Infuser</a> for <strong>$8.25</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It's dishwasher- and microwave-safe and features a stainless steel ""air tank"" serves as a counterweight for the infuser.",https://www.dealnews.com/Fred-Friends-Deep-Tea-Diver-Tea-Infuser-for-8-free-shipping-w-Prime/2169023.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b91argsljazzobbxv9lg",KITCHEN,2017-12-31T13:56:34-05:00,2169023,$8,3,Fred & Friends Deep Tea Diver Tea Infuser,free shipping w/ Prime
True,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169014"">APC UPS Connect 84VA Battery Back-Up System</a> for <del>$44.05</del>. Clip the $13 off coupon to cut that to <s>$31.05</s>. With <strong>free shipping</strong>, that's the lowest price we could find by $40, although it was a buck less three weeks ago. It features over two hours of network backup power, two surge-protected outlets, a removable battery pack for smartphone charging, and three USB ports.<br>
<br>
<i>Update</i>: The price has increased to $48.40 before coupon, <strong>$35.40</strong> after.",https://www.dealnews.com/APC-UPS-Connect-84-VA-Battery-Back-Up-System-for-35-free-shipping/2169014.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fstiudygo8w7cjvrslbh",BATTERY BACKUPS/UPSS,2017-12-31T15:11:33-05:00,2169014,$35,4,APC UPS Connect 84VA Battery Back-Up System,free shipping
,"L.L.Bean offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169011"">L.L.Bean Boys' Puff-n-Stuff Jacket</a> in three colors (Bold Lilac pictured) for $29.99. Coupon code ""EXTRA25"" cuts that price to <strong>$22.49</strong>. With <strong>free shipping</strong>, that's $37 off and the lowest price we could find. It's available in sizes 10/12 and 14/16. Deal ends January 1.",https://www.dealnews.com/L.L.Bean-Girls-Puff-n-Stuff-Jacket-for-22-free-shipping/2169011.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ar6itllqfetcsvfpv661",KIDS' CLOTHES,2017-12-31T13:56:21-05:00,2169011,$22,4,L.L.Bean Girls' Puff-n-Stuff Jacket,free shipping
