shipping,time_modified,hotness,time_published,editors_choice,uuid,url,description,picture_url,title,price,category
,,,2018-01-02T10:45:01-05:00,,2170193,"https://www.dealnews.com/lw/click.html?20,2,2170193","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",United MileagePlus® Explorer Card,"40,000 bonus miles",CREDIT CARDS
free shipping w/ $150,,4,2018-01-04T20:40:57-05:00,,2172182,https://www.dealnews.com/Sorel-Womens-Boots-Up-to-50-off-free-shipping-w-150/2172182.html,"Sorel takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172182"">women's boots</a> via coupon code ""SORHNY50"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097293,2172182"">Web Specials</a>. (The coupon takes 50% off full-price styles and an extra 25% off sale styles.) Shipping adds a flat <b>$6</b>, although orders of $150 or more bag free shipping.Some exclusions may apply. Deal ends January 30<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s7653/Sorel/"">Sorel Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghiciyfomviolojf0dwp",Sorel Women's Boots,Up to 50% off,SHOES
free shipping,,3,2018-01-04T20:29:58-05:00,True,2172185,https://www.dealnews.com/Jawbone-UP3-Sleep-Activity-Monitor-Wristband-for-20-free-shipping/2172185.html,"Always Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172185"">Jawbone UP3 Sleep/Activity Monitor Wristband</a> in several colors (Twilight pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $5 under our mention from last February and the lowest price we've seen. (It's the best deal now by $16.) Tracked categories include heart rate, steps, distance, calories burned, hours slept, and calories consumed.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ch3viju4x8ddfx8qj8df",Jawbone UP3 Sleep/Activity Monitor Wristband,$20,SPORTS & FITNESS
pickup at REI,,2,2018-01-04T20:27:15-05:00,,2172131,https://www.dealnews.com/Swix-Nordic-Ski-Hard-Wax-45-g-Jar-for-6-pickup-at-REI/2172131.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172131"">Swix Nordic Ski Hard Wax 45-Gram Jar</a> in V60 Red/Silver or V50 Violet for <strong>$5.93</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with our November mention and the lowest price we could find now by $4. The V60 is intended for use with 37°F to 32°F new fallen snow and 34°F to 30°F transformed fine grained snow, and the V50 with 32°F new fallen snow and 30°F to 27°F transformed fine grained snow.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vnsue4lnlxqfqbk4eule",Swix Nordic Ski Hard Wax 45g Jar,$6,CAMPING & OUTDOORS
pickup at Walmart,,3,2018-01-04T20:23:47-05:00,,2172020,https://www.dealnews.com/DC-Batman-Toothbrush-3-Piece-Gift-Set-for-2-pickup-at-Walmart/2172020.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172020"">DC Batman Toothbrush 3-Piece Gift Set</a> for <strong>$2.44</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $2 off and the lowest price we could find. It includes a toothbrush holder, toothbrush, and rinse cup.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ej00ukmyb3bynltyzsro",DC Batman Toothbrush 3-Piece Gift Set,$2,TOOTHBRUSHES
pickup at Walmart,,3,2018-01-04T20:22:16-05:00,,2172179,https://www.dealnews.com/Justin-Case-12-Foot-10-G-Booster-Cable-for-6-pickup-at-Walmart/2172179.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172179"">Justin Case 12-Foot 10G Booster Cable</a> for $6.59. Opt for in-store <strong>pickup</strong> to drop it to <strong>$6.21</strong> and avoid the $5.99 shipping fee. That's $5 under the lowest price we could find for a similar cable. It fits top and side mount battery posts.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpb5uhqssz8jhjatrosl",Justin Case 12-Foot 10G Booster Cable,$6,AUTOMOTIVE
free shipping,,3,2018-01-04T20:12:01-05:00,,2172002,https://www.dealnews.com/Cotton-Econ-Hotel-Wash-Cloths-48-Pack-for-16-free-shipping/2172002.html,"Georgia Towels via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172002"">Cotton Econ Hotel Wash Cloths 48-Pack</a> in White for <strong>$15.89</strong> with <strong>free shipping</strong>. That's the lowest price we could find for similar wash cloths by a buck. They measure 12"" x 12""","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/drpkhogphaq1alpc0p4w",Cotton Econ Hotel Wash Cloths 48-Pack,$16,TOWELS
$6 shipping,,4,2018-01-04T20:07:01-05:00,,2172176,https://www.dealnews.com/Pet-Pillow-Clearance-Deals-from-2-6-s-h/2172176.html,"Walmart discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172176"">Pet Pillows</a>, with prices starting from <strong>$2</strong>. Opt for in-store <strong>pickup</strong> where available to avoid the $5.99 shipping fee. That beats our mention from two weeks ago (which saw them all for $3 with no pickup available) and is a savings of up to $7 off list price.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l9yzwlhxtmpdahvcyrew",Pet Pillow Clearance,Deals from $2,DECOR
free shipping,,4,2018-01-04T20:04:40-05:00,,2172140,https://www.dealnews.com/Rockland-Hardside-Spinner-3-Piece-Luggage-Set-for-87-free-shipping/2172140.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172140"">Rockland Hardside Spinner 3-Piece Luggage Set</a> in Black for <strong>$87.02</strong> with <strong>free shipping</strong>. That's $18 under last month's mention, $47 off, and the lowest price we could find. It includes 20"", 24"", and 28"" spinner cases.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tzrpm6yak0hnswbjrxx8",Rockland Hardside Spinner 3-Piece Luggage Set,$87,LUGGAGE & TRAVEL GEAR
,,3,2018-01-04T20:00:57-05:00,,2172113,https://www.dealnews.com/Arbys-Small-Fry-and-Soft-Drink-free-w-Buffalo-Tenders/2172113.html,"At participating Arby's locations, buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172113"">Buffalo Chicken Tenders</a> at full price and get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097245,2172113"">small fry and soft drink</a> for <strong>free</strong> via this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097248,2172113"">printable coupon</a>. (You'll get the coupon when you fill out your name and click ""Get this deal"".) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097242,2172113"">Click here</a> to find a location near you. Deal ends January 9.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8e626a8klonz9krwtp6",Arby's Small Fry and Soft Drink,free w/ Buffalo Tenders,RESTAURANTS
,,,2018-01-05T00:01:00-05:00,,2172065,https://www.dealnews.com/15-Sams-Club-eGift-Card-free-w-membership/2172065.html,"At Sam's Club, Dealnews readers get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172065"">$15 Sam's Club eGift Card</a>, together with additional <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097137,2172065"">instant savings</a>, when you buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097140,2172065"">Sam's Club 1-Year Membership</a>. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wd6ddotvsrsrevyypoev",$15 Sam's Club eGift Card,free w/ membership,SAM'S CLUB COUPONS
pickup at Walmart,,3,2018-01-04T19:57:46-05:00,,2172173,https://www.dealnews.com/Coleman-70-Hour-Citronella-Candle-Lantern-for-6-pickup-at-Walmart/2172173.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172173"">Coleman 70-Hour Citronella Candle Lantern</a> for <strong>$5.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our mention from ten days ago and the lowest price we could find by $1. It's designed to repel mosquitoes.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lqpkv4wuk94qb8i2uyz7",Coleman 70-Hour Citronella Candle Lantern,$6,CAMPING & OUTDOORS
free shipping,,3,2018-01-04T19:51:52-05:00,,2172146,https://www.dealnews.com/Cetaphil-20-oz.-and-9-oz.-Moisturizing-Creams-from-11-free-shipping/2172146.html,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172146"">Cetaphil 20-oz. Moisturizing Cream</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097281,2172146"">Cetaphil 8.8-oz. Moisturizing Cream</a> for <strong>$10.99</strong> with <strong>free shipping</strong>. (Non-members pay an additional 80 cents.) That's the lowest price we could find for this bundle by $4. (Most local stores charge about this price for just a 16-oz. jar.) Deal ends January 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uetsbzphlcksaaugnjjq",Cetaphil 20-oz. and 9-oz. Moisturizing Creams,from $11,SKIN CARE
pickup at REI,,3,2018-01-04T19:47:44-05:00,,2172089,https://www.dealnews.com/Ski-Retriever-Tag-Kit-for-39-pickup-at-REI/2172089.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172089"">Ski Retriever Tag Kit</a> for <b>$38.83</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $59 off list and the lowest price we could find. The set includes two homing tags.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aznnh3udu9pmc04xk7bb",Ski Retriever Tag Kit,$39,SPORTS & FITNESS
free shipping,,4,2018-01-04T19:45:19-05:00,,2172053,https://www.dealnews.com/Blue-Ribbon-45-Piece-Care-Package-for-17-free-shipping/2172053.html,"The New Mall via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172053"">Blue Ribbon 45-Piece Care Package</a> for $17.99. Checkout via Subscribe & Save for a final price of <b>$17.09</b>. With <b>free shipping</b>, that's the lowest price we could find by $5, although we saw it for pennies less in October. It includes a variety of snacks, including Oreos, Cheez It Crackers, and Planter's Peanuts.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sj4matjgirzgl5rxrdij",Blue Ribbon 45-Piece Care Package,$17,GROCERIES
free shipping,,3,2018-01-04T19:42:13-05:00,True,2172170,https://www.dealnews.com/Dyson-DC59-Slim-Cordless-Stick-Vacuum-for-175-free-shipping/2172170.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172170"">Dyson DC59 Slim Cordless Stick Vacuum</a> in Yellow for <b>$175</b> with <b>free shipping</b>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $75.) It features a V6 motor, motorized cleaner head, push-button canister empty, and handheld mode.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jwaxa1lyryz8mhbjk9ln",Dyson DC59 Slim Cordless Stick Vacuum,$175,VACUUM CLEANERS
free s&h w/beauty item,,1,2018-01-04T19:36:45-05:00,,2172047,https://www.dealnews.com/Martha-Stewart-Stainless-Steel-Turkey-Lifters-for-12...or-less-free-s-h-w-beauty-item/2172047.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172047"">Martha Stewart Collection Stainless Steel Turkey Lifters</a> for <b>$11.53</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097092,2172047"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95.<br>
<br>
Don't need Martha's seal of approval? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097287,2172047"">Bed Bath &amp; Beyond</a> offers this similar set for $7.99 with free in-store pickup.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjd6qzh1fxhtob5efdkt",Martha Stewart Stainless Steel Turkey Lifters,$12...or less,KITCHEN
