description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170568"">Brach's Assorted Kids' Variety 365-Count Candy Party Mix</a> for <del>$5.05</del>. Add it to your cart via Subscribe & Save to drop that to <s>$4.40</s> and bag <strong>free shipping</strong>. That's $11 under the lowest price we could find for a similar bag of Brach's candy. It includes a mix of Super Bubble, Now and Later, Smarties, Jaw Busters, and Lollipops.<br>
<br>
Note: Be sure to cancel your subscription after your order ships to avoid being billed for subsequent shipments.<br>
<br>
<i>Update</i>: It's now $5.02 before discount, <strong>$4.77</strong> after.",2170568,Brach's Kids' Variety 365-Count Candy Mix,GROCERIES,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vaw2rmbvrum7ncexcnxc",free shipping,,,2018-01-03T09:58:22-05:00,https://www.dealnews.com/Brachs-Kids-Variety-365-Count-Candy-Mix-for-5-free-shipping/2170568.html,3
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170565"">""I and love and you"" All-Natural 3-oz. Wet Cat Food 24-Pack</a> in Purrky Turkey for <strong>$9.73</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $8. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170565"">""I and love and you"" All-Natural 3-oz. Wet Cat Food 24-Pack</a> for $12.97
 </li>
 <li>clip the 20% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$9.73</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order ships to avoid being billed for subsequent shipments.",2170565,"""I and love and you"" 3-oz. Wet Cat Food 24pk",PET FOOD,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrlob2tushqyhmux6iwd",free shipping,True,,2018-01-03T08:50:46-05:00,https://www.dealnews.com/I-and-love-and-you-3-oz.-Wet-Cat-Food-24-pk-for-10-free-shipping/2170565.html,3
"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170562"">Orgain Organic Plant-Based Protein Powder 1.59-lb. Jar</a> in Natural Unsweetened for <strong>$18.81</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find by $6. This non-GMO powder is gluten-, soy-, and dairy-free and contains 21 grams of plant-based protein per serving. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170562"">Orgain Organic Plant-Based Protein Powder 1.59-lb. Jar</a> for $25.06
 </li>
 <li>clip the $5 off coupon on the product page
 </li>
 <li>add it to your cart via Subscribe &amp; Save for a final price of <strong>$18.81</strong>
 </li>
</ol>",2170562,Orgain Organic Plant Protein Powder 2-lb. Jar,SUPPLEMENTS,$19,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y8rax6xe0tptsrbmcprw",free shipping,,,2018-01-03T09:56:22-05:00,https://www.dealnews.com/Orgain-Organic-Plant-Protein-Powder-2-lb.-Jar-for-19-free-shipping/2170562.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093543,2170559"">JCPenney</a> takes <strong>50% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093546,2170559"">original- and regular-priced orders of $50 or more</a> or <b>65% off</b> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093549,2170559"">$100 or more</a> via coupon code ""4DEALS"". Plus, the same coupon takes an <b>extra 25% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093552,2170559"">sale items</a>. (Eligible items are marked on their product pages.) Shipping adds <b>$8.95</b>, although orders over $99 bag free shipping. (Ship-to-store pickup is also available for $3.95 and free for most orders over $25; free same-day pickup may be also available for select items.) Some exclusions apply. Deal ends January 10. A couple of best bets, both with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170559"">St. John's Bay Men's Long Sleeve Pullover Sweater</a> for <strong>$25</strong> (pictured, $25 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093555,2170559"">St. John's Bay Women's Plus Hooded Quilted Jacket</a> for <strong>$64.50</strong> ($108 off)
 </li>
</ul>",2170559,JCPenney coupon,JCPENNEY COUPONS,Up to 65% off $100,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwfxv64ynps6jcnxllam",free shipping w/ $99,,,2018-01-03T07:01:27-05:00,https://www.dealnews.com/JCPenney-coupon-Up-to-65-off-100-free-shipping-w-99/2170559.html,4
"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170556"">Oral-B Pro Health Sugar Defense Manual Toothbrush 2-Pack</a> in Soft for $2.09. Clip the $1 off coupon to cut the price to <strong>$1.09</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's a buck under what you'd pay in-store locally.<br>
<br>
Note: This item ships in two to four weeks.",2170556,Oral-B Sugar Defense Toothbrush 2-Pack,TOOTHBRUSHES,$1 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/huhcxtiqh0xjzrf7oj1d",free shipping w/ Prime,,,2018-01-03T09:28:15-05:00,https://www.dealnews.com/Oral-B-Sugar-Defense-Toothbrush-2-Pack-for-1-w-25-purchase-free-shipping-w-Prime/2170556.html,4
"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170553"">Elle D. Risco &amp; Calliope Glass' <i>Disney Christmas Storybook Collection</i> Hardcover Book</a> for <strong><strong><strong>$7.64</strong></strong></strong> with <strong>free shipping</strong>. That's the lowest shipped price we could find by $7. It includes 18 tales with over 250 illustrations.<br>
<br>
Note: This item is temporarily out of stock but can be ordered at this price and will ship when available.",2170553,"""Disney Christmas Storybook"" Hardcover Book",BOOKS,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g7bwjqporvl2xggw3ofj",free shipping w/ Prime,,,2018-01-03T09:55:22-05:00,https://www.dealnews.com/Disney-Christmas-Storybook-Hardcover-Book-for-8-free-shipping-w-Prime/2170553.html,3
"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170544"">Kobalt 20-Piece Standard and Metric Mechanic's Tool Set</a> for <strong>$19.98</strong>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093537,2170544"">join</a>.) That's $5 under our November mention, $30 off list, and the lowest price we could find. It includes an extendable handle and an assortment of sockets and bits. Deal ends February 6.",2170544,Kobalt 20pc SAE / Metric Mechanic's Tool Set,HAND TOOLS,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxshjz1phvoyx3tyebx4",free shipping,,2018-01-02T22:23:45-05:00,,https://www.dealnews.com/Kobalt-20-pc-SAE-Metric-Mechanics-Tool-Set-for-20-free-shipping/2170544.html,2
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170538"">Cambridge Silversmiths Shiloh 3-Quart Ice Bucket</a> for <strong>$25</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $4 off list and the lowest price we could find. It features a galvanized finish and rope.",2170538,Cambridge Shiloh 3-Qt. Ice Bucket,KITCHEN,$25,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nahjcv66jxfickijjjei",pickup at Walmart,,2018-01-02T21:55:54-05:00,,https://www.dealnews.com/Cambridge-Shiloh-3-Qt.-Ice-Bucket-for-25-pickup-at-Walmart/2170538.html,2
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093420,2170388"">Levi's</a> cuts an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170388"">select men's, women's, and kids' sale items</a> via coupon code ""SALE40"". Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",2170388,Levi's coupon,CLOTHING & ACCESSORIES,Extra 40% off sale items,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ns6x4mayxb9wabwo20ch",free shipping w/ $100,,2018-01-03T00:01:00-05:00,,https://www.dealnews.com/Levis-coupon-Extra-40-off-sale-items-free-shipping-w-100/2170388.html,
"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170535"">Kobalt 4-Tool 24-volt Max Lithium Ion Cordless Combo Kit</a> for <strong>$149</strong> with <strong>free shipping</strong>. That's $150 off list and the lowest price we could find. It includes a drill/driver, circular saw, flashlight, battery, and charger.",2170535,Kobalt 4-Tool 24V Cordless Combo Kit,POWER TOOLS,$149,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnwlbenh2dzhtgcsauf2",free shipping,,,2018-01-03T09:54:37-05:00,https://www.dealnews.com/Kobalt-4-Tool-24-V-Cordless-Combo-Kit-for-149-free-shipping/2170535.html,3
"DealYard via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170526"">Sunbeam Royal Mink Chill-Away Heated Wrap</a> in three colors (Lavender pictured) for <strong>$29.97</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093534,2170526"">Amazon</a> charges the same.) That's the lowest price we could find by $19. This machine-washable wrap measures 25"" x 57"" and features three heat-settings and 3-hour auto-off.",2170526,Sunbeam Royal Mink Chill-Away Heated Wrap,BEDDING,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhk20yl3z2ozrkfxyql9",free shipping,,,2018-01-03T09:54:20-05:00,https://www.dealnews.com/Sunbeam-Royal-Mink-Chill-Away-Heated-Wrap-for-30-free-shipping/2170526.html,3
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170514"">Elf Stor Premium Christmas Tree Bag</a> in White for <b>$12.88</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093516,2170514"">Discount Tommy via Amazon</a> charges the same for Prime members.) That's the lowest price we could find by $4, although it was a buck less a year ago. It measures approximately 60"" x 30"" x 30"" and holds up to a 9-foot disassembled artificial Christmas tree. Features include tear-proof polypropylene construction and nylon carry handles.",2170514,Elf Stor Premium Christmas Tree Bag,SEASONAL/HOLIDAYS,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfgyw6jqmn6b6teohuxg",pickup at Walmart,,,2018-01-03T09:53:24-05:00,https://www.dealnews.com/Elf-Stor-Premium-Christmas-Tree-Bag-for-13-pickup-at-Walmart/2170514.html,3
"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170511"">Jana Queen Bed</a> in several colors (Natural Fabric pictured) for <strong>$189.88</strong> with <strong>free shipping</strong>. (Non-members pay a $18.99 surcharge.) That's the lowest price we could find by $23. This foam-padded headboard measures 86"" x 63"" x 53"" and is crafted from pinewood and plywood.",2170511,Jana Queen Bed,BABIES & KIDS ITEMS,from $190,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkrc9t3ebip5nso248nu",free shipping,,,2018-01-03T09:52:36-05:00,https://www.dealnews.com/Jana-Queen-Bed-from-190-free-shipping/2170511.html,3
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170508"">JVC 2.1-Channel Bluetooth 37"" Sound Bar System</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $100 off and tied with our November mention as the lowest price we could find. It features Bluetooth 4.2 and comes with a wireless subwoofer.",2170508,"JVC 37"" 2.1 Bluetooth Sound Bar",SPEAKERS,$80,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ko0jse1x6omvmb4vj0rw",free shipping,,,2018-01-03T09:52:14-05:00,https://www.dealnews.com/JVC-37-2.1-Bluetooth-Sound-Bar-for-80-free-shipping/2170508.html,3
"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170505"">Jackson Pro Series Monarkh SC Electric Guitar</a> in Silver Burst for <strong>$449</strong> with <strong>free shipping</strong>. That's $21 under our June mention and the lowest price we could find by $221. It features a 22-fret maple neck, ebony fingerboard, Seymour Duncan Blackouts AHB-1 pickups, and 3-position pickup switch.",2170505,Jackson Pro Series Monarkh SC Electric Guitar,MUSICAL INSTRUMENTS,$449,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krmpqjxza8jtou1bwft0",free shipping,True,,2018-01-03T08:49:50-05:00,https://www.dealnews.com/Jackson-Pro-Series-Monarkh-SC-Electric-Guitar-for-449-free-shipping/2170505.html,2
"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170502"">DeWalt 68-Piece Screwdriver Bit Set</a> for $19.98. Plus MyLowe's members can log into their account to drop it to <strong>$17.98</strong> in-cart and bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093501,2170502"">join</a>.) That's $2 under our November mention, $12 off list, and the lowest price we've seen. It features the most common geometries of 1"" and 2"" screwdriver bits.",2170502,DeWalt 68-Piece Screwdriver Bit Set,HAND TOOLS,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpww0zfqwyp8tt8esxwf",free shipping,,,2018-01-03T09:26:12-05:00,https://www.dealnews.com/De-Walt-68-Piece-Screwdriver-Bit-Set-for-18-free-shipping/2170502.html,4
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170499"">Honeywell Top Fill Cool Mist Humidifier</a> in White or Black for <strong>$29.88</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $19 off list and the best price we could find. This filter-free cool mist humidifier features a wide tank opening for easy filling, rotating mist nozzle, and variable output settings.",2170499,Honeywell Top Fill Cool Mist Humidifier,HUMIDIFIERS & DEHUMIDIFIERS,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnmucpesry3jjlwxhwaz",pickup at Walmart,,,2018-01-03T09:48:07-05:00,https://www.dealnews.com/Honeywell-Top-Fill-Cool-Mist-Humidifier-for-30-pickup-at-Walmart/2170499.html,3
"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170496"">Victoria's Secret Women's Dream Angels New Push-Up Bra</a> in several colors for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $37 off and the best price we could find. It's available in sizes 32 to 36 <del>38</del> with A to DDD cup sizes.",2170496,Victoria's Secret Dream Angels Push-Up Bra,INTIMATES,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/imkuiwz9dno8yukpczl3",$8 shipping,,,2018-01-03T09:47:40-05:00,https://www.dealnews.com/Victorias-Secret-Dream-Angels-Push-Up-Bra-for-30-8-s-h/2170496.html,3
"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2167586,Chase Sapphire Preferred® Card,CREDIT CARDS,"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,,2017-12-28T12:11:32-05:00,,"https://www.dealnews.com/lw/click.html?20,2,2167586",
"Millionshare via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170292"">23"" Balance Ball with Pump</a> in several colors (Blue pictured) for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2. It comes with two resistance bands.",2170292,"23"" Balance Ball with Pump",EXERCISE EQUIPMENT,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbcptokcdep22mmoknlb",free shipping,,,2018-01-03T09:36:24-05:00,https://www.dealnews.com/23-Balance-Ball-with-Pump-for-40-free-shipping/2170292.html,3
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170493"">Sceptre 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U550CV-U, for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $91.) It features a 3840x2160 (2160p) native resolution, LED backlight, USB, and four HDMI inputs.",2170493,"Sceptre 55"" 4K LED LCD UHD TV",TVS,$300,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k67kk4dvhbmsmeptz5uj",free shipping,True,,2018-01-03T08:49:39-05:00,https://www.dealnews.com/Sceptre-55-4-K-LED-LCD-UHD-TV-for-300-free-shipping/2170493.html,4
"For in-store pickup only, Lowes offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170490"">Stanley 81-Piece Standard/Metric Mechanic's Tool Set</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093474,2170490"">Stanley 2-Drawer Tool Chest</a> for $39.98. MyLowe's members can log into their account to drop the price to <strong>$35.98</strong> in-cart. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093483,2170490"">join</a>.) That's $20 under the lowest price we could find for a similar tool chest and tool set. It includes 43 sockets, two drive tools, two quick release ratchets, and more.",2170490,Stanley 81-Piece Mechanic's Tool Set/Chest,HAND TOOLS,$36,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b5aqsmyfyd6kuknhxrnq",pickup at Lowe's,True,,2018-01-03T08:49:18-05:00,https://www.dealnews.com/Stanley-81-Piece-Mechanics-Tool-Set-Chest-for-36-pickup-at-Lowes/2170490.html,4
"For in-store pickup only, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170415"">Big: 25th Anniversary Edition on Blu-ray / DVD</a> for <b>$3.99</b>. That's the lowest price we could find by $7.",2170415,Big: 25th Anniversary Edition Blu-ray / DVD,BLU-RAY DISC MOVIES,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hak1izqzevp4f83zss48",pickup at Fry's,,2018-01-02T18:20:25-05:00,,https://www.dealnews.com/Big-25-th-Anniversary-Edition-Blu-ray-DVD-for-4-pickup-at-Frys/2170415.html,1
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170469"">Anne Klein Women's Asymmetrical Shirtdress</a> in Black for <b>$20.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093306,2170469"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $118 off list and the lowest price we could find. It's available in select sizes from 4 and 6 <del>2 to 12</del>.",2170469,Anne Klein Women's Asymmetrical Shirtdress,DRESSES,$21,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkksy7ev67tnyqvl67nn",free s&h w/beauty item,,,2018-01-03T09:35:55-05:00,https://www.dealnews.com/Anne-Klein-Womens-Asymmetrical-Shirtdress-for-21-free-s-h-w-beauty-item/2170469.html,3
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170475"">Kensie Women's V-Neck Slip Dress</a> in Mauve for <b>$19.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093324,2170475"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $20. It's available in sizes XS to XL.",2170475,Kensie Women's V-Neck Slip Dress,DRESSES,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uezmqnf8usazyuh8qasl",free s&h w/beauty item,,,2018-01-03T09:35:04-05:00,https://www.dealnews.com/Kensie-Womens-V-Neck-Slip-Dress-for-20-free-s-h-w-beauty-item/2170475.html,3
"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170487"">Nathan Fire &amp; Ice Insulated Hydration Bottle</a> in Pink or Yellow for <b>$6.28</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $11. It features double-wall insulation.",2170487,Nathan Fire & Ice Insulated Hydration Bottle,KITCHEN,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/swadhlxohc9kfbtumebe",pickup at Walmart,,2018-01-02T18:11:02-05:00,,https://www.dealnews.com/Nathan-Fire-Ice-Insulated-Hydration-Bottle-for-6-pickup-at-Walmart/2170487.html,2
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170484"">Anne Klein Women's Twill Fit &amp; Flare Dress</a> in Pacific Blue for <b>$18.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093435,2170484"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off list and the lowest price we could find. It's available in sizes <del>10</del> 12 to 16.",2170484,Anne Klein Women's Twill Fit & Flare Dress,DRESSES,$19,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hiq5nrki5yjbuupvzsvb",free s&h w/beauty item,,,2018-01-03T09:33:40-05:00,https://www.dealnews.com/Anne-Klein-Womens-Twill-Fit-Flare-Dress-for-19-free-s-h-w-beauty-item/2170484.html,3
"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170481"">Columbia Men's Bugaboo Interchange Jacket</a> in several colors (Phoenix Blue pictured) for <b>$113.73</b> with <b>free shipping</b>. That's the lowest price we could find by $8. It's available in sizes S to XXL.",2170481,Columbia Men's Bugaboo Interchange Jacket,COATS,$114,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y9yyjd09rrtej3rprxpq",free shipping,,,2018-01-03T07:54:31-05:00,https://www.dealnews.com/Columbia-Mens-Bugaboo-Interchange-Jacket-for-114-free-shipping/2170481.html,3
