price,title,editors_choice,time_published,url,time_modified,hotness,category,uuid,description,picture_url,shipping
"$1,300","Lenovo Star Wars Kaby Lake R 14"" 4K Laptop",,2018-01-04T12:55:07-05:00,https://www.dealnews.com/Lenovo-Star-Wars-Kaby-Lake-R-14-4-K-Laptop-for-1-300-free-shipping/2171867.html,,3,LAPTOPS,2171867,"Best Buy offers the 3.1-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171867"">Lenovo Star Wars Special Edition Yoga 920 Intel Kaby Lake R 1.8GHz 13.9"" 4K Ultra HD Touchscreen 2-in-1 Laptop</a> in Platinum bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096513,2171867"">Trend Micro Internet Security 3-Device 6-Month Subscription for Windows, Mac, Android, and iOS</a> for <strong>$1,299.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $467. It functions as a laptop or tablet and features an Intel Core i7-8550U 1.8GHz Kaby Lake R quad-core processor, 13.9"" 3840x2160 (4K, 2160p) IPS LED-backlit touchscreen LCD, 16GB RAM, 512GB SSD, 4-cell battery, and Windows 10 Home 64-bit.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cjommv2lhizw6qdxqkl6",free shipping
$9,Tacklife 12-in-1 Stainless Steel Multi-Pliers,,2018-01-04T12:54:46-05:00,https://www.dealnews.com/Tacklife-12-in-1-Stainless-Steel-Multi-Pliers-for-9-free-shipping-w-Prime/2171840.html,,2,KNIVES & MULTITOOLS,2171840,"TacklifeDirect via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171840"">Tacklife Advanced 12-in-1 Stainless Steel Multi-Pliers</a> in All Metal (MPY04) or Orange Grip (MPY05) for <b>$8.97</b> with <strong>free shipping</strong>. That's a buck less than our November mention and the lowest price we've seen. It includes a carrying case. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eb3crqomzovj7yqgztkg",free shipping w/ Prime
$10,Toy Choi's Baby Bath Toys,,2018-01-04T12:54:39-05:00,https://www.dealnews.com/Toy-Chois-Baby-Bath-Toys-for-10-free-shipping-w-Prime/2171789.html,,2,TOYS & HOBBIES,2171789,"Toy Choi's via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171789"">Toy Choi's Baby Bath Toys</a> in Orange or Green for $19.99. Coupon code ""37U9IE3H"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $15. It includes whale shape bath toy, four shape cubes, and four floatages. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtic3sif0zlbjg3nsnzq",free shipping w/ Prime
"40,000 bonus miles",United MileagePlus® Explorer Card,,2018-01-02T10:45:01-05:00,"https://www.dealnews.com/lw/click.html?20,2,2170193",,,CREDIT CARDS,2170193,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",
from $149 per night,5Nt All-Inclusive Costa Rica Resort,,2018-01-04T12:46:13-05:00,https://www.dealnews.com/5-Nt-All-Inclusive-Costa-Rica-Resort-from-149-per-night/2171861.html,,3,HOTELS,2171861,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171861"">5-night stays for two at the All-Inclusive Occidental Tamaridno</a> in Guanacaste, Costa Rica, with prices starting at <strong>$742.50</strong> via coupon code ""10PCT"". (It's the top offer on the page; we found this rate on June 3.) At $149 per night, that's the lowest price we could find for this package by $326. This 3-star hotel has an Expedia rating of 81% based on 333 reviews. Book this travel deal by January 7 for stays from April 1 through July 23.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q8q0exkw6rwk9jusbbez",
$3,Weme Mini DisplayPort DP to HDMI Adapter,,2018-01-04T12:45:13-05:00,https://www.dealnews.com/Weme-Mini-Display-Port-DP-to-HDMI-Adapter-for-3-free-shipping-w-Prime/2171735.html,,3,VIDEO & AUDIO CABLES,2171735,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171735"">Weme Mini DisplayPort DP to HDMI Adapter</a> in White or Black for $7.99. Coupon code ""U48F69ZK"" cuts that to <strong>$2.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's a few cents under our May mention, $5 off list, and the lowest price we could find. It features support for resolutions up to 1920x1080 (1080p). Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/au1qq2l2sepv49akitvn",free shipping w/ Prime
$7,MaidMax Garment Bag 3-Pack w/ Shoe Bag,,2018-01-04T12:35:51-05:00,https://www.dealnews.com/Maid-Max-Garment-Bag-3-Pack-w-Shoe-Bag-for-7-free-shipping-w-Prime/2171798.html,,3,LUGGAGE & TRAVEL GEAR,2171798,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171798"">MaidMax Garment Bag 3-Pack</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096300,2171798"">MaidMax Shoe Bag</a> for $13.99. Coupon code ""8224FRVY"" cuts it to <strong>$7</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $3 under our November mention, $7 off, and the lowest price we've seen. Each garment bag measures 24"" x 42"" x 6"" and features a full-length zipper and PVC window. The shoe bag measures 17"" x 9.8"" x 4.7"". Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/advymch2okegnovbve9i",free shipping w/ Prime
$6,Weme USB 3.0 3-Port Hub,,2018-01-04T12:30:12-05:00,https://www.dealnews.com/Weme-USB-3.0-3-Port-Hub-for-6-free-shipping-w-Prime/2171744.html,,2,USB HUBS,2171744,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171744"">Weme USB 3.0 3-Port Hub</a> for $16.99. Coupon code ""BF7VGWZT"" cuts that to <strong>$5.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $3 under our March mention, $11 off list, and the lowest price we've seen. This unpowered hub includes a Micro USB adapter. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7jodmm5sqbdegca3hcy",free shipping w/ Prime
,Best Laptop Deals: Save $600 on This Macbook Pro with Touch Bar!,,2018-01-04T12:29:21-05:00,https://www.dealnews.com/features/best-laptop-deals/,,,BEST LAPTOP DEALS,2171846,"From Chromebooks to MacBooks and touchscreens to 2-in-1s, this week's roundup of the best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-laptop-deals/"">laptop deals</a> has it all. Check it out to save a bundle!","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k1avedpxb0xakwztqhhk",
$70,FuriBee Q95 95mm PNP Micro FPV Racing Drone,,2018-01-04T12:25:02-05:00,https://www.dealnews.com/Furi-Bee-Q95-95-mm-PNP-Micro-FPV-Racing-Drone-for-70-free-shipping/2171837.html,,2,TOYS & HOBBIES,2171837,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171837"">FuriBee Q95 95mm PNP Micro FPV Racing Drone</a> for $132.28. Coupon code ""XMASDEAL15"" cuts that to <strong>$69.99</strong>. With <strong>free shipping</strong>, that's $86 off list and the lowest price we could find. It features a 700TVL camera with a 120° FOV.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096414,2171837"">FuriBee Q95 95mm BNF Micro FPV Racing Drone</a> for $99.99. Coupon code ""XMASDEAL13"" cuts that to <strong>$79.99</strong>. With <strong>free shipping</strong>, that's $80 off list and the lowest price we could find. Specs are as above, but it's a Bind-and-Fly system rather than a Plug-and-Play. Both deals end January 31.<br>
<br>
Note: These items ship from China and may take up to six weeks to arrive.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oyn1r4ykvlebbxfllrhi",free shipping
$88,Langria High-Back Executive Office Chair,,2018-01-04T12:23:11-05:00,https://www.dealnews.com/Langria-High-Back-Executive-Office-Chair-for-88-free-shipping/2171777.html,,3,OFFICE CHAIRS,2171777,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171777"">Langria High-Back Executive Office Chair</a> in Black or Brown for $145.99. Coupon code ""H8T6H57O"" drops it to <b>$87.59</b>. With <b>free shipping</b>, that's $58 off list and the lowest price we could find. It features adjustable height, 360° swivel, and holds up to 264 lbs. Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrgi5xeoasbx03r11fyz",free shipping
from $28 1-Way,Frontier Airlines Nationwide Midweek Fares,,2018-01-04T12:20:48-05:00,https://www.dealnews.com/Frontier-Airlines-Nationwide-Midweek-Fares-from-28-1-Way/2171834.html,,3,AIRFARE,2171834,"Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171834"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$28.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $5. This price is valid on flights departing from Denver, CO, (DEN) with arrival in Seattle, WA, (SEA) on February 7. Book this travel deal by January 21 for travel on Tuesdays and Wednesdays from January 7 through May 23.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",
$77,Craphy 125W 5500K Photo Studio Lighting Kit,,2018-01-04T12:19:19-05:00,https://www.dealnews.com/Craphy-125-W-5500-K-Photo-Studio-Lighting-Kit-for-77-free-shipping/2171771.html,,3,CAMERA ACCESSORIES,2171771,"Craphy via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171771"">Craphy 5500K Photo Studio Video Lighting Kit</a> for $109.09. Coupon code ""9WTXBMN6"" cuts it to <strong>$76.99</strong>. With <strong>free shipping</strong>, that's $33 off and the lowest price we could find. It includes three muslin cotton collapsible backgrounds, two softbox bulb holders, two 125-watt light bulbs, two 80"" light stands, and support stand. Deal ends January 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/twhptjdks3ts5eh8dj9a",free shipping
$27,Otronics Dimmable LED Lighting Fixture 4-Pack,,2018-01-04T12:12:59-05:00,https://www.dealnews.com/Otronics-Dimmable-LED-Lighting-Fixture-4-Pack-for-27-free-shipping/2171774.html,,3,LIGHTING & LAMPS,2171774,"Otronics via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171774"">Otronics Dimmable LED Lighting Fixture 4-Pack</a> for $32.90. Coupon code ""Z89E8GUW"" cuts that to <strong>$27</strong>. With <strong>free shipping</strong>, that's $8 off and tied with last month's mention as the lowest price we could find. They feature a long life time of 50,000 hours. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cisiczjn7qvxgke16bvu",free shipping
"from $2,678 for 2",8Nt Mexico Flight & Hotel Escorted Vacation,,2018-01-04T12:10:23-05:00,https://www.dealnews.com/8-Nt-Mexico-Flight-Hotel-Escorted-Vacation-from-2-678-for-2/2171825.html,,1,VACATIONS,2171825,"Gate 1 Travel via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171825"">Colonial Mexico 8-Night Flight and Hotel Escorted Vacation Package for Two</a> with prices starting from <b>$2,678</b> via coupon code ""SHWCLMX"". That's the lowest price we could find by $580. Book this travel deal by January 31 for travel from May 5 through December 22. Highlights include:
<ul>
 <li>Roundtrip international airfare
 </li>
 <li>hotel stays in Mexico City, San Miguel de Allende, Morelia, and Guadalajara
 </li>
 <li>13 meals, including daily breakfast
 </li>
 <li>sightseeing and tours per itinerary
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tq5t1q5taqz3trn8trba",
$35,"RCA Voyager 7"" 16GB Tablet",,2018-01-04T12:02:23-05:00,https://www.dealnews.com/RCA-Voyager-7-16-GB-Tablet-for-35-free-shipping/2171783.html,,3,TABLETS,2171783,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171783"">RCA Voyager 7"" 16GB Tablet</a> in several colors (Black pictured) for <strong>$35</strong> with <strong>free shipping</strong>. That's tied with our Black Friday week mention, $25 off, and the lowest price we could find. Features include a 1.2GHz quad-core processor, 7"" 1024x600 touchscreen, 16GB storage, 802.11n wireless, Bluetooth, and Android 6.0 OS (Marshmallow).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/enoipjyn1uajkgukuxb8",free shipping
$88,"iView 9"" 2-in-1 32GB Windows 10 Tablet",,2018-01-04T11:58:30-05:00,https://www.dealnews.com/iView-9-2-in-1-32-GB-Windows-10-Tablet-for-88-free-shipping/2171813.html,,3,TABLETS,2171813,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171813"">iView Intel Atom Bay Trail 1.33GHz 8.95"" 32GB 2-in-1 Tablet</a> in Black for <strong>$87.99</strong> with <strong>free shipping</strong>. That's tied with our November mention, $62 off, and the lowest price we've seen. It functions as a laptop or tablet and features an Intel Atom Z3735F 1.33GHz Bay Trail quad-core processor, 8.95"" 1024x600 touchscreen display, 2GB RAM, 32GB storage, 2-megapixel rear camera, 0.3-megapixel front-facing camera, 802.11n wireless, Bluetooth 4.0, USB 2.0, micro HDMI, microSD card reader, and Windows 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jcj6uumjampnmjeirh9f",free shipping
$7,Cambond CD Slot Magnetic Phone Holder,,2018-01-04T11:55:53-05:00,https://www.dealnews.com/Cambond-CD-Slot-Magnetic-Phone-Holder-for-7-free-shipping/2171762.html,,3,CELL PHONE ACCESSORIES,2171762,"Cambond via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171762"">Cambond Universal CD Slot Magnetic Car Phone Holder</a> for $10.99. Coupon code ""ZTJJYNRE"" cuts it to <strong>$6.99</strong>. With <strong>free shipping</strong>, that's $19 off and the lowest price we could find, although we saw it for a buck less on Black Friday. It features 360° rotatable ball joint. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cwdsbwqasawv7xtgewu4",free shipping
Free shipping sitewide,shopDisney coupon,,2018-01-04T11:50:20-05:00,https://www.dealnews.com/shop-Disney-coupon-Free-shipping-sitewide/2171795.html,,3,SHOPDISNEY COUPONS,2171795,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171795"">shopDisney</a> offers <strong>free shipping</strong> sitewide with no minimum purchase required via coupon code ""FREESHIP"". (Shipping usually starts at $5.95; we only saw no-minimum free shipping at shopDisney thrice all last year.) Better yet, this coupon stacks with already-discounted <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096285,2171795"">sale items</a>, which start at <strong>$1.75</strong>. Some exclusions may apply.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bxe98orvw8mscy0lz6q6",
$12,Tcisa Car Vacuum Cleaner,,2018-01-04T11:47:55-05:00,https://www.dealnews.com/Tcisa-Car-Vacuum-Cleaner-for-12-free-shipping-w-Prime/2171792.html,,3,AUTOMOTIVE,2171792,"Brefac Direct via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171792"">Tcisa Car Vacuum Cleaner</a> in Black for $23.96. Coupon code ""5YT6B5BC"" cuts it to <strong>$11.98</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks ago, $12 off, and the lowest price we could find. It plugs into your vehicle's 12-volt outlet and includes five attachments. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vlr8bgjjwfypnadlcgsm",free shipping w/ Prime
$8,Disney Playmation Avengers Repulsor Pack,,2018-01-04T11:47:45-05:00,https://www.dealnews.com/Disney-Playmation-Avengers-Repulsor-Pack-for-8-pickup-at-Toys-R-Us/2171765.html,,2,TOYS & HOBBIES,2171765,"Toys""R""Us offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171765"">Disney Playmation Avengers Starter Pack Repulsor</a> for $9.99. Coupon code ""NEWYEARS20"" cuts the price to <strong>$7.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our September mention and is the lowest price we could find by $8. It includes repulsor gear with motion-sensing technology, two power activators, two smart figures, and 25 embedded missions. 12 AA batteries are required (not included).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yackip0kuithw0hbblq8","pickup at Toys""R""Us"
$100 off per person,Virgin Vacations Spring Break Coupon,,2018-01-04T11:42:32-05:00,https://www.dealnews.com/Virgin-Vacations-Spring-Break-Coupon-100-off-per-person/2171780.html,,2,VACATIONS,2171780,"At Virgin Vacations, take <strong>$100 off per person</strong> on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171780"">Spring Break 2018 Air-Inclusive Vacations</a> via coupon code ""DHILL2018"", as provided by Dunhill Travel. These coupons apply to destinations including the United Kingdom, Ireland, France, Spain, China, Japan, and many others. Some exclusions and blackout dates apply. Book this travel deal by January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s39508/Dunhill-Travel/"">Dunhill Travel Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jteb6tyyjfpqiurnbooh",
$32,Tacklife Heat Gun,,2018-01-04T11:39:54-05:00,https://www.dealnews.com/Tacklife-Heat-Gun-for-32-free-shipping/2171759.html,,2,POWER TOOLS,2171759,"TacklifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171759"">Tacklife Heat Gun</a> for $39.97. Coupon code ""9ONU8CPO"" cuts that to <strong>$31.58</strong>. With <strong>free shipping</strong>, that's a buck under our mention from three weeks ago, $8 off, and the lowest price we've seen. This 1,600-watt heat gun features four nozzle attachments, three air flow modes, a 1,112°F maximum temperature, 122°F cooling mode, and 5.9-foot cord. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yktssg84bixkknftuk7s",free shipping
50% off,Video Games & Accessories at Newegg,,2018-01-04T11:39:53-05:00,https://www.dealnews.com/Video-Games-Accessories-at-Newegg-50-off/2171768.html,,3,GAMES,2171768,"Ending today, Newegg takes <strong>50% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096243,2171768"">video games and accessories</a> via coupon code ""EMCPEPT49"". Shipping starts at <strong>$1.99</strong>, although select items receive free shipping. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096228,2171768"">Mad Catz Kama Stereo Headset</a> for <strong>$9.99</strong> + <strong>$3</strong> s&amp;h (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171768"">Wolfenstein 2: The New Colossus for PS4</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096231,2171768"">XB1</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096234,2171768"">PC</a> for <strong>$24.99</strong> + <strong>$3</strong> s&amp;h (pic, low by $7)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jxn8xuzk4srr6jaatdfj",
$30,New Balance Men's Strobe Sneakers,,2018-01-04T11:37:37-05:00,https://www.dealnews.com/New-Balance-Mens-Strobe-Sneakers-for-30-1-s-h/2171708.html,,3,SHOES,2171708,"As one of its daily deals, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171708"">New Balance Men's Strobe Running Shoes</a> in Black for <b>$29.99</b>. Coupon code ""DOLLARSHIP"" unlocks <b>$1</b> for shiping. That's the lowest price we could find by $21, although we saw them for a buck less last month. They're available in regular and wide widths in select sizes from 8 to 13. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zn3grmvziincih1ftcln",$1 shipping
$17,"Meterk 6,000-Count Digital Multimeter",,2018-01-04T11:28:50-05:00,https://www.dealnews.com/Meterk-6-000-Count-Digital-Multimeter-for-17-free-shipping/2171717.html,,3,TOOLS & HARDWARE,2171717,"ECmallUS via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171717"">Meterk 6,000-Count Digital Multimeter</a> for $29.97. Coupon code ""IYBQDSY2"" cuts the price to <strong>$16.78</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $21. It can display 6,000 counts and features a backlit LCD, overload protection, live line testing, data hold, auto-ranging, and auto-off. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ptw979eg2rixvwrthbb6",free shipping
$5,"Vbiger Men's, Women's Touchscreen Gloves",,,https://www.dealnews.com/Vbiger-Mens-Womens-Touchscreen-Gloves-for-5-free-shipping-w-Prime/2171732.html,2018-01-04T17:39:27-05:00,4,ACCESSORIES,2171732,"YoungeKer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171732"">Vbiger Men's Touchscreen Gloves</a> in Black or Brown 2 for $9.99. Coupon code ""S6M4WR3T"" cuts that to <strong>$5.49</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. They're available in one size fits most.<br>
<br>
Also available are the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096078,2171732"">Vibiger Women's Leather Touch Screen Gloves</a> in Black or Red for <b>$5.49</b> via the above coupon. That's a buck under last month's mention, $5 off and the lowest price we could find. They're available in one size fits most. Both deals end January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqifz5lwchrvgi5w5trt",free shipping w/ Prime
$7,Tacklife Classic Tire Pressure Gauge,,2018-01-04T11:25:57-05:00,https://www.dealnews.com/Tacklife-Classic-Tire-Pressure-Gauge-for-7-free-shipping-w-Prime/2171738.html,,3,AUTOMOTIVE,2171738,"QMTL via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171738"">Tacklife Classic Tire Pressure Gauge</a> for $9.97. Coupon code ""X78447B8"" cuts that to <strong>$6.98</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with our June mention, $13 off list, and the lowest price we could find. It features four reading settings (PSI, bar, kg/cm2, and kpa), zero to 100-PSI range, and a backlit display.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pvdznay5cjwajpdl66qh",free shipping w/ Prime
