price,picture_url,url,uuid,shipping,time_published,editors_choice,time_modified,category,description,hotness,title
"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","https://www.dealnews.com/lw/click.html?20,2,2171954",2171954,,2018-01-04T14:27:34-05:00,,,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,Chase Sapphire Preferred® Card
Up to 67% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d27napithasg1h4x9uze",https://www.dealnews.com/Urban-Decay-at-Nordstrom-Rack-Up-to-67-off-free-shipping-w-100/2173133.html,2173133,free shipping w/ $100,,,2018-01-06T12:39:10-05:00,MAKEUP,"Nordstrom Rack cuts <strong>up to 67% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173133"">Urban Decay makeup</a>, with deals starting from <strong>$6.97</strong>. Shipping starts at <strong>$5.95</strong>, but orders of $100 or more bag free shipping.",4,Urban Decay at Nordstrom Rack
$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuzxgb1ug2heiuhblcgs",https://www.dealnews.com/Gordini-Womens-Polartec-Fleece-Gloves-for-12-pickup-at-REI/2173127.html,2173127,pickup at REI,2018-01-06T07:50:41-05:00,,,ACCESSORIES,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173127"">Gordini Women's Polartec Fleece Gloves</a> in Black for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $8 off and the lowest price we could find. They're available in sizes from S to L.",3,Gordini Women's Polartec Fleece Gloves
from $10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kzfjwdrvrmyb1mpko3v7",https://www.dealnews.com/Puma-Boxer-Brief-Multipacks-from-10-5-s-h/2173103.html,2173103,$5 shipping,2018-01-06T07:45:03-05:00,,,UNDERWEAR,"As one of its daily deals, Woot offers a selection of PUMA Boxer Brief Multipacks in several colors from <strong>$9.99</strong> as listed below. Plus, shipping adds <strong>$5</strong>. The deals, which end today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173103"">PUMA Boxer Briefs 3-Pack</a> for <strong>$9.99</strong> (pictured, low by $8)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098937,2173103"">PUMA Men's Cotton Boxer Briefs 6-Pack</a> for <strong>$21.99</strong> ($23 off list)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098940,2173103"">PUMA Men's Tech Boxer Briefs 6-Pack</a> for <strong>$21.99</strong> (low by $7)
 </li>
</ul>",4,Puma Boxer Brief Multipacks
20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u1m7amo3uotd7onmyll7",https://www.dealnews.com/4-K-UHD-Movie-Downloads-at-Fandango-Now-20-off/2173124.html,2173124,,2018-01-06T07:41:57-05:00,,,VIDEO DOWNLOADS,"FandangoNow takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098961,2173124"">movie downloads in 4K UHD</a> via coupon code ""4K18"". Deal ends February 5. A couple of best bets, with prices after discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173124"">Blade Runner 2049 in 4K UHD</a> for <strong>$15.99</strong> (pictured, low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098964,2173124"">Spider-Man Homecoming in 4K UHD</a> for <strong>$15.99</strong> (low by $4)
 </li>
</ul>",3,4K UHD Movie Downloads at FandangoNow
$45,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jty9altldcxxtz4bwixg",https://www.dealnews.com/Neurona-Optic-HD-Wi-Fi-Action-Cam-Sunglasses-for-45-5-s-h/2173121.html,2173121,$5 shipping,,,2018-01-06T12:38:20-05:00,DIGITAL CAMCORDERS,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173121"">Neurona OpticHD WiFi Action Cam Sunglasses</a> for <strong>$44.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $15. They feature a microSD memory card slot and 100& U.V. protection. Deal ends today.",4,Neurona OpticHD WiFi Action Cam Sunglasses
$180,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qe8vpqwxhlhq7iw1iphi",https://www.dealnews.com/Char-Broil-Charcoal-Gas-Hybrid-3-Burner-Grill-for-180-5-s-h/2173118.html,2173118,$5 shipping,2018-01-06T07:33:24-05:00,,,BBQS & GRILLS,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173118"">Char-Broil Charcoal/Gas Hybrid 3-Burner Grill</a> for <strong>$179.99</strong> plus <strong>$5</strong> for shipping. That's $65 off and the lowest price we could find. It features a 545-square inch cooking area, 30,000-BTU stainless steel main chamber, and a 12,000-BTU side burner. Deal ends today.",2,Char-Broil Charcoal/Gas Hybrid 3-Burner Grill
"$1,147","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sen1pddccyclyhanekna",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-1-147-free-shipping/2173115.html,2173115,free shipping,2018-01-06T07:18:13-05:00,,,LAPTOPS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173115"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for $1,273.99. Coupon code ""TENOFF"" cuts it to <strong>$1,146.59</strong>. With <strong>free shipping</strong>, that's $20 under our mention from a month ago, $303 off, and the lowest price we could find. It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD, 8GB RAM, 256GB SSD, Nvidia GeForce GTX 1050 4GB graphics, 9-cell battery, and Windows 10 Home 64-bit. Deal ends January 11.",2,"Dell XPS Kaby Lake i7 Quad 16"" 1080p Laptop"
Up to 30% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/brubtsvaxjoysx3c7b4r",https://www.dealnews.com/Blinds.com-Sale-Up-to-30-off-free-shipping/2173112.html,2173112,free shipping,,,2018-01-06T11:51:27-05:00,DECOR,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098943,2173112"">Blinds.com</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098946,2173112"">blinds and shutters</a> via coupon code ""NEW-DEALS"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098949,2173112"">Norman 2.5"" Ultimate Faux-Wood Blind</a> from <strong>$19.19</strong> (at least $5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173112"">Levolor Vinyl Vertical Blinds</a> from <strong>$42.69</strong> (pictured, at least $18 off)
 </li>
</ul>",5,Blinds.com Sale
$19,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o07ibio4pvezwe6vwlwt",https://www.dealnews.com/Mission-Impossible-Collection-on-Blu-ray-HD-for-19-pickup-at-Best-Buy/2173109.html,2173109,pickup at Best Buy,,,2018-01-06T11:34:06-05:00,BLU-RAY DISC MOVIES,"For pickup only, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> for <b>$18.99</b> via the steps below. That's the lowest price we could find by $7, excluding the mention below. To get this deal:<br>
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> to your cart for $19.99
 </li>
 <li>in cart, select ""Shipping"" for your delivery method (do not choose in-store pickup at this time)
 </li>
 <li>proceed to checkout
 </li>
 <li>at checkout in the shipping section, ""$1 off"" should appear in green text beside the ""Today ... at a Best Buy store"" option
 </li>
 <li>change your delivery method to this in-store <strong>pickup</strong> option to drop your total to <strong>$18.99</strong>
 </li>
</ol>
Too much effort? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098931,2173109"">Amazon</a> charges $19.99 with free Prime shipping.",3,Mission: Impossible Collection on Blu-ray/HD
"40,000 Bonus Miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikii5iblmaajfhttb78y","https://www.dealnews.com/lw/click.html?20,2,2173265",2173265,,2018-01-06T12:47:04-05:00,,,CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173265"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099078,2173265"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 17.24%, 21.24% or 24.24%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099081,2173265"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,Barclaycard Arrival Plus™ MasterCard®
$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvthyxdvr9x4uds7bjvu",https://www.dealnews.com/New-Balance-Mens-009-Lifestyle-Shoes-for-40-1-s-h/2173088.html,2173088,$1 shipping,,,2018-01-06T12:37:38-05:00,SHOES,"As one of its daily deals, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173088"">New Balance Men's 009 Lifestyle Shoes</a> in White for <strong>$39.99</strong>. Plus, coupon code ""DOLLARSHIP"" bags <strong>$1</strong> shipping. That's $70 off and the lowest price we could find. They're available in select sizes from 7.5 to 13. Deal ends today.",4,New Balance Men's 009 Lifestyle Shoes
$90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4kcfslduy8sq7kf1llh",https://www.dealnews.com/Genesis-Designs-Beverly-Office-Chair-for-90-5-s-h/2173097.html,2173097,$5 shipping,2018-01-06T06:54:16-05:00,,,OFFICE CHAIRS,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173097"">Genesis Designs Beverly High Back Executive Office Chair</a> in Black or Maroon/ Brown for <strong>$89.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $77. Deal ends today.",3,Genesis Designs Beverly Office Chair
from $16,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axodzqyllcyfbwjvfijo",https://www.dealnews.com/Bedsure-Printed-Quilt-Coverlet-Sets-from-16-free-shipping/2173100.html,2173100,free shipping,2018-01-06T06:45:41-05:00,,,BEDDING,"Amazon discounts a selection of Bedsure Printed Quilt Coverlet Sets in several colors (Blue Aqua #9 pictured) via coupon code ""ZP6JQOHP"", as listed below. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173100"">Twin</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098925,2173100"">Full/Queen</a> for <strong>$19.79</strong> ($13 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098928,2173100"">King</a> for <strong>$23.99</strong> ($16 off)
 </li>
</ul>",3,Bedsure Printed Quilt Coverlet Sets
50% off select styles,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv3zgo4anugb73lpicie",https://www.dealnews.com/Ann-Taylor-Sale-50-off-select-styles-free-shipping-w-125/2173070.html,2173070,free shipping w/ $125,2018-01-06T06:41:54-05:00,,,CLOTHING & ACCESSORIES,"Ann Taylor takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173070"">select styles</a> via coupon code ""REFRESH"". Shipping adds a flat <strong>$8.95</strong>, but orders of $125 or more bag free shipping. (In-store pickup may also be available.) Some exclusions may apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s756/Ann-Taylor/"">Ann Taylor Coupons</a>.</p>",2,Ann Taylor Sale
Up to 25% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rog9fnipob1ljzjuacbw",https://www.dealnews.com/Outlets-Dimmers-Switches-at-Home-Depot-Up-to-25-off-free-shipping/2173094.html,2173094,free shipping,,,2018-01-06T11:49:10-05:00,HOME IMPROVEMENT,"As one of its daily deals, Home Depot takes <strong>up to 25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098919,2173094"">Leviton outlets, dimmers, and switches</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098922,2173094"">Leviton Decora 15-amp Combination Duplex Outlet and USB Outlet 3-Pack</a> for <strong>$50</strong> ($18 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173094"">Leviton Decora Smart 600-Watt Z-Wave Dimmer 2-Pack</a> for <strong>$74.95</strong> (pictured, $25 off)
 </li>
</ul>",5,"Outlets, Dimmers, & Switches at Home Depot"
free,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xvkhncapevu9iujgb2ji",https://www.dealnews.com/Emilie-Autumn-Wayward-Victorian-Girls-eBook-for-free/2173091.html,2173091,,,,2018-01-06T11:47:16-05:00,EBOOKS,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173091"">Emilie Autumn's <i>The Asylum for Wayward Victorian Girls</i> Kindle eBook</a> for <strong>free</strong>. That's $7 off list and the lowest price we could find. It includes interactive elements such as audio tracks and hidden links.",4,"Emilie Autumn ""Wayward Victorian Girls"" eBook"
$900,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxhm6fintdpoernn8af8",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-Laptop-for-900-free-shipping/2173085.html,2173085,free shipping,2018-01-06T06:21:10-05:00,,,LAPTOPS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173085"">Dell XPS 13 Intel Kaby Lake Core i5 2.5GHz 13.3"" Laptop</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $200 off and the lowest price we could find. Features include:
<ul>
 <li>Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) LCD display
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",1,"Dell XPS Kaby Lake i5 Dual 13"" Laptop"
$41,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhbpmfx2nfkfxpp7asly",https://www.dealnews.com/Garmin-Vivofit-3-Bluetooth-Fitness-Band-for-41-free-shipping/2173082.html,2173082,free shipping,,,2018-01-06T12:40:43-05:00,SPORTS & FITNESS,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173082"">Garmin Vivofit 3 Regular Fit Bluetooth Fitness Band</a> in Black or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098910,2173082"">White</a> for <strong>$41.49</strong> with <strong>free shipping</strong>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098913,2173082"">XL Fit in Black</a> for the same price.) That's $9 under our mention from three days ago and the lowest price we could find now, also by $9. It features a 64x64 always-on LCD, Garmin Move IQ automatic activity detection, watch function, audible alerts, inactivity alerts, and 1-year battery life.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098916,2173082"">Garmin Vivosmart 3 Bluetooth Heart-Rate Fitness Band</a> in Black or Purple for <strong>$72.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $18. It tracks steps, floors climbed, calories burned, intensity minutes, sleep, and VO2 Max. It comes in sizes S/M or L. Both deals end today.",4,Garmin Vivofit 3 Bluetooth Fitness Band
$12,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dmwkcwue8iehvas2iryu",https://www.dealnews.com/Cuphead-for-PC-for-12/2173079.html,2173079,,2018-01-06T06:06:50-05:00,,,PC GAMES,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173079"">Cuphead for Windows</a> for <strong>$12.19</strong>. That's a buck under our mention from three weeks ago and the lowest price we've seen. (It also beats its recent Steam sale price by $5; it's the best deal now by $7.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098904,2173079"">Click here</a> to see a short clip of its astonishing animation style.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098907,2173079"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.",3,Cuphead for PC
$75 per month,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2173208.html,2173208,,2018-01-06T11:41:30-05:00,,,COMPUTER SERVICES,"Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173208"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",,Verizon Fios Gigabit Connection w/ TV
$0 after rebate,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uafl8bhejzzz6lcrborv",https://www.dealnews.com/Refurb-Krazilla-Kzh-In-Ear-Headphones-for-0-after-rebate-free-shipping/2173076.html,2173076,free shipping,,,2018-01-06T12:36:12-05:00,HEADPHONES,"As one of its daily deals, Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173076"">Krazilla Kzh In-Ear Headphones</a> in Black for $9.99. Redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098901,2173076"">$9.99 mail-in rebate</a> for the final price of <strong>$0</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. Deal ends January 6.<br>
<br>
Note: A 90-day warranty applies, but it is unclear who backs it.",4,Refurb Krazilla Kzh In-Ear Headphones
$159,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vztjcbhxb5qajgakppli",https://www.dealnews.com/Dynacraft-Marvel-Avengers-12-volt-4-x4-Ride-On-for-159-free-shipping/2173073.html,2173073,free shipping,,True,2018-01-06T12:07:51-05:00,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173073"">Dynacraft Marvel Avengers 12-volt 4x4 Ride-On</a> for <strong>$159</strong> with <strong>free shipping</strong>. That's $141 off and the lowest price we could find. It features a maximum speed of 5mph and adjustable seat belts.",3,Dynacraft Marvel Avengers 12-volt 4x4 Ride-On
Up to 75% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzawpaoqd5a3ule0nsxh",https://www.dealnews.com/Pier-1-Imports-Sale-and-Clearance-Up-to-75-off-free-shipping-w-49/2173067.html,2173067,free shipping w/ $49,,,2018-01-06T11:46:52-05:00,HOME & GARDEN,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173067"">Pier 1 Imports</a> takes <strong>up to 75% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098889,2173067"">One Big Sale and Clearance</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> where available to avoid shipping fees (which start at $5), or get free shipping on orders of $49 or more via coupon ""FREESHIP49"". Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1402/Pier-1-Imports/"">Pier 1 Imports Coupons</a>.</p>",5,Pier 1 Imports Sale and Clearance
