shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
free shipping,https://www.dealnews.com/Brenthaven-Collins-13-Laptop-Tablet-Sleeve-for-5-free-shipping/2167811.html,LAPTOP BAGS,,2167811,2017-12-29T04:05:35-05:00,"Brenthaven Collins 13"" Laptop / Tablet Sleeve","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uqemgcet9fos25dajvbd",$5,"Adorama via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167811"">Brenthaven Collins 13"" Laptop / Tablet Sleeve</a> in Indigo for <strong>$4.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3 and the best deal we've seen for this sleeve. It accommodates laptops or tablets up to 13"" and features vegan leather trim and a chambray exterior.",4,True
free shipping,https://www.dealnews.com/Planters-Deluxe-Mixed-Nuts-15.25-oz.-Can-for-6-free-shipping/2167760.html,GROCERIES,,2167760,2017-12-29T04:05:32-05:00,Planters Deluxe Mixed Nuts 15.25-oz. Can,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sljzuvbvajch9m0qzilf",$6,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167760"">Planters Deluxe Mixed Nuts 15.25-oz. Can</a> for <s>$6.15</s> <strong>$6.38</strong> with <strong>free shipping</strong> via the directions below. That's a slight drop from our November mention and about $2 under what you'd expect to pay at your local store. This mix contains cashews, almonds, Brazil nuts, pecans, and pistachios. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167760"">Planters Deluxe Mixed Nuts 15.25-oz. Can</a> for <del>$7.68</del> $7.98
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <s>$6.15</s> <strong>$6.38</strong> with <strong>free shipping</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",4,
free shipping,https://www.dealnews.com/Delta-In2-ition-2-in-1-Handshower-Showerhead-for-77-free-shipping/2167808.html,BED & BATH,2017-12-28T16:06:15-05:00,2167808,,Delta In2ition 2-in-1 Handshower Showerhead,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dicj63c3qeve6rftnjra",$77,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167808"">Delta In2ition 4-Setting 2-in-1 Handshower Showerhead</a> in Stainless for <strong>$77.11</strong> with <strong>free shipping</strong>. That's the lowest price we could find for this finish by $14. It features a 69"" plastic ultra flex hose and 2 GPM flow rate.",3,
free shipping,https://www.dealnews.com/Hamilton-Beach-Brewstation-12-Cup-Coffeemaker-for-37-free-shipping/2167478.html,SMALL APPLIANCES,2017-12-28T16:04:13-05:00,2167478,,Hamilton Beach Brewstation 12-Cup Coffeemaker,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sldesnnbwvdjuaixmgvj",$37,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167478"">Hamilton Beach Brewstation Summit 12-Cup Programmable Coffeemaker</a> for <strong>$37</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086553,2167478"">Amazon</a> charges the same.) That's the lowest price we could find by $12, although we saw it for $2 less in May. It brews up to 12 cups at once, but dispenses coffee one cup at a time.",3,
free shipping,https://www.dealnews.com/Refurb-Samsung-Note-4-32-GB-VZW-Phone-for-140-free-shipping/2167475.html,ANDROID PHONES,,2167475,2017-12-29T03:09:40-05:00,Refurb Samsung Note 4 32GB VZW Phone,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gdjjr0bih1qgkvlwil8h",$140,"Bidallies via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167475"">Samsung Galaxy Note 4 32GB 4G LTE Android Phone for Verizon</a> in Black or White for <strong>$139.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw this for $17 less in October. It features a 5.7"" 2560x1440 Super AMOLED display, 2.7GHz quad-core processor, 16-megapixel rear-facing camera, 3.7-megapixel front-facing camera with 120°-wide selfie mode, 4K Ultra HD video recording at 30fps, 3GB RAM, 32GB internal memory, Bluetooth 4.1, 802.11ac wireless, microSDXC card slot, and Android 4.4 (Kit Kat).<br>
<br>
Note: No warranty information is given.",3,
pickup at Walmart,https://www.dealnews.com/Kitchen-Aid-Blade-Coffee-Grinder-for-20-pickup-at-Walmart/2167718.html,SMALL APPLIANCES,2017-12-28T15:49:26-05:00,2167718,,KitchenAid Blade Coffee Grinder,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w8ixlulehk5tpsrh566f",$20,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167718"">KitchenAid Blade Coffee Grinder</a> in Onyx Black for <strong>$19.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087429,2167718"">Amazon</a> charges the same with free shipping for Prime members and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087432,2167718"">Home Depot</a> charges the same with in-store pickup.) That's the lowest price we could find by $4. It features a 160-watt motor and grinds up to 12 cups of coffee.",3,
free shipping,https://www.dealnews.com/Origins-13-Piece-Give-Joy-Set-w-Bonus-for-49-free-shipping/2167790.html,BEAUTY,2017-12-28T15:47:43-05:00,2167790,,Origins 13-Piece Give Joy Set w/ Bonus,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/elnuob3swslmhjgie8nf",$49,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167790"">Origins 13-Piece Give Joy Super Set</a>, together with an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087627,2167790"">Origins 2-Piece GinZing Eye Duo</a> for <strong>$49</strong> with <strong>free shipping</strong>. (The 2-piece set is added to your cart automatically.) That's the lowest price we could find by $30. It includes a combination of full- and trial-size makeup and skincare items.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087630,2167790"">Origins</a> charges the same, but without the extra 2-piece kit.",3,
,https://www.dealnews.com/Frontier-Airlines-coupon-99-off-nationwide-fares/2167787.html,AIRFARE,,2167787,2017-12-28T18:07:33-05:00,Frontier Airlines coupon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m",99% off nationwide fares,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167787"">Frontier Airlines</a> via ShermansTravel cuts <strong>99% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087621,2167787"">Frontier Airlines Flights Nationwide</a> via coupon code ""SAVE99"". (On the ShermansTravel landing page, click on ""FlyFrontier.com"" in the main paragraph to see this offer. The discount applies to base fare only.) That's tied with our mention from November as the strongest discount we've seen on fares from Frontier Airlines. Some exclusions and blackout dates apply. Book this travel deal by December 29 for flights on select days from January 9 through February 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s38659/Shermans-Travel/"">ShermansTravel Coupons</a>.</p>",5,True
free shipping,https://www.dealnews.com/Nixeus-Moda-Pro-Mechanical-Keyboard-for-41-free-shipping/2167709.html,KEYBOARDS,2017-12-28T15:40:47-05:00,2167709,,Nixeus Moda Pro Mechanical Keyboard,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/byldmtzabib3k0wqxttu",$41,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167709"">Nixeus Moda Pro Brown Switch Mechanical Keyboard for Windows and Mac</a> for <strong>$41.22</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $24. It features MX compatible mechanical key switches, Mac key caps, and a steel plate reinforced aluminum chassis.",3,
,https://www.dealnews.com/Gillette-on-Demand-3-off-4-th-orders-free/2167619.html,SHAVING & GROOMING,2017-12-28T12:32:32-05:00,2167619,,Gillette on Demand,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nyxvtpwyztdnfu02uhuz",$3 off + 4th orders free,"For new customers only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167619"">Gillete on Demand</a> offers <strong>$3 off</strong> your <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086973,2167619"">first order</a>. Also, if you subscribe to the service you get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086976,2167619"">every 4th order</a> for <strong>free</strong>. Plus, <strong>free shipping</strong> applies to MACH3® Turbo and Fusion® ProShield® purchases, however, there is a $2 shipping fee for Sensor® 3 disposable razors. You can cancel your subscription at any time.",,
free shipping,https://www.dealnews.com/Teac-TN-200-USB-Turntable-w-Pre-Amplifier-for-150-free-shipping/2167766.html,AUDIO COMPONENTS,2017-12-28T15:33:36-05:00,2167766,,Teac TN-200 USB Turntable w/ Pre-Amplifier,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jnwxznsxytguiwnxnopr",$150,"Massdrop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167766"">Teac TN-200 USB Turntable with Pre-Amplifier</a> in Black for <b>$149.99</b> with <b>free shipping</b>. That's $9 under our April mention and the lowest price we could find now by $100. This belt-driven turntable features two speeds (33-1/3 and 45 rpm), a moving magnet cartridge, built-in pre-amplifier with line and USB outs, unamplified phono out, and aluminum die-cast platter. Deal ends December 31.<br>
<br>
Note: This item has an estimated ship date of January 26.",3,
free shipping,https://www.dealnews.com/200-in-Chefd-Gift-Cards-from-100-free-shipping/2167748.html,GIFT CARDS,2017-12-28T15:21:10-05:00,2167748,,$200 in Chef'd Gift Cards,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sgaglqjdwkzib6kdvfeb",from $100,"Costco offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167748"">four $50 Chef'd Gift Cards</a> for <strong>$99.99</strong> with <strong>free shipping</strong>. (Non-members pay an additional $7.50.) That's the lowest price we could find for $200 in gift cards by $50 and essentially makes purchases at Chef'd 50% off. Chef'd is a non-subscription meal-delivery service with over 650 meal kits from renowned chefs and food brands. Click <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087525,2167748"">here</a> for more info. Deal ends January 22.<br>
<br>
Note: Shipping at Chef'd costs $10, or get free shipping with orders of $40 or more.",3,
,https://www.dealnews.com/24-Hour-Fitness-All-Club-Sport-2-yr-Membership-from-370/2167769.html,SPORTS & FITNESS,,2167769,2017-12-29T04:03:36-05:00,24 Hour Fitness All-Club Sport 2yr Membership,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtbvmpyz0yibxdpgj6hx",from $370,"Costco offers its members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167769"">24 Hour Fitness All-Club Sport 2-Year Membership eCertificate</a> for <strong>$369.99</strong>. (Non-members pay an extra $20.) That works out to $185 per year; for further comparison, 24 Hour Fitness direct charges $410 for a <i>single year</i>. This membership tier grants access to any Fit-Lite, Express, Active, or Sport club in the continental United States (over 280 clubs).<br>
<br>
Also available is a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087546,2167769"">24 Hour Fitness All-Club Super-Sport 2-Year Membership eCertificate</a> for <strong>$599.99</strong>. (Non-members pay an extra $32.50.) That's only $10 more than what 24 Hour Fitness charges for <i>one year</i> of this membership. This tier includes access to the same clubs as above, as well as Super-Sport locations, for a total of over 400 clubs. Both deals end January 1.<br>
<br>
These offers are valid for new 24 Hour Fitness customers only.",4,True
free shipping w/ $50,https://www.dealnews.com/Express-Clearance-Sale-Extra-30-off-free-shipping-w-50/2167739.html,CLOTHING & ACCESSORIES,2017-12-28T15:13:57-05:00,2167739,,Express Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvd4psobimaskomcdayj",Extra 30% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167739"">Express</a> takes an <b>extra 30% off</b> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087492,2167739"">men's and women's clearance items</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087495,2167739"">Clearance Sale</a>. (Discount is applied automatically in-cart.) Shipping adds <b>$8</b>, but orders of $50 or more qualify for free shipping. Some exclusions apply.",3,
free shipping,https://www.dealnews.com/Toms-Youth-Floral-Classic-Shoes-for-16-free-shipping/2167715.html,KIDS' SHOES,2017-12-28T15:03:59-05:00,2167715,,Toms Youth Floral Classic Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p3hcwka3v2cdfbpl0wkm",$16,"Toms offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167715"">Toms Youth Floral Classic Shoes</a> in Pink for $21.99. Coupon code ""SALE25"" drops it to <b>$16.49</b>. That's a savings of $26 and the lowest price we could find. They're available in select sizes from 13.5 to 6.",3,
free shipping w/ $40,https://www.dealnews.com/Journeys-End-of-Season-Sale-Up-to-50-off-free-shipping-w-40/2167733.html,CLOTHING & ACCESSORIES,,2167733,2017-12-29T04:03:12-05:00,Journeys End of Season Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlpr7xsgd9n8stij6ytb",Up to 50% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167733"">Journeys</a> takes <strong>up to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087477,2167733"">men's, women's, and kids' shoes, apparel, and accessories</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087480,2167733"">End of Season Sale</a>. (Prices are as marked.) Shipping adds <strong>$4.95</strong>, or spend $39.99 or more for free shipping.",4,
free shipping,https://www.dealnews.com/Neiman-Marcus-Sale-on-Sale-Extra-33-off-free-shipping/2167703.html,CLOTHING & ACCESSORIES,,2167703,2017-12-29T04:02:45-05:00,Neiman Marcus Sale on Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxep1sghav3genbcx5tx",Extra 33% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167703"">Neiman Marcus</a> takes an <strong>extra 33% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087399,2167703"">apparel, shoes, accessories, and home items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087402,2167703"">Sale on Sale</a>, rendering total discounts of <b>up to 60% off</b> regular prices. (Discounted prices are noted in red.) Plus, all orders bag <b>free shipping</b>. Some exclusions apply, including clearance items. Deal ends December 29 at 11 pm ET.",4,
free shipping,https://www.dealnews.com/Grasshoppers-End-of-Year-Clearance-Event-Up-to-50-off-free-shipping/2167697.html,SHOES,2017-12-28T14:51:37-05:00,2167697,,Grasshoppers End of Year Clearance Event,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pahmxg8vafh41pysyx0e",Up to 50% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087393,2167697"">Grasshoppers</a> takes <strong>up to 50%</strong> off a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167697"">women's shoes</a>, with prices starting from <strong>$19.95</strong>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087390,2167697"">End of Year Clearance Event</a>. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 31.",2,
free shipping,https://www.dealnews.com/Coop-Home-Goods-End-of-Year-Clearance-Sale-Up-to-40-off-coupon-free-shipping/2167691.html,HOME & GARDEN,2017-12-28T14:51:32-05:00,2167691,,Coop Home Goods End of Year Clearance Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tly0cwqzemdvqlhvxo0z",Up to 40% off + coupon,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087468,2167691"">Coop Home Goods</a> takes <strong>up to 40% off</strong> select items during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087363,2167691"">End of Year Clearance Sale</a>. Even better, take an <strong>extra 10% off</strong> select items via coupon code ""COOP10"". Plus, all orders receive <strong>free shipping</strong>. Some exclusions apply. Sale ends January 1, 2018. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167691"">Coop Home Goods Ventilated Orthopedic Seat Cushion</a> for <strong>$11.47</strong> via ""COOP10"" (pictured, low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087366,2167691"">Coop Home Goods Original Standard Pillow</a> for <strong>$35.74</strong> (same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087369,2167691"">Marlow's Mercantile via Amazon</a>, $19 off)
 </li>
</ul>",3,
free shipping,https://www.dealnews.com/Do-Doeleph-Syma-4-Channel-Quadcopter-for-20-free-shipping/2167319.html,TOYS & HOBBIES,2017-12-29T00:01:00-05:00,2167319,,DoDoeleph Syma 4-Channel Quadcopter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ts8zb07grvaih0et6bzr",$20,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167319"">DoDoeleph Syma X5A-1 4-Channel 6-Axis Quadcopter Drone</a> in White for $29.99. Coupon code ""VQFGKSTD"" cuts it to <strong>$20.09</strong>. Plus, <strong>free shipping</strong> applies. It features a 7-minute flight time, blade protection, and night lights. Deal ends December 31.",,
,https://www.dealnews.com/3-Nts-at-Wyndham-Garden-Fort-Myers-Beach-20-off/2167712.html,HOTELS,2017-12-28T14:38:34-05:00,2167712,,3Nts at Wyndham Garden Fort Myers Beach,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ls42sburjiluswninh0s",20% off,"Wyndham offers takes <b>20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167712"">3-Night Stays at Wyndham Garden Fort Myers Beach</a> in Fort Myers, FL, as provided by Dunhill Travel. Alternatively, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087414,2167712"">book a 4-night stay</a> and get the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087417,2167712"">fourth night</a> for <b>free</b>. This 3-star hotel has an Expedia rating of 78% based on 840 reviews. Additional taxes and fees apply. Book this travel deal by December 31 for stays through January 25.",2,
free shipping,https://www.dealnews.com/Refurb-Galaxy-S5-16-GB-Phone-for-Freedom-Pop-for-90-free-shipping/2167694.html,ANDROID PHONES,2017-12-28T14:36:24-05:00,2167694,,Refurb Galaxy S5 16GB Phone for FreedomPop,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jmthowqqd8wvlvkxrfhf",$90,"FreedomPop offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167694"">No-Contract Samsung Galaxy S5 16GB Android Smartphone for FreedomPop</a> in Black bundled with a FreedomPop Unlimited Talk, Text, and 2GB 4G LTE Data 1-Month Trial for <strong>$89.99</strong> with <strong>free shipping</strong>. That's tied with our Black Friday week mention as the best price we've seen. (It's also $117 under the lowest price we could find for just the phone.)<br>
<br>
It features a 5.1"" 1920x1080 Super AMOLED touchscreen LCD, Qualcomm MSM8974AC Snapdragon 801 2.5GHz quad-core processor, 2GB RAM, 16GB internal storage, 16-megapixel rear camera, 2-megapixel front-facing camera, 4K video recording at 30fps, 802.11ac wireless, Bluetooth 4.0, microSD card slot, fingerprint sensor, and Android 4.4 (KitKat).<br>
<br>
Note: A 90-day Freedompop warranty applies. Be sure to switch to the free 500MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $98.88 every six months.",2,
free shipping,https://www.dealnews.com/Excelvan-84-16-9-Projection-Screen-for-13-free-shipping/2167688.html,VIDEO COMPONENTS,,2167688,2017-12-29T04:02:35-05:00,"Excelvan 84"" 16:9 Projection Screen","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c0sibbxr4chxvozqqx9r",$13,"Global Shopping Now via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167688"">Excelvan 84"" 16:9 Projection Screen</a> for <strong>$12.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7, outside of other eBay vendors. It features a 73x41"" viewing area.",4,
,https://www.dealnews.com/Virgin-America-Fares-to-California-from-39-1-way/2167706.html,AIRFARE,2017-12-28T14:34:37-05:00,2167706,,Virgin America Fares to California,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxzvftcnfapjmxfrvzhj",from $39 1-way,"Virgin America via ShermansTravel offers select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167706"">Virgin America 1-Way Fares to California</a> with prices starting at <strong>$39.20</strong>. (On the ShermansTravel landing page, click on ""VirginAmerica.com"" in the top line to see this offer; on the Virgin America sale page, select your origin city to book.) That's the lowest price we could find for select routes by at least $13. A 21-day advance purchase is required. Book this travel deal by January 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",4,
free shipping,https://www.dealnews.com/Cooler-Master-Hyper-T2-CPU-Cooler-for-5-via-rebate-Prime-free-shipping/2167700.html,CPU FANS/MOUNTING KITS,,2167700,2017-12-29T04:21:33-05:00,Cooler Master Hyper T2 CPU Cooler,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lmgxpjfm5vmyuq7qv7w2",$5 via rebate & Prime,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167700"">Cooler Master Hyper T2 Compact CPU Cooler</a> for $9.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087396,2167700"">$5 mail-in rebate</a> knocks it to <strong>$4.99</strong>. With <strong>free shipping</strong>, that's $5 under last month's mention, a best-ever price, and a low now by $5. It fits Intel 1150, 1156, 1155, and 775 sockets and AMD FM2+, FM2, FM1, AM3+, AM3, and AM2 sockets. Features include dual looped direct-contact heatpipes and a 92mm fan. Deal ends December 31.",3,True
free shipping,https://www.dealnews.com/The-North-Face-Mens-Leo-1-4-Zip-Sweater-for-50-free-shipping/2167673.html,SWEATERS,2017-12-28T14:28:25-05:00,2167673,,The North Face Men's Leo 1/4 Zip Sweater,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w833dz0vzfuzuffzlew8",$50,"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167673"">The North Face Men's Novelty Leo 1/4 Zip Sweater</a> in several colors (Darkest Spruce pictured) for $74.99. Coupon code ""DN50"" cuts it to <strong>$50</strong>. With <strong>free shipping</strong>, That's the lowest price we could find by $8. It's available in sizes S to XXL. Deal ends January 3.",3,
,https://www.dealnews.com/Card-Cash-Coupon-Extra-5-off/2167682.html,GIFT CARDS,2017-12-28T14:17:21-05:00,2167682,,CardCash Coupon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfpeyxrypeagfeiv20co",Extra 5% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167682"">CardCash</a> cuts an <strong>extra 5% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087321,2167682"">gift cards</a> — which are already marked <strong>up to 47% off</strong> — via coupon code ""DEALSHOLIDAY"". Choose from stores such as <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087324,2167682"">Nordstrom</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087327,2167682"">Lowe's</a>, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087330,2167682"">Sears</a>, among many others. Deal ends December 31.<br>
<br>
Note: CardCash guarantees all gift cards for 45 days from the date of purchase; we recommend buying gift cards only if you plan on using them within that time frame. For more details on CardCash and how it's able to offer gift card deals, please visit the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/features/make-sure-you-know-how-card-cash-works/"">DealNews Blog</a>.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40867/Card-Cash/"">CardCash Coupons</a>.</p>",3,
