shipping,editors_choice,picture_url,category,description,price,url,uuid,time_published,hotness,title,time_modified
$9 shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",CONSOLES,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173163"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098979,2173163"">Super Mario 3D World for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098982,2173163"">Super Smash Brothers for Wii U</a> for <strong>$169.99</strong> plus <strong>$8.99</strong> for shipping. That's about $44 under what you'd expect to pay for a refurbished console with these games new elsewhere.<br>
<br>
Note: No warranty info is provided; however, each item is covered by a 7-day money-back guarantee.",$170,https://www.dealnews.com/Used-Wii-U-32-GB-w-Used-Mario-Smash-Bros-for-170-9-s-h/2173163.html,2173163,,2,"Used Wii U 32GB w/ Used Mario, Smash Bros",2018-01-06T22:09:10-05:00
pickup at Walmart,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbi4dylaxiknjzsrkwwh",DECOR,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173154"">Yankee Candle Large Jar Candle</a> in Honey Clementine for <b>$10.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098976,2173154"">Amazon</a> charges the same, although it's not expected to ship for 1 to 2 months.) Choose in-store <b>pickup</b> <del>to dodge the $5.99 shipping fee</del>. That's the lowest price we could find by $11. It measures 6.6"" x 4"" and offers up to 150 hours of burn time.<br>
<br>
<i>Update</i>: It's now available for in-store pickup only.",$11,https://www.dealnews.com/Yankee-Candle-Large-Jar-Candle-for-11-pickup-at-Walmart/2173154.html,2173154,,4,Yankee Candle Large Jar Candle,2018-01-06T21:48:03-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwfpxc16ebhlpepr1keo",COMPUTER SERVICES,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173241"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099042,2173241"">$50 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends June 30.",$40 per month,https://www.dealnews.com/AT-T-Internet-50-w-50-Reward-Card-for-40-per-month/2173241.html,2173241,2018-01-06T12:22:46-05:00,,AT&T Internet 50 w/ $50 Reward Card,
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udtyqfih5crkrcz5hdxv",TOOLS & HARDWARE,"Tacklife Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173151"">Tacklife Tape Measure</a> for $13.97. Coupon code ""ITE6FSIU"" cuts the price to <strong>$8.38</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It measures up to 66-feet long, features anti-slip gripping, and is impact resistant. Deal ends January 10.<br>
<br>
Note: The Tacklife Tape Measure is also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098973,2173151"">larger size</a> for $11.38 via the same coupon code. It measures 164-feet long.",from $8,https://www.dealnews.com/Tacklife-Tape-Measure-from-8-free-shipping-w-Prime/2173151.html,2173151,,3,Tacklife Tape Measure,2018-01-06T22:40:03-05:00
pickup at REI,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouypvnwxyocj0d09haae",CAMPING & OUTDOORS,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173130"">Burton Bullet Snowboard Tool</a> in Black for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our November mention and is the lowest price we could find by $8. It features a fold-out handle, a secret compartment, a #2 and #3 Phillips screwdriver as well as a flathead, 4mm Allen key, and a 10mm wrench.",$10,https://www.dealnews.com/Burton-Bullet-Snowboard-Tool-for-10-pickup-at-REI/2173130.html,2173130,,2,Burton Bullet Snowboard Tool,2018-01-06T22:08:10-05:00
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/padglhmwh1villm8lan2",TOOLS & HARDWARE,"Tacklife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173148"">Tacklife Noise Reduction Safety Ear Muffs</a> for $10.97. Coupon code ""IQ4G2LZS"" cuts them to <strong>$8.78</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $2 off, and the lowest price we could find. They feature a noise reduction sponge, retractable stainless steel at the end of headband for a custom fit, and anti-sweat material. Deal ends January 10.",$9,https://www.dealnews.com/Tacklife-Noise-Reduction-Safety-Ear-Muffs-for-9-free-shipping-w-Prime/2173148.html,2173148,,3,Tacklife Noise Reduction Safety Ear Muffs,2018-01-06T22:37:52-05:00
free shipping w/ $100,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d27napithasg1h4x9uze",MAKEUP,"Nordstrom Rack cuts <strong>up to 67% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173133"">Urban Decay makeup</a>, with deals starting from <strong>$6.97</strong>. Shipping starts at <strong>$5.95</strong>, but orders of $100 or more bag free shipping.",Up to 67% off,https://www.dealnews.com/Urban-Decay-at-Nordstrom-Rack-Up-to-67-off-free-shipping-w-100/2173133.html,2173133,,4,Urban Decay at Nordstrom Rack,2018-01-06T21:52:21-05:00
pickup at REI,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuzxgb1ug2heiuhblcgs",ACCESSORIES,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173127"">Gordini Women's Polartec Fleece Gloves</a> in Black for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $8 off and the lowest price we could find. They're available in sizes from S to L.",$12,https://www.dealnews.com/Gordini-Womens-Polartec-Fleece-Gloves-for-12-pickup-at-REI/2173127.html,2173127,,3,Gordini Women's Polartec Fleece Gloves,2018-01-06T22:35:02-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u1m7amo3uotd7onmyll7",VIDEO DOWNLOADS,"FandangoNow takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098961,2173124"">movie downloads in 4K UHD</a> via coupon code ""4K18"". Deal ends February 5. A couple of best bets, with prices after discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173124"">Blade Runner 2049 in 4K UHD</a> for <strong>$15.99</strong> (pictured, low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098964,2173124"">Spider-Man Homecoming in 4K UHD</a> for <strong>$15.99</strong> (low by $4)
 </li>
</ul>",20% off,https://www.dealnews.com/4-K-UHD-Movie-Downloads-at-Fandango-Now-20-off/2173124.html,2173124,,3,4K UHD Movie Downloads at FandangoNow,2018-01-06T22:34:20-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sen1pddccyclyhanekna",LAPTOPS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173115"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for $1,273.99. Coupon code ""TENOFF"" cuts it to <strong>$1,146.59</strong>. With <strong>free shipping</strong>, that's $20 under our mention from a month ago, $303 off, and the lowest price we could find. It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD, 8GB RAM, 256GB SSD, Nvidia GeForce GTX 1050 4GB graphics, 9-cell battery, and Windows 10 Home 64-bit. Deal ends January 11.","$1,147",https://www.dealnews.com/Dell-XPS-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-1-147-free-shipping/2173115.html,2173115,,2,"Dell XPS Kaby Lake i7 Quad 16"" 1080p Laptop",2018-01-06T22:10:26-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/brubtsvaxjoysx3c7b4r",DECOR,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098943,2173112"">Blinds.com</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098946,2173112"">blinds and shutters</a> via coupon code ""NEW-DEALS"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098949,2173112"">Norman 2.5"" Ultimate Faux-Wood Blind</a> from <strong>$19.19</strong> (at least $5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173112"">Levolor Vinyl Vertical Blinds</a> from <strong>$42.69</strong> (pictured, at least $18 off)
 </li>
</ul>",Up to 30% off,https://www.dealnews.com/Blinds.com-Sale-Up-to-30-off-free-shipping/2173112.html,2173112,,5,Blinds.com Sale,2018-01-06T21:32:12-05:00
pickup at Best Buy,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o07ibio4pvezwe6vwlwt",BLU-RAY DISC MOVIES,"For pickup only, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> for <b>$18.99</b> via the steps below. That's the lowest price we could find by $7, excluding the mention below. To get this deal:<br>
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> to your cart for $19.99
 </li>
 <li>in cart, select ""Shipping"" for your delivery method (do not choose in-store pickup at this time)
 </li>
 <li>proceed to checkout
 </li>
 <li>at checkout in the shipping section, ""$1 off"" should appear in green text beside the ""Today ... at a Best Buy store"" option
 </li>
 <li>change your delivery method to this in-store <strong>pickup</strong> option to drop your total to <strong>$18.99</strong>
 </li>
</ol>
Too much effort? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098931,2173109"">Amazon</a> charges $19.99 with free Prime shipping.",$19,https://www.dealnews.com/Mission-Impossible-Collection-on-Blu-ray-HD-for-19-pickup-at-Best-Buy/2173109.html,2173109,,3,Mission: Impossible Collection on Blu-ray/HD,2018-01-06T22:32:45-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",FINANCIAL SERVICES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173256"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",Teen Discounts,"https://www.dealnews.com/lw/click.html?20,2,2173256",2173256,2018-01-07T00:01:00-05:00,,Liberty Mutual Auto Insurance,
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axodzqyllcyfbwjvfijo",BEDDING,"Amazon discounts a selection of Bedsure Printed Quilt Coverlet Sets in several colors (Blue Aqua #9 pictured) via coupon code ""ZP6JQOHP"", as listed below. Plus, these items qualify for <strong>free shipping</strong>. Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173100"">Twin</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098925,2173100"">Full/Queen</a> for <strong>$19.79</strong> ($13 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098928,2173100"">King</a> for <strong>$23.99</strong> ($16 off)
 </li>
</ul>",from $16,https://www.dealnews.com/Bedsure-Printed-Quilt-Coverlet-Sets-from-16-free-shipping/2173100.html,2173100,,3,Bedsure Printed Quilt Coverlet Sets,2018-01-06T22:30:02-05:00
free shipping w/ $125,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv3zgo4anugb73lpicie",CLOTHING & ACCESSORIES,"Ann Taylor takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173070"">select styles</a> via coupon code ""REFRESH"". Shipping adds a flat <strong>$8.95</strong>, but orders of $125 or more bag free shipping. (In-store pickup may also be available.) Some exclusions may apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s756/Ann-Taylor/"">Ann Taylor Coupons</a>.</p>",50% off select styles,https://www.dealnews.com/Ann-Taylor-Sale-50-off-select-styles-free-shipping-w-125/2173070.html,2173070,,3,Ann Taylor Sale,2018-01-06T22:12:21-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xvkhncapevu9iujgb2ji",EBOOKS,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173091"">Emilie Autumn's <i>The Asylum for Wayward Victorian Girls</i> Kindle eBook</a> for <strong>free</strong>. That's $7 off list and the lowest price we could find. It includes interactive elements such as audio tracks and hidden links.",free,https://www.dealnews.com/Emilie-Autumn-Wayward-Victorian-Girls-eBook-for-free/2173091.html,2173091,,4,"Emilie Autumn ""Wayward Victorian Girls"" eBook",2018-01-06T21:49:42-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vxhm6fintdpoernn8af8",LAPTOPS,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173085"">Dell XPS 13 Intel Kaby Lake Core i5 2.5GHz 13.3"" Laptop</a> for <strong>$899.99</strong> with <strong>free shipping</strong>. That's $200 off and the lowest price we could find. Features include:
<ul>
 <li>Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) LCD display
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",$900,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-Laptop-for-900-free-shipping/2173085.html,2173085,,1,"Dell XPS Kaby Lake i5 Dual 13"" Laptop",2018-01-06T22:19:00-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dmwkcwue8iehvas2iryu",PC GAMES,"CDKeys offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173079"">Cuphead for Windows</a> for <strong>$12.19</strong>. That's a buck under our mention from three weeks ago and the lowest price we've seen. (It also beats its recent Steam sale price by $5; it's the best deal now by $7.) <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098904,2173079"">Click here</a> to see a short clip of its astonishing animation style.<br>
<br>
Note: New customers can provide an email address on the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098907,2173079"">CDKeys Facebook page</a> to get a unique coupon code that cuts an extra 5% off.",$12,https://www.dealnews.com/Cuphead-for-PC-for-12/2173079.html,2173079,,3,Cuphead for PC,2018-01-06T22:28:08-05:00
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/httfdmfbac0nriebvssr",KITCHEN,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172902"">Joseph Joseph Wash &amp; Drain Wash Basin</a> in White for <strong>$17.99</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4. It features an integrated plug and strainer and 2.35-gallon capacity.",$18,https://www.dealnews.com/Joseph-Joseph-Wash-Drain-Wash-Basin-for-18-free-shipping-w-Prime/2172902.html,2172902,,5,Joseph Joseph Wash & Drain Wash Basin,2018-01-06T21:27:55-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",MORNING JOLT,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,https://www.dealnews.com/features/morning-jolt/,2172479,2018-01-05T08:57:39-05:00,,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",CONSUMER NEWS,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",,https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,2168330,2018-01-04T08:00:01-05:00,,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wzmnqilohazg7aox514i",BUYING GUIDES,"If your goal is to tone up and slim down this year, there are several ways to get the fitness equipment you need without breaking the bank. Check out our <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html"">tips to help you save on exercise equipment</a>, so you can stick to that resolution and get in shape.",,https://www.dealnews.com/features/Smart-Ways-to-Save-on-Exercise-Equipment/2167652.html,2167652,2018-01-03T08:00:01-05:00,,8 Smart Ways to Save on Exercise Equipment,
free shipping w/ Prime,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",KITCHEN,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172605"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",$9,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172605.html,2172605,2018-01-07T00:01:00-05:00,,Soufull Stainless Steel Poultry Scissors,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",WHAT TO BUY IN JANUARY,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",,https://www.dealnews.com/features/what-to-buy-in-january/,2165831,2018-01-01T08:00:01-05:00,,8 Things to Buy in January (and 3 Things to Wait On),
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173271"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099087,2173271"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Earn a $150 bonus,"https://www.dealnews.com/lw/click.html?20,2,2173271",2173271,2018-01-06T12:54:19-05:00,,Chase Freedom Unlimited® Card,
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",MUSIC,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173250"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099060,2173250"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099063,2173250"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.",$30,https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2173250.html,2173250,2018-01-06T12:28:21-05:00,,SiriusXM 6-Month Subscriptions,
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0ocpnku7nfbwmiqbqfc","MOVIES, TV SHOWS & VIDEOS","At DirecTV Now, prepay for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099066,2173253"">four months of DirecTV Now service</a> for <b>$140</b> ($35/month) and receive the recently-released <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173253"">Apple TV 4K 32GB Media Receiver</a> for <b>free</b> via the steps below. It features Apple's A10X Fusion chip, which is 2x faster and provides 4x GPU performance over the previous generation Apple TV. It also supports 4K HDR content via HDR 10 and Dolby Vision. This deal includes the ""Live a Little"" package from DirecTV Now, which offers over 60 channels to stream live, with many shows available on demand. After four months, you'll be billed $35/month for the service, but you may cancel at any time. To get this deal:
<ol>
 <li>On <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099069,2173253"">this page</a>, click ""Redeem &amp; Stream""
 </li>
 <li>create your account
 </li>
 <li>select the ""Live a Little"" tab and click ""Continue with this plan""
 </li>
 <li>on the add-ons page, click ""Skip for now""
 </li>
 <li>choose the Apple TV 4K and click ""Add to plan"", then click ""Continue""
 </li>
 <li>you'll see a final price of <b>$140</b> on the checkout page
 </li>
</ol>
Note: You must use Chrome or Safari as your browser to get this deal.",$140,https://www.dealnews.com/4-Months-of-Direc-TV-Now-w-Apple-TV-4-K-32-GB-for-140-free-shipping/2173253.html,2173253,2018-01-07T00:01:00-05:00,,4 Months of DirecTV Now w/ Apple TV 4K 32GB,
