title,editors_choice,url,picture_url,hotness,price,shipping,time_published,uuid,description,category,time_modified
Refurb Fitbit Flex Activity Tracker Wristband,,https://www.dealnews.com/Refurb-Fitbit-Flex-Activity-Tracker-Wristband-for-18-free-shipping/2172611.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t0zva3vfrefxykc6b6e5",3,$18,free shipping,,2172611,"Ritz Cameras via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172611"">Fitbit Flex Wireless Activity and Sleep Tracker Wristband</a> in several colors (Black pictured) for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find for a refurbished model by $32. It tracks your daily activity and sleep patterns to help you attain your fitness goals.",EXERCISE EQUIPMENT,2018-01-05T16:57:31-05:00
Dyson Ball Origin Vacuum,,https://www.dealnews.com/Dyson-Ball-Origin-Vacuum-for-200-free-shipping/2172617.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c7p7bpdgindj1nwoyubw",2,$200,free shipping,,2172617,"Target via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172617"">Dyson Ball Origin Vacuum</a> in Red for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention (although that deal included three add-on tools) and the lowest price we could find by $100. It features a 0.55-gallon capacity, 30-foot cord, and self-adjusting cleaning head.",VACUUM CLEANERS,2018-01-05T16:57:07-05:00
Auking S3 1080p Dash Cam,,https://www.dealnews.com/Auking-S3-1080-p-Dash-Cam-for-31-free-shipping/2172626.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/quhpzjmarannehghgma1",3,$31,free shipping,,2172626,"Auking via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172626"">Auking S3 1080p Dash Cam</a> for $46.97. Coupon code ""XL8YRPRS"" cuts it to <strong>$30.53</strong>. With <strong>free shipping</strong>, that's $16 off and the lowest price we could find. It features a 168° viewing angle and a microphone. Deal ends January 31.",AUTOMOTIVE,2018-01-05T16:56:58-05:00
Rakuten New Year's Apparel Sale,,https://www.dealnews.com/Rakuten-New-Years-Apparel-Sale-15-off-free-shipping/2172623.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lrbwh1w9qzzj1uziyllx",3,15% off,free shipping,,2172623,"Rakuten takes <strong>15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097998,2172623"">apparel, shoes, and accessories</a> via coupon code ""APPAREL15"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097989,2172623"">New Year's Apparel Sale</a>. (A maximum discount of $15 applies. You must be signed in to your account to use this coupon.) Plus, most orders get <strong>free shipping</strong>. Some exclusions apply. Deal ends January 8. A couple of best bets, both with prices after coupon and <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097992,2172623"">Aeropostale Women's Solid Athletic Jogger Pants</a> for <b>$28.89</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172623"">Alpine Swiss Men's Zach Wool-Blend Overcoat</a> for <b>$29.74</b> (pictured; close in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097995,2172623"">Burgundy</a> at Amazon, low by $6)
 </li>
</ul>
Note: This coupon can only be used once per account.",CLOTHING & ACCESSORIES,2018-01-05T17:01:30-05:00
LE Portable Bluetooth Speaker Nightlight,,https://www.dealnews.com/LE-Portable-Bluetooth-Speaker-Nightlight-for-18-free-shipping-w-Prime/2172620.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mocqjktlpizxnetrppkw",3,$18,free shipping w/ Prime,,2172620,"Neon Mart via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172620"">LE Portable Bluetooth Speaker Nightlight</a> for $21.99. Coupon code ""KUF6L3GT"" drops it to <b>$18.25</b>. Plus, Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and the lowest price we could find now by $3. It features three brightness levels and a built-in microphone.",LIGHTING & LAMPS,2018-01-05T16:56:28-05:00
Refurb Netgear CM500 DOCSIS 3.0 Cable Modem,,https://www.dealnews.com/Refurb-Netgear-CM500-DOCSIS-3.0-Cable-Modem-for-30-free-shipping/2172569.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l8mrhr2curra6nrycogt",2,$30,free shipping,,2172569,"Quick Ship via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172569"">Netgear CM500 DOCSIS 3.0 Cable Modem</a> for <b>$29.99</b> with <b>free shipping</b>. That's $10 under our November mention for a new one and the lowest price we've seen for this modem in any condition. (It's $30 less than a new one today.) It supports 16 download and four upload channels with speeds up to 680MB/s. It's certified for Comcast Xfinity, Time Warner Cable, Cox, and Charter, among others.<br>
<br>
Note: A 1-year Quick Ship warranty applies.",MODEMS,2018-01-05T16:55:37-05:00
Basic Essentials Bar 4-Piece Set,,https://www.dealnews.com/Basic-Essentials-Bar-4-Piece-Set-for-24-pickup-at-Home-Depot/2172599.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3cf1hmttpssbd6bd3sk",2,$24,pickup at Home Depot,2018-01-05T11:24:06-05:00,2172599,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172599"">Basic Essentials 4-Piece Stainless Steel Bar Set</a> for <strong>$23.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $16 below the lowest price we could find for a similar set elsewhere. It includes 5.7"" ice tongs, a bottle opener, 2.28-quart ice bucket, and 18-oz. cocktail shaker with built-in strainer and cap. Deal ends January 31.",KITCHEN,
Best Freebies: Score BOGO Blaze Pizza or Snag a Free Cookbook,,https://www.dealnews.com/features/best-freebie-deals/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bhjhgrmde00tuqotzjn3",,,,2018-01-05T11:23:28-05:00,2172602,"Winter is in full swing for most of us, but you can ward off cabin fever with excellent offers! Start your weekend right with BOGO free pizza from Blaze, then spend it inside (where it's warm!) reading classics, learning something new, and more. Check out these savings in our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-freebie-deals/"">freebie deals</a>.",ROUNDUPS,
Optimum Nutrition Protein Powder 5-lb. Jar,,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-32-free-shipping/2172575.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3liaocr3he76b07mzgj",3,$32,free shipping,,2172575,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in Vanilla for <strong>$32.47</strong> with <b>free shipping</b> via the steps below. That's $8 under our mention from six days ago, an all-time low, and the best deal we could find by $13. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172575"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> for $40.59
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$32.47</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",SUPPLEMENTS,2018-01-05T16:55:16-05:00
Yinenn 300W Power Inverter w/ USB,,https://www.dealnews.com/Yinenn-300-W-Power-Inverter-w-USB-for-14-free-shipping/2172593.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bbxxptvazydy878am1ha",3,$14,free shipping,,2172593,"Yinenn Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172593"">Yinenn 300-watt Power Inverter</a> for $25.99. Coupon code ""KVH4HSGD"" cuts that to <strong>$13.51</strong>. With <strong>free shipping</strong>, that's $12 off and the best price we could find. It features dual USB ports and two AC outlets. Deal ends January 30",AUTOMOTIVE,2018-01-05T16:25:19-05:00
"8"" Japanese Stainless Steel Chef's Knife",,https://www.dealnews.com/8-Japanese-Stainless-Steel-Chefs-Knife-for-20-free-shipping/2172596.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ylhj0ifembhonekfchlo",3,$20,free shipping,,2172596,"Brefac Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172596"">Zvpod Professional 8"" Chef's Knife</a> for $29.96. Coupon code ""499YMJ6S"" knocks it to <strong>$19.77</strong>. With <strong>free shipping</strong>, that's a slight drop from last month's mention and the lowest price we could find by $17. It features a full-tang Japanese AUS-8 high carbon stainless steel blade. Deal ends January 31.",CUTLERY & FLATWARE,2018-01-05T16:24:02-05:00
"ASUS Frameless 22"" 1080p IPS LED LCD Display",True,https://www.dealnews.com/ASUS-Frameless-22-1080-p-IPS-LED-LCD-Display-for-70-after-rebate-free-shipping/2172587.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a40ithjgcqkeic3bvlpr",3,$70 after rebate,free shipping,,2172587,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172587"">ASUS Frameless 21.5"" 1080p IPS LED-Backlit LCD Monitor</a> for <strong>$69.99</strong> with <strong>free shipping</strong> via the directions below. That's tied with our mention from last November and the lowest price we could find by $68. It features a 1920x1080 (1080p) native resolution, blue light filter, and HDMI and VGA inputs. Deal ends January 10. To get this deal:
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097938,2172587"">ASUS Frameless 21.5"" 1080p IPS LED LCD Display</a> to your cart for $99.99
 </li>
 <li>apply coupon code ""EMCPEPT46"" to cut that to $89.99
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097920,2172587"">$20 mail-in rebate</a> for a final price of <strong>$69.99</strong>
 </li>
</ol>",MONITORS,2018-01-05T14:40:01-05:00
"Dell Kaby Lake i7 Quad 16"" 1080p Laptop",,https://www.dealnews.com/Dell-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-794-free-shipping/2172566.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rkujjxwl1dnhbrr3f9ug",1,$794,free shipping,2018-01-05T11:17:50-05:00,2172566,"Dell Home, via its Member Purchase Program, offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172566"">Dell Inspiron 15 5000 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Gaming Laptop</a> for $881.99. Coupon code ""TENOFF"" cuts it to <strong>$793.79</strong>. With <strong>free shipping</strong>, that's the best price we could find for this popular build by $106, although it was $59 less in November. Deal ends January 11.<br>
<br>
It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD display, 8GB RAM, 128GB SSD, 1TB hard drive, Nvidia GeForce GTX 1050 4GB graphics, 6-cell battery, and Windows 10 Home 64-bit.",LAPTOPS,
"Proker 3,200mAh Battery Case for iPhone X",,https://www.dealnews.com/Proker-3-200-m-Ah-Battery-Case-for-iPhone-X-for-26-free-shipping/2172563.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx9szzpajawjen7y21z3",3,$26,free shipping,,2172563,"Proker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172563"">Proker 3,200mAh Battery Case for iPhone X</a> in Black for $34.50. Coupon code ""B5LSK9W8"" cuts the price to <strong>$25.87</strong>. With <strong>free shipping</strong>, that's tied with last week's mention, $9 off list, and the lowest price we could find. It features a 360° bumper design, 4-level LED power indicator, and 3,200mAh Li-polymer extended battery. Deal ends January 20.",IPHONE CASES,2018-01-05T16:21:36-05:00
Multi-Functional Handbag Organizer,,https://www.dealnews.com/Multi-Functional-Handbag-Organizer-for-4-free-shipping/2172557.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wkwc90cimahznm281kdf",3,$4,free shipping,,2172557,"GearXS via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172557"">Multi-Functional Handbag Organizer</a> in Black for <strong>$3.99</strong> with <strong>free shipping</strong>. That's $3 under the lowest price we could find for a similar bag organizer elsewhere. It features 13 individual compartments, is made from nylon, and measures approximately 11"" x 6.5"" x 3.5"".",HANDBAGS,2018-01-05T16:20:29-05:00
SkyDrones Pro X1 720p VR Drone w/ Mini Drone,,https://www.dealnews.com/Sky-Drones-Pro-X1-720-p-VR-Drone-w-Mini-Drone-for-60-free-shipping/2172554.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xcejy5lcyj3u0kjsnysp",2,$60,free shipping,2018-01-05T11:00:48-05:00,2172554,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172554"">SkyDrones HD Pro X1 720p Virtual Reality Live Streaming Drone</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097848,2172554"">SkyDrones FX Mini Pocket Drone</a> for <strong>$60</strong> with <strong>free shipping</strong>. (To get this deal, scroll down the page to the ""Buy Together & Save"" banner and click ""Add all to cart"".) That's $7 under last month's mention and $30 below the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The HD Pro X1 features a 720p camera with live streaming to a mobile device, headless mode, 1-key return, 6-axis gyroscope, 500-foot range, VR goggles, and two batteries (each with a 12- to 15-minute flight time). The FX Mini has a 6- to 8- minute flight time, three speeds, and a 100-foot range.",TOYS & HOBBIES,
Freehands Men's Finger Mittens,,https://www.dealnews.com/Freehands-Mens-Finger-Mittens-for-20-free-shipping/2172560.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vyqnxxk9vgqx5s6xxd8d",3,$20,free shipping,,2172560,"As one of its daily deals, B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172560"">Freehands Men's Finger Mittens</a> for <strong>$19.95</strong> with <strong>free shipping</strong>. That's $19 off list and the lowest price we could find. They feature a separate index finger, fold-back index and thumb tips, and a memory card pocket. They come in sizes S to XL. Deal ends January 6.",ACCESSORIES,2018-01-05T16:19:38-05:00
Tacklife Advanced Electric Spray Gun,,https://www.dealnews.com/Tacklife-Advanced-Electric-Spray-Gun-for-37-free-shipping/2172542.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ok4mllmdjtpffum7ntn9",3,$37,free shipping,,2172542,"TackLifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172542"">Tacklife Advanced Electric Spray Gun</a> for $45.97. Coupon code ""5F7JPDEB"" drops it to <b>$36.78</b>. With <b>free shipping</b>, that's $9 off list and the lowest price we could find, although we saw it for $3 less last month. It features three spray patterns, three nozzle sizes, and a 30-oz. paint container. Deal ends January 10.",POWER TOOLS,2018-01-05T22:15:03-05:00
"iMac Pro 8-Core 27"" 5K w/ 8GB GPU, 1TB SSD",,https://www.dealnews.com/iMac-Pro-8-Core-27-5-K-w-8-GB-GPU-1-TB-SSD-for-4-989-free-shipping/2172551.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l1xnsqncqiu8cv07uivq",1,"$4,989",free shipping,2018-01-05T10:59:13-05:00,2172551,"LA Computer Company offers the new <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172551"">Apple iMac Pro Intel Xeon W 8-Core 3.2GHz 27"" Retina 5K All-in-One Desktop</a> for <strong>$4,989</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10 and the first time we've seen it discounted. Features include:
<ul>
 <li>Intel Xeon W-2145 3.2GHz 8-core processor
 </li>
 <li>27"" 5120x2880 (5K) Retina display
 </li>
 <li>32GB RAM
 </li>
 <li>1TB SSD
 </li>
 <li>Radeon Pro Vega 56 8GB graphics
 </li>
 <li>macOS High Sierra
 </li>
</ul>",IMAC,
Keurig K-Cup 40- to 48-Packs,,https://www.dealnews.com/Keurig-K-Cup-40-to-48-Packs-for-20-pickup-at-Best-Buy/2172548.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ikbqcjvkx756qufeht",4,$20,pickup at Best Buy,,2172548,"Best Buy offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172548"">Keurig K-Cup 40-, 42-, 44-, or 48-Packs</a> for <strong>$19.99</strong>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's tied with our October mention (although that included free shipping) and a savings of at least $9 on many of these packs. (Many stores charge around $10 more.)",COFFEE,2018-01-05T15:02:00-05:00
16mm Chenxiang/Eaglewood/Agarwood Bracelet,,https://www.dealnews.com/16-mm-Chenxiang-Eaglewood-Agarwood-Bracelet-for-20-free-shipping/2172545.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hc1amqp8ksdq1xd6vkkz",1,$20,free shipping,,2172545,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172545"">Elastic 16mm Chenxiang / Eaglewood / Agarwood Buddhist Prayer Bead Bracelet</a> for $49.99. Coupon code ""dealnews60"" cuts it to <strong>$20</strong>. With <strong>free shipping</strong>, that's $6 under last month's mention, $30 off, and the lowest price we could find. This 8"" bracelet stretches to fit and features 16mm wood beads. Deal ends January 9.",JEWELRY,2018-01-05T12:56:44-05:00
Makino Men's Hiking Pants/Shorts,,https://www.dealnews.com/Makino-Mens-Hiking-Pants-Shorts-for-30-free-shipping/2172536.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ss8sniglu5diok89ekw9",3,$30,free shipping,,2172536,"MooYee via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172536"">Makino Men's Convertible and Non-Convertible Quick Dry Hiking Pants/Shorts</a> in several colors (Dark Blue pictured) for $49.90. Coupon code ""3EQCLICJ"" cuts that to <strong>$29.94</strong>. That's $20 off and the best price we could find. They're available in select sizes from 28x29 to 38x32. Deal ends October 31.<br>
<br>
Note: Select sizes cost less after coupon.",ACTIVEWEAR,2018-01-05T22:12:53-05:00
Prooral Orthopedic Memory Foam Seat Cushion,,https://www.dealnews.com/Prooral-Orthopedic-Memory-Foam-Seat-Cushion-for-16-free-shipping/2172533.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sinr9lgommwjp9owxmc8",2,$16,free shipping,2018-01-05T10:45:00-05:00,2172533,"Viekoo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172533"">Prooral Orthopedic Memory Foam Seat Cushion</a> in Gray for $26.99. Coupon code ""AR24DBOC"" drops it to <strong>$15.92</strong>. With <strong>free shipping</strong>, that's $4 under last week's mention, $11 off, and the lowest price we've seen. It measures 17.7"" x 14"" x 2.8"" and features a washable cover with nonslip rubber bottom. Deal ends June 30.",HEALTH,
Refurb Dell Latitute E5440 and E7440 Laptops,,https://www.dealnews.com/Refurb-Dell-Latitute-E5440-and-E7440-Laptops-50-off-free-shipping/2172530.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/li4qud0ftnvzun3pqtgb",3,50% off,free shipping,,2172530,"Dell Refurbished Store cuts <strong>50% off</strong> refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172530"">Dell Latitude E5440 and E7440 Laptops</a> via coupon code ""E5440DEAL7440"". Plus, all orders bag <strong>free shipping</strong> via the same coupon. Some exclusions apply, including clearance items. After coupon, E5440 models start at <b>$214.50</b> while E7440 models are priced from <b>$309.50</b>. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",LAPTOPS,2018-01-05T22:08:05-05:00
Meeracula Memory Foam Cooling Pillow,,https://www.dealnews.com/Meeracula-Memory-Foam-Cooling-Pillow-from-27-free-shipping/2172539.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktdo2yiwxskcfyd0qb5r",2,from $27,free shipping,2018-01-05T10:43:01-05:00,2172539,"Meerkat Home via Amazon discounts the Meeracula Memory Foam Cooling Pillow via coupon code ""RGK6LMBK"" in the sizes listed below. Plus, all orders bag <b>free shipping</b>. Each pillows is filled with shredded CertiPUR memory foam. Deal ends January 31. The deals, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172539"">Meeracula Memory Foam Cooling Standard Pillow</a> for <b>$26.59</b> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097821,2172539"">Meeracula Memory Foam Cooling Queen Pillow</a> for <b>$27.99</b> ($12 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097824,2172539"">Meeracula Memory Foam Cooling King Pillow</a> for <b>$30.09</b> ($13 off)
 </li>
</ul>",BEDDING,
Tacklife Advanced Digital Clamp Meter,,https://www.dealnews.com/Tacklife-Advanced-Digital-Clamp-Meter-for-16-free-shipping/2172518.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kswskt4bk2bn8oqizs0g",3,$16,free shipping,,2172518,"TacklifeDirect via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172518"">Tacklife Advanced Digital Clamp Meter</a> for $22.97. Coupon code ""ANCL93JA"" drops it to <strong>$15.85</strong>. Plus, Prime members get <strong>free shipping</strong>. That's $12 less than our July mention and the lowest price we could find by $13. It features live line, continuity, and overload tests. It requires three AAA batteries (included). Deal ends January 10.",POWER TOOLS,2018-01-05T22:07:44-05:00
Upcoming: Geoffrey's Birthday LEGO Build,,https://www.dealnews.com/Upcoming-Geoffreys-Birthday-LEGO-Build-for-free-at-Toys-R-Us-stores/2172521.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yufcptmol4x7abe4kc1x",3,free,"at Toys""R""Us stores",,2172521,"On January 6, from 3 pm to 4 pm local time, participating Toys""R""Us locations offer Rewards""R""Us Geoffrey's Birthday Club members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172521"">LEGO birthday build and other surprises</a> for <strong>free</strong>. There will also be story-time with Geoffrey and other in-store activities.<br>
<br>
Can't make it in January? Select Toys""R""Us locations will host this same event on February 3 and March 3, from 3 pm to 4 pm local time. Not a Rewards""R""Us member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097764,2172521"">join</a>. Make sure to enroll in Geoffrey's Birthday Club during sign-up. Members will receive an email coupon for the LEGO build; print it or show a copy on your phone to receive your item.",TOYS & HOBBIES,2018-01-05T22:05:39-05:00
Refurb Dell Optiplex 7010 or 9010 Desktop PC,,https://www.dealnews.com/Refurb-Dell-Optiplex-7010-or-9010-Desktop-PC-50-off-free-shipping/2172527.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdzzcdjqrvukleaewdjf",4,50% off,free shipping,,2172527,"Dell Refurbished Store takes <b>50% off</b> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172527"">Dell Optiplex 7010 Desktops</a> or its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097776,2172527"">Dell Optiplex 9010 Desktops</a> via coupon code ""DT7010DEAL9010"". (Prices start at $259 before coupon.) Plus, the same coupon bags <b>free shipping</b>. Clearance units are excluded. Deal ends January 8.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",DESKTOPS,2018-01-05T15:01:13-05:00
Refurb Dell PowerEdge Servers,,https://www.dealnews.com/Refurb-Dell-Power-Edge-Servers-50-off-3-000-free-shipping/2172524.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wgblf2hmxj6enz5qoyar",2,"50% off $3,000",free shipping,2018-01-05T10:30:34-05:00,2172524,"Dell Refurbished Store takes <strong>50% off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172524"">Dell PowerEdge Server</a> priced <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097770,2172524"">$3,000 or more</a> via coupon code ""POWER50DEAL"". (It only applies to single items; orders totalling $3,000 or more don't qualify.) Plus, it bags <strong>free shipping</strong> on all qualifying orders. Deal ends January 11.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",SERVERS,
