editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjnzzdhf9hbnat9mevpt",,,2018-01-03T11:48:39-05:00,ROUNDUPS,2171015,,"Whether you're a true audiophile or just need new earbuds for your gym routine, check out our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-headphone-deals/"">headphone deals</a>. Preorder high-end Sennheiser cans, score cheap earbuds, and more.",https://www.dealnews.com/features/best-headphone-deals/,Best Headphone Deals: Save $10 on Already-Cheap Earbuds
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yj2ccue2pvcaakkwcazl",3,$2,,COMPUTER CABLES,2170994,2018-01-03T16:48:28-05:00,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170994"">Weme Micro USB 2.0 Aluminum 3-Foot Cable</a> in several colors (Black pictured) for $4.99. Coupon code ""M66D9HCB"" drops it to <b>$1.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from three weeks ago and the lowest price we could find by a buck. This type-A male to micro B male cable features gold-plated connectors. Deal ends January 15.",https://www.dealnews.com/Weme-Micro-USB-2.0-Aluminum-3-Foot-Cable-for-2-free-shipping-w-Prime/2170994.html,Weme Micro USB 2.0 Aluminum 3-Foot Cable
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktsxbugknaxmytrksism",1,from $141 per night,2018-01-03T11:34:59-05:00,HOTELS,2171003,,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171003"">5-Night Stays for Two at the All-Inclusive Viva Wyndham V Heavens</a> in Puerto Plata, Dominican Republic, with prices starting at <strong>$703.80</strong> via coupon code ""10PCT"". (It's the top offer on the page; we found this rate on June 3.) At $141 per night, that's the lowest current rate we could find at this adults-only property by $90. Book this travel deal by January 7 for stays from May 1 through July 31.",https://www.dealnews.com/5-Nts-All-Incl.-Adults-Only-Puerto-Plata-Hotel-from-141-per-night/2171003.html,5Nts All-Incl. Adults-Only Puerto Plata Hotel
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qve4j2aisnjnbyrgakbx",4,$10,,CUTLERY & FLATWARE,2170976,2018-01-03T15:38:27-05:00,"Equinox Int. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170976"">Royal 20-Piece Silverware Set</a> in Silver for $22.97. Coupon code ""JC598T7D"" cuts the price to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's $13 off list and the lowest price we could find. It includes four dinner forks, four tablespoons, four knives, four salad forks, and four teaspoons.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094404,2170976"">The Royal 20-Piece Silverware Set</a> in the Elegant Curved Design Edition is also on sale for <strong>$9.97</strong> with <strong>free shipping</strong> via coupon code ""JLYB2PBW'. That's $17 off list and the lowest price we could find. It includes five dinner forks, five tablespoons, five knives, and five teaspoons. Both deals end January 31.",https://www.dealnews.com/Royal-20-Piece-Silverware-Sets-for-10-free-shipping-w-Prime/2170976.html,Royal 20-Piece Silverware Sets
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4dtdbiszlyyiv0uomop",2,$13,2018-01-03T11:25:49-05:00,LUGGAGE & TRAVEL GEAR,2170979,,"Oxa Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170979"">Oxa 4-Piece Packing Cube Set with Laundry and Shoes Bag</a> in several colors (Blue pictured) for $15.99. Coupon code ""3BPWBI7M"" cuts the price to <strong>$12.79</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under last month's mention, $3 off list, and the best we could find. Each bag features waterproof sides and a base, with a mesh top panel and SBS zipper. Deal ends January 31.",https://www.dealnews.com/Oxa-4-Piece-Packing-Cube-Set-for-13-free-shipping-w-Prime/2170979.html,Oxa 4-Piece Packing Cube Set
True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muddlxern1oppcw8povy",4,$50,,BACKPACKS,2170988,2018-01-03T17:24:06-05:00,"Something Strong via Flagship offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170988"">Something Strong backpacks, messenger bags, duffel bags, and laptop bags</a> for $89.99. Better yet, add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094410,2170988"">two bags of different styles</a> to your cart and apply coupon code ""BAGS"" for a final price of <strong>$50</strong>. With <strong>free shipping</strong>, that's tied with our expired mention from two days ago and, at $25 per bag, the lowest per-bag price we could find for the Something Strong brand by at least $21. Deal ends January 7.<br>
<br>
Note: Applying the coupon on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094413,2170988"">two bags of the same style</a> will drop the final price to $89.99; essentially, making the second bag free.",https://www.dealnews.com/2-Something-Strong-Bags-for-50-free-shipping/2170988.html,2 Something Strong Bags
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tm3dhtsq6tfhn5nirypy",4,"$100 off, from $199",,LAPTOPS,2170958,2018-01-03T15:33:21-05:00,"Dell Refurbished Store cuts <strong>$100 off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170958"">Dell Latitude E6230 Laptop</a> via coupon code ""JANDEAL2"", with prices starting at <s>$139</s>. Plus, all of these laptops receive <strong>free shipping</strong>. Clearance items are excluded. Deal ends January 31.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<br>
<br>
<i>Update</i>: Prices now start from <strong>$199</strong>.",https://www.dealnews.com/Refurb-Dell-Latitude-E6230-Laptops-100-off-from-199-free-shipping/2170958.html,Refurb Dell Latitude E6230 Laptops
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdzzcdjqrvukleaewdjf",3,"$200 off, from $289",,DESKTOPS,2170952,2018-01-03T16:26:58-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170952"">Dell Refurbished Store</a> takes <b>$200 off</b> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094305,2170952"">Dell Optiplex 9020 Desktops</a> via coupon code ""JANDEAL4"". (Prices start at <strong>$289</strong> after the coupon.) Plus, the same coupon bags <b>free shipping</b>. Clearance units are excluded. Deal ends February 28.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",https://www.dealnews.com/Refurb-Dell-Optiplex-9020-Desktop-PCs-200-off-from-289-free-shipping/2170952.html,Refurb Dell Optiplex 9020 Desktop PCs
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y0qe346ru9s9vh8wri7t",3,from $38 1-way,,AIRFARE,2170970,2018-01-03T16:47:15-05:00,"JetBlue Airways via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170970"">JetBlue 1-Way Fares Nationwide</a> with prices starting from <strong>$38.20</strong>. (On the DealBase landing page, click on ""JetBlue"" in the top line to see this sale.) That's the lowest price we could find for select routes by at least $8. This price is valid on flights departing January 10 from Pittsburgh, PA, (PIT) with arrival in Fort Lauderdale, FL, (FLL). Blackout dates apply. Book this travel deal by January 4 for travel from January 10 through April 25.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",https://www.dealnews.com/Jet-Blue-Airways-Nationwide-Fares-from-38-1-way/2170970.html,JetBlue Airways Nationwide Fares
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xppmmzrku7jz4utk9iyw",3,$40,,TOYS & HOBBIES,2170922,2018-01-03T16:25:03-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170922"">LEGO Ninjago Movie Green Ninja Mech Dragon Building Kit</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094200,2170922"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094353,2170922"">Target</a> are tied.) That's tied with our October mention and the lowest price we could find by $10. It comes with 544 pieces.",https://www.dealnews.com/LEGO-Ninjago-Movie-Mech-Dragon-Building-Kit-for-40-free-shipping/2170922.html,LEGO Ninjago Movie Mech Dragon Building Kit
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u9kqmhgoygvzraffku0k",2,$25,,BLU-RAY DISC MOVIES,2170793,2018-01-03T15:55:40-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170793"">Jurassic Park 4-Movie Collection on 3D Blu-ray / Blu-ray / Digital HD</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It includes Jurassic Park (2D and 3D versions), The Lost World: Jurassic Park, Jurassic Park III, and Jurassic World (2D and 3D versions), as well as several hours of bonus content.",https://www.dealnews.com/Jurassic-Park-Collection-3-D-Blu-ray-Blu-ray-for-25-free-shipping/2170793.html,Jurassic Park Collection 3D Blu-ray / Blu-ray
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/twonmb3ohda0a3kl4tnk",3,"from $1,838 for 2",,VACATIONS,2170955,2018-01-03T16:44:01-05:00,"Gate 1 Travel via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170955"">Central Thailand 7-Night Flight and Hotel Escorted Vacation for Two</a> with prices starting from <strong>$1,838</strong> via coupon code ""SHWTRK"". That's the lowest price we could find for such a package by $580. Book this travel deal by January 31 for vacations through May 10. Highlights include:
<ul>
 <li>Roundtrip international airfare
 </li>
 <li>hotel stays in Bangkok, Kanchanaburi, and Ayutthaya
 </li>
 <li>10 meals, including daily breakfast
 </li>
 <li>sightseeing tours per itinerary
 </li>
</ul>",https://www.dealnews.com/7-Nt-Thailand-Flight-Hotel-Escorted-Vacation-from-1-838-for-2/2170955.html,7Nt Thailand Flight & Hotel Escorted Vacation
True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mtjbpbjyu5cemmnlch2a",5,$10,,SHIRTS,2170934,2018-01-03T17:04:12-05:00,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170934"">Gap Men's Heavyweight Henley Shirt</a> in <del>several colors</del> Carls Stone (pictured) for $16.97. Apply coupon codes ""HAPPY"" and ""ITSFREE"" to drop the price to <strong>$10.18</strong> and bag <strong>free shipping</strong>. That's a total savings of $32 and a great deal for a Gap shirt. It's available in select sizes from <del>XS</del> 3XL only. Deal ends January 8.",https://www.dealnews.com/Gap-Mens-Heavyweight-Henley-Shirt-for-10-free-shipping/2170934.html,Gap Men's Heavyweight Henley Shirt
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xkuknhdwfgpcrlgqjypg",3,$19,,MICE/TRACKBALLS,2170787,2018-01-03T16:22:47-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170787"">Logitech M705 Wireless Laser Marathon Mouse</a> in Black for <strong>$19.49</strong> with <strong>free shipping</strong>. That's a buck under our August mention and the lowest price we could find today by $5, excluding the below mention. It features a 1,000 dpi resolution and up to a 3-year battery life. Two AA batteries are required, included.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094296,2170787"">Newegg</a> offers it for $19.99 with free shipping.",https://www.dealnews.com/Logitech-M705-Wireless-Laser-Mouse-for-19-free-shipping-w-Prime/2170787.html,Logitech M705 Wireless Laser Mouse
True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s7tv4slv7hh1tvln5puq",3,$60,,ACCESSORIES,2170949,2018-01-03T17:22:40-05:00,"Skinny Tie Madness via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170949"">Skinny Tie Madness Getaway Bag 15-Tie Bundle</a> for $250. (It should be the third item in the sale.) Coupon code ""DT60"" cuts that to <strong>$59.99</strong>. With <strong>free shipping</strong>, that's 190 off list and the lowest price we could find. (For further comparison, individual ties sell for $10 apiece.) It includes 15 ties (chosen at random, some with tie clips) and a duffel bag. Deal ends January 4.",https://www.dealnews.com/Skinny-Tie-Madness-Getaway-Bag-15-Tie-Bundle-for-60-free-shipping/2170949.html,Skinny Tie Madness Getaway Bag 15-Tie Bundle
True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfpivzh2ijdkkgvnd3pu",3,$42,,COATS,2170940,2018-01-03T17:09:51-05:00,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170940"">Gap Men's Ripstop Parka</a> in Tapestry Navy for $69.99. Coupon code ""HAPPY"" cuts that to <strong>$41.99</strong>. Plus, coupon code ""ITSFREE"" bags <strong>free shipping</strong>. That's a savings of $63 and the best price we could find. It's available in sizes S to XL. Deal ends January 8.",https://www.dealnews.com/Gap-Mens-Ripstop-Parka-for-42-free-shipping/2170940.html,Gap Men's Ripstop Parka
True,$1 shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mzr0t5yl8v0aedxjwuwk",3,$20,,SHOES,2170889,2018-01-03T16:22:01-05:00,"Joe's New Balance Outlet offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093948,2170889"">New Balance Kids' shoes</a> for <strong>$19.99</strong>. Plus, coupon code ""DOLLARSHIP"" bags <strong>$1</strong> shipping. As well as boasting some impressive lows, these are great prices for kids' shoes and among the best we've seen from New Balance. Deal ends January 9. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093894,2170889"">New Balance Girls' Electric Rainbow 200 Shoes</a> for <strong>$19.99</strong> (low by $23)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170889"">New Balance Boys' Vazee Rush v2 Shoes</a> for <strong>$19.99</strong> (pictured, low by $34)
 </li>
</ul>",https://www.dealnews.com/New-Balance-Kids-Shoes-for-20-1-s-h/2170889.html,New Balance Kids' Shoes
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cqmbohm4y92fa0mnnkwa",5,$4,,RESTAURANTS,2170925,2018-01-03T15:31:36-05:00,"Participating IHOP locations offer <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170925"">All-You-Can Eat-Pancakes</a> for <b>$3.99</b>. That's tied with our mention from last January as the best deal we've seen on large quantities of pancakes. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094158,2170925"">Click here</a> to find a restaurant near you. Deal ends February 12.",https://www.dealnews.com/IHOP-All-You-Can-Eat-Pancakes-for-4/2170925.html,IHOP All-You-Can Eat-Pancakes
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pr1ihav4miktiqkotgqc",4,Up to 60% off,,CLOTHING & ACCESSORIES,2170931,2018-01-03T15:31:21-05:00,"Ending January 4 at 8 am ET, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170931"">NFL Shop</a> takes <strong>up to 60% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094191,2170931"">clearance items</a>. Plus, coupon code ""SIDELINE"" bags <strong>free shipping</strong> with no minimum purchase. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1040/NFL-Shop/"">NFL Shop Coupons</a>.</p>",https://www.dealnews.com/NFL-Shop-Clearance-Sale-Up-to-60-off-free-shipping/2170931.html,NFL Shop Clearance Sale
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u9xxli4cnih2xkliw42i",3,"from $2,190 for 2",,VACATIONS,2170928,2018-01-03T16:40:47-05:00,"CostSaver Tours discounts select European vacation packages for two with prices starting from <strong>$2,190</strong>, as seen on Travelzoo. (Price is based on double occupancy.) Note that these packages do not include airfare, which can be added at an additional cost. Additional fees and blackout dates may apply. Book this travel deal by January 31 for travel through April 2019. The packages:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170928"">6-Night Jewels of Italy Hotel and Guided Tour Package for two</a> from <strong>$2,190</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094164,2170928"">7-Night Jewels of France Hotel and Guided Tour Package</a> for two from <b>$2,190</b>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094167,2170928"">8-Night Highlights of Sicily Hotel and Guided Tour Package for two</a> from <strong>$2,360</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094170,2170928"">9-Night Imperial Highlights 4-Country Hotel and Guided Tour Package for two</a> from <strong>$2,560</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094173,2170928"">9-Night Croatia &amp; Bosnia-Herzegovina Hotel and Guided Tour Package for two</a> from <strong>$3,100</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094176,2170928"">9-Night Imperial Highlights 4-Country Hotel and Guided Tour Package for two</a> from <strong>$3,380</strong>
 </li>
</ul>",https://www.dealnews.com/Cost-Saver-European-Tour-Packages-from-2-190-for-2/2170928.html,CostSaver European Tour Packages
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/khqmvstwwij3y4ttkbq0",1,$170...or less,2018-01-03T10:20:43-05:00,TABLES,2170868,,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170868"">SEI Stevenwood Cocktail Table</a> in French Gray for <strong>$169.88</strong> with <strong>free shipping</strong>. (Non-members pay a $16.99 surcharge.) That's the lowest price we could find by $6, excluding the mention below. It measures 46"" x 28"" x 19"" and features a tempered glass top.<br>
<br>
Not a Sam's Club member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094155,2170868"">The Mine via Houzz</a> charges <strong>$168.80</strong> with <strong>free shipping</strong>.",https://www.dealnews.com/SEI-Stevenwood-Cocktail-Table-for-170...or-less-free-shipping/2170868.html,SEI Stevenwood Cocktail Table
,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rp8o0tjaq4hth3c0fjw8",2,$5,,CAMPING & OUTDOORS,2170814,2018-01-03T16:20:46-05:00,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170814"">Sea to Summit 16-oz. Delta Mug</a> in Kimberley Blue for <strong>$4.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. This BPA-free mug can withstand high heat and cold and features a doubled-up top edge and glass-reinforced polypropylene construction.",https://www.dealnews.com/Sea-to-Summit-16-oz.-Delta-Mug-for-5-pickup-at-REI/2170814.html,Sea to Summit 16-oz. Delta Mug
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ahx6y9ykaq0blwvv1zo2",3,$27,,COFFEE,2170805,2018-01-03T12:57:07-05:00,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170805"">six Keurig Eight O'Clock Coffee K-Cup 12-Packs</a> (72 K-Cups total) in Medium Roast for <strong>$26.99</strong> with <b>free shipping</b>, via the directions below. That's 37 cents per K-Cup, $3 less than our mention from last October, and the lowest price we could find by $11. It's made with 100% Arabica coffee. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170805"">six Keurig Eight O'Clock Coffee K-Cup 12-Packs</a> for $35.99
 </li>
 <li>Clip the 20% off coupon on the product page
 </li>
 <li>Checkout via Subscribe &amp; Save for a final price of <strong>$26.99</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments.",https://www.dealnews.com/72-Keurig-Eight-OClock-Coffee-K-Cups-for-27-free-shipping/2170805.html,72 Keurig Eight O'Clock Coffee K-Cups
,free shipping w/ $50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s9acyxmwos9brui28qu0",4,60% off,,CLOTHING & ACCESSORIES,2170844,2018-01-03T15:30:52-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093813,2170844"">American Eagle Outfitters</a> takes <strong>60% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170844"">clearance styles</a>. (Prices are as marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more qualify for free shipping. Some exclusions apply, including jeans and Aerie underwear. Deal ends January 10.",https://www.dealnews.com/American-Eagle-Outfitters-Clearance-Sale-60-off-free-shipping-w-50/2170844.html,American Eagle Outfitters Clearance Sale
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/be8iymxwyacigiyryado",3,$5,,HOME & GARDEN,2170910,2018-01-03T16:18:54-05:00,"MaidMax via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170910"">Maidmax Over The Door Shoe Organizer</a> for $10.99. Coupon code ""CJQPVB7S"" cuts it to <strong>$5</strong>. With <strong>free shipping</strong> via Prime, that's tied with our mention from two weeks ago as the lowest price we've seen. (It's also the best deal now by $5.) It features 24 clear PVC pockets, a breathable non-woven backing, and four metal mounting hooks. Deal ends January 31.",https://www.dealnews.com/Maidmax-Over-The-Door-Shoe-Organizer-for-5-free-shipping-w-Prime/2170910.html,Maidmax Over The Door Shoe Organizer
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqbpza3eyarp8hxktdo3",3,from $418 for 2,,CRUISES,2170916,2018-01-03T16:17:42-05:00,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170916"">Carnival Cruises 4-Night Mexico Cruise for Two</a> with prices starting from <strong>$418</strong>. That's the lowest price we could find by $110. This roundtrip cruise aboard the Carnival Imagination departs on February 11. Additional fees may apply. Book this travel deal by February 3.",https://www.dealnews.com/Carnival-4-Nt-Mexico-Cruise-in-February-from-418-for-2/2170916.html,Carnival 4Nt Mexico Cruise in February
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bon6ujvyu9kk7w6vkkhf",3,$33,,PETS,2170838,2018-01-03T16:16:51-05:00,"Won Lane via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170838"">OxGord Paws &amp; Pals Automatic Programmable Pet Feeder</a> for <strong>$32.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3. It holds up to 45 cups of pet food and features an LCD screen, built-in voice recorder and speaker, programmable portion sizes and feeding times, and pet-proof lock.",https://www.dealnews.com/Ox-Gord-Paws-Pals-Automatic-Pet-Feeder-for-33-free-shipping/2170838.html,OxGord Paws & Pals Automatic Pet Feeder
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zsqreeurf4jx05jit5sz",3,$8 w/ Prime,,GROCERIES,2170895,2018-01-03T16:15:49-05:00,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170895"">V8 100% Vegetable Juice 11.5-oz. Can 24-Pack</a> in Original for $11.04. Clip the 25% off coupon on the product page to drop it to <strong>$8.28</strong>. With <strong>free shipping</strong>, that's $7 under picking it up from a local store, although we saw it for $2 less in July. Made from a blend of eight vegetables, this juice offers two full servings of vegetables per 8-oz. serving.",https://www.dealnews.com/V8-Vegetable-Juice-11.5-oz.-Can-24-Pack-for-8-w-Prime-free-shipping/2170895.html,V8 Vegetable Juice 11.5-oz. Can 24-Pack
