shipping,category,time_modified,price,uuid,hotness,description,url,editors_choice,picture_url,title,time_published
free shipping,PET FOOD,2017-12-30T15:35:33-05:00,$7 w/ Prime,2168834,3,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168834"">Purina Cat Food Sample Box</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089847,2168834"">$6.99 Amazon Credit</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. (The credit must be used towards purchases of select Purina cat products.) That's tied with our mention from three weeks ago, and assuming you'll use the credit, makes the sample box essentially free. Each box contains six or more samples of dry and wet cat food.<br>
<br>
Note: It's expected to ship in one to two weeks.",https://www.dealnews.com/Purina-Cat-Food-Sample-Box-w-7-Amazon-GC-for-7-w-Prime-free-shipping/2168834.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvliiupgkjfo3mfiblju",Purina Cat Food Sample Box w/ $7 Amazon GC,
free shipping,PORTABLE SPEAKERS,2017-12-30T16:20:13-05:00,$30,2168837,3,"Amazon offers the second-generation <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168837"">Amazon Echo Dot</a> in Black for <strong>$29.99</strong> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089850,2168837"">Best Buy</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089853,2168837"">Bed Bath &amp; Beyond</a>, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089856,2168837"">Newegg</a> all have it for the same price.) That's tied with our mention from three weeks ago as the lowest price we've seen. (It's the best deal now by $5.) It features Alexa voice control, 802.11n dual-band wireless, Bluetooth, and a 3.5mm audio output.",https://www.dealnews.com/Amazon-Echo-Dot-for-30-free-shipping/2168837.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gn8yknyd66qithrnwemq",Amazon Echo Dot,
free shipping,PROJECTORS,2017-12-30T15:22:21-05:00,$150,2168828,5,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168828"">Outdoor Theatre Total Home FX Kit</a> for <b>$149.75</b> with <b>free shipping</b>. That's the lowest price we could find by $193. The kit includes a 96"" screen, 24-watt speaker, and projector with Bluetooth and one HDMI port.",https://www.dealnews.com/Outdoor-Theatre-Total-Home-FX-Kit-for-150-free-shipping/2168828.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/icgcpianmxg6myimrmtk",Outdoor Theatre Total Home FX Kit,
free shipping w/ $25,CLOTHING & ACCESSORIES,2017-12-30T15:22:04-05:00,Extra 25% to 40% off,2168831,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168831"">Dick's Sporting Goods</a> cuts an <strong>extra 25% to 40% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089838,2168831"">clearance items</a>, already marked <strong>up to 60% off</strong>. (Discount applies in-cart; alas, not all marked items are eligible.) Shipping adds <strong>$5.99</strong>, but orders of $25 or more bag free shipping. A couple of best bets, with prices after all discounts and $5.99 for shipping:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089841,2168831"">Reebok Women's T-Back Tank Top</a> for <strong>$5.98</strong> ($19 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089844,2168831"">adidas Men's Phenom Embossed Tech 3/4-Sleeve Shirt</a> for <strong>$14.38</strong> ($16 off)
 </li>
</ul>",https://www.dealnews.com/Dicks-Sporting-Goods-Clearance-Sale-Extra-25-to-40-off-free-shipping-w-25/2168831.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfakcl9vyd4afpicl3ew",Dick's Sporting Goods Clearance Sale,
pickup at Walmart,CARD AND BOARD GAMES,2017-12-30T16:19:40-05:00,$17,2168825,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168825"">Bacon-Opoly Game</a> for <b>$17.28</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089835,2168825"">Amazon</a> charges the same with free shipping for Prime members.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $3, although we saw it for a buck less in September. It features play for two to six people.",https://www.dealnews.com/Bacon-Opoly-Game-for-17-pickup-at-Walmart/2168825.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ul9acid1vifpshmyrvbl",Bacon-Opoly Game,
,CREDIT CARDS,,"40,000 Bonus Miles",2168600,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168600",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i",Barclaycard Arrival Plus™ MasterCard®,2017-12-30T00:01:00-05:00
pickup at Walmart,SHAVING & GROOMING,2017-12-30T15:51:22-05:00,$20,2168822,4,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168822"">Philips Norelco Multigroom Series 5000 Trimmer</a> for <b>$20</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089832,2168822"">Amazon</a> charges the same.) Opt for in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's tied with our mention from last week as the lowest price we've seen. (It's the best deal we could find now by $7.) The set includes 18 pieces.",https://www.dealnews.com/Philips-Norelco-Multigroom-5000-Trimmer-for-20-pickup-at-Walmart/2168822.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ezfjno9iw6x5vzmtou7t",Philips Norelco Multigroom 5000 Trimmer,
free shipping w/ $45,SEASONAL/HOLIDAYS,2017-12-30T15:19:16-05:00,50% to 75% off,2168819,5,"Home Depot takes <strong>50% to 75% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089826,2168819"">Christmas trees, lighting, and decor</a>. Choose ship-to-store <strong>pickup</strong> to dodge shipping fees, which start at $5.99, or bag free shipping on orders of $45 or more. (Certain items qualify for no-minimum free shipping.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089829,2168819"">LightShow Holiday Projection RGB Ribbon Light 2-Pack</a> for <strong>$4.97</strong> ($15 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168819"">Martha Stewart Living 7.5-ft. Indoor Snowy Norwegian Spruce Artificial Christmas Tree w/ Clear Lights</a> for <strong>$249.50</strong> (pictured, $250 off)
 </li>
</ul>",https://www.dealnews.com/Christmas-Items-at-Home-Depot-50-to-75-off-free-shipping-w-45/2168819.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwnldruhwucxbatxe5lg",Christmas Items at Home Depot,
free shipping w/ Prime,AUTOMOTIVE,2017-12-30T15:50:52-05:00,"Buy 2, get $5 off",2168816,4,"At Amazon, buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089820,2168816"">any two Rain-X wiper blades</a>, and get <strong>$5 off</strong> a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089814,2168816"">future purchase at Amazon</a>. (After your order ships you'll receive a code for $5 off a future purchase.) Plus, Prime members receive <strong>free shipping</strong> on all orders. Deal ends January 1. Some best bets, before discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168816"">Rain-X Water 26"" Repellency 2-in-1 Wiper Blade</a> for $14.97 (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089823,2168816"">Rain-X 17"" Latitude Wiper Blade</a> for $14.97
 </li>
</ul>",https://www.dealnews.com/Rain-X-Latitude-Wiper-Blades-at-Amazon-Buy-2-get-5-off-free-shipping-w-Prime/2168816.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yblaggzxjlvwpmfpafmx",Rain-X Latitude Wiper Blades at Amazon,
free shipping,SMALL APPLIANCES,2017-12-30T16:19:19-05:00,$330,2168810,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168810"">Breville Nespresso Creatista Plus Espresso and Coffee Maker</a> for <strong>$329.95</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $89. It features auto-frothing with eight texture levels and 11 milk temperature settings, multiple beverage selections, an LCD display, 1.5-liter water tank, and 19 bars of pressure.",https://www.dealnews.com/Breville-Nespresso-Creatista-Plus-for-330-free-shipping/2168810.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xe0xocfxah34jgahzgni",Breville Nespresso Creatista Plus,
free shipping w/ $75,CLOTHING & ACCESSORIES,2017-12-30T15:46:34-05:00,70% to 80% off,2168807,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168807"">Aeropostale</a> takes <strong>70% to 80% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089796,2168807"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089799,2168807"">End of Season Sale</a>. (Prices are as marked.) Shipping adds <strong>$5</strong>, but orders of $75 or more qualify for free shipping.<br>
<br>
Note: Select items may be less at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089802,2168807"">Aeropostale via eBay</a>, which has no-minimum <strong>free shipping</strong>.",https://www.dealnews.com/Aeropostale-End-of-Season-Clearance-Sale-70-to-80-off-free-shipping-w-75/2168807.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qbobumvupqaj8am5jz3s",Aeropostale End of Season Clearance Sale,
free shipping,GADGETS,2017-12-30T15:15:12-05:00,$3,2168804,5,"13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168804"">Energizer Automatic Slim LED Nightlights 2-Pack</a> for $6.46. Coupon code ""ENERGIZER1218"" cuts the price to <strong>$3.49</strong>. With <strong>free shipping</strong>, that's tied with our mention from a week ago and the lowest price we could find by $10. They are sensor activated and measure 4.5"" x 2"" x 1.5"".",https://www.dealnews.com/Energizer-Automatic-LED-Nightlights-2-Pack-for-3-free-shipping/2168804.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xjcy35ohrpirxwa0fkqh",Energizer Automatic LED Nightlights 2-Pack,
free shipping w/ $100,CLOTHING & ACCESSORIES,2017-12-30T15:14:50-05:00,50% off,2168801,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168801"">Armani Exchange</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089790,2168801"">men's, women's, and kids' items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089793,2168801"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <strong>$7.50</strong>, or spend $100 or more for free shipping.",https://www.dealnews.com/Armani-Exchange-Semi-Annual-Sale-50-off-free-shipping-w-100/2168801.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j8jalv3gqsan6lq6g4dz",Armani Exchange Semi-Annual Sale,
free shipping,SWEATERS,2017-12-30T16:18:47-05:00,$24,2168798,3,"Jo.s A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168798"">Jos. A. Bank Men's 1905 Collection Cotton Stripe Sweater</a> in Navy or Cream for <strong>$23.99</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089787,2168798"">join</a>.) That's tied with last week's mention at $76 off and the lowest price we could find. It's available in select sizes from S to XL.",https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Cotton-Stripe-Sweater-for-24-free-shipping/2168798.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbql8uca4dl5qfeeklzo",Jos. A. Bank Men's 1905 Cotton Stripe Sweater,
free shipping,HAND TOOLS,2017-12-30T16:18:09-05:00,$7,2168795,3,"Home Depot discounts a selection of Husky 10- and 11-piece drive socket sets to <strong>$6.88</strong> with <strong>free shipping</strong>, as listed below. Each is $3 off list and the lowest price we could find. The sets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168795"">Husky 11-Piece 1/4"" Metric Drive Socket and Ratchet Set</a> for <strong>$6.88</strong> (pictured)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089778,2168795"">Husky 11-Piece 1/4"" SAE Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089781,2168795"">Husky 10-Piece 3/8"" Metric Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089784,2168795"">Husky 10-Piece 3/8"" SAE Drive Socket Set</a> for <strong>$6.88</strong>
 </li>
</ul>",https://www.dealnews.com/Husky-10-and-11-Piece-Drive-Socket-Sets-for-7-free-shipping/2168795.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wlraolfvpqhfrrus0bhg",Husky 10- and 11-Piece Drive Socket Sets,
,CREDIT CARDS,,Earn a $150 bonus,2168615,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168615"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089688,2168615"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://www.dealnews.com/lw/click.html?20,2,2168615",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",Chase Freedom Unlimited® Card,2017-12-31T00:01:00-05:00
free shipping,TOYS & HOBBIES,2017-12-30T15:34:14-05:00,$200,2168789,3,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168789"">Brookstone Citybug 2 Electric Scooter with Lights</a> in Black for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find now by $100. It features a push and pull acceleration system, headlight, and tail light.",https://www.dealnews.com/Citybug-2-Electric-Scooter-with-Lights-for-200-free-shipping/2168789.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlccqkdcnyjxbrlau01s",Citybug 2 Electric Scooter with Lights,
free shipping,SUITS,2017-12-30T15:34:03-05:00,$55,2168786,4,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168786"">Jos. A. Bank Men's Classic Collection Tailored Fit Suit</a> in Grey or Charcoal for <strong>$55.20</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $145 off list, and a low price for a men's suit in general. It's available in select regular and long sizes from <del>37</del> 38 to 41. Deal ends January 1.",https://www.dealnews.com/Jos.-A.-Bank-Mens-Classic-Tailored-Fit-Suit-for-55-free-shipping/2168786.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqk4yla7kik10dhosxhf",Jos. A. Bank Men's Classic Tailored Fit Suit,
free shipping,MACBOOK AIR,2017-12-30T15:33:20-05:00,$550,2168783,3,"Altatac via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168783"">Apple MacBook Air Broadwell Core i5 1.6GHz 11.6"" Laptop</a> for <strong>$549.95</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's $185 under the best deal for a new unit.) It features an Intel Core i5 1.6GHz Broadwell dual-core processor, 11.6"" 1366x768 LCD, 4GB RAM, 128GB flash storage, webcam, 802.11ac wireless, Bluetooth 4.0, USB 3.0, Thunderbolt, and Mac OS X 10.10 Yosemite.<br>
<br>
Note: A 90-day warranty applies, although it's unclear who backs it.",https://www.dealnews.com/Refurb-Mac-Book-Air-Broadwell-i5-12-Laptop-for-550-free-shipping/2168783.html,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vm0xxfncikfdzup4c7bh","Refurb MacBook Air Broadwell i5 12"" Laptop",
,GAMES,2017-12-30T16:27:55-05:00,Up to 65% off w/ Gold,2168780,4,"For Xbox Live Gold members only, Microsoft Store takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089766,2168780"">game downloads for Xbox One</a> furing its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089769,2168780"">Countdown to 2018 Sale</a>. (Not a member? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/Xbox-Live-Gold-1-Month-Subscription-for-1/2167121.html"">Sign up</a> for a month for just $1.) Deal ends January 4. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089775,2168780"">Deux Ex: Mankind Divided for Xbox One</a> for <strong>$9</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168780"">For Honor: Standard Edition for Xbox One</a> for <strong>$19.80</strong> (pictured, low by $10)
 </li>
</ul>",https://www.dealnews.com/Microsoft-Store-Countdown-to-2018-Game-Sale-Up-to-65-off-w-Gold/2168780.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jjjamythguxpueuqofug",Microsoft Store Countdown to 2018 Game Sale,
free shipping,TOYS & HOBBIES,2017-12-30T16:16:02-05:00,$36,2168777,2,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168777"">Theefun 1:16 Rock Crawler 2.4Ghz Remote Control Car</a> for $59.99. Coupon code ""264L7LDQ"" cuts that to <strong>$35.99</strong>. With <strong>free shipping</strong>, that's $24 off and the lowest price we could find. It features anti-skid wheels, shockproof suspension, 4WD, and rechargeable battery. One AA battery is required. Deal ends December 31.",https://www.dealnews.com/Theefun-1-16-Rock-Crawler-2.4-Ghz-RC-Car-for-36-free-shipping/2168777.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hgsw3bghje7gluhnc2re",Theefun 1:16 Rock Crawler 2.4Ghz RC Car,
free shipping,SMALL APPLIANCES,,$55,2168774,2,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168774"">Elechomes Big Mouth 900-watt Juicer</a> for $79.99. Coupon code ""BM5SK2CF"" cuts it to <strong>$54.99</strong>. With <strong>free shipping</strong>, that's $5 under last week's mention, $25 off list, and the lowest price we've seen. It features a 900-watt motor, 3"" chute, juice container which doubles as a serving pitcher, and overheat protection. Deal ends January 5.",https://www.dealnews.com/Elechomes-Big-Mouth-900-W-Juicer-for-55-free-shipping/2168774.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkwl2tvbmabmup7kimel",Elechomes Big Mouth 900W Juicer,2017-12-30T06:45:17-05:00
free shipping,TOYS & HOBBIES,2017-12-30T16:13:44-05:00,$40,2168771,3,"RC Drone via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168771"">Syma X56W Camera Quadcopter Drone</a> in Black or White for $59.90. Coupon code ""T2FIL4OI"" cuts the price to <strong>$39.53</strong>. With <strong>free shipping</strong>, that's $2 under our mention from a week ago and the lowest price we could find now by $10. It features 6-axis stability, has a flight time of seven minutes, and can be controlled with the remote or with a smartphone. Deal ends December 31.",https://www.dealnews.com/Syma-X56-W-Camera-Quadcopter-Drone-for-40-free-shipping/2168771.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nk6inseu838dlditsvs2",Syma X56W Camera Quadcopter Drone,
,HOME FURNITURE,2017-12-30T15:14:17-05:00,Up to 70% off,2168738,5,"Macy's cuts <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089751,2168738"">accent furniture</a> with prices starting at $66.20. Shipping starts around <strong>$10.95</strong> and surcharges may apply. Discounted items include chairs, side tables, chaise lounges, and loveseats. A couple best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089748,2168738"">Ander Accent Chair</a> for <strong>$89</strong> + <strong>$11</strong> s&amp;h ($50 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168738"">Coryn Fabric Accent Chair</a> for <strong>$159</strong> + <strong>$26</strong> s&amp;h (pictured, $166 off)
 </li>
</ul>",https://www.dealnews.com/Accent-Furniture-at-Macys-Up-to-70-off/2168738.html,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrb7htbhqbbvdq5ojz6z",Accent Furniture at Macy's,
