editors_choice,hotness,picture_url,uuid,url,shipping,description,time_published,price,category,time_modified,title
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jf6pucl2narnv1pwvkq7",2172509,https://www.dealnews.com/Langria-Anti-Slip-Bath-Mat-for-13-free-shipping-w-Prime/2172509.html,free shipping w/ Prime,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172509"">Langria Anti-Slip Bath Mat</a> in several colors (Beige pictured) for $19.99. Coupon code ""C2X2FEIP"" drops it to <b>$12.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $7 off list and the lowest price we could find. This chenille bath mat measures 20"" x 32"". Deal ends January 13.",,$13,BED & BATH,2018-01-05T15:37:49-05:00,Langria Anti-Slip Bath Mat
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdlizwad9qqmfcf8l4yw",2172503,https://www.dealnews.com/Onitsuka-Tiger-by-ASICS-Mens-GSM-Sneakers-for-38-free-shipping/2172503.html,free shipping,"Ruze Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172503"">Onitsuka Tiger by ASICS Men's GSM Leather Sneakers</a> in White for <b>$37.99</b> with <b>free shipping</b>. That's the lowest price we could find by $47. They're available in sizes <del>7.5</del> 9 to 13.",,$38,SHOES,2018-01-05T15:24:57-05:00,Onitsuka Tiger by ASICS Men's GSM Sneakers
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mfzfva4hehwhonwtwzkt",2172488,https://www.dealnews.com/Cuisinart-Supreme-Grind-Automatic-Mill-for-35-free-shipping/2172488.html,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172488"">Cuisinart Supreme Grind Automatic Burr Mill</a> for <b>$35.49</b> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097548,2172488"">Target via eBay</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097551,2172488"">Amazon</a> have it for the same.) That's the lowest price we've seen for a new unit and the best deal today by $14. (We saw a refurb for $9 less in October.) It features an 18-position grind selector and a removable grind chamber for up to 32 cups of coffee.",,$35,SMALL APPLIANCES,2018-01-05T15:22:06-05:00,Cuisinart Supreme Grind Automatic Mill
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z77ywjjbjnbiaqddafx2",2172500,https://www.dealnews.com/Auto-Vox-300-PSI-Tire-Inflator-for-15-free-shipping-w-Prime/2172500.html,free shipping w/ Prime,"I-Max via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172500"">Auto-Vox 300-PSI Tire Inflator</a> for $18.88. Coupon code ""TNFKAHUB"" drops it to <b>$15.10</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our November mention and the lowest price we could find by $6. It includes a 10-foot power cord and three adapters. Deal ends January 20.",,$15,AUTOMOTIVE,2018-01-05T15:21:23-05:00,Auto-Vox 300-PSI Tire Inflator
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nil9vn7rmubfutbhdzig",2172506,https://www.dealnews.com/Pido-Car-Backseat-Organizer-w-Tablet-Holder-for-9-free-shipping-w-Prime/2172506.html,free shipping w/ Prime,"Pido Products via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172506"">Pido Car Backseat Organizer with Tablet Holder</a> for $14.99. Coupon code ""DF52Q7SW"" cuts that to <strong>$8.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find. It features a tablet pocket with touchscreen window, three mesh pockets, neoprene insulated thermal pocket, large padded pocket, and adjustable seat and headrest straps. Deal ends January 20.",,$9,AUTOMOTIVE,2018-01-05T15:19:14-05:00,Pido Car Backseat Organizer w/ Tablet Holder
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ler3k6offwqblwmizexx",2172473,https://www.dealnews.com/Firefly-Series-15-th-Ann.-Ed.-on-Blu-ray-for-15-free-shipping-w-Prime/2172473.html,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172473"">Firefly Complete Series: 15th Anniversary Edition on Blu-ray</a> for <s>$16.81</s> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find today by $3.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$14.96</strong>.",,$15,BLU-RAY DISC MOVIES,2018-01-05T14:33:50-05:00,Firefly Series: 15th Ann. Ed. on Blu-ray
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jiwrmc1nfdcpvfj3erri",2172470,https://www.dealnews.com/Columbia-Mens-Mountainside-Full-Zip-Vest-for-40-free-shipping/2172470.html,free shipping,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172470"">Columbia Men's Mountainside Full Zip Vest</a> in Navy or Graphite for $49.98. Coupon code ""COLNEWYEAR60"" drops that to <strong>$39.98</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097494,2172470"">sign up</a>.) That's tied with our mention from last week as the lowest price we've seen. (It's the best deal now by $40.) It's available in sizes S to XXL.",,$40,COATS,2018-01-05T14:37:14-05:00,Columbia Men's Mountainside Full Zip Vest
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eurp0ib4pdfchr6kofhe",2172491,https://www.dealnews.com/Mountain-Hardwear-Mens-Radian-Hooded-Jacket-for-99-12-s-h/2172491.html,$12 shipping,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172491"">Mountain Hardwear Men's Radian Hooded Jacket</a> in Thunderhead Grey or Hardwear Navy for <strong>$99</strong> plus <strong>$11.95</strong> for shipping. That's the lowest price we could find by $78. It's available in select sizes from S to XXL.",,$99,COATS,2018-01-05T15:17:22-05:00,Mountain Hardwear Men's Radian Hooded Jacket
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fkncz5epkl1qjd1cm1e2",2172494,https://www.dealnews.com/Abercrombie-Fitch-Winter-Clearance-Sale-Up-to-50-off-30-off-free-shipping-w-75/2172494.html,free shipping w/ $75,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097572,2172494"">Abercrombie &amp; Fitch</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172494"">men's and women's clearance styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097575,2172494"">Winter Clearance Sale</a>. (Prices are as marked.) Plus, take an <b>extra 30% off</b> via coupon code ""11260"". Shipping adds <strong>$7</strong>, but orders of $75 or more qualify for free shipping. Some exclusions apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2012/Abercrombie-Fitch/"">Abercrombie &amp; Fitch Coupons</a>.</p>",,Up to 50% off + 30% off,CLOTHING & ACCESSORIES,2018-01-05T14:59:41-05:00,Abercrombie & Fitch Winter Clearance Sale
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gmowrd2nfektfnhh6igf",2172476,https://www.dealnews.com/Oneida-Cella-62-Piece-Casual-Flatware-Set-for-55-free-shipping/2172476.html,free shipping,"GoodGrabs via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172476"">Oneida Cella 62-Piece Casual Flatware Set</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $95, outside of the mention below. It includes 12 dinner forks, salad forks, dinner spoons, teaspoons, and dinner knives, as well as a 2-piece serving set.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097506,2172476"">Finest Flatware via eBay</a> has it for $59.99 with free shipping.",,$55,CUTLERY & FLATWARE,2018-01-05T15:16:13-05:00,Oneida Cella 62-Piece Casual Flatware Set
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mxwbl3hqqscqnopvvyii",2172482,https://www.dealnews.com/Samsonite-SCure-28-Spinner-Luggage-for-130-free-shipping/2172482.html,free shipping,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172482"">Samsonite S'Cure 28"" Zipperless Spinner Luggage</a> in Black for <strong>$129.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $269. It features Flowlite polypropylene construction, four multi-directional spinner wheels, a retractable handle, full-zip divider pad, and 3-point locking system with TSA lock. Deal ends January 29.",,$130,LUGGAGE & TRAVEL GEAR,2018-01-05T15:15:37-05:00,"Samsonite S'Cure 28"" Spinner Luggage"
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",2172485,https://www.dealnews.com/Groupon-Savings-to-Rave-About-Sale-free-shipping-w-35/2172485.html,,"Groupon discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097545,2172485"">more than 50,000 items and local deals</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172485"">Savings to Rave About Sale</a>. Shipping adds <b>$3.99</b> on goods, or get free shipping on orders of $34.99 or more. Deal ends January 6.",,,GROUPON COUPONS,2018-01-05T15:15:20-05:00,Groupon Savings to Rave About Sale
,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yskjwyk7pxazcjbc7pmd",2172458,https://www.dealnews.com/Dell-Ultra-Sharp-25-Display-w-50-Dell-GC-for-313-free-shipping/2172458.html,free shipping,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172458"">Dell UltraSharp U2518D 25"" 1440p IPS LED-Backlit LCD Monitor</a> for <strong>$313.49</strong> with <strong>free shipping</strong>. Plus, Dell Advantage Loyalty Reward members also bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097536,2172458"">$50 in Dell Bonus Rewards</a>. (It'll appear as a credit in your account. Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097539,2172458"">join</a>.) Assuming you use the credit, that's the lowest price we could find by $87. (For further comparison, that's a $19 price drop from our mention from two weeks ago, although that came with a $100 Dell Gift Card.) It features a 2560x1440 (1440p) native resolution, USB 3.0, HDMI, DisplayPort, and height-, tilt-, swivel-, and pivot-adjustable stand.",2018-01-05T09:13:12-05:00,$313,MONITORS,,"Dell UltraSharp 25"" Display w/ $50 Dell GC"
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwffxrsvz8mc2rnyvrbs",2172467,https://www.dealnews.com/Golds-Gym-Heavy-Bag-Boxing-Stand-for-69-free-shipping/2172467.html,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172467"">Gold's Gym Single Station Heavy Bag Boxing Stand</a> for <strong>$69</strong> with <strong>free shipping</strong>. That's $31 under the lowest price we could find for a similar stand. It holds bags up to 100 lbs.",,$69,EXERCISE EQUIPMENT,2018-01-05T15:14:42-05:00,Gold's Gym Heavy Bag Boxing Stand
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w9wvtbrgq86oqyufhfns",2172443,https://www.dealnews.com/Khombu-Mens-Flume-2-Waterproof-Hiking-Boots-for-35-free-shipping/2172443.html,free shipping,"A Step Ahead Shoes via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172443"">Khombu Men's Flume 2 Waterproof Hiking Boots</a> in Grey for <strong>$34.99</strong> with <strong>free shipping</strong>. That's $45 off and the lowest price we could find. They're available in sizes 10 to 13.",,$35,SHOES,2018-01-05T15:14:23-05:00,Khombu Men's Flume 2 Waterproof Hiking Boots
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wblumfbp9t4e6zy05xuv",2172461,https://www.dealnews.com/Crossbody-Bags-at-Nordstrom-Rack-Up-to-77-off-free-shipping-w-100/2172461.html,free shipping w/ $100,"Nordstrom Rack takes <strong>up to 77% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172461"">crossbody bags</a>. Shipping adds <strong>$7.95</strong>, but orders of $100 or more bag free shipping. Discounted brands include Marc Jacobs, Ted Baker, Rebecca Minkoff, and Steve Madden.",,Up to 77% off,HANDBAGS,2018-01-05T14:57:57-05:00,Crossbody Bags at Nordstrom Rack
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",2172479,https://www.dealnews.com/features/morning-jolt/,,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",2018-01-05T08:57:39-05:00,,MORNING JOLT,,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price
True,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q83rxcr1kvoszd1dvpws",2172464,https://www.dealnews.com/Insidious-Trilogy-in-HD-for-10/2172464.html,,"iTunes offers downloads of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172464"">Insidious Trilogy in HD</a> for <strong>$9.99</strong>. That's the lowest price we could find by $8. It includes Insidious, Insidious: Chapter 2, and Insidious: Chapter 3.",,$10,VIDEO DOWNLOADS,2018-01-05T14:40:15-05:00,Insidious Trilogy in HD
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rtgp2znaz9148r3ytt9o",2172440,https://www.dealnews.com/Lenovo-Flex-5-Pentium-2.3-GHz-14-Touch-Laptop-for-400-free-shipping/2172440.html,free shipping,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172440"">Lenovo Flex 5 Intel Pentium Kaby Lake 2.3GHz 14"" 1080p Touchscreen 2-in-1 Laptop</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $120 off list and the lowest price we could find. It features an Intel Pentium 4415U 2.3GHz Kaby Lake dual-core processor, 14"" 1366x768 touchscreen, 4GB RAM, 1TB HDD, 802.11ac Wireless, Bluetooth 4.1, 2-cell battery, and Windows 10 Home 64-bit. Deal ends January 7.",,$400,LAPTOPS,2018-01-05T15:13:50-05:00,"Lenovo Flex 5 Pentium 2.3GHz 14"" Touch Laptop"
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rmhsi4dgtg6gr5uamsty",2172428,https://www.dealnews.com/Columbia-Womens-Benton-Springs-Fleece-Vest-for-20-pickup-at-REI/2172428.html,pickup at REI,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172428"">Columbia Women's Benton Springs Fleece Vest</a> in several colors (Nocturnal pictured) for <strong>$19.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097470,2172428"">sign up</a>.) That's the lowest price we could find by $5. It's available in select sizes from XS to XL.",,$20,COATS,2018-01-05T14:22:27-05:00,Columbia Women's Benton Springs Fleece Vest
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fluvtday3vqnbz0xi4j4",2172449,https://www.dealnews.com/HP-17-z-AMD-A9-3-GHz-Dual-17-Laptop-for-360-free-shipping/2172449.html,free shipping,"HP offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172449"">HP 17z AMD A9 3GHz 17.3"" Laptop</a> in Black for <strong>$359.99</strong> with <strong>free shipping</strong>. That's $185 off and the lowest price we could find, although we saw it for $20 less during Cyber Week. It features an AMD A9-9420 3GHz dual-core processor with integrated AMD Radeon R5 graphics, 17.3"" 1600x900 LED-backlit LCD, 8GB RAM, 1TB hard drive, DVD burner, and Windows 10 Home 64-bit. Deal ends January 6.",2018-01-05T08:40:05-05:00,$360,LAPTOPS,,"HP 17z AMD A9 3GHz Dual 17"" Laptop"
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsagjmbhoyqkr9aqochm",2172455,https://www.dealnews.com/Built-NY-Gourmet-Getaway-Neoprene-Lunch-Tote-for-9-free-shipping-w-Prime/2172455.html,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172455"">Built NY Gourmet Getaway Neoprene Lunch Tote</a> in Dahlia for <strong>$9.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by around $6. It measures 12.5"" x 12"" and can keep food warm or cold for up to 4 hours.",,$9,LUGGAGE & TRAVEL GEAR,2018-01-05T14:59:39-05:00,Built NY Gourmet Getaway Neoprene Lunch Tote
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fvnidr8cwuhtppayfaml",2172419,https://www.dealnews.com/Asus-27-1080-p-Curved-LED-LCD-Display-for-200-free-shipping/2172419.html,free shipping,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172419"">Asus 27"" 1080p Curved LED-Backlit LCD Monitor</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $55. Features include a 1920x1080 native resolution (1080p), 5ms response time, and VGA, DisplayPort, and HDMI inputs. Deal ends January 12.",2018-01-05T08:25:49-05:00,$200,MONITORS,,"Asus 27"" 1080p Curved LED LCD Display"
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtjysfdxekrk352bib9p",2172446,https://www.dealnews.com/Denise-Austin-Home-Rotatable-Coffee-Table-for-166-free-shipping/2172446.html,free shipping,"GDF Studio via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172446"">Denise Austin Home Genoa Rotatable Coffee Table</a> for <strong>$165.59</strong> with <strong>free shipping</strong>. That's $89 off and the lowest price we could find.",,$166,TABLES,2018-01-05T15:11:24-05:00,Denise Austin Home Rotatable Coffee Table
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gbhy0zmajwmticsgyyju",2172437,https://www.dealnews.com/Hopday-U8-Bluetooth-In-Ear-Headphones-for-10-free-shipping-w-Prime/2172437.html,free shipping w/ Prime,"Ugreat via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172437"">Hopday U8 Bluetooth V4.1 Wireless In-Ear Sport Headphones</a> for $19.99. Coupon code ""FN6RFVED"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong>, that's $8 less than our August mention and is the lowest price we could find by $25. Features include IPX7 rated water resistance, built-in microphone, CVC6.0 noise cancellation, and up to nine hours talk time. Deal ends January 31.",,$10,HEADPHONES,2018-01-05T15:10:28-05:00,Hopday U8 Bluetooth In-Ear Headphones
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ljfwcjuixt1mww7d6ej0",2172425,https://www.dealnews.com/Netgear-Unite-4-G-LTE-Hotspot-w-10-GB-Data-for-60-free-shipping/2172425.html,free shipping,"FreedomPop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172425"">Netgear Unite 4G LTE Hotspot for FreedomPop</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097464,2172425"">10GB of Bonus Data</a> and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097467,2172425"">FreedomPop Premier 1-Month Trial</a> for <strong>$59.98</strong> with <strong>free shipping</strong>. That's $30 under the lowest price we could find for the Hotspot alone elsewhere. The hotspot features a 4x3"" color touchscreen display and can connect with up to 10 WiFi devices.<br>
<br>
Be sure to switch to the free 200MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $47.98 every six months.",,$60,WIRELESS NETWORKING,2018-01-05T13:54:19-05:00,Netgear Unite 4G LTE Hotspot w/ 10GB Data
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idjt18t99dwlufnhtwu7",2170202,https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html,,"Finding a good bargain on airfare is becoming a complicated process. Fortunately, it's not impossible to score cheap plane tickets. We have <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html"">five tips to help you get the best deal on your next flight</a>.",2018-01-05T08:00:01-05:00,,BUYING GUIDES,,5 Ways to Save on Your Next Flight
True,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rshakmre0nagwlkf3lcx",2172434,https://www.dealnews.com/Spotify-Premium-w-Hulu-1-Year-Subscription-for-5-mo.-for-students/2172434.html,,"Exclusively for college students, Spotify still offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172434"">Spotify Premium 1-Year Subscription</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097473,2172434"">Hulu Limited Commercials 1-Year Subscription</a> for <strong>$4.99 per month</strong>. That's tied with our mention from two weeks ago and $13 under the normal (non-student) monthly cost for these two services combined. You must be enrolled in a US Title IV accredited college or university and above the age of 18 to qualify. You can renew your subscription at this price up to three times.<br>
<br>
Note: Students with a preexisting Spotify Premium subscription can verify their student status and activate the Hulu subscription. Students with a preexisting Hulu Limited Commercials Subscription (without any premium network add-ons) can merge their Hulu account into the above bundle deal.",,$5/mo. for students,MP3 DOWNLOADS,2018-01-05T14:40:29-05:00,Spotify Premium w/ Hulu 1-Year Subscription
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vprilqxcnfcwcjaj8edt",2172431,https://www.dealnews.com/Suaoki-100-W-Solar-Panel-Charger-for-99-free-shipping/2172431.html,free shipping,"Suaoki via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172431"">Suaoki 100-watt Solar Panel Charger</a> for $179.99. Coupon code ""L7V8AVBD"" drops it to <strong>$98.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks as the lowest price we've seen. (It's the best deal now by around $121.) It flexes up to 30° for RVs, boats, cabins, tents, or other irregular surfaces. Deal ends January 20.",,$99,AUTOMOTIVE,2018-01-05T15:09:24-05:00,Suaoki 100W Solar Panel Charger
,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v9lvnp7erkgxbh6xuasd",2172413,https://www.dealnews.com/The-Addams-Family-The-Complete-Series-on-DVD-for-20-pickup-at-Best-Buy/2172413.html,pickup at Best Buy,"Best Buy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172413"">The Addams Family: The Complete Series on DVD</a> for <strong>$19.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097461,2172413"">Amazon</a> matches this with free shipping for Prime members.) Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's the lowest price we could find by $10 and the best price we've seen. It includes nine discs.",2018-01-05T07:52:07-05:00,$20,DVD MOVIES,,The Addams Family: The Complete Series on DVD
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnfkxxm8rz76xrmpfnh5",2172422,https://www.dealnews.com/F-color-Air-Vent-Magnetic-Car-Phone-Holder-for-6-free-shipping-w-Prime/2172422.html,free shipping w/ Prime,"F-color via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172422"">F-color Air Vent Magnetic Car Mount Phone Holder</a> for $9.99. Coupon code ""5SAFBQQK"" cuts it to <strong>$5.99</strong>. With <strong>free shipping</strong>, that's a buck under our mention from a month ago, $4 off, and the lowest price we could find. It fits most cellphones and features one-handed operation and 360-degree rotation. Deal ends January 7.",,$6,AUTOMOTIVE,2018-01-05T15:06:30-05:00,F-color Air Vent Magnetic Car Phone Holder
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qwd9fozwnlipzrlh29br",2172407,https://www.dealnews.com/GE-Sol-C-Wi-Fi-Smart-Light-Fixture-for-88-free-shipping/2172407.html,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172407"">GE Sol C WiFi Smart Light Fixture</a> for <strong>$88.08</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $88. It features Alexa voice control, and allows you to use your voice to control lighting features, set timers, check the weather, tell time, and play music from your music library",,$88,LIGHTING & LAMPS,2018-01-05T16:55:24-05:00,GE Sol C WiFi Smart Light Fixture
