editors_choice,title,time_published,shipping,picture_url,time_modified,category,uuid,price,url,hotness,description
,Hydrapak 1L Collapsible Water Container,2018-01-05T20:08:13-05:00,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8jci6q2arpukos9v11x",,CAMPING & OUTDOORS,2172947,$11,https://www.dealnews.com/Hydrapak-1-L-Collapsible-Water-Container-for-11-pickup-at-REI/2172947.html,3,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172947"">Hydrapak Seeker 1-Liter Collapsible Water Container</a> in Gray for <strong>$10.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our July mention, $5 off, and the lowest price we could find. It features a 42mm screw cap and is compatible with the Katadyn BeFree Filter (sold separately)."
,Alfani Men's Jacquard Sport Coat,2018-01-05T20:06:28-05:00,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bu502n3fmy0tkeccyjj7",,SUITS,2172968,$32,https://www.dealnews.com/Alfani-Mens-Jacquard-Sport-Coat-for-32-free-s-h-w-beauty-item/2172968.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172968"">Alfani Men's Jacquard Sport Coat</a> in Black for $39.99. Coupon code ""WKND25"" cuts it to <strong>$29.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098826,2172968"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $110 off and the lowest price we could find. It's available in sizes S to XL. Deal ends January 7."
,Reef Ahi Kids' Flip-Flops,2018-01-05T19:48:10-05:00,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agu3sc0ks815vzvrqswz",,KIDS' SHOES,2172950,$10,https://www.dealnews.com/Reef-Ahi-Kids-Flip-Flops-for-10-pickup-at-REI/2172950.html,1,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172950"">Reef Ahi Kids' Flip-Flops</a> in Aqua or Blue Floral for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $5. They're available in select sizes from 5 to 8."
,Diamondback Reflect 5-LED Rear Light,2018-01-05T19:47:49-05:00,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vayt6ht46hfd8uxlilpj",,BICYCLING,2172938,$9,https://www.dealnews.com/Diamondback-Reflect-5-LED-Rear-Light-for-9-pickup-at-REI/2172938.html,2,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172938"">Diamondback Reflect 5-LED Rear Light</a> for <strong>$8.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $4. It features constant and flash modes and runs on two AAA batteries (included)."
,Clinique For Men Oil Control Essentials Kit,2018-01-05T19:47:43-05:00,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iv01ggma29otyow7rl8w",,SKIN CARE,2172962,$27,https://www.dealnews.com/Clinique-For-Men-Oil-Control-Essentials-Kit-for-27-free-shipping/2172962.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172962"">Clinique For Men Oil Control Essentials Kit</a> for <strong>$27</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8. It includes face scrub, oil-control face wash, oil-control mattifiying moisturizer, and anti-age eye cream."
,REI Co-op Boys' Quartz Peak Fleece Jacket,2018-01-05T19:34:40-05:00,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqgpmeoxyexm9kgxij1f",,KIDS' CLOTHES,2172941,$26,https://www.dealnews.com/REI-Co-op-Boys-Quartz-Peak-Fleece-Jacket-for-26-pickup-at-REI/2172941.html,3,"REI Garage offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172941"">REI Co-op Boys' Quartz Peak Fleece Jacket</a> in several colors (Cabin Wood pictured) for $34.73. In cart, it drops to <strong>$26.04</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's tied with our November mention, $43 off, and the lowest price we've seen. It's available in select sizes from XXS to XL. Deal ends January 8."
,Chaco Women's OutCross Evo 4 Water Shoes,,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzisiplyxo49uwvadfuv",2018-01-06T13:32:29-05:00,SHOES,2172935,$45,https://www.dealnews.com/Chaco-Womens-Out-Cross-Evo-4-Water-Shoes-for-45-pickup-at-REI/2172935.html,2,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172935"">Chaco Women's OutCross Evo 4 Water Shoes</a> in Iris or Crown Blue for $59.73. In cart, that drops to <strong>$44.79</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $75 off list and the lowest price we could find. They're available in select sizes from 6 to 11. Deal ends January 8."
,Rockport Men's Charson Chukka Boots,2018-01-05T19:34:15-05:00,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrziami4okirkrbnuhcz",,SHOES,2172929,$48,https://www.dealnews.com/Rockport-Mens-Charson-Chukka-Boots-for-48-free-shipping/2172929.html,3,"Rockport offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172929"">Rockport Men's Charson Chukka Boots</a> in Coach Brown or Bitter Chocolate for $79.99. Coupon code ""BOOT40"" cuts it to <b>$47.99</b>. With <b>free shipping</b>, that's tied with our November mention and the lowest price we could find by $31. They're available in select sizes from 7 to 11.5. Deal ends January 6."
,H&M Winter Blowout Sale,,free shipping w/ $40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy",2018-01-06T11:43:10-05:00,CLOTHING & ACCESSORIES,2172926,Up to 80% off,https://www.dealnews.com/H-M-Winter-Blowout-Sale-Up-to-80-off-free-shipping-w-40/2172926.html,5,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172926"">H&amp;M</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098781,2172926"">apparel, shoes, accessories, and home items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098784,2172926"">Winter Blowout Sale</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, although orders of $40 or more receive free shipping via coupon code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>"
,AT&T Internet 50 w/ $50 Reward Card,2018-01-06T12:22:46-05:00,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwfpxc16ebhlpepr1keo",,COMPUTER SERVICES,2173241,$40 per month,https://www.dealnews.com/AT-T-Internet-50-w-50-Reward-Card-for-40-per-month/2173241.html,,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173241"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099042,2173241"">$50 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends June 30."
,The House New Year Sale,2018-01-05T19:31:31-05:00,free shipping w/ $50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rx5eor9sqmb7cm4nwbfy",,CAMPING & OUTDOORS,2172932,Up to 60% off,https://www.dealnews.com/The-House-New-Year-Sale-Up-to-60-off-free-shipping-w-50/2172932.html,3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172932"">The House</a> takes <strong>up to 60% off</strong> over 8,500 items, including <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098787,2172932"">apparel, camping, and ski items</a>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098790,2172932"">New Year Sale</a>. Shipping starts at <strong>$6.95</strong>, but orders of $50 or more qualify for free shipping. (Large items may have additional fees.) Some exclusions apply."
,Trademark Games Dart Game Set,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzczmvl3pcoqqd8xg5lr",2018-01-06T13:29:49-05:00,TOYS & HOBBIES,2172914,$10,https://www.dealnews.com/Trademark-Games-Dart-Game-Set-for-10-pickup-at-Walmart/2172914.html,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172914"">Trademark Games Dart Game Set</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $12 off and the lowest price we could find. It includes a dart board and six darts."
,Alfani Men's Knit Stretch Travel Hoodie,,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgcnmdiye3mro2h7mtmn",2018-01-06T13:29:28-05:00,SWEATSHIRTS & HOODIES,2172803,$24,https://www.dealnews.com/Alfani-Mens-Knit-Stretch-Travel-Hoodie-for-24-free-s-h-w-beauty-item/2172803.html,3,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172803"">Alfani Men's Knit Essentials Stretch Travel Hoodie</a> in Alf Night or Deep Black for <strong>$23.93</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098553,2172803"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $46 off list and the lowest price we could find. It's available in sizes M to XXL."
,HP Laptop Battery Recall,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vd6v8qivhscrbeyhgdy0",2018-01-06T11:41:40-05:00,LAPTOPS,2172812,,https://www.dealnews.com/HP-Laptop-Battery-Recall/2172812.html,5,"HP has announced a voluntary recall of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172812"">HP laptop batteries</a> due to an overheating defect that could result in a fire or burn hazard to customers. For affected customers, HP is providing battery replacement services by an authorized technician for <strong>free</strong>. (For some models, the battery is built-in and cannot be removed by the customer.)<br>
<br>
For a list of laptop models that may be affected, scroll down to the bottom of the page at this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098586,2172812"">link</a>. Then, if you have one of these models, download this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098589,2172812"">validation tool</a> to see if you need to replace your battery. (Not all batteries have the defect and require replacement.)"
,High Sierra Deluxe Snowboard Bag,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nomhcuesmccufyv6vkdz",2018-01-06T13:06:56-05:00,SPORTS & FITNESS,2172953,$55,https://www.dealnews.com/High-Sierra-Deluxe-Snowboard-Bag-for-55-free-shipping/2172953.html,2,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172953"">High Sierra Deluxe Snowboard Bag</a> in Black for <strong>$54.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It fits snowboards up to 67"" and features a padded bottom, front zip accessory pocket, and padded handle."
,Rubbermaid Balance Meal Kit,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvv1elv3ysztqk5jdhmf",2018-01-06T13:28:17-05:00,KITCHEN,2172908,$15,https://www.dealnews.com/Rubbermaid-Balance-Meal-Kit-for-15-free-shipping-w-Prime/2172908.html,3,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172908"">Rubbermaid Balance Meal Kit</a> in Beet Red for <strong>$14.52</strong> with <strong>free shipping</strong>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098745,2172908"">Citron</a> for cents more.) That's $5 off and the lowest price we could find. This 11-piece set features four portion-control containers with a carrying box.<br>
<br>
Buying more than one? Sam's Club offers its members a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098748,2172908"">2-Pack</a> for <strong>$24.98</strong> with <strong>free shipping</strong>. (Non-members pay an additional $2.50.)"
,Rockport Men's Redemption Road Moc Toe Boots,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqfykn2b7apqzo6ly9e4",2018-01-06T12:31:59-05:00,SHOES,2172794,$54,https://www.dealnews.com/Rockport-Mens-Redemption-Road-Moc-Toe-Boots-for-54-free-shipping/2172794.html,4,"Rockport offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172794"">Rockport Men's Redemption Road Moc Toe Boots</a> in Black or dark Brown for $89.99. Coupon code ""BOOT40"" drops it to <b>$53.99</b>. With <b>free shipping</b>, that's $66 off and the lowest price we could find. They're available in regular and wide widths in select sizes from 7 to 12 <del>14</del>. Deal ends January 6."
,"Vince Camuto Loma 24"" Hardside Suitcase",,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mnvpl5hklghacd11mch3",2018-01-06T13:31:34-05:00,LUGGAGE & TRAVEL GEAR,2172806,$109,https://www.dealnews.com/Vince-Camuto-Loma-24-Hardside-Suitcase-for-109-free-shipping/2172806.html,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172806"">Vince Camuto Loma 24"" Hardside Spinner Suitcase</a> in Latte or Black for $127.99. (Scroll down to see this deal.) Coupon code ""WKND"" drops it to <b>$108.79</b>. With <b>free shipping</b>, that's $211 off list and the lowest price we could find. It features a telescoping handle, four spinner wheels, and interior pockets. Deal ends January 7."
,"Expert Grill 15"" Portable Charcoal Grill",,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c9zsytfnbwcydqnyln9p",2018-01-06T13:27:18-05:00,BBQS & GRILLS,2172905,$9,https://www.dealnews.com/Expert-Grill-15-Portable-Charcoal-Grill-for-9-pickup-at-Walmart/2172905.html,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172905"">Expert Grill 14.5"" Portable Charcoal Grill</a> in Red or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098742,2172905"">Black</a> for <strong>$8.88</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with our November mention and the lowest price we could find by $10. It features a porcelain-coated steel cooking grid with 138 square inches of cooking space."
,KingSize Men's Big & Tall Fleece Pants,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xjtlqfpaz5ynyyunin6d",2018-01-06T13:26:50-05:00,PANTS,2172911,$15,https://www.dealnews.com/King-Size-Mens-Big-Tall-Fleece-Pants-for-15-free-shipping/2172911.html,3,"KingSize via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172911"">KingSize Men's Big &amp; Tall Fleece Open-Bottom Pants</a> in several colors for <b>$14.99</b> with <b>free shipping</b>. That's $25 off list and the lowest price we could find. They're available in select sizes from L to 6XL and Big XXL to 9XL."
,Ozark Trail 4-Person Instant A-Frame Tent,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xo30vphyxpb2g8zjabhp",2018-01-06T13:25:05-05:00,CAMPING & OUTDOORS,2172821,$38,https://www.dealnews.com/Ozark-Trail-4-Person-Instant-A-Frame-Tent-for-38-free-shipping/2172821.html,3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172821"">Ozark Trail 4-Person Instant A-Frame Tent</a> in Brown or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098601,2172821"">Beige</a> for <b>$38</b> with <b>free shipping</b>. That's $21 off list and the lowest price we could find. It features pre-attached poles, fits one queen mattress, and comes with a carry bag."
,Joseph Joseph Wash & Drain Wash Basin,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/httfdmfbac0nriebvssr",2018-01-06T11:39:28-05:00,KITCHEN,2172902,$18,https://www.dealnews.com/Joseph-Joseph-Wash-Drain-Wash-Basin-for-18-free-shipping-w-Prime/2172902.html,5,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172902"">Joseph Joseph Wash &amp; Drain Wash Basin</a> in White for <strong>$17.99</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4. It features an integrated plug and strainer and 2.35-gallon capacity."
,Thecus N2350 2-Bay USB 3.0 NAS Enclosure,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/glkfhqlzajzeqk6fismg",2018-01-06T12:30:01-05:00,DRIVE ENCLOSURES,2172917,$70,https://www.dealnews.com/Thecus-N2350-2-Bay-USB-3.0-NAS-Enclosure-for-70-free-shipping/2172917.html,4,"As a reader discovered, Office Depot and OfficeMax offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172917"">Thecus N2350 2-Bay USB 3.0 NAS Enclosure</a> for <strong>$69.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098760,2172917"">Amazon</a> charges the same, but it is temporarily out of stock.) That's the lowest price we could find by $20. It features a Marvell Armada 385 1GHz dual-core processor, 1GB RAM, and two USB 3.0 ports.<br>
<br>
<i>Update</i>: Store info has been corrected; we apologize for the error."
,The Limited Clearance Sale,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c2egzr58ix5cpavrt2dm",2018-01-06T12:28:11-05:00,CLOTHING & ACCESSORIES,2172923,Up to 80% off,https://www.dealnews.com/The-Limited-Clearance-Sale-Up-to-80-off-free-shipping/2172923.html,4,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098766,2172923"">The Limited</a> continues to take <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098769,2172923"">clearance styles</a>. Alternatively, cut <b>30% to 50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098772,2172923"">everything else</a>. (Prices are as marked.) Even better, all orders receive <strong>free shipping</strong>. Some exclusions may apply. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172923"">The Limited Women's Faux Suede A-Line Dress</a> for <strong>$19.80</strong> (pictured, $79 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098775,2172923"">The Limited Women's Stretch Velvet Jacket</a> for <strong>$29.75</strong> ($89 off)
 </li>
</ul>"
,Barcalounger Relax & Restore Recliner,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z8v2svhgmwpg2fubzdgi",2018-01-06T13:24:28-05:00,CHAIRS,2172884,$210,https://www.dealnews.com/Barcalounger-Relax-Restore-Recliner-for-210-free-shipping/2172884.html,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172884"">Barcalounger Relax &amp; Restore Recliner</a> in Black for <b>$209.99</b> with <b>free shipping</b>. That's $60 off list and the lowest price we could find. It features a pillowed arm rest and measures 35"" x 37"" x 40""."
,"Calphalon Contemporary 10"" Flat-Bottom Wok",,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uovs9fvwk2ebdqj4ugy2",2018-01-06T13:24:15-05:00,KITCHEN,2172890,$40,https://www.dealnews.com/Calphalon-Contemporary-10-Flat-Bottom-Wok-for-40-free-shipping/2172890.html,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172890"">Calphalon Contemporary Nonstick 10"" Flat-Bottom Wok</a> for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $5. It features a riveted handle and hard anodized aluminum surface."
,Corningware French White 2-Piece Bakeware Set,,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ab8sigeil0e8nosbrmfz",2018-01-06T13:30:57-05:00,KITCHEN,2172887,$15,https://www.dealnews.com/Corningware-French-White-2-Piece-Bakeware-Set-for-15-free-s-h-w-beauty-item/2172887.html,2,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172887"">Corningware French White 2-Piece Bakeware Set</a> for $24.99. Coupon code ""WKND25"" cuts that to <strong>$14.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098703,2172887"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's the lowest price we could find by $10. It includes 1- and 2-quart baker dishes. Deal ends January 7."
,Cooler Master Mechanical Keyboard and Mouse,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/czngzrqhvepcylkwduas",2018-01-06T13:23:54-05:00,KEYBOARDS,2172899,$34 after rebate,https://www.dealnews.com/Cooler-Master-Mechanical-Keyboard-and-Mouse-for-34-after-rebate-free-shipping/2172899.html,3,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172899"">Cooler Master MasterKeys Lite L Combo RGB Mechanical Keyboard and Mouse</a>, model no. SGB-3040-KKMF1-US, for $48.75. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098736,2172899"">$15 mail-in rebate</a> cuts it to <b>$33.75</b>. With <b>free shipping</b>, that's $6 under our August mention and the lowest price we could find by $17. This Cherry MX-compatible keyboard features 26-key anti-ghosting. Deal ends January 31."
,Soma Sustainable Pitcher & Water Filter,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udlewqejuy5oirpnwabi",2018-01-06T12:26:32-05:00,KITCHEN,2172893,$32,https://www.dealnews.com/Soma-Sustainable-Pitcher-Water-Filter-for-32-free-shipping/2172893.html,4,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172893"">Soma Sustainable Pitcher &amp; Plant-Based Water Filter</a> for <strong>$31.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find $7. It holds 80-oz. and features a wooden handle and auto open lid door."
,Excelsteel Stainless Steel Stockpot 3pc Set,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tcuzo9hdkf1fhonrfxeo",2018-01-06T13:22:02-05:00,KITCHEN,2172860,$28,https://www.dealnews.com/Excelsteel-Stainless-Steel-Stockpot-3-pc-Set-for-28-free-shipping/2172860.html,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172860"">Excelsteel Stainless Steel Stockpot 3-Piece Set</a> for <b>$27.81</b> with <b>free shipping</b>. That's the lowest price we could find by $6. The set includes one 8-quart, one 12-quart, and one 16-quart pot, each with a matching lid."
,Belkin 6-Outlet Wall-Mount Surge Protector,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ip9iuzgdmkk9jfbvjuhr",2018-01-06T12:25:39-05:00,SURGE PROTECTORS,2172875,$8,https://www.dealnews.com/Belkin-6-Outlet-Wall-Mount-Surge-Protector-for-8-free-shipping-w-Prime/2172875.html,4,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172875"">Belkin 6-Outlet Wall-Mount Surge Protector</a> for <s>$7.61</s> <strong>$7.69</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features a 900-joule energy rating."
,Bowflex Blaze Home Gym,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jthjd4vvdzfi6bbao6z5",2018-01-06T13:21:33-05:00,EXERCISE EQUIPMENT,2172872,$619,https://www.dealnews.com/Bowflex-Blaze-Home-Gym-for-619-free-shipping/2172872.html,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172872"">Bowflex Blaze Home Gym</a> for <strong>$618.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $99. It features 210 lbs. of resistance, sliding seat rail, lat tower, and leg extension."
