hotness,url,picture_url,time_published,price,uuid,editors_choice,time_modified,description,shipping,category,title
4,https://www.dealnews.com/Logitech-Harmony-Smart-Control-w-Remote-for-58-pickup-at-Walmart/2173544.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dvxltgggszc7hseyrceu",,$58,2173544,True,2018-01-07T20:59:07-05:00,"In select ZIP codes only, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173544"">Logitech Harmony Smart Control with Universal Remote</a> for the in-cart price of $79. It drops to <strong>$58</strong> when you choose in-store <b>pickup</b>. That's tied with our mention from a week ago as the best price we've seen in over a year and it's the lowest price we could find today by $21. The Harmony Smart Control works on more than 225,000 devices and features Bluetooth 3.0, a universal remote with 50 favorite channel icons, and support for Amazon's Alexa voice control. The hub also works with the Harmony app for iOS or Android.",pickup at Walmart,UNIVERSAL REMOTE CONTROLS,Logitech Harmony Smart Control w/ Remote
3,https://www.dealnews.com/Lionel-Pennsylvania-Flyer-Freight-Train-Set-for-147-free-shipping/2173541.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rwnfuorp8meuiiwtnded",,$147,2173541,,2018-01-07T21:27:01-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173541"">Lionel Pennsylvania Flyer LionChief 0-8-0 Freight Train Set</a> for <s>$148.53</s> with <b>free shipping</b>. That's the lowest price we could find by $53. It includes a locomotive and tender, 3-dome tank car, boxcar, caboose, eight curved FasTrack track pieces, one 10"" straight FasTrack plug-expand-play power lock-on section, FasTrack terminal piece, two 10"" straight FasTrack pieces, and control via Bluetooth.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$147.04</strong>.",free shipping,TOYS & HOBBIES,Lionel Pennsylvania Flyer Freight Train Set
,"https://www.dealnews.com/lw/click.html?20,2,2173271","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ydfbhq1eoc6ncmebhug2",2018-01-06T12:54:19-05:00,Earn a $150 bonus,2173271,,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173271"">Chase Freedom Unlimited® Card</a> and <strong>earn a $150 Bonus</strong> after you spend $500 on purchases in your first three months from account opening. Plus, receive a <strong>0% Intro APR</strong> for 15 months on purchases and balance transfers. (After that, variable APR, currently 15.99% - 24.74%.) Other card features include earning <strong>unlimited 1.5% cash back</strong> on every purchase. It's automatic! Redeem for cash back - any amount, anytime and your Cash Back rewards do not expire as long as your account is open. Plus, there's <strong>no annual fee</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099087,2173271"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,CREDIT CARDS,Chase Freedom Unlimited® Card
3,https://www.dealnews.com/Call-of-Duty-WWII-for-PS4-Xbox-One-for-36-free-shipping/2173406.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rp9g2uohxmzu2ckfqx22",,$36,2173406,,2018-01-07T21:24:41-05:00,"Newegg offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173406"">Call of Duty: WWII for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099180,2173406"">Xbox One</a> for $59.99. Coupon code ""EMCPEPV44"" cuts that price to <strong>$35.99</strong>. With <strong>free shipping</strong>, that's $2 under our mention from two weeks ago and the lowest price we could find by $14.",free shipping,GAMES,Call of Duty: WWII for PS4 / Xbox One
4,https://www.dealnews.com/Ocean-Spray-Cranberry-Juice-Cans-48-Pack-for-14-free-shipping/2173490.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/csjf4xslhdkqc4ffebmr",,$14,2173490,,2018-01-07T21:07:40-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173490"">Ocean Spray Cranberry Juice 5.5-oz. Cans 48-Pack</a> for $15.06. Checkout via Subscribe and Save to cut that price to <strong>$14.31</strong>. With <strong>free shipping</strong>, that's a buck off, and the lowest price we could find.<br>
<br>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",free shipping,GROCERIES,Ocean Spray Cranberry Juice Cans 48-Pack
3,https://www.dealnews.com/16-Duracell-Batteries-16-Office-Depot-GC-for-16-pickup-at-Office-Depot/2173469.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sz1ulkeaxhms4amws2yz",,$16,2173469,,2018-01-07T21:22:28-05:00,"Office Depot and OfficeMax again offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173469"">Duracell Coppertop Alkaline AAA Batteries 16-Pack</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099204,2173469"">Duracell Coppertop Alkaline AA Batteries 16-Pack</a> for <strong>$15.99</strong>. Plus, Office Depot and OfficeMax Rewards members will bag a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099207,2173469"">$15.99 Rewards Credit</a> for <b>free</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099210,2173469"">sign up</a>.) Choose free in-store <b>pickup</b> to dodge the $9.95 shipping fee. That's tied with our mention from a month ago and the best deal we could find now by at least $11.) Deal is limited to two per customer.<br>
<br>
Note: Allow up to five weeks after the promotion ends for Rewards to become available in your account.",pickup at Office Depot,BATTERIES,"16 Duracell Batteries, $16 Office Depot GC"
3,https://www.dealnews.com/Bio-Bidet-Prestige-Elongated-Bidet-Toilet-Seat-for-280-5-s-h/2173463.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wfcffqh0ezspvnhjia7u",,$280,2173463,,2018-01-07T21:21:22-05:00,"Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173463"">BioBidet Prestige Elongated Bidet Toilet Seat</a> for <strong>$279.99</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $164. It features a side control panel, 3-in-1 nozzle system, heated seat, heated air dryer, massage, and oscillating mode.",$5 shipping,BED & BATH,BioBidet Prestige Elongated Bidet Toilet Seat
3,https://www.dealnews.com/Destiny-The-Taken-King-Legendary-Ed-Xbox-One-for-8-free-shipping/2173478.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fk2vsbchh5bgwpn3df36",,$8,2173478,,2018-01-07T21:20:55-05:00,"Microsoft Store offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173478"">Destiny: The Taken King Legendary Edition for Xbox One</a> for <strong>$7.99</strong> with <strong>free shipping</strong>. That's $7 under our mention from last March and the lowest price we've seen (it's a low today by $10).",free shipping,GAMES,Destiny: The Taken King Legendary Ed Xbox One
4,https://www.dealnews.com/Asus-Vivo-Book-Flip-Pentium-14-Touch-Laptop-for-299-free-shipping/2173493.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzx5k6efmqirftdyxhib",,$299,2173493,,2018-01-07T21:07:08-05:00,"Walmart offers the 3.3-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173493"">Asus VivoBook Flip TP401 Intel Pentium Apollo Lake 1.1GHz 14"" Touchscreen 2-in-1 Laptop</a> for <b>$299</b> with <b>free shipping</b>. That's tied with our mention from three weeks ago and the lowest price we could find today by $80. It features an Intel Pentium N4200 1.1GHz Apollo Lake quad-core processor, 14"" 1366x768 (720p) touchscreen LCD, 4GB RAM, 64GB eMMC storage, 802.11ac wireless, Bluetooth, 4.1, USB 3.1 Type-C, micro HDMI, 2-cell battery, and Windows 10 Home.",free shipping,LAPTOPS,"Asus VivoBook Flip Pentium 14"" Touch Laptop"
4,https://www.dealnews.com/Select-Minecraft-for-Kids-eBooks-for-free/2173472.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/igveluniyeffsalvzq1k",,free,2173472,,2018-01-07T21:05:44-05:00,"Amazon offers a range of Minecraft for kids Kindle eBooks for <strong>free</strong>. That's up to $2 off and the lowest price we could find. Titles include:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173472"">The Friendly Creeper Diaries (Book 1): The Creeper Village</a>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099216,2173472"">The Friendly Creeper Diaries: The Moon City (Book 4): The Underground City</a>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099219,2173472"">The Friendly Creeper Diaries: The Relics of Dragons (Book 7): Possessed by Herobrine</a>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099222,2173472"">Minecraft: Battle of Legends Book 1</a>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099225,2173472"">The Obsidian Cube (Book 1): An Unknown Past</a>
 </li>
</ul>",,EBOOKS,Select Minecraft for Kids eBooks
3,https://www.dealnews.com/Anker-Sound-Buds-Slim-Wireless-Earbuds-for-19-free-shipping-w-Prime/2173397.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rusu7aqszzk8oniannvc",,$19,2173397,,2018-01-07T21:20:10-05:00,"AnkerDirect via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173397"">Anker SoundBuds Slim Wireless Earbuds</a> in Blue or Red for <strong>$18.99</strong> with <strong>free shipping</strong>. That's a buck under our September mention and the lowest price we could find now by $9. Features include IPX4 rated water-resistance, 6mm drivers, and three sizes of ear tips.",free shipping w/ Prime,HEADPHONES,Anker SoundBuds Slim Wireless Earbuds
3,https://www.dealnews.com/Smart-Color-Art-Dual-Tip-Brush-Pen-48-Pack-for-16-free-shipping/2173484.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdeccn1d90sn8dl8f20p",,$16,2173484,,2018-01-07T21:19:55-05:00,"Smart Color Art via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173484"">Smart Color Art Dual Tip Brush Pen 48-Pack</a> for <strong>$15.79</strong> with <strong>free shipping</strong>. That's $11 under our June mention and the lowest price we could find by $2.",free shipping,CRAFTS,Smart Color Art Dual Tip Brush Pen 48-Pack
,"https://www.dealnews.com/lw/click.html?20,2,2173256","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",2018-01-07T00:01:00-05:00,Teen Discounts,2173256,,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173256"">Liberty Mutual</a> offers discounted rates on policies for teen drivers. You may qualify for rate reductions if your teen is:
<ul>
 <li>Under the age of 21 and completes a qualifying driver training program
 </li>
 <li>living at a school more than 100 miles from your home and occasionally drives your vehicle
 </li>
 <li>under the age of 25, who achieve at least a B (3.0) average
 </li>
</ul>",,FINANCIAL SERVICES,Liberty Mutual Auto Insurance
3,https://www.dealnews.com/WD-8-TB-Easystore-USB-3.0-Desktop-Hard-Drive-for-160-free-shipping/2173466.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t21o077beszlarpx6tut",,$160,2173466,,2018-01-07T21:19:47-05:00,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173466"">Western Digital 8TB Easystore USB 3.0 Desktop Hard Drive</a> for <strong>$159.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $25, although we saw this for $20 less last month. It includes WD Backup and Drive Utilities software and also comes with a choice of $20 Shutterfly Credit or 8x8"" Photo Book.",free shipping,EXTERNAL HARD DRIVES,WD 8TB Easystore USB 3.0 Desktop Hard Drive
4,https://www.dealnews.com/Refurb-Asus-Zen-Fone-3-16-GB-Android-Phone-for-70-after-rebate-free-shipping/2173460.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o2zbpydgwfynazwy0izy",,$70 after rebate,2173460,,2018-01-07T21:05:16-05:00,"Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173460"">Unlocked Asus ZenFone 3 Max 16GB 4G LTE GSM Android Smartphone</a> in Gray for <strong>$69.99</strong> via the instructions below. With <strong>free shipping</strong>, that's $10 under last month's mention, $60 under the lowest price we could find for a new unit and the best price we've seen in any condition. The phone features a 4,100mAh battery, which lasts up to 30 days on standby and doubles as a power bank. Additional features include an MediaTek MT6737 1.25GHz quad-core processor, 5.2"" 1280x720 (720p) IPS touchscreen LCD, 2GB RAM, 16GB storage, 13-megapixel rear camera, 5-megapixel front-facing camera, 1080p video recording, 802.11n wireless, Bluetooth 4.0, microSD card slot, fingerprint sensor, and Android 6.0 OS (Marshmallow). Deal ends January 31. To get this deal:
<ol>
 <li>Add the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173460"">Unlocked Asus ZenFone 3 Max 16GB 4G LTE GSM Android Smartphone</a> to cart for $89.99
 </li>
 <li>coupon code ""EMCSPEPV3"" cuts it to $79.99
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099201,2173460"">$10 rebate</a> for a final price of <strong>$69.99</strong>
 </li>
</ol>
Note: A 90-day warranty applies but it's unclear who covers it.",free shipping,ANDROID PHONES,Refurb Asus ZenFone 3 16GB Android Phone
3,https://www.dealnews.com/Refurb-Hitachi-4-Gal.-Portable-Air-Compressor-for-84-9-s-h/2173436.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgid17zwychpns7kvit9",,$84,2173436,,2018-01-07T21:19:34-05:00,"Big Sky tool offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173436"">Hitachi 4-Gallon Portable Electric Twin Stack Air Compressor</a> for <strong>$83.97</strong> plus around <strong>$9</strong> for shipping. That's $6 under our mention from last April and about $59 under the lowest price we could find for a new unit. It weighs 53 lbs. and features a 15-amp direct-drive induction motor, cast iron pump, steel-encased gauges, and thermal overload protection.<br>
<br>
Note: A 1-year Hitachi warranty applies.",$9 shipping,POWER TOOLS,Refurb Hitachi 4-Gal. Portable Air Compressor
3,https://www.dealnews.com/Texsport-BBQ-Swivel-Grill-for-32-free-shipping/2173454.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vdnwc5tdtn87mzixvecs",,$32,2173454,,2018-01-07T21:18:43-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173454"">Texsport Heavy Duty Outdoor Barbecue Swivel Grill</a> for <strong>$32.09</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099198,2173454"">Amazon</a> charges the same.) That's $6 under our November mention and the lowest price we could find by $5. It features a 24"" x 16"" cooking surface and is height adjustable to 17"".",free shipping,BBQS & GRILLS,Texsport BBQ Swivel Grill
5,https://www.dealnews.com/Alpine-Swiss-Mens-Grant-Jacket-for-25-free-shipping/2173451.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ndxuol53zy3zdieppmbe",,$25,2173451,,2018-01-07T20:53:37-05:00,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173451"">Alpine Swiss Men's Grant 28"" Open Bottom Jacket</a> in Black or Gray for <strong>$24.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099195,2173451"">Alpine Swiss Store via Amazon</a> charges the same.) That's $5 under our mention from two weeks ago, $150 off list, and the lowest price we've seen. It's available in sizes S to XXL.",free shipping,COATS,Alpine Swiss Men's Grant Jacket
3,https://www.dealnews.com/Tool-Storage-and-Organization-at-Amazon-Up-to-extra-30-off-free-shipping/2173400.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eyghuiqzz1zpaytgaox5",,Up to extra $30 off,2173400,,2018-01-07T21:18:27-05:00,"Amazon discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099186,2173400"">tool storage and organization items</a>. Plus, some items receive <b>up to an extra $30 off</b> via on-page clippable coupons. All these orders receive <strong>free shipping</strong>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173400"">Waterloo 26"" Wide 5-Drawer Tool Chest</a> for <strong>$174.99</strong> via the on-page $10 clippable coupon (pictured, $10 low)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099177,2173400"">CAT 5-Drawer Ball Bearing Tool Chest</a> for <strong>$204.95</strong> (low by $30)
 </li>
</ul>",free shipping,TOOL STORAGE & ORGANIZATION,Tool Storage and Organization at Amazon
3,https://www.dealnews.com/Alkai-Mens-Griffin-Polarized-Sunglasses-for-10-free-shipping-w-Prime/2173394.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yl8qjyhe6m23m3ez3i8b",,$10,2173394,,2018-01-07T21:18:08-05:00,"AKASO-Store via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173394"">Alkai Men's Griffin Sport Polarized Sunglasses</a> in Black/Red or Black/Silver for <strong>$9.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. Features include TR90 frame material and 100% UV protection.",free shipping w/ Prime,SUNGLASSES,Alkai Men's Griffin Polarized Sunglasses
4,https://www.dealnews.com/New-Balance-Mens-Strobe-Sneakers-for-30-1-s-h/2173430.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zn3grmvziincih1ftcln",,$30,2173430,,2018-01-07T21:04:41-05:00,"Ending today, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173430"">New Balance Men's Strobe Running Shoes</a> in Black for <b>$29.99</b>. Coupon code ""DOLLARSHIP"" unlocks <b>$1</b> for shiping. That's tied with our expired mention from three days ago and the lowest price we could find by $21. They're available in regular and wide widths in select sizes from 8 to 13.",$1 shipping,SHOES,New Balance Men's Strobe Sneakers
3,https://www.dealnews.com/Lapasa-Mens-Full-Zip-Polar-Fleece-Jacket-from-16-free-shipping-w-Prime/2173373.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gn4ciazslqdpvtfb1bfm",,from $16,2173373,,2018-01-07T21:17:48-05:00,"ASAS.USA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173373"">Lapasa Men's Full Zip Polar Fleece Jacket</a> in Blue or Grey for $19.99. Coupon code ""A9FRLDRG"" cuts that price to <strong>$15.99</strong>. With <strong>free shipping</strong> for Prime members, that's $2 under last month's mention, $15 off list, and the lowest price we could find. It's available in sizes S and XXL only. Deal ends January 31.<br>
<br>
Note: It's available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099162,2173373"">wider selection</a> of sizes and colors for <strong>$20.79</strong> via the same code as above.",free shipping w/ Prime,COATS,Lapasa Men's Full Zip Polar Fleece Jacket
,"https://www.dealnews.com/lw/click.html?20,2,2171954","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",2018-01-04T14:27:34-05:00,"50,000 bonus points",2171954,,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,CREDIT CARDS,Chase Sapphire Preferred® Card
3,https://www.dealnews.com/Lapasa-Womens-Yoga-Pants-for-7-free-shipping-w-Prime/2173376.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/malbpw0qxwmi0axzykpc",,$7,2173376,,2018-01-07T21:15:57-05:00,"ASAS.USA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173376"">Lapasa Women's Yoga Pants</a> in Jade for $9.99. Coupon code ""Q7ZKBORN"" cuts it to <strong>$7.49</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off list and the lowest price we could find. They're available in sizes M to XL. Deal ends January 31.<br>
<br>
Note: They're available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099165,2173376"">wider selection</a> of sizes and colors for <strong>$14.99</strong> via the same code as above.",free shipping w/ Prime,ACTIVEWEAR,Lapasa Women's Yoga Pants
3,https://www.dealnews.com/Austrian-Crystal-Tennis-Bracelet-5-Pack-for-10-free-shipping/2173391.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aowuhrncprnejpdhuqqi",,$10,2173391,,2018-01-07T21:14:58-05:00,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173391"">Austrian Crystal Tennis Bracelet 5-Pack</a> for $46.99. Coupon code ""dealnews78"" cuts that to <strong>$10.34</strong>. With <strong>free shipping</strong>, that's $4 under our November mention, $40 off, and the lowest price we could find. It includes five different styles. Deal ends January 10.",free shipping,JEWELRY,Austrian Crystal Tennis Bracelet 5-Pack
3,https://www.dealnews.com/Kitclan-Magnet-Wristband-for-9-free-shipping-w-Prime/2173385.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxoi76moaf0lbizoh1d9",,$9,2173385,,2018-01-07T21:14:18-05:00,"Kitclan via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173385"">Kitclan Magnet Wristband</a> for $12.99. Coupon code ""LVX6HH39"" cuts it to <strong>$8.70</strong>. With <strong>free shipping</strong> for Prime members, that's $4 off list and the lowest price we could find. It features an adjustable velcro strap, 1,680-denier ballistic polyester construction, and five powerful magnets. Deal ends January 9.",free shipping w/ Prime,TOOLS & HARDWARE,Kitclan Magnet Wristband
