url,uuid,title,category,hotness,price,time_published,description,time_modified,editors_choice,shipping,picture_url
https://www.dealnews.com/Gre-Cute-18-x-30-Doormat-for-5-free-shipping-w-Prime/2168495.html,2168495,"GreCute 18"" x 30"" Doormat",DECOR,3,$5,2017-12-29T20:47:50-05:00,"Nomi Park via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168495"">GreCute 18"" x 30"" Doormat</a> in Black for <strong>$5.09</strong>. Plus, Prime members get <strong>free shipping</strong>. That's $3 under our October mention, $5 off, and the lowest price we could find. It features vinyl backing.",,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6ikdhmmzqc6e0cty5ci"
https://www.dealnews.com/Nike-Mens-Jordan-Ultra.Fly-2-Shoes-for-60-free-shipping/2168672.html,2168672,Nike Men's Jordan Ultra.Fly 2 Shoes,SHOES,4,$60,,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168672"">Nike Men's Jordan Ultra.Fly 2 Basketball Shoes</a> in several colors (Black/Anthracite pictured) for $79.97. In cart, that drops to <strong>$59.98</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089733,2168672"">Villa</a> charges the same in Black/Red.) Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089724,2168672"">join</a>.) That's the lowest price we could find by $7. They're available in select sizes from 9 to 13.",2017-12-29T20:45:35-05:00,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m0llhlqluwluva1faedx"
https://www.dealnews.com/Rubbermaid-Take-Alongs-40-pc-Food-Storage-Set-for-9-pickup-at-Target/2168486.html,2168486,Rubbermaid TakeAlongs 40pc Food Storage Set,KITCHEN,3,$9,2017-12-29T20:07:37-05:00,"Target offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168486"">Rubbermaid TakeAlongs 40-Piece Food Storage Container Set</a> for <strong>$8.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089463,2168486"">Amazon</a> has it for the same with a $25 order.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's a buck under our July mention and the best price we could find by $3. It includes four mini square containers, two mini round containers, four square containers, four bowl containers, two large bowls, and four square containers.",,,pickup at Target,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mrvv4uoewebgcsby5lm0"
https://www.dealnews.com/Society-Den-Emery-Upholstered-Platform-Bed-from-163-free-shipping/2168636.html,2168636,Society Den Emery Upholstered Platform Bed,BED & BATH,3,from $163,2017-12-29T19:56:00-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168636"">Society Den Emery Upholstered Twin Platform Bed</a> in several colors (Teal pictured) for <strong>$162.88</strong> with <strong>free shipping</strong>. (Non-members pay an additional $16.29.) That's the lowest price we could find by $23. It features a chrome silver nailhead trim.<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089703,2168636"">Full</a> for <strong>$199.88</strong> with <strong>free shipping</strong>. (Non-members pay an additional $19.99.) That's the lowest price we could find by $10.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/czeaipyeyabugq3ofkeu"
"https://www.dealnews.com/lw/click.html?20,2,2168498",2168498,Bank of America® Travel Rewards Credit Card,CREDIT CARDS,,"20,000 bonus points offer",2017-12-29T15:40:39-05:00,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168498"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm"
https://www.dealnews.com/Metal-Glass-Console-Table-for-70-free-shipping/2168606.html,2168606,Metal/Glass Console Table,TABLES,3,$70,2017-12-29T18:45:41-05:00,"Sam's Club offers its members this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168606"">Metal/Glass Console Table</a> for <b>$69.99</b> with <b>free shipping</b>. (Non-members must pay a $7 surcharge.) That's $30 off list and the lowest price we could find. It measures 43"" x 15"" x 30"".",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmomuazsjfigzg6urrw4"
https://www.dealnews.com/Go-Pro-HERO6-Black-4-K-Action-Camera-for-400-free-shipping/2168630.html,2168630,GoPro HERO6 Black 4K Action Camera,DIGITAL CAMCORDERS,3,$400,2017-12-29T18:10:38-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168630"">GoPro HERO6 Black 4K Action Camera</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $49 under our Cyber Monday mention (although that included a $75 B&H gift card) and the lowest outright price we've seen. (It's the best deal now by $59, although most retailers charge upwards of $479.) It's waterproof to 33 feet <i>without</i> a housing and features a 2"" touchscreen LCD, up to 4K video recording at 60fps, 12-megapixel still image resolution, three microphones, 5GHz WiFi, Bluetooth, GPS (with data overlay via the free Quik desktop app), microSDXC card slot, micro HDMI, and rechargeable Li-ion battery.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bcbjeoyylhwq8gsjlxoa"
https://www.dealnews.com/Serta-Luxury-Hybrid-Shoreway-Mattress-Set-from-699-free-shipping/2168582.html,2168582,Serta Luxury Hybrid Shoreway Mattress Set,MATTRESSES,3,from $699,2017-12-29T18:10:30-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168582"">Serta Ultra Luxury Hybrid Shoreway Plush Mattress Queen Set</a> with 5.75"" or 9"" boxspring for <b>$699</b> with <b>free white glove delivery</b>. (Delivery includes basic set-up and haul-away. Non-members pay an additional $69.90, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45.) That's $600 off and the lowest price we could find, although we saw it for $100 less last week. This smooth-top mattress features a 14.75"" profile and hybrid gel memory foam / individually-wrapped coil design. It's compatible with Serta adjustable foundations (sold separately).<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089646,2168582"">King</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089649,2168582"">California King</a> for <b>$999</b> with <b>free shipping</b>. (As above, non-members should purchase a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45 to avoid the $99.90 surcharge.) That's also a tie from three weeks ago, $700 off, and the lowest price we could find.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjztd46vih4mntti82up"
https://www.dealnews.com/Sperry-Mens-Star-Wars-Cloud-Duel-Shoes-for-37-free-shipping/2168555.html,2168555,Sperry Men's Star Wars Cloud Duel Shoes,SHOES,3,$37,2017-12-29T17:34:19-05:00,"Sperry offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168555"">Sperry Men's Star Wars Cloud Duel Slip-On Shoes</a> for <b>$37.48</b> with <b>free shipping</b>. That's $37 off list and the lowest price we could find. They're available in sizes 7 to 13.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uvxwtwkyzlvvtec6bcxw"
https://www.dealnews.com/Remington-Shortcut-Pro-Self-Haircut-Kit-for-28-free-shipping/2168585.html,2168585,Remington Shortcut Pro Self-Haircut Kit,HAIR CARE,4,$28,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168585"">Remington Shortcut Pro Self-Haircut Kit</a> for $38.49. Clip the $10 off coupon on the product page to cut that to <strong>$28.49</strong>. With <strong>free shipping</strong>, that's tied with our mention from last week as the lowest price we've seen. (It's the best deal now by $10.) This 13-piece kit includes a hand-held clipper, nine length-adjusting combs, a cleaning brush, storage/travel pouch, oil, and a charger.",2017-12-29T20:36:59-05:00,True,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnluxboxddrq5mlp6biv"
https://www.dealnews.com/Emery-Upholstered-Chair-from-200-free-shipping/2168588.html,2168588,Emery Upholstered Chair,CHAIRS,3,from $200,2017-12-29T17:27:16-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168588"">Emery Upholstered Chair</a> in several colors (Natural pictured) for <b>$199.98</b> with <b>free shipping</b>. (Non-members pay a $20 surcharge.) That's the lowest price we could find by $27. It features straight edge arms and nailhead trim.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sanlalnxqycpl7beksld"
https://www.dealnews.com/Mars-Halloween-Candy-250-Piece-Bag-for-8-w-25-purchase-free-shipping/2168597.html,2168597,Mars Halloween Candy 250-Piece Bag,GROCERIES,4,$8 w/ $25 purchase,2017-12-29T17:21:03-05:00,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168597"">Mars Chocolate and More Favorites Halloween Candy Variety Mix 95.1-oz. 250-Piece Bag</a> for <strong>$7.80</strong> with <strong>free shipping</strong>. Provided you've got some other shopping to do at Amazon, that's $8 under our October mention and the lowest price we could find now by $6. It includes fun- and mini-sized Starburst, Skittles, 3 Musketeers, Snickers, and Snickers Peanut Butter Squared candies.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with an order of $25 or more.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eotxhpehnz9uv7eu8nfp"
https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-40-free-shipping/2168573.html,2168573,Optimum Nutrition Protein Powder 5-lb. Jar,SUPPLEMENTS,3,$40,2017-12-29T17:16:31-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in several flavors (Chocolate Mint pictured) for <strong>$39.99</strong> with <b>free shipping</b> via the steps below. That's $2 below our mention from Black Friday weeked and the lowest price we could find by $8. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in flavor for $49.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$39.99</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hov7g1focbwcbycjvgfx"
https://www.dealnews.com/Alder-Creek-Executive-Gourmet-Gift-Basket-from-65-free-shipping/2168570.html,2168570,Alder Creek Executive Gourmet Gift Basket,CHOCOLATES,1,from $65,2017-12-29T17:04:39-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168570"">Alder Creek Executive Gourmet Gift Basket</a> for <b>$64.91</b> with <b>free shipping</b>. (Non-members pay a $6.49 surcharge.) That's $20 off list and the lowest price we could find. The basket includes Portlock salmon, Jack Allen Chocolate Eclairs, Lindt Truffles Truffle Cookies, Olli Salumeria Mild Genoa Salami, and more.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nh60fftynwzkngzszdeb"
"https://www.dealnews.com/lw/click.html?20,2,2167586",2167586,Chase Sapphire Preferred® Card,CREDIT CARDS,,"50,000 bonus points",2017-12-28T12:11:32-05:00,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap"
https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html,2168558,New Nintendo 3DS XL Game Console Bundle,CONSOLES,2,from $249,2017-12-29T17:01:32-05:00,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.",,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem"
https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html,2168543,Civilization III Complete Edition for PC,PC GAMES,3,$1,2017-12-29T16:42:57-05:00,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h"
https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html,2168540,Cylen Ventilated Foam Orthopedic Seat Cushion,HEALTH,3,$14,2017-12-29T16:37:47-05:00,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.",,,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf"
https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html,2168552,"Hotel and Ski Packages in Salt Lake City, UT",HOTELS,3,from $115 per person,2017-12-29T16:36:46-05:00,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo"
https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html,2168549,Cruise.com Carnival Cruises Sale,CRUISES,5,from $229 per person,,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$199 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.",2017-12-29T20:45:51-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w"
https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html,2168537,Return to Castle Wolfenstein for PC,PC GAMES,4,$1,,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.",2017-12-29T20:56:22-05:00,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15"
https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html,2168483,Ubiquiti Unifi Gateway Gigabit Router,ROUTERS,3,$95,,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.",2017-12-29T20:58:25-05:00,,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw"
https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html,2168468,Playmobil Space Shuttle,TOYS & HOBBIES,3,$18,2017-12-29T16:18:28-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.",,,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr"
https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html,2168534,American Airlines Nationwide Fares,AIRFARE,5,from $66 Roundtrip,2017-12-29T16:18:09-05:00,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp"
"https://www.dealnews.com/lw/click.html?20,2,2168600",2168600,Barclaycard Arrival Plus™ MasterCard®,CREDIT CARDS,,"40,000 Bonus Miles",2017-12-30T00:01:00-05:00,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i"
