category,title,time_modified,price,time_published,description,url,uuid,editors_choice,picture_url,shipping,hotness
SMALL APPLIANCES,Black + Decker Lightweight Hand Mixer,2018-01-04T09:41:57-05:00,$11,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171618"">Black + Decker 175-watt Lightweight Hand Mixer</a> in White for $11.59. Opt for in-store <strong>pickup</strong> to drop the price to <strong>$11.29</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095805,2171618"">Amazon</a> charges slightly more with free Prime shipping.) That's the lowest price we could find by $2, although most retailers charge at least $19. It features five speeds plus power boost, dishwasher-safe chrome beaters, a comfort grip, and bowl and heel rests.",https://www.dealnews.com/Black-Decker-Lightweight-Hand-Mixer-for-11-pickup-at-Walmart/2171618.html,2171618,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l73qs66skaass5dkxrki",pickup at Walmart,2
TOOLS & HARDWARE,Bulbhead Air Dragon Portable Air Compressor,2018-01-04T17:35:26-05:00,$18,,"sharp prices via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171585"">Bulbhead Air Dragon Portable Air Compressor</a> for <strong>$17.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It features a 14-foot power cable, built in LED light for emergency night repairs, a pressure hose, and a ball and balloon adapter pin.",https://www.dealnews.com/Bulbhead-Air-Dragon-Portable-Air-Compressor-for-18-free-shipping/2171585.html,2171585,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gjvujrfk2z4ge8y6yrws",free shipping,4
COATS,Devon & Jones Men's Classic Reversible Jacket,,$17,2018-01-04T09:30:41-05:00,"TheDealRack via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171657"">Devon &amp; Jones Men's Classic Reversible Jacket</a> in several colors (Green pictured) for <strong>$17.09</strong> plus <strong>$4.25</strong> for shipping. That's the lowest price we could find by $5. It's available in select sizes from XS to 4XL.",https://www.dealnews.com/Devon-Jones-Mens-Classic-Reversible-Jacket-for-17-4-s-h/2171657.html,2171657,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xhkitmqdhnmnkxgnaueb",$4 shipping,3
MAGAZINES,The Family Handyman 1-Year Subscription,2018-01-04T09:25:02-05:00,$8,,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171630"">The Family Handyman Magazine 1-Year Subscription</a> (9 issues) for <strong>$8</strong>. That's tied with our mention from last October and the lowest price we could find today by a buck.<br>
<br>
Note that this is an auto-renewal subscription. You can cancel at any time.",https://www.dealnews.com/The-Family-Handyman-1-Year-Subscription-for-8-free-shipping/2171630.html,2171630,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hamjaroaasjr6mqd2su1",free shipping,2
AUTOMOTIVE,Auto-Vox M1W Wireless Backup Camera Kit,,$77,2018-01-04T09:17:05-05:00,"Auto-Vox via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171660"">Auto-Vox M1W Wireless Backup Camera Kit</a> for $109.99. Coupon code ""BWK2G36Q"" cuts that to <strong>$76.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $31, although we saw it for $13 less last month. It features a 4.3"" LCD monitor, night vision, and waterproof wireless transmitter. Deal ends January 8.",https://www.dealnews.com/Auto-Vox-M1-W-Wireless-Backup-Camera-Kit-for-77-free-shipping/2171660.html,2171660,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufqyyh2suyq46g5g42pk",free shipping,3
CLOTHING & ACCESSORIES,Jos. A. Banks Blowout Deals,2018-01-04T16:21:40-05:00,from $5,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095694,2171666"">Jos. A. Bank</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095697,2171666"">men's apparel, shoes, and accessories</a>, with prices starting from <b>$5</b> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095700,2171666"">Blowout Deals</a>. (Prices are as marked.) Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095703,2171666"">join</a>.) Discounted items include suits, polos, sportcoats, and outerwear. Deal ends January 11. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095706,2171666"">Jos. A. Bank Men's Executive Herringbone 3/4-Length Topcoat</a> for <b>$59</b> ($436 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171666"">Jos. A. Bank Men's Joseph Slim Fit 2-Button Suit w/ Plain Front Trousers</a> for <b>$79</b> (pictured, $571 off)
 </li>
</ul>
Can't find what you're looking for? All other <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095709,2171666"">clearance styles</a> are marked an <strong>extra 50% off</strong>.",https://www.dealnews.com/Jos.-A.-Banks-Blowout-Deals-from-5-free-shipping/2171666.html,2171666,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zj9rltzlbavbwyc0p4oy",free shipping,5
COATS,Maximos Men's Mason Water Resistant Jacket,,$35,2018-01-04T09:11:12-05:00,"Aplaceinthesun via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171654"">Maximos Men's Mason Water Resistant Jacket</a> in several colors (Olive/Brown pictured) for <strong>$34.96</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's available in sizes S to XL.",https://www.dealnews.com/Maximos-Mens-Mason-Water-Resistant-Jacket-for-35-free-shipping/2171654.html,2171654,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vukucj6jsgyt4djkowxj",free shipping,3
MORNING JOLT,Top 5 Deals You Need to Know Today: A Wii U and 2 Games at an All-Time Low,,,2018-01-04T09:03:23-05:00,"Today, you can get a refurbished Wii U with a Sonic and LEGO Marvel game, all at a hefty $63 low. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",https://www.dealnews.com/features/morning-jolt/,2171663,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oa2k2jjicr1znx6pafpk",,
SHOES,Rockport End of Season Sale,,Up to 60% off,2018-01-04T08:59:40-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171642"">Rockport</a> takes <strong>up to 60% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095631,2171642"">men's and women's styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095634,2171642"">End of Season Sale</a>. Shipping starts at <strong>$5</strong>, but orders of $125 or more qualify for free shipping.",https://www.dealnews.com/Rockport-End-of-Season-Sale-Up-to-60-off-free-shipping-w-125/2171642.html,2171642,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uynnipmt2gwoxcwdyjgh",free shipping w/ $125,3
SMALL APPLIANCES,Doctor Hetzner Electric Gooseneck Kettle,,$38,2018-01-04T08:50:54-05:00,"OXA USA via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171627"">Doctor Hetzner 1.2-Liter Electric Gooseneck Kettle</a> for $54.99. Coupon code ""FNSPKZ2V"" cuts it to <strong>$38.49</strong>. With <strong>free shipping</strong>, that's $17 off list and the lowest price we could find, although we saw it for $8 less two weeks ago. This 1,000-watt kettle boils one liter of water in six minutes and features an LCD display, keep warm function, and auto shut-off. Deal ends January 31.",https://www.dealnews.com/Doctor-Hetzner-Electric-Gooseneck-Kettle-for-38-free-shipping/2171627.html,2171627,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o4lsbq5nuc2kqc5o8tgn",free shipping,2
SUPPLEMENTS,NutraEdge Testosterone Supplement 90ct Bottle,,$14,2018-01-04T08:42:20-05:00,"NutraEdge via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171633"">NutraEdge Men's EdgeTest Testosterone Supplement 90-Capsule Bottle</a> for $20.99. Coupon code ""TTT35OFF"" cuts it to <strong>$13.64</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's tied with last month's mention, $7 off, and the lowest price we could find. Deal ends January 10.",https://www.dealnews.com/Nutra-Edge-Testosterone-Supplement-90-ct-Bottle-for-14-free-shipping-w-Prime/2171633.html,2171633,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hpeynbb6s33d5vwrjjkd",free shipping w/ Prime,3
BATTERY BACKUPS/UPSS,APC UPS Connect 84VA Battery Back-Up System,,$34,2018-01-04T08:34:06-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171636"">APC UPS Connect 84VA Battery Back-Up System</a> for $46.95. Clip the coupon on the product page to cut it to <strong>$33.95</strong>. With <strong>free shipping</strong>, that's a buck under our mention from four days ago and the lowest price we could find by $63. It features over two hours of network backup power, two surge-protected outlets, a removable battery pack for smartphone charging, and three USB ports.",https://www.dealnews.com/APC-UPS-Connect-84-VA-Battery-Back-Up-System-for-34-free-shipping/2171636.html,2171636,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iyqtefpkfqonq5tedwut",free shipping,3
COATS,Jos. A. Bank Men's 3/4 Length Reversible Coat,,$59,2018-01-04T08:33:41-05:00,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171570"">Jos. A. Bank Men's Traveler Collection Traditional 3/4 Length Reversible Coat</a> in Charcoal or Brown for <strong>$59</strong> with <strong>free shipping</strong>. That's $536 off and tied with our October mention as the lowest price we've seen. It's available in sizes S to XXL.",https://www.dealnews.com/Jos.-A.-Bank-Mens-3-4-Length-Reversible-Coat-for-59-free-shipping/2171570.html,2171570,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bgcrg8vcup8qadgoslbj",free shipping,3
CELL PHONE ACCESSORIES,Logitech Harmony Home Hub w/ Amazon Echo Dot,,$90,2018-01-04T08:31:53-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171579"">Logitech Harmony Home Hub for 8 Devices</a> in Black bundled with the 2nd-generation <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095586,2171579"">Amazon Echo Dot</a> in Black for <strong>$89.99</strong> with <strong>free shipping</strong>. That's tied with our September mention and $36 under the lowest price we could find for these items sold separately elsewhere. The hub allows you to control up to eight devices from your smartphone via the Harmony App, which is available on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095589,2171579"">iOS</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095592,2171579"">Android</a>. The speaker features Alexa voice control, 802.11n dual-band wireless, Bluetooth, and a 3.5mm audio output.",https://www.dealnews.com/Logitech-Harmony-Home-Hub-w-Amazon-Echo-Dot-for-90-free-shipping/2171579.html,2171579,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzudw4ucgldmhkofgyew",free shipping,3
EXERCISE EQUIPMENT,ProForm 505 CST Treadmill w/ assembly,,$509,2018-01-04T08:26:48-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171624"">ProForm 505 CST Treadmill</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095604,2171624"">expert assembly</a> for <strong>$508.97</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $131. (For further comparison, expert assembly usually costs $120.) It features a 6"" LED-backlit display and 15 workout apps.",https://www.dealnews.com/Pro-Form-505-CST-Treadmill-w-assembly-for-509-free-shipping/2171624.html,2171624,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qs8nigucctwoylzu4foi",free shipping,3
VIDEO DOWNLOADS,The LEGO Ninjago Movie in HD,,$10,2018-01-04T08:18:05-05:00,"For Prime members only, Amazon offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171621"">The LEGO Ninjago Movie in HD</a> for <strong>$9.99</strong>. That's the lowest price we could find by $5.",https://www.dealnews.com/The-LEGO-Ninjago-Movie-in-HD-for-10/2171621.html,2171621,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cqjkinjony5vz7sjr1yu",,2
MACBOOK AIR,"Refurb Apple MacBook Air i7 Dual 12"" Laptop",,$445,2018-01-04T08:15:23-05:00,"Altatac via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171582"">Apple MacBook Air Intel Ivy Bridge Core i7 2GHz 11.6"" Laptop</a> for <strong>$444.95</strong> with <strong>free shipping</strong>. That's $65 under our mention from last June and the lowest price we could find for a refurb today by $134. It features an Intel Core i7-3667U 2GHz Ivy Bridge dual-core processor, 11.6"" 1366x768 LCD, 4GB RAM, 128GB SSD, Thunderbolt, and OS X 10.7.4 (Lion).<br>
<br>
Note: No warranty information is provided.",https://www.dealnews.com/Refurb-Apple-Mac-Book-Air-i7-Dual-12-Laptop-for-445-free-shipping/2171582.html,2171582,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tco1ypjcdvxkpzgadjru",free shipping,3
HEADPHONES,HBQ i7 Twins True Wireless Earphones,,$20,2018-01-04T08:08:05-05:00,"Tanga offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171609"">HBQ i7 Twins True Wireless Earphones</a> in several colors (Black pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago as the lowest price we've seen. (It's the best today by $1.) They feature 4-5 hours of play time, hands-free calling, and lag-free connections.",https://www.dealnews.com/HBQ-i7-Twins-True-Wireless-Earphones-for-20-free-shipping/2171609.html,2171609,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/est2kipu76aboanxxqur",free shipping,3
POWER TOOLS,Hyper Tough 2A 1/4 Sheet Sander,,$14,2018-01-04T08:03:38-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171615"">Hyper Tough 2-amp 1/4 Sheet Sander</a> for <strong>$13.88</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention, $6 off, and the lowest price we could find. It features a dust bag, 80-grit sandpaper, and paper punch.",https://www.dealnews.com/Hyper-Tough-2-A-1-4-Sheet-Sander-for-14-pickup-at-Walmart/2171615.html,2171615,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpe3iql16z0yulsezyzu",pickup at Walmart,2
PANTS,Hanes Women's Essential Fleece Sweatpants,,$3,2018-01-04T08:02:35-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171555"">Hanes Women's Essential Fleece Sweatpants</a> in several colors (Deep Raspberry pictured) for <strong>$3</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $13. They're available in select regular and petite sizes from XS to L.",https://www.dealnews.com/Hanes-Womens-Essential-Fleece-Sweatpants-for-3-pickup-at-Walmart/2171555.html,2171555,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ql4e64rrxruazysncy1o",pickup at Walmart,3
CONSUMER NEWS,"Oops! Apple Messed Up, But You Can Get a MUCH Cheaper Battery Out Of It",,,2018-01-04T08:00:01-05:00,"Recently it came to light that Apple has been slowing down batteries on older iPhones. Not surprisingly, users were unhappy with this news. But now, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html"">Apple is trying to make things right</a> and regain their customers' trust.",https://www.dealnews.com/features/Oops-Apple-Messed-Up-But-You-Can-Get-a-MUCH-Cheaper-Battery-Out-Of-It/2168330.html,2168330,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rieekggkcdqqy9agpg6y",,
CONSUMER NEWS,When Are White Sales in 2018?,,,2018-01-04T08:00:01-05:00,"Despite their name, white sales offer items in all colors of the rainbow. They can pop up throughout the year, but make no mistake: January is the prime time for white sales. Check out <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html"">our guide to white sales</a>, so you can take advantage!",https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html,2163980,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/azi5rkgi5korfybgz7mi",,
MAGAZINES,Muscle & Fitness 1-Year Subscription,,12 issues for $5,2018-01-04T07:54:19-05:00,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171606"">Muscle &amp; Fitness Magazine 1-Year Subscription</a> (12 issues) for $28.95. Coupon code ""DEALNEWS"" drops it to <strong>$4.50</strong>. That's tied with our September mention and the lowest price we could find by $15.<br>
<br>
Note: You can buy up to three years at this discounted rate.",https://www.dealnews.com/Muscle-Fitness-1-Year-Subscription-12-issues-for-5/2171606.html,2171606,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rklnvrex9jgj8qamnhbe",,2
POWER TOOLS,"Bostitch Bulldog 2"" 18-Gauge Brad Nailer",,$59,2018-01-04T07:51:27-05:00,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171552"">Bostitch Bulldog 2"" 18-Gauge Brad Nailer</a> for <strong>$59</strong>. Plus, MyLowe's members bag <strong>free shipping</strong> on all orders. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095571,2171552"">join</a>.) That's the lowest price we could find by $18. It drives 18-gauge nails from 5/8"" to 2"" and features a tool-free adjustable exhaust cap.",https://www.dealnews.com/Bostitch-Bulldog-2-18-Gauge-Brad-Nailer-for-59-free-shipping/2171552.html,2171552,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yv5ldi0guolk5teqyort",free shipping,2
HOME & GARDEN,Rubbermaid Deluxe Tool Tower,,$40,2018-01-04T07:42:01-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171546"">Rubbermaid Deluxe Tool Tower</a> for <strong>$39.59</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095562,2171546"">Amazon</a> charges the same.) That's the lowest price we could find by $5. It measures 18"" x 37"" x 37"" and stores up to 40 tools.",https://www.dealnews.com/Rubbermaid-Deluxe-Tool-Tower-for-40-free-shipping/2171546.html,2171546,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qj80fzwkxu6lsbj0plsa",free shipping,3
TOOL STORAGE & ORGANIZATION,NewAge Adjustable Ceiling Storage Rack,,$119,2018-01-04T07:40:49-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171594"">NewAge Versarac Adjustable Ceiling Storage Rack</a> in Gray for <strong>$119</strong> with <strong>free shipping</strong>. That's $80 off and the lowest price we could find. It measures 96"" x 48"" x 42"" and features a load capacity of 600 lb. Deal ends January 31.",https://www.dealnews.com/New-Age-Adjustable-Ceiling-Storage-Rack-for-119-free-shipping/2171594.html,2171594,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ythzhblzjt4zzfpx4bl7",free shipping,3
EXERCISE EQUIPMENT,Fitness Gear 40 lb. Weighted Vest,,$75,2018-01-04T07:37:38-05:00,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171540"">Fitness Gear 40 lb. Weighted Vest</a> for <strong>$74.99</strong> with <strong>free shipping</strong>. That's $25 off list and the lowest price we could find. It features 20 pockets of removable 2-lb. weights.",https://www.dealnews.com/Fitness-Gear-40-lb.-Weighted-Vest-for-75-free-shipping/2171540.html,2171540,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uleiggoq1wxthrdehosw",free shipping,3
KIDS' CLOTHES,Columbia Toddler Girls' Rain Jacket,,$15,2018-01-04T07:15:35-05:00,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171561"">Columbia Toddler Girls' Switchback Rain Jacket</a> in Pacific Rim or Eve for <strong>$14.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095574,2171561"">sign up</a>.) That's the lowest price we could find by $10. It's available in sizes 2T to 4T.",https://www.dealnews.com/Columbia-Toddler-Girls-Rain-Jacket-for-15-free-shipping/2171561.html,2171561,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2kwjhdhxxsaksqxghaf",free shipping,2
KEYBOARDS,Logitech K400 Wireless Touchpad Keyboard,,$17,2018-01-04T07:14:58-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171567"">Logitech K400 Wireless Touchpad Keyboard</a> for <strong>$16.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $3, although we saw it for a buck less last Black Friday. It features a 33-foot wireless range, built-in 3.5"" touchpad, and multimedia hot keys.",https://www.dealnews.com/Logitech-K400-Wireless-Touchpad-Keyboard-for-17-pickup-at-Walmart/2171567.html,2171567,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qofkdbhktgejzozdbeod",pickup at Walmart,3
KITCHEN,6-Piece Non-Stick Copper Bakeware Set,,$23,2018-01-04T07:13:01-05:00,"13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171576"">6-Piece Non-Stick Copper Bakeware Set</a> for <strong>$22.99</strong> with <strong>free shipping</strong>. That's $27 off and the lowest price we could find. It includes three cake pans, a muffin pan, medium loaf pan, and a cookie sheet.",https://www.dealnews.com/6-Piece-Non-Stick-Copper-Bakeware-Set-for-23-free-shipping/2171576.html,2171576,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qi00iedpkfshwqfga3od",free shipping,2
SHOES,G.H. Bass & Co. Men's Bruno Leather Oxfords,2018-01-04T17:29:56-05:00,$35,,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171558"">G.H. Bass &amp; Co. Men's Bruno Leather Oxford Shoes</a> in Chocolate for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $45. They're available in sizes 7.5 to 13.",https://www.dealnews.com/G.H.-Bass-Co.-Mens-Bruno-Leather-Oxfords-for-35-free-shipping/2171558.html,2171558,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/npb4nnjbmgytx2f59hle",free shipping,4
MEDICINE & MEDICAL,Shiatsu Heated Neck and Back Massager,,$20,2018-01-04T07:00:48-05:00,"As one of its daily deals, That Daily Deal offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171564"">Shiatsu Heated Neck and Back Massager</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15, although we saw it for $2 less three weeks ago. It features four kneading discs, 20-minutes auto shut-off, and charging cables. Deal ends today.",https://www.dealnews.com/Shiatsu-Heated-Neck-and-Back-Massager-for-20-free-shipping/2171564.html,2171564,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pjdlkmfd0wphdhg6cgnz",free shipping,2
PARTY SUPPLIES,220 Dixie Everyday Disposable Paper Plates,2018-01-04T17:29:39-05:00,$13,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171534"">five Dixie Everyday Disposable Paper Plate 44-Packs</a> (220 total) for <strong>$13.29</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $10, although we saw them for $2 less last November. They're cut-resistant and microwavable. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095559,2171534"">220 Dixie Everyday Disposable Paper Plates</a> for $16.09
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$13.29</strong> and to receive <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",https://www.dealnews.com/220-Dixie-Everyday-Disposable-Paper-Plates-for-13-free-shipping/2171534.html,2171534,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/awhn9xsvfzebs1nolexm",free shipping,4
