hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
3,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-40-free-shipping/2168573.html,2017-12-29T17:16:31-05:00,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in several flavors (Chocolate Mint pictured) for <strong>$39.99</strong> with <b>free shipping</b> via the steps below. That's $2 below our mention from Black Friday weeked and the lowest price we could find by $8. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in flavor for $49.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$39.99</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",free shipping,2168573,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hov7g1focbwcbycjvgfx",,Optimum Nutrition Protein Powder 5-lb. Jar,SUPPLEMENTS
,https://www.dealnews.com/4-Months-of-Direc-TV-Now-w-Apple-TV-4-K-32-GB-for-140-free-shipping/2168561.html,2017-12-30T00:01:00-05:00,,"At DirecTV Now, prepay for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089601,2168561"">four months of DirecTV Now service</a> for <b>$140</b> ($35/month) and receive the recently-released <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168561"">Apple TV 4K 32GB Media Receiver</a> for <b>free</b> via the steps below. It features Apple's A10X Fusion chip, which is 2x faster and provides 4x GPU performance over the previous generation Apple TV. It also supports 4K HDR content via HDR 10 and Dolby Vision. This deal includes the ""Live a Little"" package from DirecTV Now, which offers over 60 channels to stream live, with many shows available on demand. After four months, you'll be billed $35/month for the service, but you may cancel at any time. To get this deal:
<ol>
 <li>On <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089604,2168561"">this page</a>, click ""Redeem &amp; Stream""
 </li>
 <li>create your account
 </li>
 <li>select the ""Live a Little"" tab and click ""Continue with this plan""
 </li>
 <li>on the add-ons page, click ""Skip for now""
 </li>
 <li>choose the Apple TV 4K and click ""Add to plan"", then click ""Continue""
 </li>
 <li>you'll see a final price of <b>$140</b> on the checkout page
 </li>
</ol>
Note: You must use Chrome or Safari as your browser to get this deal.",free shipping,2168561,$140,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0ocpnku7nfbwmiqbqfc",,4 Months of DirecTV Now w/ Apple TV 4K 32GB,"MOVIES, TV SHOWS & VIDEOS"
2,https://www.dealnews.com/Alder-Creek-Executive-Gourmet-Gift-Basket-from-65-free-shipping/2168570.html,2017-12-29T17:04:39-05:00,,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168570"">Alder Creek Executive Gourmet Gift Basket</a> for <b>$64.91</b> with <b>free shipping</b>. (Non-members pay a $6.49 surcharge.) That's $20 off list and the lowest price we could find. The basket includes Portlock salmon, Jack Allen Chocolate Eclairs, Lindt Truffles Truffle Cookies, Olli Salumeria Mild Genoa Salami, and more.",free shipping,2168570,from $65,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nh60fftynwzkngzszdeb",,Alder Creek Executive Gourmet Gift Basket,CHOCOLATES
2,https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html,2017-12-29T17:01:32-05:00,,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.",free shipping,2168558,from $249,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem",,New Nintendo 3DS XL Game Console Bundle,CONSOLES
3,https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html,2017-12-29T16:42:57-05:00,,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.",,2168543,$1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h",,Civilization III Complete Edition for PC,PC GAMES
3,https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html,2017-12-29T16:37:47-05:00,,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.",free shipping w/ Prime,2168540,$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf",,Cylen Ventilated Foam Orthopedic Seat Cushion,HEALTH
3,https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html,2017-12-29T16:36:46-05:00,,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.",,2168552,from $115 per person,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo",,"Hotel and Ski Packages in Salt Lake City, UT",HOTELS
5,https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html,,2017-12-29T20:45:51-05:00,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$199 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.",,2168549,from $229 per person,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",,Cruise.com Carnival Cruises Sale,CRUISES
4,https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html,,2017-12-29T20:56:22-05:00,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.",,2168537,$1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15",,Return to Castle Wolfenstein for PC,PC GAMES
3,https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html,,2017-12-29T20:58:25-05:00,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.",free shipping,2168483,$95,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw",,Ubiquiti Unifi Gateway Gigabit Router,ROUTERS
3,https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html,2017-12-29T16:18:28-05:00,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.",pickup at Walmart,2168468,$18,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr",,Playmobil Space Shuttle,TOYS & HOBBIES
,"https://www.dealnews.com/lw/click.html?20,2,2167586",2017-12-28T12:11:32-05:00,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2167586,"50,000 bonus points","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,Chase Sapphire Preferred® Card,CREDIT CARDS
5,https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html,2017-12-29T16:18:09-05:00,,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",,2168534,from $66 Roundtrip,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp",,American Airlines Nationwide Fares,AIRFARE
