shipping,time_published,editors_choice,category,hotness,title,url,picture_url,price,time_modified,uuid,description
free shipping w/ Prime,,True,TOYS & HOBBIES,3,Moana of Oceania Adventures with Maui,https://www.dealnews.com/Moana-of-Oceania-Adventures-with-Maui-for-6-w-25-purchase-free-shipping-w-Prime/2169839.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/etsshducpqhurxp6jysp",$6 w/ $25 purchase,2018-01-02T04:15:09-05:00,2169839,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169839"">Disney Moana of Oceania Adventures with Maui the Demigod</a> for <strong>$6.15</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $14. It includes a doll, necklace, and hawk figure.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more."
free shipping w/Prime,,True,TOYS & HOBBIES,3,Kuu Kuu Harajuku Tour Bus,https://www.dealnews.com/Kuu-Kuu-Harajuku-Tour-Bus-for-9-free-shipping-w-Prime/2169842.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ii0yaemrx9oo3mvfnrtz",$9,2018-01-02T04:14:54-05:00,2169842,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169842"">Kuu Kuu Harajuku Tour Bus</a> for <strong>$9.47</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. It includes a tour van, removable couch, G doll, five musical instruments, five Harajuku Charms, a vanity, and a storage closet."
free shipping w/ Prime,2018-01-01T23:15:38-05:00,,TOYS & HOBBIES,2,"Mattel DC Harley Quinn 6"" Figure Bedroom Set",https://www.dealnews.com/Mattel-DC-Harley-Quinn-6-Figure-Bedroom-Set-for-5-free-shipping-w-Prime/2169836.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l7v2dwgp4p4sk8egxkvw",$5,,2169836,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169836"">Mattel DC Super Hero Girls Poison Harley Quinn 6"" Figure Bedroom Set</a> for <strong>$5.36</strong> with <strong>free shipping</strong>. That's $3 under last week's mention and the lowest price we could find by $1. It includes a desk, chair, and a bed with headboard."
$8 shipping,2018-01-01T22:53:20-05:00,,COATS,3,Columbia Women's Plus Mercury Maven IV Jacket,https://www.dealnews.com/Columbia-Womens-Plus-Mercury-Maven-IV-Jacket-for-49-8-s-h/2169833.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kaif2r8nfk0ulkzab9sq",$49,,2169833,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169833"">Columbia Women's Plus Mercury Maven IV Jacket</a> in several colors (Black Tapestry Print pictured) for <strong>$49</strong> plus <strong>$7.95</strong> for shipping. That's the lowest price we could find by $40. It's available in sizes 1X and 2X."
$8 shipping,,,INTIMATES,3,Victoria's Secret Women's Satin Mini Bustier,https://www.dealnews.com/Victorias-Secret-Womens-Satin-Mini-Bustier-for-30-8-s-h/2169803.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gt0iq44iydrxqqqesysz",$30,2018-01-02T04:01:28-05:00,2169803,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169803"">Victoria's Secret Women's Dream Angels Satin Mini Bustier</a> in Black or Silver for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $25 off list and the lowest price we could find. It's available in sizes 32 to 38 with B to DD cup sizes."
$16 shipping,,True,COATS,4,Fjallraven Men's Keb Down Jacket,https://www.dealnews.com/Fjallraven-Mens-Keb-Down-Jacket-for-199-16-s-h/2169827.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dpijnvqgzetezn2jndwk",$199,2018-01-02T04:01:07-05:00,2169827,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169827"">Fjallraven Men's Keb Down Jacket</a> in Black for <strong>$199</strong> plus <strong>$15.95</strong> for shipping. That's $224 off list and the lowest price we could find. It's available in size L only."
$5 shipping,2018-01-01T22:01:10-05:00,,ROUTERS,3,Refurb Apple AirPort 802.11ac Wireless Base,https://www.dealnews.com/Refurb-Apple-Air-Port-802.11-ac-Wireless-Base-for-100-5-s-h/2169758.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r7kpgxzvop38evb1ixkc",$100,,2169758,"Yugster offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169758"">Apple AirPort Extreme 802.11ac Wireless Base Station</a> for <strong>$99.97</strong> plus <strong>$5</strong> for shipping. That's the lowest price we could find by $5. It uses 802.11ac WiFi technology, which offers up to 40% faster transmissions than 802.11n.<br>
<br>
A 30-day Yugster warranty applies."
,2017-12-28T12:11:32-05:00,,CREDIT CARDS,,Chase Sapphire Preferred® Card,"https://www.dealnews.com/lw/click.html?20,2,2167586","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap","50,000 bonus points",,2167586,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>"
free shipping,,,SHOES,5,Nike Men's Air Max Zero SE Shoes,https://www.dealnews.com/Nike-Mens-Air-Max-Zero-SE-Shoes-for-64-free-shipping/2169764.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4ys9k0uerm8kmxeblzh",$64,2018-01-02T03:39:28-05:00,2169764,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169764"">Nike Men's Air Max Zero SE Shoes</a> in Velvet Brown or Bordeaux for $84.97. That drops to <strong>$63.73</strong> in-cart. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091698,2169764"">join</a>.) That's the lowest price we could find by $44, outside of the mention below. They're available in sizes 7 to 15.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091701,2169764"">Sneakermdinc via eBay</a> has them for $64.60 with free shipping."
free shipping,,,ACTIVEWEAR,3,Under Armour Women's Storm No Breaks Jacket,https://www.dealnews.com/Under-Armour-Womens-Storm-No-Breaks-Jacket-for-50-free-shipping/2169824.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcbqkiyex9ra2ibsj3nd",$50,2018-01-01T21:53:56-05:00,2169824,"Eastbay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169824"">Under Armour Women's Coldgear Infrared Storm No Breaks Jacket</a> in Black/Black or Black/Grape for $99.99. In-cart, the price drops to <strong>$50</strong>. With <strong>free shipping</strong>, that's $75 off list and the lowest price we could find. They're available in select sizes from S to L. Deal ends January 2."
$8 shipping,2018-01-01T21:41:14-05:00,,SLEEP & LOUNGE,3,Victoria's Secret Women's Flannel Joggers,https://www.dealnews.com/Victorias-Secret-Womens-Flannel-Joggers-for-20-8-s-h/2169800.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjwggx7cieuldu2smqc0",$20,,2169800,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169800"">Victoria's Secret Women's Flannel Joggers</a> in several colors (Adore Red Dot pictured) for <strong>$19.99</strong> plus <strong>$8</strong> for shipping. That's $20 off list and the lowest price we could find. They're available in select sizes from XS to XL."
free shipping,2018-01-01T21:34:32-05:00,,SHORTS,3,Under Armour Men's SC30 Essentials Shorts,https://www.dealnews.com/Under-Armour-Mens-SC30-Essentials-Shorts-for-15-free-shipping/2169821.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b7nznfaqdt5ptg1znrcp",$15,,2169821,"Eastbay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169821"">Under Armour Men's SC30 Essentials Basketball Shorts</a> in Black/White or Navy/Graphite for an in-cart price of <strong>$15</strong> with <strong>free shipping</strong>. That's $3 under our April mention and the lowest price we've seen. (It's the best deal today by $19.) They're available in select sizes from S to 3XL. Deal ends January 2."
free shipping,2018-01-01T21:29:16-05:00,,COATS,3,Burton Men's Heritage Down Jacket,https://www.dealnews.com/Burton-Mens-Heritage-Down-Jacket-for-99-free-shipping/2169809.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvgohvpwxd4hdp22jxek",$99,,2169809,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169809"">Burton Men's Heritage Down Jacket</a> in Black or Fir for <strong>$99</strong>. Coupon code ""EMY17"" yields <strong>free shipping</strong>. plus <strong>$11.95</strong> for shipping. That's a savings of $43 and the lowest price we could find. It's available in select sizes from S to XXL."
free shipping,,True,SHOES,4,"Original S.W.A.T. Men's Hawk 9"" Boots",https://www.dealnews.com/Original-S.W.A.T.-Mens-Hawk-9-Boots-for-44-free-shipping/2169818.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/thlem9orz46c8v3vgwlh",$44,2018-01-02T03:59:11-05:00,2169818,"Botach via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169818"">Original S.W.A.T. Men's Hawk 9"" Waterproof Boots</a> in Coyote for <strong>$43.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $65. They're available in medium and wide widths in select sizes from 4 to 16."
free shipping,2018-01-01T21:17:55-05:00,,HOME & GARDEN,3,Stack-On Collapsible Stackable Folding Crate,https://www.dealnews.com/Stack-On-Collapsible-Stackable-Folding-Crate-for-15-3-for-36-free-shipping/2169761.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u3b3tw4hm3mgxrubicpc","$15, 3 for $36",,2169761,"That Daily Deal offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169761"">Stack-On Collapsible Stackable Folding Crate</a> in Black for <strong>$14.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It measures 15.8"" x 23.6"" x 8.8"" and folds down to less than 1.75"" tall.<br>
<br>
Even better, you can buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091668,2169761"">three crates</a> for <strong>$35.97</strong> with <strong>free shipping</strong>. (That's a savings of $39.) Additional crates can then be purchased for $11.99 each as well."
free shipping,2018-01-01T21:14:48-05:00,,SHOES,3,PUMA Women's Fierce Low Lace Training Shoes,https://www.dealnews.com/PUMA-Womens-Fierce-Low-Lace-Training-Shoes-for-30-free-shipping/2169806.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jly92r0mzfg2wt21q8op",$30,,2169806,"PUMA via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169806"">PUMA Women's Fierce Low Lace Training Shoes</a> in several colors (White/Black pictured) for <strong>$29.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. They're available in select sizes from 5.5 to 10."
free shipping,2018-01-01T21:13:04-05:00,,VACUUM CLEANERS,3,Dirt Devil Cyclonic Bagless Upright Vacuum,https://www.dealnews.com/Dirt-Devil-Cyclonic-Bagless-Upright-Vacuum-for-40-free-shipping/2169812.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vnlp4ripsp7srdyjepkj",$40,,2169812,"Dirt Devil via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169812"">Dirt Devil Extreme Cyclonic Bagless Upright Vacuum</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10, although we saw it for $4 less in November. This 9.8-lb. vacuum features a washable HEPA media filter, 6-foot stretch hose, and a 20-foot cord."
free shipping,2018-01-02T00:01:00-05:00,,TVS,,"Sharp 50"" 4K HDR LED LCD UHD Smart TV",https://www.dealnews.com/Sharp-50-4-K-HDR-LED-LCD-UHD-Smart-TV-for-400-free-shipping/2169470.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/njnmat5vwwd8tglpqyya",$400,,2169470,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169470"">Sharp Aquos 50"" 4K HDR LED-Backlit LCD Ultra HD Smart Television</a>, model no. LC-50P8000U, for <strong>$399.99</strong> with <strong>free shipping</strong>. It features a 3840x2160 (4K, 2160p) native resolution, HDR10 content support, 4K upscaling, 802.11ac wireless, Smart TV apps (including Hulu Plus, Netflix, and YouTube), Bluetooth 4.0, USB 3.0, and four HDMI inputs."
$12 shipping,2018-01-01T21:09:27-05:00,,SHOES,3,Wolverine Men's 1883 Percy Leather Boots,https://www.dealnews.com/Wolverine-Mens-1883-Percy-Leather-Boots-for-79-12-s-h/2169815.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzzij1yvs1eee8rpz3qn",$79,,2169815,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169815"">Wolverine Men's 1883 Percy Leather Boots</a> in Black or Brown for <strong>$79</strong> plus <strong>$11.95</strong> for shipping. That's $216 of list and the lowest price we could find. They're available in select sizes from 8.5 to 10.5."
free shipping w/ $125,,,CLOTHING & ACCESSORIES,4,Ann Taylor Sale,https://www.dealnews.com/Ann-Taylor-Sale-Extra-60-off-free-shipping-w-125/2169749.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv3zgo4anugb73lpicie",Extra 60% off,2018-01-02T03:58:59-05:00,2169749,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169749"">Ann Taylor</a> takes an <strong>extra 60% off</strong> its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091614,2169749"">women's sale apparel, shoes, and accessories</a>. (Discount applies in-cart.) Shipping adds a flat <strong>$8.95</strong>, but orders of $125 or more bag free shipping. Some exclusions may apply, and sizes may be limited. Deal ends January 2."
free shipping,,,EXERCISE EQUIPMENT,4,Sunny Health and Fitness Indoor Bike,https://www.dealnews.com/Sunny-Health-and-Fitness-Indoor-Bike-for-150-free-shipping/2169752.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wmba2nxilkxpsqsgyo0m",$150,2018-01-02T03:58:27-05:00,2169752,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169752"">Sunny Health and Fitness Indoor Cycling Bike</a> in Silver or Red for <strong>$149.99</strong> with <strong>free shipping</strong>. Outside of seller below, that's the lowest price we could find by $11 and the best deal we've seen for this bike. It features a steel frame, 30-lb. flywheel and chain drive mechanism, adjustable seat and handlebars, adjustable resistance knob, water bottle holder, and 220-lb. weight capacity.<br>
<br>
Note: It is temporarily out of stock but can still be ordered at this price and shipped when available. Need it sooner? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091620,2169752"">Walmart</a> offers it in Silver for $154 with free shipping."
,2018-01-01T20:31:17-05:00,,RESTAURANTS,3,Upcoming: Outback Steakhouse Bloomin' Onion,https://www.dealnews.com/Upcoming-Outback-Steakhouse-Bloomin-Onion-free-w-any-purchase/2169740.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aznnghkkeg8pzfsuos5v",free w/ any purchase,,2169740,"On January 2, to celebrate the South Carolina Gamecocks' come-from-behind victory in the Outback Bowl, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091572,2169740"">Outback Steakhouse</a> offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169740"">Bloomin' Onion</a> for <strong>free</strong> with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091575,2169740"">purchase of any item</a> when you use the phrase ""Outback Bowl"". (This deal is even available for Michigan fans. We hope it helps <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091578,2169740"">soften the blow</a>.) That's tied with our October mention as the best deal we've seen on a Bloomin' Onion. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091581,2169740"">Click here</a> to find a location near you."
free shipping,2018-01-01T20:21:53-05:00,,BEDDING,3,Serta Perfect Sleeper Queen Mattress Set,https://www.dealnews.com/Serta-Perfect-Sleeper-Queen-Mattress-Set-from-498-free-shipping/2169791.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gdo9kt8cqoceumozkaqx",from $498,,2169791,"For its members, Sam's Club offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169791"">Serta Perfect Sleeper Castleview Cushion Firm Pillowtop Queen Mattress Set</a> for <strong>$498</strong> with <strong>free shipping</strong>. (Non-members pay $49.80 more, so it's best to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091758,2169791"">Sam's Club 1-Year Membership</a> for $45 instead.) That's tied with our mention from a year ago and $97 under the lowest price we could find for a similar item sold elsewhere. It includes your choice of a 9"" or 5.75"" box spring."
"pickup at Toys""R""Us",2018-01-01T20:03:24-05:00,,BOOKS,2,Star Wars Saga Me Reader,https://www.dealnews.com/Star-Wars-Saga-Me-Reader-for-8-pickup-at-Toys-R-Us/2169785.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nmvgb7ud2ecj1dil4nfq",$8,,2169785,"Toys""R""US offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169785"">Star Wars Saga Me Reader</a> for $9.98. Coupon code ""NEWYEARS20"" cuts that to <strong>$7.98</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.98 shipping fee. That's the lowest price we could find by $10. It includes eight hardcover books that can be read aloud by the Me Reader. Three AAA batteries are required (included). Deal ends January 6."
free shipping,2018-01-01T20:02:58-05:00,,KITCHEN,3,Prepworks by Progressive 6pc ProKeeper Set,https://www.dealnews.com/Prepworks-by-Progressive-6-pc-Pro-Keeper-Set-for-36-free-shipping/2169782.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rs2rkfbwu3uayu8oqdgq",$36,,2169782,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169782"">Prepworks by Progressive 6-Piece ProKeeper Set</a> for <strong>$35.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $24. It includes a 4-quart, 2.5-quart, 1.5-quart, 1.4-quart, and two 1.5-cup containers with air-tight silicone seals."
free shipping,,True,TOOL STORAGE & ORGANIZATION,3,Jegs Performance 3-Drawer Tool Box,https://www.dealnews.com/Jegs-Performance-3-Drawer-Tool-Box-for-31-free-shipping/2169779.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dscnbww6dmowsr6jxq0u",$31,2018-01-02T04:14:48-05:00,2169779,"Jegs via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169779"">Jegs Performance 3-Drawer Tool Box</a> for <strong>$30.97</strong> with <strong>free shipping</strong>. That's $5 under our December mention, $19 off, and the lowest price we've seen. Features include a central lock, carrying handle, and two latches."
free shipping w/ Prime,2018-01-01T19:37:44-05:00,,KITCHEN,3,T-fal Performa 3qt Stainless Steel Sauce Pan,https://www.dealnews.com/T-fal-Performa-3-qt-Stainless-Steel-Sauce-Pan-for-13-free-shipping-w-Prime/2169776.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/phbw5hztesl6ftnfxfmb",$13,,2169776,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169776"">T-fal Performa 3-Quart Stainless Steel Sauce Pan</a> for <strong>$12.74</strong> with <strong>free shipping</strong> for Prime members. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091755,2169776"">Target</a> charges the same with in-store pickup.) That's $17 off and the lowest price we could find. It's dishwasher-safe and oven safe to 500 degrees."
free shipping,2018-01-01T19:27:51-05:00,,SHOES,3,Nike Men's Dunk High Basketball Shoes,https://www.dealnews.com/Nike-Mens-Dunk-High-Basketball-Shoes-for-52-free-shipping/2169746.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vhfjw4hbv6xyeljgsps3",$52,,2169746,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169746"">Nike Men's Dunk High Basketball Shoes</a> in White/Red or White/Black for $69.97. In cart, that drops to <strong>$52.48</strong>. Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091596,2169746"">join</a>.) That's $48 off list and the lowest price we could find. They're available in select sizes from 7 to 15. Deal ends January 4."
pickup at Walmart,2018-01-01T19:15:32-05:00,,CAMPING & OUTDOORS,3,Intex Mossy Oak Twin Downy Air Mattress,https://www.dealnews.com/Intex-Mossy-Oak-Twin-Downy-Air-Mattress-for-16-pickup-at-Walmart/2169737.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nnkd5rt3lrnvobhepefz",$16,,2169737,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169737"">Intex Mossy Oak Twin Prestige Downy Airbed Mattress</a> for <strong>$15.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $49.97 shipping fee. That's $14 off list and the lowest price we could find, although we saw it for $4 less in September. It features a flocked top and 3-in-1 valve with extra-wide openings."
pickup at Walmart,2018-01-01T19:10:00-05:00,,BABIES & KIDS ITEMS,3,Boon Snug Silicone Sippy Lid 3-Pack,https://www.dealnews.com/Boon-Snug-Silicone-Sippy-Lid-3-Pack-for-3-pickup-at-Walmart/2169770.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mutgf6xkhp9h3bt2hpnk",$3,,2169770,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169770"">Boon Snug Silicone Sippy Lid 3-Pack</a> in assorted colors for <strong>$2.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091749,2169770"">Amazon</a> charges the same with orders of $25 or more.) That's the lowest price we could find by a buck, although most charge $8 or more. It stretches over most cups measuring 2.5"" to 3.75""."
