uuid,shipping,price,url,editors_choice,description,picture_url,category,time_published,hotness,time_modified,title
2172899,free shipping,$34 after rebate,https://www.dealnews.com/Cooler-Master-Mechanical-Keyboard-and-Mouse-for-34-after-rebate-free-shipping/2172899.html,,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172899"">Cooler Master MasterKeys Lite L Combo RGB Mechanical Keyboard and Mouse</a>, model no. SGB-3040-KKMF1-US, for $48.75. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098736,2172899"">$15 mail-in rebate</a> cuts it to <b>$33.75</b>. With <b>free shipping</b>, that's $6 under our August mention and the lowest price we could find by $17. This Cherry MX-compatible keyboard features 26-key anti-ghosting. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/czngzrqhvepcylkwduas",KEYBOARDS,2018-01-05T17:18:10-05:00,3,,Cooler Master Mechanical Keyboard and Mouse
2172896,free shipping,$67,https://www.dealnews.com/Rubbermaid-Commercial-Service-Utility-Cart-for-67-free-shipping/2172896.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172896"">Rubbermaid 300-lb. Capacity Commercial Service/Utility Cart</a> for $79. Clip the 15% off coupon code on the product page to cut it to <strong>$67.15</strong>. With <strong>free shipping</strong>, that's $204 off list and the lowest price we could find. It measures 31"" x 34"" x 16"" and features 5"" swivel casters.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hqltjayfgqkzzvmzp3ky",TOOLS & HARDWARE,2018-01-05T17:17:30-05:00,4,,Rubbermaid Commercial Service/Utility Cart
2172893,free shipping,$32,https://www.dealnews.com/Soma-Sustainable-Pitcher-Water-Filter-for-32-free-shipping/2172893.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172893"">Soma Sustainable Pitcher &amp; Plant-Based Water Filter</a> for <strong>$31.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find $7. It holds 80-oz. and features a wooden handle and auto open lid door.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udlewqejuy5oirpnwabi",KITCHEN,2018-01-05T17:14:52-05:00,4,,Soma Sustainable Pitcher & Water Filter
2172860,free shipping,$28,https://www.dealnews.com/Excelsteel-Stainless-Steel-Stockpot-3-pc-Set-for-28-free-shipping/2172860.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172860"">Excelsteel Stainless Steel Stockpot 3-Piece Set</a> for <b>$27.81</b> with <b>free shipping</b>. That's the lowest price we could find by $6. The set includes one 8-quart, one 12-quart, and one 16-quart pot, each with a matching lid.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tcuzo9hdkf1fhonrfxeo",KITCHEN,2018-01-05T17:09:02-05:00,3,,Excelsteel Stainless Steel Stockpot 3pc Set
2172875,free shipping w/ Prime,$8,https://www.dealnews.com/Belkin-6-Outlet-Wall-Mount-Surge-Protector-for-8-free-shipping-w-Prime/2172875.html,,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172875"">Belkin 6-Outlet Wall-Mount Surge Protector</a> for <strong>$7.61</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It features a 900-joule energy rating.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ip9iuzgdmkk9jfbvjuhr",SURGE PROTECTORS,2018-01-05T17:08:49-05:00,4,,Belkin 6-Outlet Wall-Mount Surge Protector
2172872,free shipping,$619,https://www.dealnews.com/Bowflex-Blaze-Home-Gym-for-619-free-shipping/2172872.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172872"">Bowflex Blaze Home Gym</a> for <strong>$618.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $99. It features 210 lbs. of resistance, sliding seat rail, lat tower, and leg extension.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jthjd4vvdzfi6bbao6z5",EXERCISE EQUIPMENT,2018-01-05T16:51:06-05:00,3,,Bowflex Blaze Home Gym
2172881,free shipping w/ Prime,$22,https://www.dealnews.com/Black-Decker-400-W-Juice-Extractor-for-22-free-shipping-w-Prime/2172881.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172881"">Black &amp; Decker 400-watt Juice Extractor</a> for <strong>$21.85</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $2. It features a stainless steel cutter/strainer, integrated pulp container, and 10-oz. juice container.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d0cuuss5ozoeaux9eezu",SMALL APPLIANCES,2018-01-05T16:46:40-05:00,3,,Black & Decker 400W Juice Extractor
2172878,,"from $1,249 for 2",https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-249-for-2/2172878.html,,"CheapCaribbean offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172878"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, with prices starting at <strong>$1,248.82</strong>, as seen on Travelzoo. (It's the second offer down in the right sidebar of the landing page.) That's $51 under our mention from last week and the lowest current rate we could find for this package today by at least $7. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on February 4; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 11 for travel from January 10 through February 15. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27840-205621-46966-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b",VACATIONS,2018-01-05T16:26:56-05:00,2,,3Nt Montego Bay Flight & Hotel Vacation
2172863,free shipping w/ $35,20% off select items,https://www.dealnews.com/LEGO-Building-Sets-at-Walmart-20-off-select-items-free-shipping-w-35/2172863.html,,"Walmart takes <b>20% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098691,2172863"">LEGO building sets</a>. (Prices are as marked.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or spend $35 or more to bag free shipping. A couple of best bets, both with <b>free shipping</b>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172863"">LEGO Batman Movie The Batmobile Building Set</a> for <strong>$47.99</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098664,2172863"">LEGO Star Wars Y-Wing Starfighter Building Set</a> for <strong>$47.99</strong> (low by $2)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098667,2172863"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098670,2172863"">Target</a> are matching prices for many of these items, including the best bets.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ffx7nlp6d88o712m3iir",TOYS & HOBBIES,2018-01-05T16:26:36-05:00,4,,LEGO Building Sets at Walmart
2172866,,from $486 for 2,https://www.dealnews.com/Carnival-4-Nt-Last-Minute-Bahamas-Cruise-from-486-for-2/2172866.html,,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172866"">Carnival Cruise 4-Night Bahamas Cruise for Two</a>, with prices starting from <strong>$486</strong>. That's the lowest price we could find for such a cruise by $22. This roundtrip cruise aboard the Carnival Victory departs from Miami, FL, on January 29 with stops in Nassau and Half Moon Cay, Bahamas. Book this travel deal by January 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",CRUISES,2018-01-05T16:19:23-05:00,3,,Carnival 4Nt Last Minute Bahamas Cruise
2172857,free shipping,$169,https://www.dealnews.com/Bowflex-Select-Tech-5.1-Adjustable-Bench-for-169-free-shipping/2172857.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172857"">Bowflex SelectTech 5.1 Adjustable Bench</a> for <b>$169</b> with <b>free shipping</b>. That's the lowest price we could find by $5, although most stores charge $207 or more. It adjusts to six different positions and features a removable leg hold-down brace.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qu7ujnmnjuwkykce0ocd",EXERCISE EQUIPMENT,2018-01-05T16:18:35-05:00,2,,Bowflex SelectTech 5.1 Adjustable Bench
2172827,free shipping w/ Prime,$15,https://www.dealnews.com/Rubbermaid-Take-Alongs-30-pc-Set-for-15-free-shipping-w-Prime/2172827.html,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172827"">Rubbermaid TakeAlongs 10-Day Meal Prep 30-Piece Set</a> in Beet Red for <strong>$14.67</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $4, although we saw it in a different color for a buck less in June. It includes three 1.2-cup and two 2-cup food containers with divided sections and twist tight seals, and 10 3.7-cup divided containers with click-tight lids.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ol0eooewhitsemrtakl9",KITCHEN,2018-01-05T16:18:30-05:00,2,,Rubbermaid TakeAlongs 30pc Set
2172854,free shipping,"$1,367",https://www.dealnews.com/Alienware-Coffee-Lake-i7-6-Core-PC-w-8-GB-GPU-for-1-367-free-shipping/2172854.html,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172854"">Alienware Aurora R7 Intel Coffee Lake i7 3.2GHz Desktop PC</a> for $1,518.99. Coupon code ""TENOFF"" cuts that to <strong>$1,367.09</strong>. With <strong>free shipping</strong>, that's $233 off and the lowest price we could find. It features an Intel Core i7-8700 Coffee Lake 3.2GHz 6-core processor, 16GB RAM, 2TB 7200 rpm hard drive, Nvidia GeForce GTX 1070 8GB graphics, and Windows 10 Home 64-bit. (It doesn't have an optical drive.) Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s3wuwg4tvjl7v8vdrcow",DESKTOPS,2018-01-05T16:13:58-05:00,2,,Alienware Coffee Lake i7 6-Core PC w/ 8GB GPU
2172848,free shipping,$30,https://www.dealnews.com/Alpine-Swiss-Mens-Chelsea-Suede-Dress-Boots-for-30-free-shipping/2172848.html,,"Art of Deals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172848"">Alpine Swiss Men's Chelsea Suede Dress Boots</a> in several colors (Chestnut pictured) for <strong>$29.74</strong> with <strong>free shipping</strong>. That's $5 under our mention from two weeks ago, $85 off list, and the lowest price we could find. They come in sizes 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslocwdmnstsjo4j1mj",SHOES,2018-01-05T16:12:47-05:00,3,,Alpine Swiss Men's Chelsea Suede Dress Boots
2172842,free shipping w/ Prime,$15,https://www.dealnews.com/Alpine-Swiss-Conrad-16-Laptop-Messenger-Bag-for-15-free-shipping-w-Prime/2172842.html,,"Alpine Swiss Store via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172842"">Alpine Swiss Conrad 16"" Laptop Messenger Bag</a> in Navy or Black for <b>$14.99</b> with <b>free shipping</b>. That's the lowest price we could find by $20. It features an adjustable strap, inner tablet sleeve, interior and exterior pockets, and holds laptops up to 16"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfg7ikda049yu9ja0hpd",LAPTOP BAGS,2018-01-05T16:05:01-05:00,3,,"Alpine Swiss Conrad 16"" Laptop Messenger Bag"
2172839,free shipping,$25,https://www.dealnews.com/Alpine-Swiss-Mens-Leo-Sneakers-for-25-free-shipping/2172839.html,,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172839"">Alpine Swiss Men's Leo Sneakers</a> in several colors (Black pictured) for <strong>$25.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5 and the lowest price we could find, although we saw them for a buck less in November. They're available in sizes 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h8vhswkkxhshu3yhxywb",SHOES,2018-01-05T16:00:46-05:00,4,,Alpine Swiss Men's Leo Sneakers
2172830,free shipping w/ $99,Up to 70% off,https://www.dealnews.com/Lord-Taylor-3-Day-Clearance-Sale-Up-to-70-off-free-shipping-w-99/2172830.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098646,2172830"">Lord &amp; Taylor</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172830"">clearance items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098625,2172830"">3-Day Sale</a>. (Prices are as marked.) Alternatively, take an <b>extra 20% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098628,2172830"">sale items</a> or <b>15% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098631,2172830"">regular-price items</a> via coupon code ""NEWYEAR"". (Eligible items are marked.) Shipping starts at $5.95, but orders of $99 or more bag free shipping. Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1369/Lord-Taylor/"">Lord &amp; Taylor Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwsvvbk0dlkdxnofbah5",CLOTHING & ACCESSORIES,2018-01-05T15:53:23-05:00,4,,Lord & Taylor 3-Day Clearance Sale
2172824,free shipping,$68,https://www.dealnews.com/Vince-Camuto-Loma-Weekender-Bag-for-68-free-shipping/2172824.html,True,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172824"">Vince Camuto Loma Weekender Bag</a> in Latte for $79.99. (Scroll down to see it.) Coupon code ""WKND"" cuts that to <strong>$67.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098619,2172824"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $32 under our October mention, $132 off, and the lowest price we've seen. It features a snap closure, zip pocket, two slip pockets, and a removable shoulder strap. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgpm1qwaahqumn6nbxzs",HANDBAGS,2018-01-05T15:45:24-05:00,3,,Vince Camuto Loma Weekender Bag
2172800,free shipping,from $45,https://www.dealnews.com/2-Meilo-16.4-ft-LED-Color-Change-Strip-Lights-from-45-free-shipping/2172800.html,,"Sam's Club offers its members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172800"">two Meilo 16.4-Foot LED Color-Changing Strip Lights</a> for <strong>$44.77</strong> with <strong>free shipping</strong>. (Non-members pay a $4.48 surcharge.) That's the lowest price we could find by $12. It features 17 colors and effects and remote control.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atyt7me2ccmozvuv27km",LIGHTING & LAMPS,2018-01-05T15:41:34-05:00,3,,2 Meilo 16.4ft LED Color-Change Strip Lights
2172833,,from $137 per night,https://www.dealnews.com/5-Nts-at-4-Star-Cabo-San-Lucas-Resort-from-137-per-night/2172833.html,,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172833"">5-Night Stays for Two at Marina Fiesta Resort &amp; Spa Resort</a> in Cabo San Lucas, Mexico, with prices starting at <strong>$685</strong>. (It's the top offer on the page; we found this rate on July 2.) At $154 per night, that's the lowest price we could find for this stay by $29. This 4-star hotel has an Expedia rating of 85% based on 1,239 reviews. Book this travel deal by January 7 for stays from April 8 through August 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkv0xplhjeunguxdtgnp",HOTELS,2018-01-05T15:32:44-05:00,3,,5Nts at 4-Star Cabo San Lucas Resort
2172809,free shipping,$30,https://www.dealnews.com/5-Filthy-Etiquette-Ties-w-5-Pocket-Squares-for-30-free-shipping/2172809.html,,"Filthy Etiquette via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172809"">Filthy Etiquette Tie with Matching Pocket Square Combo</a> in several styles (Enodoc pictured) for $39.99. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098571,2172809"">Add five combos</a> to your cart for $199.95 and apply coupon code ""FE55"" to cut that to <strong>$30</strong>. With <strong>free shipping</strong>, that's a savings of $170 and the lowest price we could find. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpd7zxooywxg1ld3knyc",ACCESSORIES,2018-01-05T15:25:52-05:00,3,,5 Filthy Etiquette Ties w/ 5 Pocket Squares
2172818,free shipping,$400,https://www.dealnews.com/Dell-Inspiron-Skylake-i3-16-Touch-Laptop-for-400-free-shipping/2172818.html,,"Dell Home, via its Member Purchase Program, offers its 5-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172818"">Dell Inspiron 15 3000 Series Intel Skylake Core i3 2GHz 15.6"" Touchscreen Laptop</a> in Black for <b>$399.99</b> with <strong>free shipping</strong>. That's $130 off list and the lowest price we could find, although we saw it for $8 less last week. It features an Intel Core i3-6006U 2GHz Skylake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit touchscreen LCD, 8GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, HDMI, USB 3.0, 4-cell battery, McAfee LiveSafe 12-month subscription, and Windows 10 Home 64-bit. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zwe8ywbnknctkrpcbudy",LAPTOPS,2018-01-05T15:21:18-05:00,2,,"Dell Inspiron Skylake i3 16"" Touch Laptop"
2172797,free shipping,$235,https://www.dealnews.com/Refurb-Nintendo-Switch-Console-for-235-free-shipping/2172797.html,True,"Blinq offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172797"">Nintendo Switch Console with Red and Blue Joy-Con</a> for $313.59. Coupon code ""NEWSJAN25"" cuts it to <b>$235.19</b>. With <b>free shipping</b>, that's $7 under yesterday's refurb mention of another color and the lowest price we've seen for this console in any condition. (It's $64 less than you'd pay for a new one today.) Deal ends January 31, although it will likely sell out quickly.<br>
<br>
Note: No warranty information is provided, but it's covered by Blinq's 30-day money-back guarantee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lnko912lbmzvp6i5oa9x",CONSOLES,2018-01-05T15:19:50-05:00,4,,Refurb Nintendo Switch Console
2172767,free s&h w/beauty item,$18,https://www.dealnews.com/Alfani-Mens-Slim-fit-Cotton-Stretch-Pants-for-18-free-s-h-w-beauty-item/2172767.html,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172767"">Alfani Men's Slim-fit Cotton Stretch Pants</a> for $21.99. Coupon code ""WKND"" drops it to <strong>$17.59</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098451,2172767"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $17 off list and the lowest price we could find, although we saw them for $3 less in November. They're available in select sizes from 30x28 to 40x32. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/odqgoppkh56trymzjwxe",PANTS,2018-01-05T15:19:46-05:00,3,,Alfani Men's Slim-fit Cotton Stretch Pants
2172779,pickup at Walmart,$4,https://www.dealnews.com/Crayola-Long-Colored-Pencils-50-Pack-for-4-pickup-at-Walmart/2172779.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172779"">Crayola Long Colored Pencils 50-Pack</a> for $6.26. Choose in-store <strong>pickup</strong> to drop the price to <strong>$3.97</strong> and avoid the $5.99 shipping fee. That's tied with last month's mention at 8 cents per pencil and the lowest price we could find by $4. It contains 50 pre-sharpened pencils in a range of colors.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyx80gv3xl5u0miz4frn",TOYS & HOBBIES,2018-01-05T15:19:39-05:00,2,,Crayola Long Colored Pencils 50-Pack
2172785,free shipping,$30,https://www.dealnews.com/Refurb-Mophie-iPhone-6-Wireless-Charging-Base-for-30-free-shipping/2172785.html,,"TechRabbit offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172785"">Mophie Juice Pack Wireless Charging Case and Universal Charging Base for iPhone 6/6s</a> in Black for <b>$29.99</b> with <strong>free shipping</strong>. That's the lowest price we could find by $34. The base wirelessly charges both your iPhone and the battery case simultaneously. It features a 1,560mAh battery case, charging base with magnetic mount, and micro-USB cable.<br>
<br>
Also available is the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098514,2172785"">iPhone 6 Plus/6s Plus version</a> in Black for <b>$29.99</b> with <b>free shipping</b>. That's the best deal we could find by $5. Its features are similar to those above, except it includes a 2,420mAh battery case. Both deals end January 18.<br>
<br>
Note: Both items are covered by a 1-year TechRabbit warranty.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/s53ls2acg01jyw2tjcag",IPHONE CASES,2018-01-05T15:05:38-05:00,3,,Refurb Mophie iPhone 6 Wireless Charging Base
2172791,free shipping w/ $50,Extra 25% off 5 brands,https://www.dealnews.com/REI-Garage-coupon-Extra-25-off-5-brands-free-shipping-w-50/2172791.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172791"">REI Garage</a> cuts an <strong>extra 25% off</strong> select merchandise from <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098523,2172791"">five brands</a>. (The discount applies in cart.) Choose in-store <strong>pickup</strong> where available to avoid the $5.99 shipping fee, or get free shipping on orders of $50 or more. Eligible brands are Chaco, Deuter, ENO, Manduka, and REI Co-op. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dlixh8g8kx9q1qyrjwnl",CAMPING & OUTDOORS,,4,2018-01-05T17:13:48-05:00,REI Garage coupon
2172788,free shipping,$15,https://www.dealnews.com/ASICS-Mens-Packable-Jacket-for-15-free-shipping/2172788.html,,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172788"">ASICS Men's Packable Jacket</a> in Neon Lime for $19.99. Coupon code ""DN15"" drops it to <b>$15</b>. With <b>free shipping</b>, that's $25 off list and the lowest price we could find, although we saw it for a buck less in October. It's available in sizes M to XL. Deal ends January 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dgvaz6fvtl3nwkezpwf5",COATS,2018-01-05T14:39:26-05:00,4,,ASICS Men's Packable Jacket
2172782,,free,https://www.dealnews.com/Redbox-1-Night-Movie-or-Game-Rental-for-free/2172782.html,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172782"">Redbox</a> offers a coupon code good for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098502,2172782"">1-night Blu-ray, DVD, or video game rental</a> for <strong>free</strong> when you text ""Valpak"" to 727272. (It can be used online or at Redbox locations.) That's the best Redbox coupon we've seen since July. (Most free coupons only apply to DVDs and take just $1.50 off other items.) The coupon code you'll receive expires February 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zauedfpby1pazbv9g99u",DVD & HD MOVIE RENTALS,2018-01-05T14:35:45-05:00,5,,Redbox 1-Night Movie or Game Rental
2172752,free shipping,$40,https://www.dealnews.com/Stanley-Fat-Max-350-A-Jump-Starter-for-40-free-shipping/2172752.html,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172752"">Stanley FatMax 350-amp Jump Starter with Compressor</a> for <strong>$39.98</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $9, although it was $4 less in November. It features an output of 350 amps (700 amps peak), 120 psi compressor, and pivoting LED light.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qljfjyokyz1d5hnxqm60",AUTOMOTIVE,2018-01-05T14:35:30-05:00,4,,Stanley FatMax 350A Jump Starter
