price,picture_url,time_modified,uuid,description,editors_choice,url,title,time_published,hotness,shipping,category
$198,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qt8zpyjkxdxke7w0wz1a",2017-12-31T15:19:24-05:00,2169077,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169077"">Frigidaire 4.5-Cubic Foot Mini Fridge</a> in Stainless Steel for <strong>$197.99</strong> with <strong>free shipping</strong>. That's $132 off and the lowest price we could find. It features two glass shelves, a crisper, freezer compartment, hanging can rack, and reversible doors. Deal ends today.",,https://www.dealnews.com/Frigidaire-4.5-Cu.-Ft.-Mini-Fridge-for-198-free-shipping/2169077.html,Frigidaire 4.5-Cu. Ft. Mini Fridge,,3,free shipping,REFRIGERATORS & FREEZERS
from $4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fcftffflztmksw9q11a2",2017-12-31T13:58:19-05:00,2169071,"As one of its daily deals, Amazon discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169071"">print</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090039,2169071"">digital magazine subscriptions</a> with prices starting from <strong>$3.75</strong>. (Subscriptions range in duration from six months to one year.) Discounted magazines include Essence, Sports Illustrated, Time, and Popular Science. Deal ends today.<br>
<br>
Note: Print subscriptions auto-renew, although you can cancel at any time.",,https://www.dealnews.com/Digital-or-Print-Magazine-Subs-at-Amazon-from-4/2169071.html,Digital or Print Magazine Subs at Amazon,,4,,MAGAZINES
$15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fkndjmu97r7yjiajhnqf",2017-12-31T15:15:08-05:00,2169062,"As one of its daily deals, 13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169062"">24"" Stackable Folding Crate</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's tied with our expired mention from three days ago and the lowest price we could find now by $10. It measures 15.8"" x 23.6"" x 8.8"" and can fold down to less than 1.75"" tall. Deal ends today.<br>
<br>
Stocking up? Buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090033,2169062"">three crates</a> for <strong>$35.97</strong> with <strong>free shipping</strong>; that's $11.99 per crate.",,https://www.dealnews.com/24-Stackable-Folding-Crate-for-15-free-shipping/2169062.html,"24"" Stackable Folding Crate",,3,free shipping,HOME & GARDEN
Up to 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/biakkunjxmdw0uckxaqr",2017-12-31T15:06:59-05:00,2169059,"As one of its daily deals, Home Depot takes <b>up to 20% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090027,2169059"">garage floor paint kits</a>. (Prices are as marked.) Plus, these items qualify for <b>free shipping</b>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090030,2169059"">Rust-Oleum Concrete Stain 15-oz. Clear Gloss Sealer 6-Pack</a> for <b>$29.21</b> ($10 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169059"">Rust-Oleum 1-Gallon Basement Floor Coating Kit 2-Pack</a> for <b>$83.25</b> (pictured, low by $34)
 </li>
</ul>",,https://www.dealnews.com/Garage-Floor-Paint-Kits-at-Home-Depot-Up-to-20-off-free-shipping/2169059.html,Garage Floor Paint Kits at Home Depot,,5,free shipping,HOME IMPROVEMENT
$25,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d2jyn2tksx8ss4roy5e8",2017-12-31T13:04:38-05:00,2169056,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169056"">Furinno Pasir 4-Tier Open Shelf</a> in Steam Beech for <strong>$25</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090021,2169056"">Amazon</a> has it for the same price, while <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090024,2169056"">Home Depot</a> charges a buck more.) Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It holds up to 25 lbs. per shelf.",,https://www.dealnews.com/Furinno-Pasir-4-Tier-Open-Shelf-for-25-pickup-at-Walmart/2169056.html,Furinno Pasir 4-Tier Open Shelf,,3,pickup at Walmart,HOME FURNITURE
from $2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsocqigasnr3khnhhnlz",2017-12-31T13:57:12-05:00,2169050,"As one of its daily deals, Amazon discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169050"">2017 Best of the Month Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Discounted titles include Amy Tan's <i>Where The Past Begins</i>, Octavia E. Butler's <i>Seed Harvest</i>, and Malcolm Frank's <i>What To Do When Machines Do Everything</i>. Deal ends today.",,https://www.dealnews.com/2017-Best-of-the-Month-Kindle-eBooks-from-2/2169050.html,2017 Best of the Month Kindle eBooks,,4,,EBOOKS
$29,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abo7s9skm7lvkgvwxnbn",2017-12-31T15:06:33-05:00,2169047,"For in-store pickup only, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169047"">Google Home Mini</a> in Chalk or Charcoal for <strong>$29</strong>. Plus, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090012,2169047"">link your Walmart account to Google</a> and you'll receive a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090015,2169047"">$25 Walmart Credit for a future order via Google Express</a>. Assuming you use the credit, that's tied with our expired mention from three days ago as the lowest price we've seen. (It's the best deal now by $25.) The coupon will be automatically issued when your Walmart account is linked to your Google account. Limit two coupons per household. Coupon expires January 31.",True,https://www.dealnews.com/Google-Home-Mini-w-25-Walmart-GC-for-29-pickup-at-Walmart/2169047.html,Google Home Mini w/ $25 Walmart GC,,5,pickup at Walmart,HOME IMPROVEMENT
"20,000 bonus points offer","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",,2168498,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168498"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2168498",Bank of America® Travel Rewards Credit Card,2017-12-29T15:40:39-05:00,,,CREDIT CARDS
$90,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jp1isavh7ulxgqnypu5q",2017-12-31T15:11:52-05:00,2169044,"As one of its daily deals, Woot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169044"">JBL Everest Elite 300 NXTGen Wireless Headphones</a> in White for <strong>$89.99</strong> plus <strong>$5</strong> for shipping. That's $10 less than our October mention and the lowest price we've seen for a new pair. (It's the best deal now by $52.) They feature noise cancelling technology, a frequency response of 10 to 22kHz, Bluetooth 4.0, and a built-in microphone. Deal ends today.",True,https://www.dealnews.com/JBL-Everest-Elite-300-Wireless-Headphones-for-90-5-s-h/2169044.html,JBL Everest Elite 300 Wireless Headphones,,3,$5 shipping,HEADPHONES
$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtyvfdrdi4jk05xsmr6q",2017-12-31T13:03:34-05:00,2169041,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169041"">Playmobil City Zoo</a> for <strong>$14.39</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. This 91-piece set includes several figures.<br>
<br>
Note: It's temporarily out of stock but still available to purchase for this price. (It's expected to be back in stock on January 4.)",,https://www.dealnews.com/Playmobil-City-Zoo-for-14-free-shipping-w-Prime/2169041.html,Playmobil City Zoo,,3,free shipping w/ Prime,TOYS & HOBBIES
$27,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/virm11wapscj9xgstk4v",2017-12-31T13:56:57-05:00,2169035,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169035"">Go Pet Club 47"" Kitten Tree</a> for $29.99. Clip the 10% off coupon to cut that to <b>$26.99</b>. With <strong>free shipping</strong>, that's the lowest price we could find by $8. It measures 29"" x 23"" x 46.75""and is covered in faux fur.<br>
<br>
<i>Update</i>: Note that this item is temporarily out of stock, but can still be ordered at this price for delivery when available.",,https://www.dealnews.com/Go-Pet-Club-47-Kitten-Tree-for-27-free-shipping/2169035.html,"Go Pet Club 47"" Kitten Tree",,4,free shipping,PETS
$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j48y5kmqlarkzrvygmrm",2017-12-31T13:03:23-05:00,2169032,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169032"">Precious Moments Disney The Muppets <i>Music Is What Friendship Sounds Like</i> Porcelain Kermit Figurine</a> for <s>$28.06</s> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It measures approximately 4.5"".<br>
<br>
<i>Update</i>: The price has increased to <strong>$29.75</strong>.",,https://www.dealnews.com/Precious-Moments-Kermit-Porcelain-Figurine-for-30-free-shipping-w-Prime/2169032.html,Precious Moments Kermit Porcelain Figurine,,2,free shipping w/ Prime,TOYS & HOBBIES
$4 w/ $25 purchase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xq23edbgqftbgflby31l",2017-12-31T15:11:42-05:00,2169029,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169029"">Mega Construx Despicable Me Wild Waterski Bike Building Set</a> for <b>$4.20</b>. That's the lowest price we could find by $15. It features three buildable Minion figures with ""water splash"" details and interchangeable parts, including overalls, goggles, arms, and feet.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with an order of $25 or more.",True,https://www.dealnews.com/Mega-Construx-Despicable-Me-Waterski-Set-for-4-w-25-purchase-pickup-at-Walmart/2169029.html,Mega Construx Despicable Me Waterski Set,,3,pickup at Walmart,TOYS & HOBBIES
$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wxklaz9gwxobj3wwm4sl",2017-12-31T15:14:31-05:00,2169026,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169026"">Fred &amp; Friends Taco Truck Taco Holder 2-Pack</a> for <strong>$7.72</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It includes one salsa red truck and one guacamole green truck.",,https://www.dealnews.com/Fred-Friends-Taco-Truck-Taco-Holder-2-Pack-for-8-free-shipping-w-Prime/2169026.html,Fred & Friends Taco Truck Taco Holder 2-Pack,,3,free shipping w/ Prime,KITCHEN
$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b91argsljazzobbxv9lg",2017-12-31T13:56:34-05:00,2169023,"L & P Leading Trend via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169023"">Fred &amp; Friends Deep Tea Diver Silicone Tea Infuser</a> for <strong>$8.25</strong> with <strong>free shipping</strong> for Prime members. That's the lowest total price we could find by $8. It's dishwasher- and microwave-safe and features a stainless steel ""air tank"" serves as a counterweight for the infuser.",,https://www.dealnews.com/Fred-Friends-Deep-Tea-Diver-Tea-Infuser-for-8-free-shipping-w-Prime/2169023.html,Fred & Friends Deep Tea Diver Tea Infuser,,3,free shipping w/ Prime,KITCHEN
$35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fstiudygo8w7cjvrslbh",2017-12-31T15:11:33-05:00,2169014,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169014"">APC UPS Connect 84VA Battery Back-Up System</a> for <del>$44.05</del>. Clip the $13 off coupon to cut that to <s>$31.05</s>. With <strong>free shipping</strong>, that's the lowest price we could find by $40, although it was a buck less three weeks ago. It features over two hours of network backup power, two surge-protected outlets, a removable battery pack for smartphone charging, and three USB ports.<br>
<br>
<i>Update</i>: The price has increased to $48.40 before coupon, <strong>$35.40</strong> after.",True,https://www.dealnews.com/APC-UPS-Connect-84-VA-Battery-Back-Up-System-for-35-free-shipping/2169014.html,APC UPS Connect 84VA Battery Back-Up System,,4,free shipping,BATTERY BACKUPS/UPSS
$22,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ar6itllqfetcsvfpv661",2017-12-31T13:56:21-05:00,2169011,"L.L.Bean offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169011"">L.L.Bean Boys' Puff-n-Stuff Jacket</a> in three colors (Bold Lilac pictured) for $29.99. Coupon code ""EXTRA25"" cuts that price to <strong>$22.49</strong>. With <strong>free shipping</strong>, that's $37 off and the lowest price we could find. It's available in sizes 10/12 and 14/16. Deal ends January 1.",,https://www.dealnews.com/L.L.Bean-Girls-Puff-n-Stuff-Jacket-for-22-free-shipping/2169011.html,L.L.Bean Girls' Puff-n-Stuff Jacket,,4,free shipping,KIDS' CLOTHES
"40,000 Bonus Miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i",,2168600,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2168600",Barclaycard Arrival Plus™ MasterCard®,2017-12-30T00:01:00-05:00,,,CREDIT CARDS
$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hva2w82uuxd8nyp1ryru",2017-12-31T15:06:22-05:00,2169005,"EFO-S via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169005"">EFOSHM Insulated Stainless Steel 16-oz. Thermos with Removable Tea Strainer</a> in Black for $16.99. Clip the 40% off coupon to drop the price to <b>$10.19</b>. Plus, Prime members receive <b>free shipping</b>. That's $7 under our January mention and the lowest price we've seen. This double-wall, vacuum-insulated thermos is BPA-free.",,https://www.dealnews.com/Insulated-16-oz.-Thermos-w-Tea-Strainer-for-10-free-shipping-w-Prime/2169005.html,Insulated 16oz. Thermos w/ Tea Strainer,,5,free shipping w/ Prime,KITCHEN
$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wac3gwfjw4hlgqcmqll9",2017-12-31T09:52:31-05:00,2169002,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169002"">Mass Effect: Andromeda Deluxe for Xbox One</a> for $19.99. Coupon code ""EMCBCDR39"" cuts the price to <strong>$9.99</strong>. With <strong>$2.99</strong> for shipping, that's the lowest price we could find by $10, although it was a a buck less two weeks ago.",,https://www.dealnews.com/Mass-Effect-Andromeda-Deluxe-for-Xbox-One-for-10-3-s-h/2169002.html,Mass Effect: Andromeda Deluxe for Xbox One,,2,$3 shipping,GAMES
$68,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f9wn4tixywx22ycx9uyt",2017-12-31T13:55:58-05:00,2168999,"Staples offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168999"">Staples Bresser Luxura Managers Chair</a> in Tan for <strong>$67.86</strong> with <strong>free shipping</strong>. That's $81 off and the lowest price we could find. It's weight-rated to 225-lbs. and features pneumatic seat height adjustment, internal lumbar support, and adjustable tilt tension and lock.",,https://www.dealnews.com/Staples-Bresser-Luxura-Managers-Chair-for-68-free-shipping/2168999.html,Staples Bresser Luxura Managers Chair,,4,free shipping,OFFICE CHAIRS
$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h1wnhrcuqki32g6opoyd",2017-12-31T15:14:23-05:00,2168996,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168996"">Mainstays Adjustable-Height Swivel Barstool 3-Pack</a> for <strong>$50</strong> with <strong>free shipping</strong>. That's $49 off and the lowest price we could find. They are adjustable from 24"" to 29"".",,https://www.dealnews.com/Mainstays-Adjustable-Height-Barstool-3-pk-for-50-pickup-at-Walmart/2168996.html,Mainstays Adjustable-Height Barstool 3pk,,3,pickup at Walmart,HOME FURNITURE
from $40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckqmvbuikv7co3oxoxgb",2017-12-31T15:14:12-05:00,2168987,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168987"">SeatWell Ergonomic Task Chair</a> in several colors (White pictured) for <strong>$39.98</strong> with <strong>free shipping</strong>. (Non-members pay a $3.99 surcharge.) That's $10 off and the lowest price we could find. It has a weight capacity of up to 300 lbs.",,https://www.dealnews.com/Seat-Well-Ergonomic-Task-Chair-from-40-free-shipping/2168987.html,SeatWell Ergonomic Task Chair,,3,free shipping,OFFICE CHAIRS
$17,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y7pnemm3w9cxsj9ix63z",2017-12-31T15:05:03-05:00,2168894,"Etopmarket via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168894"">Pinhole Nanny WiFi DVR Cam</a> for <strong>$16.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now for such a camera by $5, excluding other eBay vendors. It features automatic video recording and a built-in rechargeable battery.",,https://www.dealnews.com/Pinhole-Nanny-Wi-Fi-DVR-Cam-for-17-free-shipping/2168894.html,Pinhole Nanny WiFi DVR Cam,,5,free shipping,DIGITAL CAMCORDERS
50% to 75% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/slv470ulcvtvtxefmhns",2017-12-31T15:03:34-05:00,2168819,"Home Depot takes <strong>50% to 75% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090153,2168819"">Christmas trees, lighting, and decor</a>. Choose ship-to-store <strong>pickup</strong> to dodge shipping fees, which start at $5.99, or bag free shipping on orders of $45 or more. (Certain items qualify for no-minimum free shipping.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168819"">LightShow Holiday Projection RGB Ribbon Light 2-Pack</a> for <strong>$4.97</strong> ($15 off)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090150,2168819"">Martha Stewart Living 7.5-ft. Indoor Snowy Norwegian Spruce Artificial Christmas Tree w/ Clear Lights</a> for <s>$249.50</s> ($250 off)</del>
 </li>
</ul>",,https://www.dealnews.com/Christmas-Items-at-Home-Depot-50-to-75-off-free-shipping-w-45/2168819.html,Christmas Items at Home Depot,,5,free shipping w/ $45,SEASONAL/HOLIDAYS
$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xjcy35ohrpirxwa0fkqh",2017-12-31T15:03:15-05:00,2168804,"13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168804"">Energizer Automatic Slim LED Nightlights 2-Pack</a> for $6.46. Coupon code ""ENERGIZER1218"" cuts the price to <s>$3.49</s>. With <strong>free shipping</strong>, that's tied with our mention from a week ago and the lowest price we could find by $10. They are sensor activated and measure 4.5"" x 2"" x 1.5"".<br>
<br>
<i>Update</i>: The price now drops to <strong>$3.94</strong> after coupon.",,https://www.dealnews.com/Energizer-Automatic-LED-Nightlights-2-Pack-for-4-free-shipping/2168804.html,Energizer Automatic LED Nightlights 2-Pack,,5,free shipping,GADGETS
,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sbfjna2kocp3yhmh57tz",,2168186,"Today you can get a refurbished, Amazon-warrantied Tap at an all-time low price, or sink into Bethesda's BioShock-beater Prey, also at its cheapest price yet. Check out these offers and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.",,https://www.dealnews.com/features/morning-jolt/,5 Deals You Need to Know Today: A Record-Low Price for an Amazon Tap,2017-12-29T09:50:34-05:00,,,MORNING JOLT
