shipping,hotness,picture_url,price,title,url,time_published,uuid,editors_choice,category,description,time_modified
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hov7g1focbwcbycjvgfx",$40,Optimum Nutrition Protein Powder 5-lb. Jar,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-40-free-shipping/2168573.html,,2168573,,SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in several flavors (Chocolate Mint pictured) for <strong>$39.99</strong> with <b>free shipping</b> via the steps below. That's $2 below our mention from Black Friday weeked and the lowest price we could find by $8. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in flavor for $49.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$39.99</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2017-12-30T13:02:04-05:00
free shipping,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nh60fftynwzkngzszdeb",from $65,Alder Creek Executive Gourmet Gift Basket,https://www.dealnews.com/Alder-Creek-Executive-Gourmet-Gift-Basket-from-65-free-shipping/2168570.html,2017-12-29T17:04:39-05:00,2168570,,CHOCOLATES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168570"">Alder Creek Executive Gourmet Gift Basket</a> for <b>$64.91</b> with <b>free shipping</b>. (Non-members pay a $6.49 surcharge.) That's $20 off list and the lowest price we could find. The basket includes Portlock salmon, Jack Allen Chocolate Eclairs, Lindt Truffles Truffle Cookies, Olli Salumeria Mild Genoa Salami, and more.",
free shipping,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem",from $249,New Nintendo 3DS XL Game Console Bundle,https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html,2017-12-29T17:01:32-05:00,2168558,,CONSOLES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.",
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h",$1,Civilization III Complete Edition for PC,https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html,,2168543,,PC GAMES,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.",2017-12-30T12:56:05-05:00
free shipping w/ Prime,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf",$14,Cylen Ventilated Foam Orthopedic Seat Cushion,https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html,,2168540,,HEALTH,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.",2017-12-30T13:00:49-05:00
,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo",from $115 per person,"Hotel and Ski Packages in Salt Lake City, UT",https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html,,2168552,,HOTELS,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.",2017-12-30T12:59:12-05:00
,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",from $229 per person,Cruise.com Carnival Cruises Sale,https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html,,2168549,,CRUISES,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$229 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.",2017-12-30T11:24:50-05:00
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15",$1,Return to Castle Wolfenstein for PC,https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html,,2168537,,PC GAMES,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.",2017-12-30T11:58:32-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw",$95,Ubiquiti Unifi Gateway Gigabit Router,https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html,,2168483,,ROUTERS,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.",2017-12-30T12:55:34-05:00
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm","20,000 bonus points offer",Bank of America® Travel Rewards Credit Card,"https://www.dealnews.com/lw/click.html?20,2,2168498",2017-12-29T15:40:39-05:00,2168498,,CREDIT CARDS,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168498"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",
pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr",$18,Playmobil Space Shuttle,https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html,,2168468,,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.",2017-12-30T12:54:19-05:00
,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp",from $66 Roundtrip,American Airlines Nationwide Fares,https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html,2017-12-29T16:18:09-05:00,2168534,,AIRFARE,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",
pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrcnqflkwsnz60uh8wdb",$18,Air Hogs Mission Alpha RC Helicopter,https://www.dealnews.com/Air-Hogs-Mission-Alpha-RC-Helicopter-for-18-pickup-at-Walmart/2168522.html,,2168522,True,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168522"">Air Hogs Mission Alpha Ultimate Mission RC Helicopter</a> for <strong>$17.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $42. It features an extending hook & crane plus gyro-stabilization. Included are pick-up loads and drop-off points to create missions; six AA batteries are required, but not included.",2017-12-30T11:43:48-05:00
,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/daonn26gh2nxx6anko9d",from $499 roundtrip,Singapore Airlines Fares to Asia and Europe,https://www.dealnews.com/Singapore-Airlines-Fares-to-Asia-and-Europe-from-499-roundtrip/2168516.html,2017-12-29T15:59:53-05:00,2168516,,AIRFARE,"Singapore Airlines via DealBase offers select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168516"">Singapore Airlines Roundtrip Flights to Asia and Europe</a> with prices starting from <strong>$498.60</strong>. (On the DealBase landing page, click on ""Singapore Airlines"" in the top line to see this offer; we found this price departing from Los Angeles, CA, (LAX) on January 23, 2018, with arrival in Tokyo, Japan (NRT) and return on January 30.) That's the lowest price we could find for this non-stop route by at least $120. Book this travel deal by January 15, 2018, for travel through April 30, 2018.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gm0ln8nljro5obitlcor",$50,Schumacher Battery Extender 750A Jump Starter,https://www.dealnews.com/Schumacher-Battery-Extender-750-A-Jump-Starter-for-50-free-shipping/2168471.html,,2168471,,AUTOMOTIVE,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168471"">Schumacher Battery Extender 12-volt 750-amp Car Jump Starter</a> for <strong>$49.88</strong> with <strong>free shipping</strong>. That's $28 under the lowest price we could find for a similar Schumacher jump starter elsewhere. It jumps 4-, 6-, and 8-cylinder vehicles and features a 2-amp USB charging port, 12-volt DC power port, LED light, 150 PSI air compressor, and 8-gauge cables with spark-resistant clamps.",2017-12-30T11:56:35-05:00
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v0lr8av0ndkjfik9gtup",$40,Ozark Trail Thermolite Double Sleeping Bag,https://www.dealnews.com/Ozark-Trail-Thermolite-Double-Sleeping-Bag-for-40-free-shipping/2168501.html,,2168501,,CAMPING & OUTDOORS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168501"">Ozark Trail 20-30F Thermolite Quallo Blanket Double Sleeping Bag</a> in Red/Orange for <strong>$39.97</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It measures 86"" x 60"" and features 200g synthetic insulation.",2017-12-30T13:08:31-05:00
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i70r08wptrephny3l65i",$140,"Whalen Landon 45"" TV Stand w/ Cube Organizer",https://www.dealnews.com/Whalen-Landon-45-TV-Stand-w-Cube-Organizer-for-140-free-shipping/2168504.html,,2168504,,TV STANDS,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168504"">Whalen Landon TV Stand with Cube Organizer</a> in Rustic Brown for <strong>$139.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $49. It can be used vertically or horizontally and accommodate most flat-panel TVs up to 45"" and up to 100 lbs. Features include six cubby holes, three rattan baskets, and powder-coated metal corner pieces.<br>
<br>
Note: You can also receive additional discounts during checkout by waiving free returns or by choosing select payment options.",2017-12-30T13:08:11-05:00
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnldsm3nxcq6bdsw75up",$33,Cheerwing Travel Camera Backpack,https://www.dealnews.com/Cheerwing-Travel-Camera-Backpack-for-33-free-shipping/2168444.html,,2168444,,CAMERA BAGS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168444"">Cheerwing Travel Camera Backpack</a> in Black for <strong>$33.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It holds a DSLR camera and lens with two to three additional lenses, flash, and 17"" notebook.<br>
<br>
<i>Update</i>: Note that this item is temporarily out of stock, but can still be ordered at this price for delivery when available.",2017-12-30T13:07:09-05:00
free shipping,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mojvytzs5hh5u8mw6b0f",from $75,Think Tank Retrospective DSLR Shoulder Bag,https://www.dealnews.com/Think-Tank-Retrospective-DSLR-Shoulder-Bag-from-75-free-shipping/2168420.html,,2168420,,CAMERA BAGS,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168420"">Think Tank Retrospective 5 Digital SLR Camera Shoulder Bag</a> in Gray/Brown Leather for <strong>$75</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $45. It accommodates a standard-size DSLR camera with lens attached, two additional lenses, and accessories. Features include removable dividers, an organizer pocket, multiple exterior pockets, rain cover, Velcro closure with sound silencers, and adjustable shoulder strap.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089286,2168420"">Think Tank Retrospective 7 Digital SLR Camera Shoulder Bag</a> in Sandstone/Leather for <b>$80</b> with <b>free shipping</b>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089289,2168420"">Gray/Leather</a> for $5 more.) That's the best deal we could find by $58. Its design is similar to the above, except it also features an expandable front pocket that fits tablets up to 10"" or laptops up to 11"".",2017-12-30T13:06:20-05:00
free shipping,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wphvb9k1kbvdjseljo9x",Extra 50% off,Tillys Red Tag Sale,https://www.dealnews.com/Tillys-Red-Tag-Sale-Extra-50-off-free-shipping/2168276.html,2017-12-30T00:01:00-05:00,2168276,,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168276"">Tillys</a> takes an <strong>extra 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088713,2168276"">men's, women's, and kids' apparel, shoes, and accessories</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088716,2168276"">Red Tag Sale</a>. (Eligible items are noted in red; prices are as marked.) Plus, coupon code ""DNFS"" yields free shipping. (If you see an error in-cart after applying the coupon code, click ""Checkout"" and you should see free shipping on the following page.) Deal ends January 2.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2336/Tillys/"">Tillys Coupons</a>.</p>",
free shipping w/ $50,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm","Over 1,000 items for $20",6pm $20.18 Sale,https://www.dealnews.com/6-pm-20.18-Sale-Over-1-000-items-for-20-free-shipping-w-50/2168474.html,,2168474,,CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168474"">6pm</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089424,2168474"">over 1,000 items</a> to <strong>$20.18</strong> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089427,2168474"">$20.18 Sale</a>. (Prices are as marked.) Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do orders of any two items. Discounted brands include Guess, Nine West, Nike, adidas, and more.",2017-12-30T11:21:28-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgimovcmuo0ivrblefms",$99,American Tourister Pop Plus 3pc Luggage Set,https://www.dealnews.com/American-Tourister-Pop-Plus-3-pc-Luggage-Set-for-99-free-shipping/2168366.html,,2168366,,LUGGAGE & TRAVEL GEAR,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168366"">American Tourister Pop Plus 3-Piece Nested Spinner Luggage Set</a> in several colors (Black pictured) for $119.99. In-cart it drops to <strong>$99</strong>. With <strong>free shipping</strong>, that's a buck under our October mention and the lowest price we could find by $14. This set includes a 21"" spinner, 25"" spinner, and 29"" spinner. Deal ends January 9.",2017-12-30T12:51:16-05:00
free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tz3n6sdrjdvzkwfolklu",$29,adidas Originals Men's Toss Canvas Sneakers,https://www.dealnews.com/adidas-Originals-Mens-Toss-Canvas-Sneakers-for-29-free-shipping/2168453.html,,2168453,True,SHOES,"Barneys Warehouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168453"">adidas Originals Men's Toss Canvas Sneakers</a> in White, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089370,2168453"">Black</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089373,2168453"">Red</a> for $49. In-cart it drops to <b>$29.40</b>. With <b>free shipping</b>, that's $51 off list and the lowest price we could find. They're available in select sizes from 8 to 13. Deal ends January 1.",2017-12-30T11:43:38-05:00
free shipping,1,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qc0lmbxqge7vkx3ztux8",$30,Middle-Earth: Shadow of War for PS4,https://www.dealnews.com/Middle-Earth-Shadow-of-War-for-PS4-for-30-free-shipping/2168450.html,,2168450,,GAMES,"GameStop offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168450"">Middle-Earth: Shadow of War for PlayStation 4</a> for <strong>$29.99</strong>. Coupon code ""SAVER"" yields <strong>free shipping</strong>. That's the lowest price we could find by $11, although we saw it for $5 less on Black Friday.",2017-12-30T13:03:32-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/inslbztdlnw91r0p7vzd",$60,Nike SB Men's Dunk Pro High Shoes,https://www.dealnews.com/Nike-SB-Mens-Dunk-Pro-High-Shoes-for-60-free-shipping/2168441.html,,2168441,,SHOES,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168441"">Nike SB Men's Dunk Pro High Skateboarding Shoes</a> in Red or Obsidian for $79.97. In cart, that drops to <strong>$59.98</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089343,2168441"">join</a>.) That's the lowest price we could find by $26. They're available in select sizes from 4 to 15. Deal ends January 4.",2017-12-30T12:49:49-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w60hd2qw9ifx36s4ndv3",$139,Y-3 by adidas Men's Kozoko Low Sneakers,https://www.dealnews.com/Y-3-by-adidas-Mens-Kozoko-Low-Sneakers-for-139-free-shipping/2168435.html,,2168435,,SHOES,"Barneys offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168435"">Y-3 by adidas Men's Kozoko Low Sneakers</a> in Grey for <b>$139</b> with <b>free shipping</b>. That's $211 off list and the lowest price we could find. They're available in select sizes from 6.5 to 11 <del>12</del>.",2017-12-30T12:44:40-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kufjhfuf4lgodqexqvlw",$40,Hawke & Co. Men's Packable Chevron Jacket,https://www.dealnews.com/Hawke-Co.-Mens-Packable-Chevron-Jacket-for-40-free-shipping/2168414.html,,2168414,,COATS,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168414"">Hawke &amp; Co. Outfitter Men's Packable Downtown Chevron Jacket</a> in several colors (Texas Dark Heather pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $15. It's available in select sizes from XS to XXL. Deal ends December 30.",2017-12-30T12:43:31-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flf8tsffutbvsfabfruz",$30,Nautica Women's Kellen High Top Sneakers,https://www.dealnews.com/Nautica-Womens-Kellen-High-Top-Sneakers-for-30-free-shipping/2168426.html,,2168426,,SHOES,"As one of its daily deals, Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168426"">Nautica Women's Kellen High Top Sneakers</a> in Camel or Navy for <b>$29.50</b> with <b>free shipping</b>. That's $30 off list and the lowest price we could find. They're available in sizes 6 to 10. Deal ends December 30.",2017-12-30T12:42:28-05:00
free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xeefokvzwmriwzv588ge",$45,Kenneth Cole Reaction Men's Suede Chukkas,https://www.dealnews.com/Kenneth-Cole-Reaction-Mens-Suede-Chukkas-for-45-free-shipping/2168423.html,,2168423,,SHOES,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168423"">Kenneth Cole Reaction Men's Desert Sun Suede Chukkas</a> in several colors (Olive pictured) for <strong>$44.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089292,2168423"">Amazon</a> has them in select sizes from the same price.) That's $4 under our October mention and the lowest price we could find now by $13. They're available in select sizes from 7 to 13. Deal ends December 30.",2017-12-30T12:40:49-05:00
