time_published,uuid,shipping,hotness,url,picture_url,time_modified,editors_choice,title,category,description,price
2017-12-28T12:37:28-05:00,2167607,free shipping,3,https://www.dealnews.com/Columbia-Mens-Archer-Ridge-Jacket-for-48-free-shipping/2167607.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bnq57edbhs8mx4jrpg1r",,,Columbia Men's Archer Ridge Jacket,COATS,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167607"">Columbia Men's Archer Ridge Sherpa Fleece Jacket</a> in several colors (Black pictured) for $59.99. Coupon code ""COLDEC60"" drops it to <b>$47.99</b>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086937,2167607"">sign up</a>.) That's the lowest price we could find by $30. It's available in select sizes from S to XXL.",$48
2017-12-28T12:29:29-05:00,2167595,free shipping,3,https://www.dealnews.com/Langria-Folding-Storage-Ottoman-for-20-free-shipping/2167595.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vqjqvmz2qwilgrvqtuuz",,,Langria Folding Storage Ottoman,HOME FURNITURE,"Langria via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167595"">Langria Folding Storage Ottoman</a> in Teal or Grey for $39.99. Coupon code ""CJDF4XOP"" drops it to <b>$19.99</b>. That's $20 off list and the lowest price we could find. It measures 16"" x 16"" x 13"". Deal ends January 2.",$20
2017-12-28T12:28:53-05:00,2167580,free shipping,3,https://www.dealnews.com/Movado-Mens-Series-800-Watch-for-289-free-shipping/2167580.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yuwog1lrhfesvta0zywa",,,Movado Men's Series 800 Watch,WATCHES,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167580"">Movado Men's Series 800 Watch</a> for $420.65. Coupon code ""DNSERIES289"" drops it to <b>$289</b>. With <b>free shipping</b>, that's the lowest price we could find by $50. It features a stainless steel case and band, sapphire crystal, Swiss quartz movement, and water resistance to 660 feet. Deal ends January 1.",$289
,2167601,free shipping,4,https://www.dealnews.com/ASICS-Mens-Stormer-Running-Shoes-for-21-free-shipping/2167601.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rfqdaxt51ie9fnqfs7lb",2017-12-29T08:48:47-05:00,True,ASICS Men's Stormer Running Shoes,SHOES,"ASICS via Rakuten offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167601"">ASICS Men's Stormer Running Shoes</a> in Imperial/Silver/Black for $24.99. Coupon code ""ASICSRUN"" knocks that to <strong>$21.24</strong>. (You must be logged in to your Rakuten account to use the coupon.) With <strong>free shipping</strong>, that's $6 under our September mention and the lowest price we've seen. (It's the best deal today by $9.) They're available in most sizes from 7.5 to 14. Deal ends January 1.",$21
2017-12-28T12:19:58-05:00,2167556,free shipping w/ Prime,3,https://www.dealnews.com/Pacuwi-Car-Emergency-LED-Flashlight-for-13-free-shipping-w-Prime/2167556.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m7cbku19tuqwhilbwkub",,,Pacuwi Car Emergency LED Flashlight,FLASHLIGHTS & LIGHTING,"Pacuwi Tech via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167556"">Pacuwi Car Emergency LED Flashlight</a> for $19.99. Coupon code ""8LKXYHRO"" drops it to <b>$12.99</b>. With <b>free shipping</b> for Prime members, that's $2 under our mention from two weeks ago and the lowest price we could find by $12. It features four lighting modes, two colored light covers, two USB ports, and can be used as a safety hammer. Deal ends January 30.",$13
,2167349,pickup at Walmart,3,https://www.dealnews.com/Nickelodeon-Paw-Patrol-Groom-Go-6-pc-Set-for-5-pickup-at-Walmart/2167349.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b9xsvelixnfghtsznxzm",2017-12-28T18:17:33-05:00,,Nickelodeon Paw Patrol Groom & Go 6pc Set,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167349"">Nickelodeon Paw Patrol Groom &amp; Go 6-Piece Set</a> for <strong>$4.94</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $5 off and the lowest price we could find. It includes a mirror, play razor, shave brush, shave bowl, hair gel, and bath foam.",$5
2017-12-28T12:14:07-05:00,2167589,free shipping,2,https://www.dealnews.com/LG-Gram-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-799-free-shipping/2167589.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h73rwi4qemlwxvqsbtnv",,,"LG Gram Kaby Lake i5 Dual 13"" 1080p Laptop",LAPTOPS,"BuyDig offers the 2.1-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167589"">LG Gram Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> in White for $999. Coupon code ""C1178134952"" cuts that to <strong>$799</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $98, although most stores charge around $997. This lightweight laptop's features include:
<ul>
 <li>Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor
 </li>
 <li>13.3"" 1920x1080 IPS LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>",$799
,2167577,free shipping w/ prime,3,https://www.dealnews.com/Funko-POP-6-Overwatch-D.VA-Meka-Figure-for-16-free-shipping-w-prime/2167577.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m3lxwdsjgyu4buguxwhb",2017-12-28T18:17:26-05:00,,"Funko POP! 6"" Overwatch D.VA & Meka Figure",TOYS & HOBBIES,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167577"">Funko POP! 6"" Overwatch D.VA &amp; Meka Figure</a> for <strong>$16.01</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $3. The accompanying D.VA figure measures 1.75"" and fits right inside the Meka.",$16
,2167562,free shipping,5,https://www.dealnews.com/Joseph-Abboud-Sweaters-at-Mens-Wearhouse-for-10-free-shipping/2167562.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujeyoirqwur5f4onj8ze",2017-12-29T08:35:04-05:00,,Joseph Abboud Sweaters at Men's Wearhouse,SWEATERS,"Men's Wearhouse offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086883,2167562"">Joseph Abboud men's sweaters</a> for <strong>$9.99</strong>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086805,2167562"">join</a>.) That's a savings of at least $90 off list price. Sizes and stock may be limited. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167562"">Joseph Abboud Men's Shawl Collar Sweater</a> for <strong>$9.99</strong> (pictured, at least $110 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086808,2167562"">Joseph Abboud Men's V-Neck Sweater</a> for <strong>$9.99</strong> (at least $90 off)
 </li>
</ul>
Not finding a style that suits you? Men's Wearhouse also offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/Mens-Sweaters-at-Mens-Wearhouse-for-15-free-shipping/2167118.html"">wider selection of men's sweaters</a> for <b>$14.99</b> with <b>free shipping</b> for Perfect Fit Rewards members.",$10
2017-12-28T12:06:58-05:00,2167583,,3,https://www.dealnews.com/Papa-Johns-coupon-50-off-full-price-pizzas/2167583.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o1nl6bnwexgnilaxjllr",,,Papa John's coupon,RESTAURANTS,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167583"">Papa John's</a> cuts <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086850,2167583"">regular-price pizza orders</a> via coupon code ""WWE2K50"". That's tied with our mention from three weeks ago as the best percent-off discount we've seen from Papa John's. Availability varies by location; some exclusions apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086853,2167583"">Click here</a> to find a location near you. Deal ends January 1, 2018.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1687/Papa-Johns/"">Papa John's Coupons</a>.</p>",50% off full-price pizzas
,2167565,free shipping w/ Prime,3,https://www.dealnews.com/Romoss-5-000-m-Ah-Portable-Power-Bank-for-10-free-shipping-w-Prime/2167565.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ozbnajwi1lb81th9jwyf",2017-12-28T18:17:16-05:00,,"Romoss 5,000mAh Portable Power Bank",PORTABLE POWER BANKS,"Romoss via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167565"">Romoss 5,000mAh Portable Battery Pack</a> in White for $14.99. Coupon code ""QS05NY18"" cuts it to <strong>$10.49</strong>. With <strong>free shipping</strong>, that's $2 under last month's mention and and the lowest price we could find by $8. It features a built-in microUSB cable, Lightning adapter, and smart charging. Deal ends January 2.",$10
,2167532,free shipping,3,https://www.dealnews.com/Joe-Joseph-Abboud-Mens-Slim-Fit-Sportcoat-for-40-free-shipping/2167532.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zgetpzo4twmhoahulkhj",2017-12-28T17:12:21-05:00,,Joe Joseph Abboud Men's Slim-Fit Sportcoat,COATS,"Men's Wearhouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167532"">Joe by Joseph Abboud Men's Slim-Fit Sportcoat</a> in Tan Plaid for <strong>$40</strong>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086691,2167532"">join</a>.) That's $20 under our March mention, $260 off list, and the lowest price we could find. It's available in sizes 40 to 46 and short to long lengths. Deal ends January 1.",$40
,2167367,pickup at Walmart,3,https://www.dealnews.com/LEGO-Girls-Batgirl-Zip-Up-Hoodie-With-Cape-for-11-pickup-at-Walmart/2167367.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8yu0h6m9pdf6knaxbai",2017-12-28T17:11:13-05:00,,LEGO Girls' Batgirl Zip-Up Hoodie With Cape,KIDS' CLOTHES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167367"">LEGO Girls' Batgirl Zip-Up Hoodie with Cape</a> in Purple for <strong>$10.50</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's $4 off and the lowest price we could find. It's available in sizes from XS to XL.",$11
,2167571,pickup at Home Depot,3,https://www.dealnews.com/Progress-Lighting-1-Light-Flushmount-Light-for-11-pickup-at-Home-Depot/2167571.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbcwp4tzhshcmn79o3q8",2017-12-29T08:47:51-05:00,True,Progress Lighting 1-Light Flushmount Light,LIGHTING & LAMPS,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167571"">Progress Lighting Alabaster Glass 1-Light Chrome Flushmount Light</a> for <strong>$10.80</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $20. It uses a 60-watt medium-base bulb (not included). Deal ends December 31.",$11
,2167379,free shipping,3,https://www.dealnews.com/Apple-3-Foot-Lightning-Cable-for-6-free-shipping/2167379.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsiq6yx2lh62dptf4gaj",2017-12-28T17:10:55-05:00,,Apple 3-Foot Lightning Cable,IPHONE ACCESSORIES,"iTech Deals offers the OEM <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167379"">Apple 3-Foot Lightning to USB Cable</a> for $6.99. Coupon code ""DNSYNC6"" trims it to <strong>$5.99</strong>. With <strong>free shipping</strong>, that's a buck under last month's mention and the lowest price we could find by $3. Deal ends December 30.",$6
,2167385,pickup at Walmart,3,https://www.dealnews.com/Disney-Princess-Belles-Be-Our-Guest-Set-for-7-pickup-at-Walmart/2167385.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/reqtxevxsfmlcvpgaykt",2017-12-28T17:10:09-05:00,,Disney Princess Belle's Be Our Guest Set,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167385"">Disney Princess Belle's Be Our Guest Dining Set</a> for <b>$6.97</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $9. The set includes a table, two chairs, and 15 accessories.",$7
,2167553,free shipping w/ Prime,2,https://www.dealnews.com/Sleep-Innovations-Memory-Foam-Pillow-for-19-free-shipping-w-Prime/2167553.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usnjorkwudraoykj54rq",2017-12-28T17:09:52-05:00,,Sleep Innovations Memory Foam Pillow,BEDDING,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167553"">Sleep Innovations Classic Memory Foam Standard Pillow</a> for <b>$19.16</b> with <b>free shipping</b>. That's the lowest price we could find by $3. It features a microfiber cover.",$19
2017-12-28T11:44:17-05:00,2167529,free shipping w/ $399,2,https://www.dealnews.com/1800-Mattress-End-of-the-Year-Mattress-Sale-Extra-15-off-free-shipping-w-399/2167529.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q2phhsk4nyyujb4pllvl",,,1800Mattress End of the Year Mattress Sale,BEDDING,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167529"">1800Mattress</a> takes an <strong>extra 15% off</strong> sale items during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086733,2167529"">End of the Year Mattress Sale</a> via coupon code ""1800SLEEP15"". Shipping adds <strong>$79.99</strong>, but orders of $399 or more bag free shipping. Some exclusions may apply. Deal ends January 11.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40940/1800-Mattress/"">1800Mattress Coupons</a>.</p>",Extra 15% off
2017-12-28T11:40:43-05:00,2167550,free shipping w/ Prime,2,https://www.dealnews.com/Sanpu-Digital-Quick-Read-Thermometer-for-5-free-shipping-w-Prime/2167550.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ymnnbcvpmns0fhhrxemk",,,Sanpu Digital Quick Read Thermometer,HEALTH,"Snapu via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167550"">Sanpu Digital Quick Read Thermometer</a> for $9.99. Coupon code ""ZIZ5RM7J"" cuts it to <strong>$4.90</strong>. With <strong>free shipping</strong> for Prime members, that's tied with last week's mention, $5 off list, and the lowest price we could find. It reads in eight seconds and features a 2-color back light. Deal ends January 31.",$5
2017-12-28T11:39:52-05:00,2167547,free shipping,1,https://www.dealnews.com/Samsung-40-4-K-HDR-Wi-Fi-LED-LCD-UHD-Smart-TV-for-441-free-shipping/2167547.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/edklbpgyyingjqf3e7tu",,,"Samsung 40"" 4K HDR WiFi LED LCD UHD Smart TV",TVS,"Beach Camera via Rakuten offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167547"">Samsung 40"" 4K HDR WiFi LED LCD Ultra HD Smart Television</a>, model no. UN40MU7000, for the in-cart price of $519. Coupon code ""BCH78"" cuts it to <strong>$440.99</strong>. (You must be signed in to your Rakuten account to use the coupon.) With <b>free shipping</b>, that's $19 under last month's mention and the lowest price we could find today by $156. It features a native resolution of 3840x2160 (4K 2160p), HDR Pro, WiFi, Smart TV apps (Netflix, Pandora, Hulu, etc.), two USB ports, and three HDMI inputs. Deal ends December 31.",$441
,2167544,free shipping,3,https://www.dealnews.com/Samsung-65-4-K-HDR-LED-LCD-Smart-TV-for-823-free-shipping/2167544.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m4odchomej8me1w1g2hj",2017-12-29T08:47:31-05:00,True,"Samsung 65"" 4K HDR LED LCD Smart TV",TVS,"Beach Camera via Rakuten offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167544"">Samsung 65"" 4K HDR WiFi LED LCD Ultra HD Smart Television</a>, model no. UN65MU6300FXZA, for an in-cart price of $969. Coupon code ""BCH146"" drops it to <strong>$822.99</strong>. (Sign into your Rakuten account to get this deal.) With <strong>free shipping</strong>, that's $26 under last month's mention and the lowest price we've seen. (It's the best deal today by $77.) This 2017 model features a native resolution of 3840x2160 (4K 2160p), HDR Pro, WiFi, Bluetooth, Smart TV apps (Netflix, Pandora, Hulu, etc.), USB, and three HDMI inputs. Deal ends December 31.",$823
,2167541,pickup at Micro Center,3,https://www.dealnews.com/LG-65-4-K-HDR-LED-LCD-UHD-Smart-TV-for-700-pickup-at-Micro-Center/2167541.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqdnzn6awdvvbiogfjph",2017-12-29T08:46:43-05:00,True,"LG 65"" 4K HDR LED LCD UHD Smart TV",TVS,"For in-store pickup only, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167541"">LG 64.5"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 65UJ6200, for <b>$699.99</b>. That's the best deal today by $98 and tied with our mention from two weeks ago as the lowest price we've seen. It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.",$700
2017-12-28T11:31:19-05:00,2167526,free shipping w/ $25,3,https://www.dealnews.com/Danskin-Warehouse-Sale-Event-Up-to-80-off-15-off-free-shipping-w-25/2167526.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqrfpe71iskmxnjvzd4z",,,Danskin Warehouse Sale Event,ACTIVEWEAR,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167526"">Danskin</a> takes <strong>up to 80% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086670,2167526"">women's and girls' activewear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086673,2167526"">Warehouse Sale Event</a>. (Prices are as marked.) Plus, cut an <b>extra 15% off</b> via coupon code ""WELCOME"". Shipping adds <strong>$6.95</strong>, but orders of $25 or more receive free shipping. Sale ends December 30.<br>
<br>
Note: All sales are final.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3072/Danskin/"">Danskin Coupons</a>.</p>",Up to 80% off + 15% off
,2167403,free shipping,3,https://www.dealnews.com/Colorforms-Set-4-Pack-for-10-free-shipping/2167403.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uiyhc76pb5qko0zxthvy",2017-12-28T17:08:54-05:00,,Colorforms Set 4-Pack,TOYS & HOBBIES,"Deal Genius offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167403"">Colorforms Set 4-Pack</a> in several styles for <b>$9.99</b> with <b>free shipping</b>. That's the lowest price we could find by $8. Each set in the pack includes 24 Colorforms and two backgrounds.",$10
,2167343,free shipping,3,https://www.dealnews.com/Toshiba-14-Laptop-Bag-for-15-free-shipping/2167343.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yosq0pt9msznq1suii2u",2017-12-28T17:08:24-05:00,,"Toshiba 14"" Laptop Bag",LAPTOP BAGS,"RefurbforLess via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167343"">Toshiba Envoy 2 14"" Laptop Messenger Bag</a> in Black/Red for <strong>$14.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086217,2167343"">Tanga</a> charges the same.) That's the lowest price we could find by $17. (For further comparison we saw it in March for $20 bundled with accessories.) It is scratch-resistant and features a shoulder strap and trolley strap.",$15
,2167535,,3,https://www.dealnews.com/Groupon-Local-Deals-Extra-20-off/2167535.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",2017-12-28T17:07:47-05:00,,Groupon Local Deals,THINGS TO DO,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167535"">Groupon</a> takes an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086712,2167535"">local deals</a> via coupon code ""SAVE20"". (This coupon can be used up to three times per account and has a maximum discount of $50 per deal.) Some exclusions apply. Deal ends December 29.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s8669/Groupon/"">Groupon Coupons</a>.</p>",Extra 20% off
2017-12-28T11:18:49-05:00,2167412,pickup at Walmart,1,https://www.dealnews.com/Disney-Princess-Cinderellas-Magical-Carriage-for-25-pickup-at-Walmart/2167412.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/amopoz8mhmzbzdb5mbhv",,,Disney Princess Cinderella's Magical Carriage,TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167412"">Disney Princess Cinderella's Magical Transforming Carriage</a> for <b>$24.97</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $14. It transforms from a magic coach into a pumpkin.",$25
2017-12-28T11:18:41-05:00,2167508,free shipping,2,https://www.dealnews.com/DBPower-EX7000-4-K-Sports-Action-Camera-for-59-free-shipping/2167508.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atjsu3cnf38l9zq31ixe",,,DBPower EX7000 4K Sports Action Camera,DIGITAL CAMCORDERS,"Brova Power via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167508"">DBPower EX7000 4K Sports Action Camera</a> for $99.99. Coupon code ""KVAMI6AX"" cuts that to <strong>$58.99</strong>. With <strong>free shipping</strong>, that's $7 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $55.) It features a 2"" touchscreen LCD, 170° wide-angle lens, 4K video recording at 25fps (or 2.7K at 30fps), 14-megapixel still image resolution, WiFi, microSD card slot, micro HDMI, rechargeable Li-ion battery, wrist-mounted remote control, and housing that's waterproof to 148 feet. Deal ends January 7.",$59
,2167517,free shipping,2,https://www.dealnews.com/Homgeek-8-Chef-Knife-7-Santoku-Knife-Set-for-25-free-shipping/2167517.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aecepu1cjl5f1wiqkzco",2017-12-29T03:11:46-05:00,,"Homgeek 8"" Chef Knife & 7"" Santoku Knife Set",KITCHEN,"Homgeek offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167517"">Homgeek German Stainless Steel 8"" Chef Knife and 7"" Santoku Knife Set</a> for $33.97. Coupon code ""UO4IA7QR"" cuts that price to <strong>$25.48</strong>. With <strong>free shipping</strong>, that's $8 off, and the lowest price we could find. They feature It features an ergonomic handles. Deal ends January 4.",$25
,2167520,pickup at Walmart,3,https://www.dealnews.com/Fruit-of-the-Loom-Mens-Crew-Shirt-for-4-pickup-at-Walmart/2167520.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f00nece0xmhwbcqw3q60",2017-12-28T15:16:02-05:00,,Fruit of the Loom Men's Crew Shirt,SHIRTS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167520"">Fruit of the Loom Men's Crew Shirt</a> in several colors (Black pictured) for <strong>$3.50</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $4. It's available in select sizes from S to XL.",$4
,2167496,free shipping,4,https://www.dealnews.com/D-Link-EXO-802.11-ac-Dual-Band-Wi-Fi-Router-for-65-free-shipping/2167496.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lkmtrynrspgo16fj4hff",2017-12-29T09:40:05-05:00,,D-Link EXO 802.11ac Dual-Band WiFi Router,ROUTERS,"Privi via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167496"">D-Link AC1900 EXO 802.11ac Dual-Band Wireless Router</a> for <s>$67.98</s> with <b>free shipping</b>. That's $17 under our August mention and the lowest price we could find by $52 today. This router features speeds up to 1,300Mbps, four antennas, and four Gigabit Ethernet ports.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$65</strong>.",$65
